'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[13:15:24.787 21/01/2026]',1.62,1.67,0.69,0.59,0.00,0.00,0.23,1.46,5.65,5.88,2.32,2.09,0.00,0.00,0.71,4.78,6.34,7.38,2.12,2.36,0.00,0.00,1.21,14.29,2.12,2.19,0.90,0.94,0.00,0.00,0.67,7.31,0.23,0.21,0.11,0.09,0.00,0.00,0.06,1.04,0
'[13:15:24.804 21/01/2026]',1.61,1.69,0.69,0.60,0.00,0.00,0.23,1.43,5.69,5.89,2.33,2.10,0.00,0.00,0.69,4.64,6.17,7.13,2.08,2.35,0.00,0.00,1.22,14.12,2.21,2.26,0.94,0.97,0.00,0.00,0.67,7.30,0.24,0.23,0.11,0.09,0.00,0.00,0.06,1.03,0
'[13:15:24.820 21/01/2026]',1.65,1.71,0.72,0.60,0.00,0.00,0.23,1.40,5.75,5.89,2.36,2.11,0.00,0.00,0.67,4.51,6.03,6.90,2.05,2.35,0.00,0.00,1.24,13.95,2.27,2.33,0.96,0.99,0.00,0.00,0.67,7.29,0.24,0.24,0.11,0.10,0.00,0.00,0.06,1.02,0
'[13:15:24.837 21/01/2026]',1.69,1.75,0.74,0.62,0.00,0.00,0.23,1.38,5.81,5.89,2.39,2.12,0.00,0.00,0.65,4.47,5.90,6.65,2.14,2.49,0.00,0.00,1.26,13.78,2.33,2.34,0.98,0.99,0.00,0.00,0.69,7.24,0.24,0.24,0.12,0.10,0.00,0.00,0.06,1.02,0
'[13:15:24.854 21/01/2026]',1.64,1.79,0.72,0.64,0.00,0.00,0.23,1.36,5.78,5.89,2.38,2.13,0.00,0.00,0.62,4.53,5.75,6.42,2.31,2.62,0.00,0.00,1.27,13.61,2.34,2.35,0.96,0.99,0.00,0.00,0.70,7.18,0.23,0.24,0.12,0.10,0.00,0.00,0.06,1.03,0
'[13:15:24.870 21/01/2026]',1.59,1.75,0.71,0.62,0.00,0.00,0.23,1.36,5.76,5.81,2.37,2.10,0.00,0.00,0.60,4.60,5.63,6.36,2.47,2.78,0.00,0.00,1.29,13.41,2.35,2.27,0.94,0.96,0.00,0.00,0.71,7.08,0.22,0.23,0.11,0.09,0.00,0.00,0.05,1.04,0
'[13:15:24.887 21/01/2026]',1.54,1.71,0.69,0.60,0.00,0.00,0.23,1.36,5.72,6.06,2.35,2.08,0.00,0.00,0.59,4.66,5.98,6.71,2.63,2.93,0.00,0.00,1.29,13.22,2.33,2.20,0.91,0.94,0.00,0.00,0.72,6.99,0.21,0.22,0.11,0.09,0.00,0.00,0.05,1.06,0
'[13:15:24.912 21/01/2026]',1.49,1.66,0.68,0.58,0.00,0.00,0.22,1.37,5.68,6.35,2.33,2.05,0.00,0.00,0.58,4.68,6.30,7.06,2.78,3.08,0.00,0.00,1.30,13.00,2.32,2.10,0.89,0.92,0.00,0.00,0.72,6.87,0.21,0.22,0.10,0.09,0.00,0.00,0.06,1.05,0
'[13:15:24.940 21/01/2026]',1.43,1.61,0.65,0.57,0.00,0.00,0.21,1.38,5.63,6.62,2.29,2.02,0.00,0.00,0.57,4.69,6.62,7.38,2.93,3.22,0.00,0.00,1.30,12.80,2.29,2.09,0.87,0.91,0.00,0.00,0.74,6.76,0.20,0.21,0.10,0.09,0.00,0.00,0.06,1.03,0
'[13:15:24.973 21/01/2026]',1.38,1.56,0.62,0.54,0.00,0.00,0.20,1.39,5.86,6.90,2.26,1.98,0.00,0.00,0.57,4.70,6.92,7.70,3.06,3.35,0.00,0.00,1.30,12.59,2.26,2.06,0.85,0.90,0.00,0.00,0.75,6.65,0.19,0.20,0.09,0.08,0.00,0.00,0.05,1.02,0
'[13:15:24.999 21/01/2026]',1.34,1.51,0.60,0.52,0.00,0.00,0.20,1.40,6.08,7.15,2.23,1.94,0.00,0.00,0.57,4.70,7.20,8.00,3.19,3.48,0.00,0.00,1.30,12.60,2.24,2.04,0.83,0.90,0.00,0.00,0.77,6.55,0.17,0.19,0.09,0.08,0.00,0.00,0.05,1.01,0
'[13:15:25.029 21/01/2026]',1.31,1.48,0.59,0.50,0.00,0.00,0.19,1.39,6.28,7.39,2.19,1.90,0.00,0.00,0.57,4.71,7.46,8.29,3.31,3.60,0.00,0.00,1.30,12.91,2.22,2.02,0.82,0.89,0.00,0.00,0.79,6.48,0.17,0.18,0.09,0.08,0.00,0.00,0.06,1.02,0
'[13:15:25.056 21/01/2026]',1.28,1.46,0.57,0.49,0.00,0.00,0.19,1.39,6.48,7.61,2.16,1.86,0.00,0.00,0.58,4.69,7.70,8.56,3.43,3.71,0.00,0.00,1.34,13.19,2.21,2.00,0.81,0.89,0.00,0.00,0.81,6.38,0.16,0.17,0.09,0.08,0.00,0.00,0.06,1.02,0
'[13:15:25.083 21/01/2026]',1.25,1.43,0.56,0.48,0.00,0.00,0.19,1.40,6.66,7.82,2.13,1.82,0.00,0.00,0.58,4.66,7.91,8.81,3.53,3.81,0.00,0.00,1.38,13.45,2.20,2.00,0.80,0.88,0.00,0.00,0.81,6.28,0.15,0.16,0.08,0.07,0.00,0.00,0.06,1.00,0
'[13:15:25.110 21/01/2026]',1.26,1.41,0.57,0.47,0.00,0.00,0.20,1.34,6.86,8.01,2.09,1.78,0.00,0.00,0.56,4.49,8.10,9.04,3.61,3.90,0.00,0.00,1.42,13.69,2.23,1.99,0.81,0.86,0.00,0.00,0.79,6.26,0.15,0.15,0.08,0.07,0.00,0.00,0.06,1.01,0
'[13:15:25.137 21/01/2026]',1.26,1.42,0.58,0.48,0.00,0.00,0.22,1.27,7.04,8.21,2.16,1.83,0.00,0.00,0.54,4.35,8.28,9.24,3.69,3.98,0.00,0.00,1.46,13.91,2.25,2.03,0.83,0.86,0.00,0.00,0.78,6.30,0.14,0.15,0.08,0.07,0.00,0.00,0.06,1.02,0
'[13:15:25.164 21/01/2026]',1.18,1.43,0.55,0.50,0.00,0.00,0.22,1.21,7.27,8.40,2.26,1.90,0.00,0.00,0.52,4.23,8.38,9.43,3.73,4.05,0.00,0.00,1.48,14.11,2.34,2.06,0.86,0.88,0.00,0.00,0.76,6.33,0.15,0.15,0.09,0.07,0.00,0.00,0.07,1.03,0
'[13:15:25.194 21/01/2026]',1.13,1.37,0.52,0.47,0.00,0.00,0.21,1.20,7.51,8.64,2.36,1.99,0.00,0.00,0.51,4.14,8.47,9.55,3.76,4.08,0.00,0.00,1.50,14.32,2.43,2.15,0.90,0.93,0.00,0.00,0.74,6.41,0.15,0.16,0.08,0.08,0.00,0.00,0.07,1.01,0
'[13:15:25.222 21/01/2026]',1.14,1.30,0.49,0.44,0.00,0.00,0.21,1.16,7.73,8.89,2.45,2.10,0.00,0.00,0.49,4.09,8.52,9.65,3.78,4.10,0.00,0.00,1.51,14.54,2.52,2.25,0.94,0.97,0.00,0.00,0.73,6.53,0.15,0.15,0.08,0.07,0.00,0.00,0.07,1.01,0
'[13:15:25.249 21/01/2026]',1.15,1.24,0.48,0.43,0.00,0.00,0.20,1.14,7.93,9.12,2.53,2.20,0.00,0.00,0.48,4.01,8.57,9.71,3.79,4.12,0.00,0.00,1.53,14.74,2.61,2.35,0.97,1.00,0.00,0.00,0.72,6.69,0.15,0.16,0.08,0.07,0.00,0.00,0.07,1.02,0
'[13:15:25.278 21/01/2026]',1.20,1.19,0.50,0.43,0.00,0.00,0.19,1.12,8.09,9.34,2.60,2.29,0.00,0.00,0.47,3.93,8.57,9.77,3.80,4.13,0.00,0.00,1.55,14.92,2.68,2.45,1.00,1.04,0.00,0.00,0.71,6.84,0.15,0.16,0.08,0.07,0.00,0.00,0.07,1.03,0
'[13:15:25.308 21/01/2026]',1.19,1.20,0.50,0.46,0.00,0.00,0.20,1.12,8.15,9.51,2.64,2.37,0.00,0.00,0.46,3.84,8.49,9.76,3.78,4.12,0.00,0.00,1.57,15.11,2.69,2.51,1.00,1.06,0.00,0.00,0.69,6.99,0.16,0.16,0.09,0.08,0.00,0.00,0.07,1.01,0
'[13:15:25.338 21/01/2026]',1.19,1.15,0.50,0.45,0.00,0.00,0.20,1.13,8.21,9.56,2.67,2.41,0.00,0.00,0.46,3.72,8.42,9.66,3.76,4.09,0.00,0.00,1.58,15.29,2.71,2.52,1.00,1.06,0.00,0.00,0.68,7.14,0.18,0.19,0.09,0.08,0.00,0.00,0.07,1.00,0
'[13:15:25.367 21/01/2026]',1.20,1.15,0.50,0.45,0.00,0.00,0.19,1.14,8.20,9.61,2.69,2.45,0.00,0.00,0.46,3.60,8.30,9.56,3.73,4.06,0.00,0.00,1.60,15.46,2.66,2.53,1.00,1.06,0.00,0.00,0.69,7.27,0.18,0.20,0.09,0.08,0.00,0.00,0.07,0.98,0
'[13:15:25.396 21/01/2026]',1.15,1.19,0.48,0.46,0.00,0.00,0.18,1.18,8.10,9.59,2.66,2.46,0.00,0.00,0.46,3.49,8.08,9.39,3.65,4.00,0.00,0.00,1.60,15.61,2.62,2.60,1.02,1.04,0.00,0.00,0.71,7.40,0.18,0.21,0.09,0.08,0.00,0.00,0.07,0.97,0
'[13:15:25.426 21/01/2026]',1.10,1.15,0.46,0.44,0.00,0.00,0.18,1.22,7.99,9.44,2.63,2.42,0.00,0.00,0.45,3.40,7.85,9.11,3.58,3.90,0.00,0.00,1.60,15.73,2.62,2.61,1.05,1.05,0.00,0.00,0.73,7.54,0.18,0.21,0.09,0.09,0.00,0.00,0.07,0.96,0
'[13:15:25.455 21/01/2026]',1.10,1.17,0.46,0.43,0.00,0.00,0.18,1.28,7.85,9.27,2.57,2.37,0.00,0.00,0.45,3.25,7.61,8.83,3.49,3.80,0.00,0.00,1.60,15.76,2.63,2.58,1.08,1.07,0.00,0.00,0.75,7.68,0.17,0.21,0.09,0.09,0.00,0.00,0.07,0.92,0
'[13:15:25.485 21/01/2026]',1.08,1.13,0.45,0.44,0.00,0.00,0.18,1.35,7.71,9.06,2.52,2.30,0.00,0.00,0.43,3.13,7.38,8.54,3.39,3.67,0.00,0.00,1.59,15.73,2.64,2.51,1.10,1.10,0.00,0.00,0.76,7.76,0.17,0.21,0.09,0.09,0.00,0.00,0.07,0.95,0
'[13:15:25.514 21/01/2026]',1.02,1.08,0.43,0.43,0.00,0.00,0.18,1.32,7.56,8.85,2.46,2.24,0.00,0.00,0.42,3.36,7.17,8.27,3.29,3.54,0.00,0.00,1.59,15.60,2.61,2.47,1.09,1.12,0.00,0.00,0.77,7.70,0.16,0.20,0.08,0.09,0.00,0.00,0.06,0.96,0
'[13:15:25.543 21/01/2026]',1.01,1.07,0.41,0.41,0.00,0.00,0.17,1.34,7.42,8.62,2.42,2.19,0.00,0.00,0.40,3.51,6.98,8.03,3.20,3.41,0.00,0.00,1.59,15.34,2.58,2.47,1.08,1.11,0.00,0.00,0.78,7.57,0.16,0.19,0.08,0.09,0.00,0.00,0.07,0.94,0
'[13:15:25.573 21/01/2026]',1.01,1.06,0.42,0.40,0.00,0.00,0.17,1.33,7.29,8.42,2.38,2.16,0.00,0.00,0.38,3.52,6.81,7.81,3.11,3.28,0.00,0.00,1.59,14.96,2.55,2.51,1.07,1.08,0.00,0.00,0.79,7.42,0.16,0.19,0.09,0.10,0.00,0.00,0.07,0.93,0
'[13:15:25.603 21/01/2026]',1.06,1.05,0.44,0.41,0.00,0.00,0.16,1.31,7.16,8.22,2.34,2.14,0.00,0.00,0.37,3.53,6.68,7.61,3.04,3.16,0.00,0.00,1.59,14.62,2.55,2.54,1.08,1.05,0.00,0.00,0.81,7.28,0.16,0.20,0.08,0.10,0.00,0.00,0.07,0.93,0
'[13:15:25.640 21/01/2026]',1.08,1.07,0.44,0.43,0.00,0.00,0.15,1.26,7.06,8.04,2.32,2.13,0.00,0.00,0.36,3.49,6.63,7.46,3.08,3.06,0.00,0.00,1.59,14.21,2.59,2.57,1.11,1.04,0.00,0.00,0.84,7.13,0.15,0.19,0.08,0.10,0.00,0.00,0.06,0.97,0
'[13:15:25.670 21/01/2026]',1.09,1.07,0.44,0.41,0.00,0.00,0.15,1.23,6.97,7.88,2.32,2.15,0.00,0.00,0.35,3.39,6.81,7.32,3.17,3.13,0.00,0.00,1.59,13.74,2.62,2.59,1.15,1.06,0.00,0.00,0.86,6.92,0.15,0.17,0.08,0.09,0.00,0.00,0.06,0.96,0
'[13:15:25.700 21/01/2026]',1.11,1.06,0.45,0.41,0.00,0.00,0.16,1.27,6.92,7.74,2.34,2.18,0.00,0.00,0.36,3.42,6.97,7.21,3.26,3.20,0.00,0.00,1.60,13.16,2.66,2.60,1.18,1.09,0.00,0.00,0.88,6.65,0.15,0.17,0.08,0.10,0.00,0.00,0.07,0.94,0
'[13:15:25.730 21/01/2026]',1.12,1.06,0.46,0.43,0.00,0.00,0.17,1.26,6.86,7.64,2.35,2.22,0.00,0.00,0.36,3.53,7.12,7.11,3.33,3.27,0.00,0.00,1.61,12.53,2.69,2.58,1.22,1.13,0.00,0.00,0.89,6.33,0.15,0.17,0.08,0.10,0.00,0.00,0.07,0.98,0
'[13:15:25.761 21/01/2026]',1.15,1.06,0.48,0.44,0.00,0.00,0.17,1.25,6.82,7.55,2.36,2.26,0.00,0.00,0.37,3.63,7.26,7.03,3.40,3.34,0.00,0.00,1.63,11.95,2.72,2.56,1.24,1.16,0.00,0.00,0.88,6.04,0.14,0.18,0.08,0.10,0.00,0.00,0.06,1.02,0
'[13:15:25.791 21/01/2026]',1.19,1.06,0.49,0.45,0.00,0.00,0.17,1.29,6.81,7.46,2.38,2.29,0.00,0.00,0.38,3.87,7.40,6.95,3.45,3.38,0.00,0.00,1.64,11.35,2.71,2.54,1.26,1.18,0.00,0.00,0.87,5.64,0.15,0.17,0.08,0.10,0.00,0.00,0.06,1.03,0
'[13:15:25.825 21/01/2026]',1.22,1.10,0.50,0.47,0.00,0.00,0.16,1.24,6.81,7.43,2.40,2.33,0.00,0.00,0.39,4.16,7.52,6.91,3.50,3.42,0.00,0.00,1.65,10.73,2.71,2.54,1.27,1.19,0.00,0.00,0.86,5.30,0.16,0.17,0.08,0.09,0.00,0.00,0.06,1.01,0
'[13:15:25.858 21/01/2026]',1.23,1.14,0.50,0.47,0.00,0.00,0.16,1.19,6.83,7.40,2.42,2.36,0.00,0.00,0.40,4.44,7.66,6.89,3.55,3.46,0.00,0.00,1.67,10.17,2.74,2.56,1.29,1.20,0.00,0.00,0.85,5.03,0.16,0.18,0.08,0.10,0.00,0.00,0.06,1.00,0
'[13:15:25.891 21/01/2026]',1.24,1.15,0.51,0.47,0.00,0.00,0.15,1.16,6.85,7.43,2.43,2.40,0.00,0.00,0.42,4.74,7.78,6.95,3.59,3.51,0.00,0.00,1.69,9.72,2.79,2.60,1.32,1.22,0.00,0.00,0.85,4.78,0.16,0.18,0.08,0.09,0.00,0.00,0.06,1.00,0
'[13:15:25.924 21/01/2026]',1.25,1.16,0.52,0.48,0.00,0.00,0.15,1.09,6.88,7.45,2.44,2.43,0.00,0.00,0.43,4.98,7.90,7.15,3.63,3.54,0.00,0.00,1.70,9.36,2.82,2.65,1.35,1.25,0.00,0.00,0.85,4.57,0.15,0.18,0.08,0.09,0.00,0.00,0.06,1.02,0
'[13:15:25.947 21/01/2026]',1.25,1.16,0.51,0.48,0.00,0.00,0.14,1.07,6.89,7.49,2.45,2.45,0.00,0.00,0.43,5.21,8.00,7.35,3.65,3.57,0.00,0.00,1.71,9.33,2.86,2.69,1.38,1.27,0.00,0.00,0.86,4.35,0.14,0.17,0.08,0.09,0.00,0.00,0.06,1.02,0
'[13:15:25.952 21/01/2026]',1.25,1.15,0.51,0.47,0.00,0.00,0.14,1.03,6.91,7.52,2.45,2.48,0.00,0.00,0.44,5.39,8.10,7.53,3.67,3.59,0.00,0.00,1.72,9.48,2.89,2.73,1.41,1.29,0.00,0.00,0.86,4.12,0.13,0.16,0.08,0.09,0.00,0.00,0.06,1.01,0
'[13:15:25.972 21/01/2026]',1.25,1.14,0.51,0.46,0.00,0.00,0.14,0.99,6.94,7.55,2.46,2.50,0.00,0.00,0.46,5.55,8.19,7.69,3.69,3.61,0.00,0.00,1.71,9.62,2.93,2.76,1.43,1.32,0.00,0.00,0.88,3.90,0.13,0.16,0.08,0.08,0.00,0.00,0.06,1.01,0
'[13:15:25.987 21/01/2026]',1.26,1.14,0.51,0.45,0.00,0.00,0.15,0.95,6.96,7.59,2.47,2.52,0.00,0.00,0.49,5.69,8.28,7.85,3.71,3.63,0.00,0.00,1.70,9.74,2.96,2.80,1.46,1.34,0.00,0.00,0.89,3.66,0.12,0.15,0.08,0.08,0.00,0.00,0.06,1.01,0
'[13:15:26.004 21/01/2026]',1.27,1.15,0.51,0.45,0.00,0.00,0.15,0.91,6.99,7.62,2.48,2.55,0.00,0.00,0.51,5.81,8.37,8.00,3.73,3.64,0.00,0.00,1.69,9.84,3.00,2.84,1.48,1.36,0.00,0.00,0.91,3.44,0.12,0.14,0.08,0.08,0.00,0.00,0.06,1.01,0
'[13:15:26.021 21/01/2026]',1.27,1.15,0.52,0.45,0.00,0.00,0.16,0.86,7.02,7.67,2.50,2.57,0.00,0.00,0.54,5.90,8.45,8.13,3.75,3.66,0.00,0.00,1.67,9.93,3.04,2.89,1.51,1.38,0.00,0.00,0.92,3.22,0.11,0.14,0.07,0.08,0.00,0.00,0.06,1.03,0
'[13:15:26.038 21/01/2026]',1.28,1.16,0.52,0.45,0.00,0.00,0.16,0.80,7.04,7.70,2.51,2.60,0.00,0.00,0.58,5.99,8.54,8.26,3.77,3.67,0.00,0.00,1.65,10.02,3.08,2.94,1.53,1.40,0.00,0.00,0.92,3.06,0.11,0.14,0.07,0.08,0.00,0.00,0.06,1.05,0
'[13:15:26.055 21/01/2026]',1.28,1.17,0.52,0.45,0.00,0.00,0.17,0.76,7.07,7.76,2.52,2.62,0.00,0.00,0.61,6.08,8.62,8.38,3.79,3.69,0.00,0.00,1.63,10.08,3.11,2.98,1.55,1.42,0.00,0.00,0.93,3.09,0.11,0.13,0.08,0.07,0.00,0.00,0.06,1.05,0
'[13:15:26.071 21/01/2026]',1.28,1.19,0.52,0.44,0.00,0.00,0.17,0.72,7.09,7.81,2.53,2.65,0.00,0.00,0.64,6.16,8.69,8.50,3.80,3.71,0.00,0.00,1.61,10.13,3.15,3.03,1.57,1.43,0.00,0.00,0.93,3.11,0.11,0.13,0.08,0.07,0.00,0.00,0.06,1.05,0
'[13:15:26.087 21/01/2026]',1.29,1.20,0.52,0.44,0.00,0.00,0.18,0.69,7.11,7.85,2.54,2.67,0.00,0.00,0.67,6.24,8.76,8.61,3.82,3.73,0.00,0.00,1.59,10.18,3.18,3.07,1.59,1.45,0.00,0.00,0.94,3.14,0.11,0.12,0.08,0.07,0.00,0.00,0.06,1.05,0
'[13:15:26.104 21/01/2026]',1.29,1.21,0.52,0.44,0.00,0.00,0.18,0.65,7.13,7.90,2.54,2.69,0.00,0.00,0.70,6.31,8.82,8.71,3.84,3.74,0.00,0.00,1.57,10.23,3.21,3.11,1.61,1.46,0.00,0.00,0.94,3.16,0.11,0.11,0.08,0.07,0.00,0.00,0.05,1.05,0
'[13:15:26.121 21/01/2026]',1.28,1.21,0.52,0.44,0.00,0.00,0.18,0.63,7.14,7.94,2.55,2.71,0.00,0.00,0.73,6.38,8.89,8.81,3.85,3.76,0.00,0.00,1.55,10.27,3.24,3.15,1.63,1.47,0.00,0.00,0.94,3.18,0.10,0.11,0.07,0.07,0.00,0.00,0.05,1.05,0
'[13:15:26.138 21/01/2026]',1.33,1.21,0.55,0.43,0.00,0.00,0.18,0.63,7.11,7.97,2.52,2.73,0.00,0.00,0.75,6.46,8.96,8.90,3.87,3.78,0.00,0.00,1.52,10.28,3.24,3.19,1.64,1.49,0.00,0.00,0.93,3.21,0.10,0.10,0.07,0.07,0.00,0.00,0.05,1.08,0
'[13:15:26.155 21/01/2026]',1.36,1.25,0.56,0.45,0.00,0.00,0.18,0.73,7.05,7.97,2.48,2.72,0.00,0.00,0.76,6.63,9.02,9.01,3.88,3.81,0.00,0.00,1.50,10.20,3.19,3.24,1.63,1.48,0.00,0.00,0.92,3.35,0.11,0.10,0.07,0.07,0.00,0.00,0.05,1.09,0
'[13:15:26.171 21/01/2026]',1.38,1.28,0.57,0.47,0.00,0.00,0.18,0.75,6.99,7.94,2.45,2.69,0.00,0.00,0.77,6.71,9.07,9.10,3.88,3.83,0.00,0.00,1.51,10.04,3.15,3.31,1.62,1.46,0.00,0.00,0.91,3.59,0.12,0.12,0.08,0.07,0.00,0.00,0.05,1.06,0
'[13:15:26.187 21/01/2026]',1.42,1.31,0.58,0.48,0.00,0.00,0.18,0.81,6.88,7.92,2.40,2.67,0.00,0.00,0.78,6.78,9.13,9.18,3.89,3.85,0.00,0.00,1.53,9.90,3.15,3.36,1.60,1.44,0.00,0.00,0.90,3.80,0.12,0.13,0.08,0.07,0.00,0.00,0.05,1.04,0
'[13:15:26.204 21/01/2026]',1.46,1.35,0.60,0.50,0.00,0.00,0.19,0.79,6.77,7.83,2.36,2.62,0.00,0.00,0.78,6.75,9.19,9.28,3.91,3.89,0.00,0.00,1.56,9.75,3.19,3.39,1.58,1.40,0.00,0.00,0.89,4.01,0.12,0.12,0.08,0.07,0.00,0.00,0.05,1.06,0
'[13:15:26.220 21/01/2026]',1.49,1.38,0.61,0.51,0.00,0.00,0.19,0.77,6.67,7.75,2.31,2.58,0.00,0.00,0.78,6.73,9.25,9.37,3.92,3.93,0.00,0.00,1.58,9.61,3.23,3.41,1.57,1.37,0.00,0.00,0.88,4.21,0.12,0.12,0.08,0.07,0.00,0.00,0.05,1.07,0
'[13:15:26.238 21/01/2026]',1.47,1.41,0.60,0.53,0.00,0.00,0.19,0.74,6.58,7.68,2.28,2.54,0.00,0.00,0.78,6.71,9.27,9.46,3.92,3.96,0.00,0.00,1.59,9.48,3.24,3.42,1.55,1.35,0.00,0.00,0.87,4.39,0.12,0.12,0.08,0.07,0.00,0.00,0.05,1.08,0
'[13:15:26.254 21/01/2026]',1.44,1.39,0.58,0.52,0.00,0.00,0.19,0.71,6.48,7.60,2.23,2.50,0.00,0.00,0.77,6.65,9.29,9.51,3.92,3.98,0.00,0.00,1.62,9.34,3.23,3.41,1.54,1.33,0.00,0.00,0.87,4.52,0.12,0.12,0.07,0.07,0.00,0.00,0.05,1.08,0
'[13:15:26.270 21/01/2026]',1.41,1.37,0.57,0.50,0.00,0.00,0.18,0.75,6.39,7.52,2.20,2.47,0.00,0.00,0.76,6.55,9.31,9.57,3.93,4.00,0.00,0.00,1.65,9.19,3.22,3.39,1.53,1.32,0.00,0.00,0.87,4.58,0.11,0.11,0.07,0.07,0.00,0.00,0.05,1.06,0
'[13:15:26.287 21/01/2026]',1.43,1.34,0.58,0.48,0.00,0.00,0.18,0.79,6.31,7.44,2.17,2.43,0.00,0.00,0.75,6.46,9.32,9.61,3.94,4.02,0.00,0.00,1.67,9.05,3.19,3.37,1.53,1.32,0.00,0.00,0.86,4.64,0.11,0.11,0.07,0.07,0.00,0.00,0.05,1.05,0
'[13:15:26.304 21/01/2026]',1.44,1.36,0.59,0.49,0.00,0.00,0.18,0.80,6.24,7.38,2.14,2.41,0.00,0.00,0.74,6.42,9.33,9.65,3.95,4.04,0.00,0.00,1.70,8.93,3.16,3.33,1.53,1.32,0.00,0.00,0.86,4.65,0.11,0.11,0.07,0.07,0.00,0.00,0.05,1.04,0
