'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[13:02:01.043 21/01/2026]',0.15,0.15,0.15,0.17,0.00,0.00,0.17,0.16,0.65,0.53,0.55,0.89,0.00,0.00,0.63,0.65,2.12,2.27,1.88,2.49,0.00,0.00,2.07,2.11,0.80,0.95,0.91,0.83,0.00,0.00,0.79,1.05,0.05,0.05,0.05,0.05,0.00,0.00,0.05,0.05,0
'[13:02:01.064 21/01/2026]',0.15,0.14,0.15,0.16,0.00,0.00,0.16,0.15,0.63,0.52,0.55,0.87,0.00,0.00,0.64,0.65,2.06,2.23,1.83,2.42,0.00,0.00,2.02,2.05,0.80,0.99,0.90,0.81,0.00,0.00,0.78,1.03,0.05,0.05,0.05,0.05,0.00,0.00,0.05,0.05,0
'[13:02:01.084 21/01/2026]',0.15,0.14,0.15,0.16,0.00,0.00,0.16,0.15,0.61,0.52,0.54,0.86,0.00,0.00,0.65,0.66,2.00,2.17,1.78,2.34,0.00,0.00,1.98,1.99,0.80,1.01,0.89,0.80,0.00,0.00,0.76,1.00,0.05,0.05,0.05,0.05,0.00,0.00,0.04,0.05,0
'[13:02:01.106 21/01/2026]',0.15,0.14,0.15,0.16,0.00,0.00,0.15,0.15,0.59,0.53,0.53,0.84,0.00,0.00,0.66,0.66,1.95,2.13,1.73,2.27,0.00,0.00,1.93,1.94,0.80,1.03,0.89,0.79,0.00,0.00,0.75,0.98,0.04,0.05,0.05,0.05,0.00,0.00,0.04,0.05,0
'[13:02:01.126 21/01/2026]',0.15,0.15,0.15,0.16,0.00,0.00,0.14,0.15,0.57,0.54,0.52,0.82,0.00,0.00,0.67,0.67,1.90,2.08,1.69,2.21,0.00,0.00,1.90,1.88,0.80,1.05,0.88,0.79,0.00,0.00,0.73,0.95,0.04,0.04,0.05,0.05,0.00,0.00,0.04,0.05,0
'[13:02:01.148 21/01/2026]',0.14,0.15,0.14,0.15,0.00,0.00,0.14,0.15,0.54,0.56,0.51,0.81,0.00,0.00,0.68,0.67,1.85,2.04,1.64,2.15,0.00,0.00,1.86,1.84,0.81,1.06,0.87,0.79,0.00,0.00,0.72,0.93,0.04,0.04,0.05,0.05,0.00,0.00,0.04,0.05,0
'[13:02:01.168 21/01/2026]',0.14,0.15,0.14,0.15,0.00,0.00,0.14,0.15,0.52,0.56,0.51,0.78,0.00,0.00,0.69,0.66,1.81,2.00,1.59,2.08,0.00,0.00,1.82,1.78,0.81,1.07,0.85,0.79,0.00,0.00,0.70,0.89,0.04,0.04,0.05,0.05,0.00,0.00,0.04,0.05,0
'[13:02:01.188 21/01/2026]',0.15,0.15,0.15,0.14,0.00,0.00,0.14,0.15,0.50,0.56,0.51,0.76,0.00,0.00,0.70,0.66,1.75,1.95,1.59,2.03,0.00,0.00,1.78,1.79,0.81,1.07,0.84,0.79,0.00,0.00,0.68,0.86,0.04,0.05,0.05,0.05,0.00,0.00,0.04,0.05,0
'[13:02:01.210 21/01/2026]',0.14,0.16,0.15,0.15,0.00,0.00,0.14,0.16,0.49,0.56,0.49,0.73,0.00,0.00,0.71,0.65,1.69,1.90,1.63,1.96,0.00,0.00,1.73,1.81,0.80,1.07,0.84,0.79,0.00,0.00,0.68,0.84,0.04,0.05,0.05,0.05,0.00,0.00,0.04,0.05,0
'[13:02:01.232 21/01/2026]',0.15,0.15,0.15,0.15,0.00,0.00,0.15,0.15,0.48,0.53,0.47,0.69,0.00,0.00,0.72,0.64,1.63,1.85,1.66,1.89,0.00,0.00,1.74,1.84,0.80,1.07,0.83,0.78,0.00,0.00,0.66,0.81,0.04,0.05,0.05,0.04,0.00,0.00,0.04,0.05,0
'[13:02:01.254 21/01/2026]',0.19,0.15,0.17,0.16,0.00,0.00,0.15,0.15,0.49,0.52,0.46,0.66,0.00,0.00,0.74,0.64,1.60,1.81,1.71,1.83,0.00,0.00,1.75,1.86,0.81,1.05,0.82,0.78,0.00,0.00,0.64,0.79,0.04,0.05,0.05,0.05,0.00,0.00,0.04,0.05,0
'[13:02:01.277 21/01/2026]',0.22,0.20,0.18,0.19,0.00,0.00,0.15,0.16,0.51,0.55,0.44,0.65,0.00,0.00,0.78,0.64,1.58,1.81,1.76,1.78,0.00,0.00,1.76,1.88,0.83,1.02,0.81,0.76,0.00,0.00,0.61,0.75,0.05,0.05,0.05,0.05,0.00,0.00,0.04,0.05,0
'[13:02:01.298 21/01/2026]',0.24,0.23,0.19,0.20,0.00,0.00,0.15,0.15,0.55,0.57,0.44,0.67,0.00,0.00,0.81,0.65,1.56,1.81,1.81,1.73,0.00,0.00,1.77,1.90,0.85,1.02,0.82,0.78,0.00,0.00,0.60,0.70,0.06,0.06,0.05,0.05,0.00,0.00,0.05,0.05,0
'[13:02:01.319 21/01/2026]',0.29,0.26,0.21,0.21,0.00,0.00,0.14,0.14,0.62,0.62,0.46,0.68,0.00,0.00,0.84,0.67,1.59,1.82,1.86,1.69,0.00,0.00,1.78,1.92,0.84,1.05,0.81,0.80,0.00,0.00,0.59,0.66,0.06,0.08,0.05,0.06,0.00,0.00,0.05,0.05,0
'[13:02:01.341 21/01/2026]',0.34,0.32,0.23,0.24,0.00,0.00,0.14,0.14,0.68,0.73,0.48,0.71,0.00,0.00,0.86,0.67,1.66,1.88,1.91,1.69,0.00,0.00,1.78,1.93,0.83,1.05,0.80,0.79,0.00,0.00,0.59,0.62,0.06,0.08,0.05,0.05,0.00,0.00,0.05,0.05,0
'[13:02:01.364 21/01/2026]',0.35,0.38,0.23,0.26,0.00,0.00,0.15,0.14,0.77,0.82,0.50,0.73,0.00,0.00,0.90,0.68,1.74,1.93,1.96,1.74,0.00,0.00,1.80,1.95,0.79,1.05,0.79,0.79,0.00,0.00,0.59,0.59,0.06,0.08,0.04,0.05,0.00,0.00,0.05,0.05,0
'[13:02:01.386 21/01/2026]',0.36,0.39,0.23,0.25,0.00,0.00,0.15,0.14,0.86,0.93,0.53,0.78,0.00,0.00,0.93,0.71,1.80,2.00,1.99,1.79,0.00,0.00,1.82,1.96,0.76,1.07,0.79,0.78,0.00,0.00,0.61,0.58,0.06,0.08,0.05,0.05,0.00,0.00,0.05,0.05,0
'[13:02:01.409 21/01/2026]',0.41,0.40,0.25,0.24,0.00,0.00,0.18,0.15,1.00,1.05,0.60,0.82,0.00,0.00,1.00,0.74,1.82,2.08,1.99,1.84,0.00,0.00,1.82,1.98,0.79,1.11,0.83,0.77,0.00,0.00,0.61,0.58,0.07,0.08,0.05,0.06,0.00,0.00,0.05,0.05,0
'[13:02:01.431 21/01/2026]',0.45,0.45,0.28,0.27,0.00,0.00,0.22,0.17,1.14,1.22,0.65,0.90,0.00,0.00,1.06,0.80,1.92,2.21,1.99,1.87,0.00,0.00,1.83,1.98,0.83,1.12,0.86,0.79,0.00,0.00,0.62,0.60,0.08,0.09,0.06,0.06,0.00,0.00,0.05,0.05,0
'[13:02:01.454 21/01/2026]',0.49,0.49,0.30,0.29,0.00,0.00,0.24,0.18,1.27,1.37,0.71,0.97,0.00,0.00,1.12,0.85,2.02,2.34,2.00,1.89,0.00,0.00,1.84,1.98,0.86,1.13,0.88,0.82,0.00,0.00,0.63,0.61,0.09,0.10,0.06,0.06,0.00,0.00,0.05,0.05,0
'[13:02:01.477 21/01/2026]',0.53,0.53,0.32,0.32,0.00,0.00,0.27,0.20,1.38,1.51,0.75,1.03,0.00,0.00,1.17,0.90,2.11,2.45,2.00,1.91,0.00,0.00,1.84,1.98,0.88,1.14,0.91,0.84,0.00,0.00,0.63,0.63,0.10,0.10,0.07,0.06,0.00,0.00,0.05,0.05,0
'[13:02:01.499 21/01/2026]',0.57,0.57,0.34,0.34,0.00,0.00,0.27,0.22,1.50,1.64,0.80,1.09,0.00,0.00,1.23,0.95,2.22,2.56,1.98,1.93,0.00,0.00,1.84,1.98,0.95,1.15,0.95,0.86,0.00,0.00,0.61,0.65,0.12,0.11,0.07,0.07,0.00,0.00,0.06,0.05,0
'[13:02:01.522 21/01/2026]',0.69,0.61,0.40,0.35,0.00,0.00,0.27,0.21,1.71,1.77,0.89,1.15,0.00,0.00,1.29,0.99,2.43,2.68,1.92,1.92,0.00,0.00,1.83,1.97,1.03,1.14,0.98,0.89,0.00,0.00,0.62,0.67,0.12,0.13,0.07,0.07,0.00,0.00,0.06,0.05,0
'[13:02:01.552 21/01/2026]',0.73,0.72,0.40,0.40,0.00,0.00,0.27,0.21,1.91,1.97,0.98,1.24,0.00,0.00,1.36,1.03,2.68,2.89,1.83,1.89,0.00,0.00,1.79,1.96,1.11,1.18,1.00,0.91,0.00,0.00,0.64,0.70,0.13,0.13,0.08,0.07,0.00,0.00,0.06,0.05,0
'[13:02:01.576 21/01/2026]',0.76,0.76,0.40,0.40,0.00,0.00,0.27,0.20,2.10,2.14,1.05,1.33,0.00,0.00,1.41,1.08,2.93,3.13,1.74,1.99,0.00,0.00,1.72,1.93,1.16,1.25,1.00,0.91,0.00,0.00,0.67,0.70,0.13,0.13,0.08,0.08,0.00,0.00,0.06,0.05,0
'[13:02:01.599 21/01/2026]',0.78,0.78,0.40,0.40,0.00,0.00,0.26,0.20,2.28,2.32,1.12,1.40,0.00,0.00,1.45,1.11,3.17,3.37,1.82,2.09,0.00,0.00,1.66,1.88,1.21,1.29,0.99,0.89,0.00,0.00,0.70,0.69,0.13,0.13,0.08,0.08,0.00,0.00,0.07,0.05,0
'[13:02:01.615 21/01/2026]',0.79,0.80,0.40,0.40,0.00,0.00,0.26,0.19,2.45,2.48,1.18,1.46,0.00,0.00,1.49,1.14,3.40,3.59,1.91,2.19,0.00,0.00,1.60,1.84,1.23,1.33,0.98,0.88,0.00,0.00,0.72,0.68,0.12,0.14,0.07,0.08,0.00,0.00,0.06,0.05,0
'[13:02:01.620 21/01/2026]',0.80,0.81,0.41,0.40,0.00,0.00,0.26,0.18,2.60,2.61,1.24,1.51,0.00,0.00,1.52,1.16,3.62,3.81,1.99,2.27,0.00,0.00,1.61,1.79,1.24,1.34,0.97,0.86,0.00,0.00,0.74,0.67,0.12,0.13,0.07,0.07,0.00,0.00,0.06,0.05,0
'[13:02:01.624 21/01/2026]',0.80,0.82,0.40,0.40,0.00,0.00,0.25,0.18,2.75,2.74,1.30,1.56,0.00,0.00,1.54,1.18,3.83,4.02,2.07,2.35,0.00,0.00,1.66,1.75,1.27,1.35,0.96,0.84,0.00,0.00,0.75,0.65,0.11,0.13,0.07,0.07,0.00,0.00,0.06,0.05,0
'[13:02:01.641 21/01/2026]',0.81,0.83,0.40,0.40,0.00,0.00,0.24,0.17,2.88,2.87,1.36,1.61,0.00,0.00,1.56,1.19,4.02,4.21,2.14,2.42,0.00,0.00,1.70,1.71,1.28,1.36,0.95,0.82,0.00,0.00,0.76,0.64,0.11,0.12,0.07,0.07,0.00,0.00,0.05,0.05,0
'[13:02:01.657 21/01/2026]',0.81,0.83,0.39,0.40,0.00,0.00,0.24,0.16,3.01,2.99,1.41,1.66,0.00,0.00,1.58,1.21,4.20,4.38,2.20,2.49,0.00,0.00,1.73,1.67,1.30,1.38,0.95,0.81,0.00,0.00,0.77,0.63,0.10,0.12,0.07,0.07,0.00,0.00,0.05,0.05,0
'[13:02:01.674 21/01/2026]',0.81,0.84,0.39,0.39,0.00,0.00,0.23,0.16,3.13,3.09,1.45,1.70,0.00,0.00,1.60,1.22,4.36,4.55,2.26,2.55,0.00,0.00,1.77,1.64,1.34,1.39,0.94,0.79,0.00,0.00,0.78,0.63,0.10,0.11,0.07,0.06,0.00,0.00,0.05,0.05,0
'[13:02:01.691 21/01/2026]',0.81,0.84,0.38,0.39,0.00,0.00,0.23,0.15,3.24,3.19,1.50,1.74,0.00,0.00,1.61,1.24,4.51,4.70,2.31,2.61,0.00,0.00,1.79,1.66,1.39,1.40,0.93,0.78,0.00,0.00,0.79,0.63,0.09,0.11,0.06,0.06,0.00,0.00,0.05,0.05,0
'[13:02:01.709 21/01/2026]',0.83,0.84,0.38,0.38,0.00,0.00,0.23,0.15,3.36,3.29,1.56,1.78,0.00,0.00,1.63,1.25,4.66,4.83,2.35,2.66,0.00,0.00,1.80,1.66,1.45,1.41,0.91,0.77,0.00,0.00,0.79,0.64,0.09,0.10,0.06,0.06,0.00,0.00,0.05,0.05,0
'[13:02:01.723 21/01/2026]',0.84,0.86,0.39,0.39,0.00,0.00,0.23,0.15,3.47,3.40,1.61,1.83,0.00,0.00,1.65,1.28,4.79,4.97,2.40,2.70,0.00,0.00,1.82,1.66,1.50,1.41,0.94,0.78,0.00,0.00,0.79,0.66,0.08,0.10,0.06,0.06,0.00,0.00,0.05,0.04,0
'[13:02:01.740 21/01/2026]',0.86,0.87,0.39,0.39,0.00,0.00,0.23,0.16,3.57,3.51,1.66,1.87,0.00,0.00,1.67,1.30,4.92,5.09,2.44,2.74,0.00,0.00,1.83,1.66,1.55,1.43,0.97,0.80,0.00,0.00,0.80,0.67,0.08,0.09,0.06,0.05,0.00,0.00,0.04,0.04,0
'[13:02:01.757 21/01/2026]',0.87,0.89,0.39,0.40,0.00,0.00,0.22,0.16,3.66,3.60,1.71,1.91,0.00,0.00,1.69,1.32,5.04,5.20,2.48,2.78,0.00,0.00,1.85,1.66,1.60,1.47,1.00,0.82,0.00,0.00,0.80,0.68,0.07,0.08,0.06,0.05,0.00,0.00,0.04,0.04,0
'[13:02:01.774 21/01/2026]',0.88,0.90,0.40,0.40,0.00,0.00,0.22,0.15,3.76,3.69,1.76,1.95,0.00,0.00,1.73,1.34,5.15,5.31,2.52,2.82,0.00,0.00,1.85,1.67,1.65,1.51,1.03,0.84,0.00,0.00,0.78,0.70,0.07,0.08,0.05,0.05,0.00,0.00,0.05,0.04,0
'[13:02:01.791 21/01/2026]',0.89,0.91,0.40,0.40,0.00,0.00,0.21,0.15,3.84,3.78,1.80,1.99,0.00,0.00,1.76,1.37,5.25,5.42,2.55,2.85,0.00,0.00,1.85,1.68,1.69,1.55,1.05,0.85,0.00,0.00,0.77,0.70,0.07,0.08,0.05,0.05,0.00,0.00,0.06,0.04,0
'[13:02:01.807 21/01/2026]',0.89,0.92,0.40,0.40,0.00,0.00,0.21,0.15,3.92,3.86,1.84,2.03,0.00,0.00,1.80,1.40,5.35,5.51,2.59,2.88,0.00,0.00,1.85,1.68,1.72,1.58,1.08,0.86,0.00,0.00,0.76,0.70,0.07,0.08,0.05,0.05,0.00,0.00,0.06,0.04,0
'[13:02:01.825 21/01/2026]',0.90,0.93,0.40,0.40,0.00,0.00,0.20,0.14,3.99,3.93,1.88,2.07,0.00,0.00,1.83,1.42,5.43,5.60,2.62,2.91,0.00,0.00,1.86,1.69,1.76,1.62,1.10,0.87,0.00,0.00,0.75,0.71,0.07,0.07,0.05,0.05,0.00,0.00,0.07,0.05,0
'[13:02:01.841 21/01/2026]',0.91,0.94,0.40,0.40,0.00,0.00,0.22,0.14,4.06,4.00,1.91,2.10,0.00,0.00,1.87,1.45,5.52,5.68,2.65,2.94,0.00,0.00,1.88,1.69,1.79,1.65,1.12,0.88,0.00,0.00,0.72,0.71,0.06,0.07,0.05,0.05,0.00,0.00,0.07,0.05,0
'[13:02:01.858 21/01/2026]',0.91,0.94,0.40,0.40,0.00,0.00,0.23,0.16,4.12,4.06,1.95,2.13,0.00,0.00,1.91,1.47,5.60,5.77,2.67,2.97,0.00,0.00,1.91,1.72,1.82,1.68,1.14,0.89,0.00,0.00,0.71,0.69,0.06,0.07,0.05,0.05,0.00,0.00,0.07,0.05,0
'[13:02:01.873 21/01/2026]',0.91,0.95,0.40,0.40,0.00,0.00,0.25,0.17,4.17,4.12,1.97,2.16,0.00,0.00,1.95,1.49,5.67,5.85,2.70,3.00,0.00,0.00,1.94,1.75,1.85,1.71,1.16,0.90,0.00,0.00,0.74,0.67,0.06,0.07,0.05,0.05,0.00,0.00,0.07,0.05,0
'[13:02:01.891 21/01/2026]',0.92,0.95,0.40,0.39,0.00,0.00,0.25,0.19,4.22,4.17,2.00,2.19,0.00,0.00,1.95,1.50,5.74,5.92,2.72,3.03,0.00,0.00,1.99,1.77,1.87,1.73,1.18,0.90,0.00,0.00,0.79,0.68,0.06,0.06,0.05,0.04,0.00,0.00,0.07,0.05,0
'[13:02:01.907 21/01/2026]',0.92,0.96,0.40,0.40,0.00,0.00,0.24,0.18,4.26,4.21,2.02,2.20,0.00,0.00,1.93,1.50,5.80,5.99,2.74,3.05,0.00,0.00,2.05,1.81,1.90,1.76,1.20,0.91,0.00,0.00,0.84,0.72,0.06,0.06,0.04,0.04,0.00,0.00,0.07,0.05,0
'[13:02:01.924 21/01/2026]',0.92,0.96,0.39,0.39,0.00,0.00,0.24,0.18,4.30,4.25,2.05,2.22,0.00,0.00,1.92,1.49,5.86,6.05,2.75,3.08,0.00,0.00,2.10,1.85,1.92,1.79,1.23,0.91,0.00,0.00,0.88,0.75,0.05,0.06,0.04,0.04,0.00,0.00,0.06,0.05,0
'[13:02:01.941 21/01/2026]',0.92,0.96,0.39,0.39,0.00,0.00,0.24,0.18,4.34,4.28,2.07,2.24,0.00,0.00,1.90,1.47,5.91,6.10,2.76,3.09,0.00,0.00,2.14,1.88,1.95,1.82,1.25,0.92,0.00,0.00,0.92,0.77,0.05,0.06,0.04,0.04,0.00,0.00,0.06,0.05,0
'[13:02:01.958 21/01/2026]',0.92,0.96,0.39,0.39,0.00,0.00,0.25,0.17,4.38,4.31,2.09,2.26,0.00,0.00,1.89,1.46,5.96,6.16,2.77,3.10,0.00,0.00,2.19,1.91,1.96,1.84,1.26,0.92,0.00,0.00,0.94,0.79,0.05,0.06,0.04,0.04,0.00,0.00,0.06,0.04,0
'[13:02:01.974 21/01/2026]',0.92,0.96,0.38,0.39,0.00,0.00,0.26,0.18,4.42,4.34,2.11,2.28,0.00,0.00,1.87,1.46,6.00,6.20,2.78,3.11,0.00,0.00,2.23,1.93,1.98,1.86,1.28,0.93,0.00,0.00,0.97,0.80,0.05,0.05,0.04,0.04,0.00,0.00,0.06,0.04,0
'[13:02:01.991 21/01/2026]',0.92,0.96,0.39,0.39,0.00,0.00,0.26,0.19,4.45,4.37,2.14,2.31,0.00,0.00,1.87,1.45,6.03,6.25,2.78,3.11,0.00,0.00,2.26,1.95,1.99,1.88,1.28,0.93,0.00,0.00,1.02,0.81,0.05,0.05,0.04,0.04,0.00,0.00,0.06,0.04,0
'[13:02:02.007 21/01/2026]',0.93,0.96,0.39,0.39,0.00,0.00,0.26,0.19,4.49,4.40,2.16,2.34,0.00,0.00,1.86,1.46,6.06,6.28,2.78,3.11,0.00,0.00,2.29,1.96,2.00,1.89,1.29,0.93,0.00,0.00,1.07,0.84,0.04,0.05,0.04,0.04,0.00,0.00,0.06,0.04,0
'[13:02:02.024 21/01/2026]',0.90,0.96,0.37,0.40,0.00,0.00,0.25,0.18,4.52,4.42,2.19,2.36,0.00,0.00,1.86,1.46,6.08,6.32,2.78,3.10,0.00,0.00,2.32,1.97,1.99,1.90,1.28,0.92,0.00,0.00,1.12,0.86,0.05,0.05,0.04,0.04,0.00,0.00,0.06,0.04,0
'[13:02:02.040 21/01/2026]',0.87,0.94,0.36,0.38,0.00,0.00,0.25,0.18,4.55,4.45,2.21,2.39,0.00,0.00,1.86,1.46,6.09,6.35,2.77,3.09,0.00,0.00,2.35,1.98,1.98,1.91,1.27,0.92,0.00,0.00,1.15,0.89,0.06,0.05,0.04,0.04,0.00,0.00,0.06,0.04,0
'[13:02:02.056 21/01/2026]',0.84,0.93,0.34,0.36,0.00,0.00,0.25,0.18,4.58,4.47,2.23,2.41,0.00,0.00,1.87,1.46,6.10,6.37,2.77,3.09,0.00,0.00,2.36,1.99,1.95,1.91,1.24,0.91,0.00,0.00,1.18,0.91,0.06,0.05,0.05,0.04,0.00,0.00,0.06,0.04,0
'[13:02:02.073 21/01/2026]',0.82,0.91,0.32,0.35,0.00,0.00,0.25,0.18,4.61,4.49,2.25,2.42,0.00,0.00,1.88,1.47,6.11,6.39,2.76,3.08,0.00,0.00,2.38,2.00,1.93,1.90,1.22,0.89,0.00,0.00,1.21,0.92,0.07,0.05,0.05,0.04,0.00,0.00,0.06,0.04,0
'[13:02:02.090 21/01/2026]',0.79,0.89,0.31,0.34,0.00,0.00,0.24,0.17,4.64,4.51,2.26,2.44,0.00,0.00,1.89,1.47,6.12,6.41,2.75,3.07,0.00,0.00,2.39,2.00,1.90,1.89,1.20,0.88,0.00,0.00,1.23,0.93,0.07,0.06,0.05,0.05,0.00,0.00,0.06,0.04,0
'[13:02:02.107 21/01/2026]',0.78,0.87,0.31,0.34,0.00,0.00,0.26,0.17,4.66,4.52,2.27,2.45,0.00,0.00,1.91,1.48,6.11,6.42,2.75,3.07,0.00,0.00,2.38,2.00,1.86,1.88,1.17,0.87,0.00,0.00,1.24,0.95,0.07,0.06,0.05,0.05,0.00,0.00,0.06,0.04,0
'[13:02:02.124 21/01/2026]',0.78,0.86,0.32,0.35,0.00,0.00,0.28,0.18,4.68,4.53,2.28,2.45,0.00,0.00,1.93,1.48,6.10,6.43,2.74,3.06,0.00,0.00,2.37,2.00,1.82,1.85,1.14,0.83,0.00,0.00,1.26,0.96,0.08,0.06,0.06,0.05,0.00,0.00,0.07,0.04,0
'[13:02:02.141 21/01/2026]',0.77,0.86,0.33,0.37,0.00,0.00,0.29,0.19,4.69,4.53,2.28,2.46,0.00,0.00,1.94,1.48,6.09,6.44,2.74,3.05,0.00,0.00,2.35,1.99,1.79,1.82,1.11,0.80,0.00,0.00,1.28,0.96,0.07,0.06,0.05,0.05,0.00,0.00,0.07,0.05,0
'[13:02:02.158 21/01/2026]',0.78,0.86,0.33,0.38,0.00,0.00,0.29,0.19,4.71,4.53,2.28,2.45,0.00,0.00,1.96,1.47,6.07,6.44,2.74,3.05,0.00,0.00,2.35,1.99,1.78,1.79,1.09,0.76,0.00,0.00,1.32,0.97,0.07,0.06,0.05,0.05,0.00,0.00,0.07,0.05,0
'[13:02:02.174 21/01/2026]',0.79,0.86,0.34,0.39,0.00,0.00,0.29,0.19,4.72,4.53,2.28,2.43,0.00,0.00,1.97,1.46,6.05,6.45,2.74,3.05,0.00,0.00,2.44,1.99,1.77,1.77,1.07,0.73,0.00,0.00,1.35,0.99,0.07,0.06,0.05,0.05,0.00,0.00,0.07,0.05,0
'[13:02:02.190 21/01/2026]',0.79,0.86,0.34,0.41,0.00,0.00,0.30,0.19,4.73,4.52,2.28,2.42,0.00,0.00,1.99,1.44,6.04,6.46,2.74,3.05,0.00,0.00,2.51,1.98,1.76,1.74,1.05,0.71,0.00,0.00,1.39,1.00,0.06,0.06,0.05,0.05,0.00,0.00,0.06,0.05,0
'[13:02:02.207 21/01/2026]',0.80,0.86,0.34,0.42,0.00,0.00,0.30,0.18,4.74,4.52,2.28,2.40,0.00,0.00,2.00,1.43,6.02,6.47,2.74,3.05,0.00,0.00,2.59,1.98,1.76,1.72,1.04,0.68,0.00,0.00,1.42,1.01,0.06,0.06,0.05,0.05,0.00,0.00,0.06,0.05,0
'[13:02:02.224 21/01/2026]',0.81,0.86,0.35,0.43,0.00,0.00,0.30,0.18,4.75,4.51,2.28,2.39,0.00,0.00,2.01,1.42,6.01,6.47,2.73,3.05,0.00,0.00,2.65,1.98,1.75,1.70,1.02,0.67,0.00,0.00,1.45,1.03,0.06,0.06,0.05,0.05,0.00,0.00,0.06,0.05,0
