'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[13:08:50.780 20/01/2026]',0.94,0.44,0.24,0.48,0.00,0.00,0.27,0.49,3.69,2.53,1.13,1.36,0.00,0.00,0.87,1.32,5.53,4.63,2.97,4.53,0.00,0.00,1.96,4.13,4.42,2.19,1.87,4.28,0.00,0.00,1.86,3.29,0.15,0.08,0.05,0.13,0.00,0.00,0.06,0.12,0
'[13:08:50.786 20/01/2026]',0.93,0.42,0.24,0.46,0.00,0.00,0.28,0.48,3.82,2.61,1.13,1.36,0.00,0.00,0.89,1.31,5.42,4.78,3.03,4.59,0.00,0.00,2.05,4.24,4.44,2.22,1.85,4.07,0.00,0.00,1.91,3.14,0.14,0.08,0.05,0.13,0.00,0.00,0.06,0.11,0
'[13:08:50.800 20/01/2026]',0.90,0.41,0.24,0.44,0.00,0.00,0.29,0.45,3.95,2.67,1.14,1.38,0.00,0.00,0.91,1.30,5.32,4.91,3.09,4.64,0.00,0.00,2.13,4.36,4.45,2.23,1.84,3.88,0.00,0.00,1.94,3.01,0.14,0.08,0.06,0.12,0.00,0.00,0.06,0.11,0
'[13:08:50.817 20/01/2026]',0.89,0.39,0.28,0.43,0.00,0.00,0.28,0.44,4.04,2.73,1.16,1.40,0.00,0.00,0.92,1.32,5.26,5.03,3.10,4.67,0.00,0.00,2.21,4.46,4.50,2.23,1.86,3.69,0.00,0.00,1.95,2.88,0.14,0.09,0.06,0.12,0.00,0.00,0.06,0.10,0
'[13:08:50.835 20/01/2026]',0.87,0.43,0.30,0.46,0.00,0.00,0.28,0.43,4.14,2.75,1.22,1.43,0.00,0.00,0.93,1.32,5.23,5.13,3.11,4.65,0.00,0.00,2.28,4.55,4.57,2.23,1.91,3.54,0.00,0.00,1.98,2.77,0.15,0.09,0.06,0.12,0.00,0.00,0.06,0.10,0
'[13:08:50.851 20/01/2026]',0.88,0.44,0.32,0.46,0.00,0.00,0.28,0.42,4.22,2.81,1.29,1.43,0.00,0.00,0.95,1.36,5.28,5.23,3.10,4.65,0.00,0.00,2.35,4.60,4.60,2.25,1.95,3.44,0.00,0.00,2.00,2.71,0.16,0.09,0.06,0.13,0.00,0.00,0.06,0.11,0
'[13:08:50.868 20/01/2026]',0.88,0.47,0.32,0.50,0.00,0.00,0.28,0.45,4.31,2.86,1.37,1.46,0.00,0.00,0.96,1.41,5.35,5.31,3.08,4.86,0.00,0.00,2.41,4.62,4.61,2.29,1.99,3.38,0.00,0.00,2.02,2.65,0.15,0.09,0.06,0.13,0.00,0.00,0.05,0.10,0
'[13:08:50.885 20/01/2026]',0.88,0.47,0.31,0.50,0.00,0.00,0.27,0.45,4.40,2.94,1.45,1.44,0.00,0.00,0.96,1.51,5.39,5.38,3.05,5.12,0.00,0.00,2.46,4.60,4.61,2.35,2.01,3.36,0.00,0.00,2.05,2.60,0.15,0.09,0.06,0.13,0.00,0.00,0.05,0.10,0
'[13:08:50.901 20/01/2026]',0.91,0.46,0.30,0.52,0.00,0.00,0.27,0.45,4.45,3.01,1.54,1.44,0.00,0.00,0.97,1.61,5.39,5.43,3.01,5.37,0.00,0.00,2.50,4.56,4.65,2.40,2.03,3.32,0.00,0.00,2.08,2.55,0.14,0.08,0.05,0.13,0.00,0.00,0.05,0.10,0
'[13:08:50.918 20/01/2026]',0.88,0.45,0.29,0.49,0.00,0.00,0.25,0.43,4.53,3.09,1.61,1.42,0.00,0.00,0.97,1.74,5.32,5.46,2.98,5.63,0.00,0.00,2.53,4.51,4.75,2.43,2.04,3.25,0.00,0.00,2.10,2.48,0.14,0.08,0.05,0.12,0.00,0.00,0.05,0.10,0
'[13:08:50.934 20/01/2026]',0.86,0.45,0.27,0.47,0.00,0.00,0.25,0.43,4.61,3.16,1.66,1.39,0.00,0.00,0.96,1.86,5.24,5.49,2.95,5.88,0.00,0.00,2.55,4.42,4.85,2.45,2.04,3.19,0.00,0.00,2.11,2.39,0.14,0.08,0.05,0.12,0.00,0.00,0.05,0.10,0
'[13:08:50.951 20/01/2026]',0.82,0.45,0.26,0.46,0.00,0.00,0.25,0.42,4.70,3.23,1.70,1.43,0.00,0.00,0.96,1.93,5.16,5.52,3.02,6.12,0.00,0.00,2.55,4.33,4.95,2.46,2.04,3.13,0.00,0.00,2.09,2.29,0.13,0.08,0.05,0.11,0.00,0.00,0.05,0.09,0
'[13:08:50.968 20/01/2026]',0.78,0.48,0.27,0.44,0.00,0.00,0.25,0.39,4.78,3.30,1.72,1.49,0.00,0.00,0.96,1.98,5.08,5.54,3.12,6.35,0.00,0.00,2.55,4.36,5.05,2.47,2.04,3.08,0.00,0.00,2.07,2.21,0.13,0.08,0.05,0.11,0.00,0.00,0.06,0.10,0
'[13:08:50.985 20/01/2026]',0.77,0.48,0.27,0.42,0.00,0.00,0.25,0.37,4.83,3.33,1.75,1.55,0.00,0.00,1.00,2.03,4.99,5.57,3.21,6.59,0.00,0.00,2.52,4.50,5.15,2.46,2.05,3.01,0.00,0.00,2.05,2.11,0.12,0.08,0.05,0.11,0.00,0.00,0.06,0.09,0
'[13:08:51.001 20/01/2026]',0.76,0.49,0.28,0.41,0.00,0.00,0.24,0.35,4.84,3.36,1.77,1.62,0.00,0.00,1.05,2.08,4.90,5.62,3.30,6.80,0.00,0.00,2.47,4.63,5.26,2.45,2.04,2.94,0.00,0.00,2.04,2.02,0.13,0.08,0.05,0.10,0.00,0.00,0.06,0.09,0
'[13:08:51.018 20/01/2026]',0.77,0.50,0.28,0.41,0.00,0.00,0.23,0.34,4.86,3.41,1.78,1.68,0.00,0.00,1.10,2.12,4.84,5.66,3.37,7.00,0.00,0.00,2.41,4.74,5.38,2.42,2.03,2.87,0.00,0.00,2.04,1.95,0.13,0.08,0.05,0.10,0.00,0.00,0.06,0.09,0
'[13:08:51.035 20/01/2026]',0.82,0.51,0.30,0.41,0.00,0.00,0.23,0.33,4.86,3.45,1.78,1.73,0.00,0.00,1.16,2.15,4.77,5.71,3.42,7.18,0.00,0.00,2.34,4.84,5.47,2.39,2.01,2.82,0.00,0.00,2.05,1.90,0.13,0.08,0.05,0.10,0.00,0.00,0.06,0.09,0
'[13:08:51.050 20/01/2026]',0.81,0.56,0.29,0.42,0.00,0.00,0.24,0.33,4.91,3.47,1.81,1.78,0.00,0.00,1.22,2.15,4.70,5.72,3.43,7.33,0.00,0.00,2.27,4.91,5.49,2.33,1.95,2.78,0.00,0.00,2.05,1.88,0.14,0.08,0.06,0.10,0.00,0.00,0.06,0.09,0
'[13:08:51.068 20/01/2026]',0.80,0.56,0.32,0.42,0.00,0.00,0.24,0.32,4.97,3.44,1.84,1.85,0.00,0.00,1.29,2.18,4.62,5.70,3.42,7.45,0.00,0.00,2.29,4.96,5.48,2.21,1.89,2.76,0.00,0.00,2.04,1.88,0.15,0.10,0.06,0.10,0.00,0.00,0.06,0.09,0
'[13:08:51.084 20/01/2026]',0.79,0.61,0.36,0.41,0.00,0.00,0.25,0.32,5.10,3.36,1.93,1.94,0.00,0.00,1.37,2.23,4.51,5.61,3.36,7.55,0.00,0.00,2.36,5.03,5.45,2.10,1.88,2.74,0.00,0.00,2.02,1.91,0.14,0.11,0.07,0.11,0.00,0.00,0.06,0.09,0
'[13:08:51.101 20/01/2026]',0.80,0.61,0.35,0.42,0.00,0.00,0.25,0.34,5.26,3.35,2.03,2.07,0.00,0.00,1.46,2.30,4.44,5.46,3.27,7.60,0.00,0.00,2.40,5.07,5.39,2.09,1.89,2.69,0.00,0.00,2.03,1.93,0.15,0.12,0.07,0.11,0.00,0.00,0.06,0.09,0
'[13:08:51.118 20/01/2026]',0.79,0.60,0.33,0.45,0.00,0.00,0.25,0.35,5.39,3.36,2.14,2.23,0.00,0.00,1.56,2.41,4.39,5.32,3.17,7.58,0.00,0.00,2.42,5.08,5.34,2.11,1.92,2.59,0.00,0.00,2.05,1.94,0.16,0.13,0.07,0.11,0.00,0.00,0.07,0.09,0
'[13:08:51.135 20/01/2026]',0.74,0.62,0.36,0.46,0.00,0.00,0.26,0.35,5.55,3.43,2.27,2.39,0.00,0.00,1.69,2.53,4.32,5.15,3.04,7.51,0.00,0.00,2.41,5.07,5.33,2.15,1.97,2.46,0.00,0.00,2.09,1.91,0.17,0.12,0.07,0.13,0.00,0.00,0.07,0.11,0
'[13:08:51.150 20/01/2026]',0.71,0.57,0.37,0.49,0.00,0.00,0.26,0.39,5.67,3.53,2.37,2.58,0.00,0.00,1.80,2.70,4.38,5.00,2.91,7.37,0.00,0.00,2.37,5.00,5.36,2.21,2.02,2.31,0.00,0.00,2.14,1.83,0.16,0.12,0.08,0.13,0.00,0.00,0.08,0.11,0
'[13:08:51.168 20/01/2026]',0.73,0.59,0.38,0.50,0.00,0.00,0.28,0.41,5.80,3.63,2.47,2.70,0.00,0.00,1.92,2.84,4.46,4.87,2.80,7.14,0.00,0.00,2.31,4.90,5.39,2.26,2.05,2.25,0.00,0.00,2.15,1.70,0.16,0.12,0.07,0.14,0.00,0.00,0.07,0.11,0
'[13:08:51.184 20/01/2026]',0.72,0.62,0.36,0.51,0.00,0.00,0.28,0.43,5.86,3.73,2.54,2.79,0.00,0.00,2.02,2.97,4.47,4.75,2.71,6.90,0.00,0.00,2.21,4.77,5.40,2.29,2.05,2.22,0.00,0.00,2.13,1.62,0.16,0.11,0.07,0.14,0.00,0.00,0.08,0.12,0
'[13:08:51.201 20/01/2026]',0.73,0.62,0.36,0.50,0.00,0.00,0.26,0.43,5.85,3.82,2.58,2.84,0.00,0.00,2.09,3.09,4.42,4.64,2.62,6.64,0.00,0.00,2.13,4.60,5.42,2.29,2.03,2.22,0.00,0.00,2.09,1.58,0.17,0.11,0.07,0.14,0.00,0.00,0.08,0.12,0
'[13:08:51.217 20/01/2026]',0.75,0.63,0.36,0.51,0.00,0.00,0.25,0.42,5.84,3.90,2.63,2.83,0.00,0.00,2.15,3.14,4.38,4.55,2.54,6.33,0.00,0.00,2.10,4.42,5.45,2.29,2.01,2.26,0.00,0.00,2.06,1.58,0.17,0.10,0.07,0.14,0.00,0.00,0.08,0.12,0
'[13:08:51.235 20/01/2026]',0.78,0.64,0.36,0.51,0.00,0.00,0.24,0.41,5.83,3.98,2.67,2.82,0.00,0.00,2.21,3.19,4.34,4.46,2.47,6.05,0.00,0.00,2.14,4.25,5.47,2.29,2.00,2.29,0.00,0.00,2.03,1.59,0.17,0.10,0.07,0.14,0.00,0.00,0.08,0.12,0
'[13:08:51.251 20/01/2026]',0.79,0.64,0.35,0.51,0.00,0.00,0.23,0.40,5.84,4.05,2.71,2.81,0.00,0.00,2.26,3.24,4.28,4.38,2.39,5.79,0.00,0.00,2.17,4.09,5.50,2.29,1.97,2.32,0.00,0.00,1.99,1.60,0.18,0.09,0.07,0.14,0.00,0.00,0.08,0.12,0
'[13:08:51.268 20/01/2026]',0.82,0.64,0.34,0.50,0.00,0.00,0.22,0.39,5.84,4.12,2.75,2.81,0.00,0.00,2.30,3.27,4.16,4.30,2.33,5.51,0.00,0.00,2.20,3.94,5.48,2.29,1.95,2.37,0.00,0.00,1.96,1.62,0.17,0.09,0.07,0.14,0.00,0.00,0.07,0.12,0
'[13:08:51.284 20/01/2026]',0.83,0.64,0.34,0.52,0.00,0.00,0.23,0.40,5.84,4.18,2.78,2.80,0.00,0.00,2.33,3.27,4.27,4.24,2.33,5.28,0.00,0.00,2.23,3.96,5.45,2.29,1.92,2.41,0.00,0.00,1.94,1.63,0.17,0.08,0.07,0.14,0.00,0.00,0.08,0.11,0
'[13:08:51.301 20/01/2026]',0.86,0.65,0.35,0.51,0.00,0.00,0.22,0.41,5.85,4.24,2.82,2.81,0.00,0.00,2.35,3.26,4.36,4.16,2.33,5.24,0.00,0.00,2.25,3.99,5.42,2.30,1.89,2.44,0.00,0.00,1.93,1.63,0.17,0.08,0.07,0.13,0.00,0.00,0.08,0.12,0
'[13:08:51.317 20/01/2026]',0.88,0.67,0.38,0.52,0.00,0.00,0.25,0.41,5.77,4.30,2.80,2.84,0.00,0.00,2.35,3.24,4.45,4.08,2.36,5.19,0.00,0.00,2.29,4.02,5.39,2.29,1.83,2.47,0.00,0.00,1.91,1.62,0.19,0.09,0.09,0.13,0.00,0.00,0.08,0.11,0
'[13:08:51.334 20/01/2026]',0.92,0.70,0.41,0.52,0.00,0.00,0.27,0.44,5.69,4.28,2.78,2.82,0.00,0.00,2.35,3.22,4.53,3.92,2.38,5.14,0.00,0.00,2.33,4.06,5.36,2.24,1.77,2.51,0.00,0.00,1.89,1.63,0.20,0.10,0.10,0.14,0.00,0.00,0.09,0.12,0
'[13:08:51.351 20/01/2026]',0.97,0.72,0.41,0.53,0.00,0.00,0.27,0.45,5.61,4.27,2.73,2.81,0.00,0.00,2.33,3.19,4.59,3.77,2.42,5.09,0.00,0.00,2.39,4.09,5.30,2.18,1.70,2.55,0.00,0.00,1.86,1.63,0.19,0.11,0.10,0.16,0.00,0.00,0.09,0.12,0
'[13:08:51.368 20/01/2026]',1.02,0.69,0.41,0.53,0.00,0.00,0.27,0.46,5.53,4.21,2.68,2.77,0.00,0.00,2.31,3.16,4.65,3.58,2.46,5.04,0.00,0.00,2.44,4.12,5.24,2.11,1.63,2.59,0.00,0.00,1.82,1.65,0.18,0.12,0.10,0.15,0.00,0.00,0.09,0.11,0
'[13:08:51.383 20/01/2026]',1.02,0.67,0.42,0.54,0.00,0.00,0.28,0.46,5.38,4.15,2.60,2.74,0.00,0.00,2.27,3.13,4.70,3.41,2.48,5.00,0.00,0.00,2.51,4.15,5.12,2.04,1.53,2.62,0.00,0.00,1.76,1.67,0.18,0.13,0.10,0.15,0.00,0.00,0.10,0.12,0
'[13:08:51.401 20/01/2026]',1.02,0.66,0.43,0.55,0.00,0.00,0.29,0.46,5.23,4.05,2.53,2.67,0.00,0.00,2.23,3.09,4.75,3.19,2.51,4.91,0.00,0.00,2.57,4.16,5.00,1.92,1.44,2.61,0.00,0.00,1.70,1.67,0.18,0.13,0.10,0.15,0.00,0.00,0.10,0.11,0
'[13:08:51.417 20/01/2026]',1.02,0.66,0.43,0.56,0.00,0.00,0.29,0.46,5.10,3.95,2.46,2.60,0.00,0.00,2.19,3.06,4.79,2.99,2.53,4.83,0.00,0.00,2.62,4.17,4.90,1.81,1.36,2.60,0.00,0.00,1.65,1.68,0.18,0.13,0.10,0.14,0.00,0.00,0.11,0.11,0
'[13:08:51.433 20/01/2026]',1.03,0.65,0.41,0.57,0.00,0.00,0.28,0.46,4.97,3.86,2.38,2.54,0.00,0.00,2.13,3.03,4.84,2.95,2.55,4.76,0.00,0.00,2.69,4.18,4.82,1.71,1.27,2.60,0.00,0.00,1.58,1.68,0.19,0.13,0.11,0.14,0.00,0.00,0.11,0.11,0
'[13:08:51.451 20/01/2026]',1.03,0.63,0.39,0.56,0.00,0.00,0.27,0.45,4.85,3.74,2.30,2.45,0.00,0.00,2.07,3.00,4.97,2.95,2.57,4.67,0.00,0.00,2.75,4.17,4.74,1.59,1.19,2.57,0.00,0.00,1.51,1.67,0.20,0.13,0.11,0.14,0.00,0.00,0.11,0.11,0
'[13:08:51.467 20/01/2026]',1.04,0.60,0.37,0.54,0.00,0.00,0.25,0.44,4.74,3.63,2.23,2.38,0.00,0.00,2.02,2.98,5.09,2.95,2.59,4.58,0.00,0.00,2.81,4.17,4.68,1.48,1.11,2.54,0.00,0.00,1.45,1.66,0.21,0.13,0.11,0.15,0.00,0.00,0.11,0.11,0
'[13:08:51.484 20/01/2026]',1.05,0.57,0.35,0.53,0.00,0.00,0.24,0.43,4.63,3.53,2.17,2.31,0.00,0.00,1.97,2.95,5.20,2.95,2.61,4.50,0.00,0.00,2.86,4.16,4.61,1.38,1.04,2.52,0.00,0.00,1.39,1.65,0.22,0.14,0.11,0.15,0.00,0.00,0.11,0.11,0
'[13:08:51.501 20/01/2026]',0.98,0.55,0.33,0.52,0.00,0.00,0.23,0.42,4.48,3.43,2.10,2.24,0.00,0.00,1.94,2.93,5.33,2.96,2.62,4.43,0.00,0.00,2.92,4.16,4.60,1.30,0.99,2.49,0.00,0.00,1.33,1.64,0.22,0.14,0.11,0.15,0.00,0.00,0.11,0.12,0
'[13:08:51.517 20/01/2026]',0.94,0.53,0.31,0.50,0.00,0.00,0.23,0.41,4.37,3.34,2.04,2.16,0.00,0.00,1.91,2.91,5.42,2.95,2.62,4.35,0.00,0.00,2.98,4.14,4.57,1.29,0.99,2.47,0.00,0.00,1.30,1.62,0.21,0.13,0.11,0.16,0.00,0.00,0.11,0.13,0
'[13:08:51.534 20/01/2026]',0.91,0.50,0.29,0.48,0.00,0.00,0.22,0.40,4.23,3.25,1.97,2.06,0.00,0.00,1.89,2.88,5.45,2.93,2.62,4.26,0.00,0.00,3.03,4.12,4.52,1.27,1.00,2.46,0.00,0.00,1.28,1.63,0.22,0.13,0.11,0.16,0.00,0.00,0.11,0.13,0
'[13:08:51.551 20/01/2026]',0.88,0.48,0.28,0.47,0.00,0.00,0.21,0.40,4.11,3.15,1.92,1.96,0.00,0.00,1.87,2.84,5.47,2.92,2.62,4.20,0.00,0.00,3.08,4.12,4.48,1.25,1.01,2.48,0.00,0.00,1.27,1.66,0.22,0.13,0.11,0.16,0.00,0.00,0.11,0.13,0
'[13:08:51.567 20/01/2026]',0.85,0.46,0.26,0.46,0.00,0.00,0.20,0.41,3.99,3.07,1.86,1.87,0.00,0.00,1.85,2.81,5.50,2.90,2.62,4.14,0.00,0.00,3.13,4.13,4.44,1.24,1.02,2.50,0.00,0.00,1.25,1.69,0.23,0.13,0.10,0.15,0.00,0.00,0.11,0.12,0
'[13:08:51.584 20/01/2026]',0.83,0.44,0.25,0.45,0.00,0.00,0.20,0.41,3.89,2.98,1.81,1.78,0.00,0.00,1.83,2.77,5.52,2.89,2.62,4.09,0.00,0.00,3.18,4.13,4.41,1.23,1.02,2.52,0.00,0.00,1.24,1.72,0.23,0.13,0.10,0.15,0.00,0.00,0.11,0.12,0
'[13:08:51.601 20/01/2026]',0.79,0.42,0.24,0.45,0.00,0.00,0.19,0.41,3.76,2.91,1.76,1.70,0.00,0.00,1.82,2.74,5.52,2.88,2.62,4.04,0.00,0.00,3.22,4.13,4.36,1.23,1.04,2.54,0.00,0.00,1.22,1.75,0.23,0.12,0.10,0.15,0.00,0.00,0.11,0.12,0
'[13:08:51.618 20/01/2026]',0.75,0.39,0.24,0.44,0.00,0.00,0.19,0.40,3.63,2.83,1.73,1.58,0.00,0.00,1.80,2.68,5.51,2.87,2.61,4.02,0.00,0.00,3.27,4.16,4.31,1.22,1.06,2.60,0.00,0.00,1.20,1.81,0.23,0.12,0.10,0.15,0.00,0.00,0.11,0.12,0
'[13:08:51.635 20/01/2026]',0.72,0.37,0.24,0.42,0.00,0.00,0.19,0.38,3.51,2.77,1.70,1.48,0.00,0.00,1.78,2.61,5.50,2.86,2.61,4.03,0.00,0.00,3.31,4.20,4.26,1.22,1.08,2.67,0.00,0.00,1.18,1.87,0.24,0.12,0.10,0.15,0.00,0.00,0.11,0.12,0
'[13:08:51.651 20/01/2026]',0.71,0.34,0.23,0.40,0.00,0.00,0.19,0.35,3.41,2.70,1.68,1.43,0.00,0.00,1.78,2.55,5.44,2.86,2.60,4.03,0.00,0.00,3.35,4.23,4.16,1.22,1.10,2.75,0.00,0.00,1.17,1.94,0.23,0.12,0.10,0.15,0.00,0.00,0.10,0.13,0
'[13:08:51.669 20/01/2026]',0.71,0.32,0.22,0.39,0.00,0.00,0.19,0.34,3.40,2.65,1.67,1.42,0.00,0.00,1.77,2.47,5.39,2.84,2.59,4.05,0.00,0.00,3.38,4.28,4.07,1.23,1.12,2.82,0.00,0.00,1.15,1.99,0.22,0.11,0.10,0.15,0.00,0.00,0.10,0.12,0
'[13:08:51.685 20/01/2026]',0.72,0.31,0.22,0.39,0.00,0.00,0.19,0.34,3.31,2.61,1.65,1.41,0.00,0.00,1.75,2.40,5.33,2.83,2.58,4.07,0.00,0.00,3.40,4.32,3.94,1.24,1.15,2.89,0.00,0.00,1.15,2.04,0.21,0.11,0.10,0.14,0.00,0.00,0.10,0.12,0
'[13:08:51.706 20/01/2026]',0.73,0.29,0.21,0.39,0.00,0.00,0.19,0.33,3.24,2.55,1.63,1.37,0.00,0.00,1.74,2.33,5.28,2.80,2.56,4.13,0.00,0.00,3.41,4.38,3.82,1.25,1.17,2.95,0.00,0.00,1.16,2.07,0.20,0.11,0.10,0.13,0.00,0.00,0.11,0.11,0
'[13:08:51.736 20/01/2026]',0.72,0.28,0.21,0.40,0.00,0.00,0.19,0.33,3.18,2.50,1.61,1.33,0.00,0.00,1.72,2.26,5.24,2.79,2.55,4.17,0.00,0.00,3.41,4.43,3.69,1.27,1.19,3.00,0.00,0.00,1.17,2.11,0.21,0.11,0.10,0.13,0.00,0.00,0.10,0.11,0
'[13:08:51.801 20/01/2026]',0.71,0.26,0.21,0.38,0.00,0.00,0.19,0.33,3.13,2.45,1.59,1.30,0.00,0.00,1.70,2.19,5.30,2.80,2.54,4.24,0.00,0.00,3.41,4.47,3.56,1.29,1.21,3.04,0.00,0.00,1.17,2.13,0.21,0.11,0.09,0.14,0.00,0.00,0.10,0.11,0
'[13:08:51.865 20/01/2026]',0.69,0.25,0.21,0.37,0.00,0.00,0.19,0.34,3.09,2.40,1.57,1.28,0.00,0.00,1.67,2.13,5.39,2.80,2.52,4.30,0.00,0.00,3.39,4.51,3.42,1.32,1.23,3.07,0.00,0.00,1.18,2.15,0.20,0.10,0.09,0.14,0.00,0.00,0.10,0.11,0
'[13:08:51.928 20/01/2026]',0.68,0.25,0.21,0.37,0.00,0.00,0.20,0.33,3.06,2.34,1.55,1.27,0.00,0.00,1.62,2.07,5.44,2.80,2.51,4.35,0.00,0.00,3.36,4.54,3.26,1.33,1.24,3.07,0.00,0.00,1.18,2.14,0.21,0.10,0.09,0.14,0.00,0.00,0.10,0.11,0
'[13:08:51.991 20/01/2026]',0.70,0.23,0.22,0.37,0.00,0.00,0.21,0.32,3.03,2.28,1.52,1.31,0.00,0.00,1.57,2.05,5.45,2.79,2.51,4.41,0.00,0.00,3.33,4.58,3.08,1.34,1.26,3.04,0.00,0.00,1.17,2.12,0.20,0.10,0.09,0.13,0.00,0.00,0.10,0.11,0
'[13:08:52.051 20/01/2026]',0.68,0.24,0.23,0.36,0.00,0.00,0.21,0.33,2.95,2.20,1.48,1.34,0.00,0.00,1.51,2.04,5.42,2.77,2.52,4.49,0.00,0.00,3.30,4.63,2.86,1.35,1.28,2.97,0.00,0.00,1.15,2.08,0.20,0.10,0.09,0.13,0.00,0.00,0.09,0.11,0
'[13:08:52.113 20/01/2026]',0.67,0.25,0.26,0.37,0.00,0.00,0.24,0.34,2.85,2.12,1.42,1.36,0.00,0.00,1.44,2.02,5.36,2.74,2.52,4.57,0.00,0.00,3.28,4.68,2.69,1.37,1.31,2.89,0.00,0.00,1.16,2.03,0.19,0.10,0.09,0.14,0.00,0.00,0.10,0.12,0
'[13:08:52.176 20/01/2026]',0.65,0.28,0.27,0.40,0.00,0.00,0.26,0.37,2.71,2.01,1.34,1.34,0.00,0.00,1.37,2.03,5.41,2.67,2.51,4.63,0.00,0.00,3.25,4.70,2.57,1.41,1.34,2.85,0.00,0.00,1.16,2.03,0.20,0.10,0.09,0.13,0.00,0.00,0.10,0.11,0
