'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[11:23:21.812 21/01/2026]',0.10,0.14,0.10,0.09,0.00,0.00,0.10,0.10,0.96,1.15,0.86,0.88,0.00,0.00,0.61,0.36,1.28,1.55,1.16,1.10,0.00,0.00,0.88,0.94,0.78,1.12,0.56,0.62,0.00,0.00,0.66,0.56,0.04,0.05,0.03,0.02,0.00,0.00,0.02,0.03,0
'[11:23:21.829 21/01/2026]',0.09,0.13,0.10,0.09,0.00,0.00,0.10,0.09,0.97,1.14,0.86,0.88,0.00,0.00,0.60,0.37,1.28,1.55,1.16,1.11,0.00,0.00,0.86,0.94,0.77,1.12,0.57,0.62,0.00,0.00,0.65,0.56,0.04,0.05,0.03,0.02,0.00,0.00,0.02,0.03,0
'[11:23:21.845 21/01/2026]',0.09,0.13,0.10,0.09,0.00,0.00,0.10,0.10,0.98,1.14,0.87,0.88,0.00,0.00,0.60,0.36,1.28,1.55,1.16,1.12,0.00,0.00,0.84,0.93,0.77,1.11,0.57,0.62,0.00,0.00,0.64,0.55,0.04,0.05,0.03,0.02,0.00,0.00,0.02,0.03,0
'[11:23:21.862 21/01/2026]',0.10,0.13,0.10,0.09,0.00,0.00,0.11,0.10,0.99,1.14,0.87,0.88,0.00,0.00,0.59,0.36,1.29,1.55,1.17,1.13,0.00,0.00,0.82,0.93,0.75,1.11,0.58,0.61,0.00,0.00,0.63,0.55,0.04,0.05,0.03,0.02,0.00,0.00,0.02,0.03,0
'[11:23:21.878 21/01/2026]',0.10,0.13,0.11,0.09,0.00,0.00,0.11,0.10,1.01,1.14,0.88,0.88,0.00,0.00,0.59,0.35,1.30,1.55,1.17,1.14,0.00,0.00,0.80,0.92,0.74,1.09,0.58,0.60,0.00,0.00,0.63,0.55,0.04,0.05,0.03,0.02,0.00,0.00,0.02,0.02,0
'[11:23:21.895 21/01/2026]',0.11,0.12,0.11,0.10,0.00,0.00,0.11,0.09,1.02,1.14,0.88,0.88,0.00,0.00,0.58,0.34,1.30,1.54,1.17,1.15,0.00,0.00,0.79,0.91,0.73,1.08,0.58,0.60,0.00,0.00,0.61,0.55,0.04,0.05,0.03,0.02,0.00,0.00,0.02,0.02,0
'[11:23:21.911 21/01/2026]',0.11,0.13,0.12,0.10,0.00,0.00,0.11,0.09,1.03,1.14,0.89,0.88,0.00,0.00,0.58,0.33,1.31,1.52,1.18,1.16,0.00,0.00,0.77,0.90,0.72,1.07,0.58,0.59,0.00,0.00,0.60,0.55,0.04,0.05,0.03,0.02,0.00,0.00,0.02,0.02,0
'[11:23:21.928 21/01/2026]',0.12,0.14,0.12,0.11,0.00,0.00,0.11,0.09,1.03,1.14,0.89,0.87,0.00,0.00,0.57,0.32,1.31,1.51,1.18,1.18,0.00,0.00,0.76,0.92,0.71,1.06,0.57,0.58,0.00,0.00,0.59,0.55,0.04,0.05,0.03,0.02,0.00,0.00,0.02,0.02,0
'[11:23:21.945 21/01/2026]',0.12,0.15,0.12,0.11,0.00,0.00,0.12,0.09,1.04,1.15,0.89,0.87,0.00,0.00,0.57,0.31,1.31,1.49,1.18,1.19,0.00,0.00,0.75,0.93,0.72,1.05,0.57,0.57,0.00,0.00,0.57,0.54,0.04,0.06,0.03,0.03,0.00,0.00,0.02,0.02,0
'[11:23:21.962 21/01/2026]',0.13,0.17,0.13,0.12,0.00,0.00,0.12,0.09,1.05,1.14,0.90,0.86,0.00,0.00,0.56,0.31,1.32,1.45,1.18,1.19,0.00,0.00,0.74,0.94,0.72,1.06,0.57,0.57,0.00,0.00,0.56,0.54,0.04,0.06,0.03,0.03,0.00,0.00,0.02,0.02,0
'[11:23:21.978 21/01/2026]',0.14,0.18,0.13,0.12,0.00,0.00,0.12,0.08,1.06,1.14,0.90,0.86,0.00,0.00,0.56,0.30,1.32,1.41,1.18,1.20,0.00,0.00,0.73,0.95,0.73,1.07,0.57,0.57,0.00,0.00,0.55,0.54,0.04,0.06,0.03,0.03,0.00,0.00,0.02,0.02,0
'[11:23:21.995 21/01/2026]',0.14,0.20,0.13,0.13,0.00,0.00,0.12,0.08,1.06,1.13,0.90,0.85,0.00,0.00,0.55,0.29,1.32,1.38,1.18,1.21,0.00,0.00,0.72,0.96,0.73,1.07,0.57,0.57,0.00,0.00,0.55,0.54,0.04,0.06,0.03,0.03,0.00,0.00,0.02,0.02,0
'[11:23:22.012 21/01/2026]',0.13,0.21,0.13,0.14,0.00,0.00,0.12,0.08,1.06,1.13,0.90,0.85,0.00,0.00,0.55,0.28,1.33,1.35,1.19,1.21,0.00,0.00,0.72,0.97,0.75,1.08,0.57,0.57,0.00,0.00,0.54,0.54,0.04,0.06,0.03,0.03,0.00,0.00,0.02,0.02,0
'[11:23:22.029 21/01/2026]',0.13,0.21,0.12,0.13,0.00,0.00,0.12,0.08,1.05,1.11,0.89,0.84,0.00,0.00,0.54,0.28,1.33,1.32,1.19,1.22,0.00,0.00,0.71,0.97,0.75,1.10,0.57,0.57,0.00,0.00,0.52,0.54,0.04,0.06,0.03,0.03,0.00,0.00,0.02,0.02,0
'[11:23:22.047 21/01/2026]',0.12,0.21,0.12,0.13,0.00,0.00,0.11,0.08,1.04,1.08,0.88,0.83,0.00,0.00,0.55,0.28,1.33,1.28,1.18,1.23,0.00,0.00,0.69,0.97,0.76,1.13,0.56,0.57,0.00,0.00,0.50,0.54,0.04,0.05,0.03,0.03,0.00,0.00,0.02,0.02,0
'[11:23:22.063 21/01/2026]',0.12,0.19,0.12,0.12,0.00,0.00,0.11,0.08,1.03,1.05,0.87,0.81,0.00,0.00,0.55,0.29,1.33,1.23,1.17,1.22,0.00,0.00,0.67,0.97,0.76,1.16,0.55,0.57,0.00,0.00,0.49,0.55,0.04,0.05,0.03,0.03,0.00,0.00,0.03,0.02,0
'[11:23:22.081 21/01/2026]',0.12,0.18,0.12,0.12,0.00,0.00,0.11,0.08,1.02,1.02,0.86,0.80,0.00,0.00,0.56,0.30,1.32,1.19,1.16,1.21,0.00,0.00,0.65,0.97,0.75,1.18,0.54,0.57,0.00,0.00,0.47,0.55,0.04,0.05,0.03,0.03,0.00,0.00,0.03,0.02,0
'[11:23:22.095 21/01/2026]',0.12,0.17,0.12,0.12,0.00,0.00,0.11,0.08,1.01,0.99,0.85,0.78,0.00,0.00,0.56,0.31,1.31,1.14,1.15,1.20,0.00,0.00,0.66,0.96,0.75,1.19,0.53,0.56,0.00,0.00,0.45,0.55,0.04,0.05,0.03,0.03,0.00,0.00,0.03,0.02,0
'[11:23:22.112 21/01/2026]',0.12,0.17,0.12,0.12,0.00,0.00,0.11,0.08,1.00,0.97,0.84,0.77,0.00,0.00,0.57,0.32,1.30,1.10,1.14,1.18,0.00,0.00,0.66,0.96,0.74,1.20,0.52,0.56,0.00,0.00,0.43,0.55,0.04,0.05,0.03,0.03,0.00,0.00,0.03,0.02,0
'[11:23:22.129 21/01/2026]',0.12,0.17,0.12,0.12,0.00,0.00,0.11,0.08,0.98,0.95,0.83,0.76,0.00,0.00,0.58,0.33,1.28,1.06,1.12,1.17,0.00,0.00,0.67,0.95,0.73,1.22,0.51,0.55,0.00,0.00,0.41,0.55,0.04,0.05,0.03,0.03,0.00,0.00,0.03,0.02,0
'[11:23:22.145 21/01/2026]',0.12,0.17,0.12,0.12,0.00,0.00,0.11,0.09,0.97,0.91,0.81,0.73,0.00,0.00,0.60,0.34,1.27,1.02,1.10,1.15,0.00,0.00,0.68,0.95,0.72,1.21,0.51,0.53,0.00,0.00,0.42,0.54,0.04,0.05,0.03,0.03,0.00,0.00,0.03,0.02,0
'[11:23:22.162 21/01/2026]',0.12,0.16,0.12,0.12,0.00,0.00,0.12,0.09,0.94,0.88,0.79,0.71,0.00,0.00,0.61,0.36,1.24,0.98,1.08,1.13,0.00,0.00,0.69,0.95,0.70,1.21,0.51,0.52,0.00,0.00,0.42,0.53,0.05,0.05,0.03,0.03,0.00,0.00,0.03,0.02,0
'[11:23:22.181 21/01/2026]',0.11,0.16,0.11,0.12,0.00,0.00,0.11,0.09,0.93,0.85,0.78,0.69,0.00,0.00,0.63,0.37,1.22,0.95,1.07,1.11,0.00,0.00,0.69,0.96,0.69,1.20,0.51,0.50,0.00,0.00,0.43,0.53,0.04,0.05,0.03,0.03,0.00,0.00,0.03,0.02,0
'[11:23:22.195 21/01/2026]',0.11,0.17,0.11,0.12,0.00,0.00,0.11,0.09,0.91,0.83,0.76,0.67,0.00,0.00,0.65,0.38,1.20,0.97,1.05,1.09,0.00,0.00,0.70,0.97,0.67,1.19,0.51,0.48,0.00,0.00,0.43,0.52,0.04,0.05,0.03,0.03,0.00,0.00,0.03,0.02,0
'[11:23:22.212 21/01/2026]',0.11,0.17,0.11,0.12,0.00,0.00,0.11,0.09,0.90,0.80,0.74,0.65,0.00,0.00,0.66,0.39,1.17,1.00,1.03,1.07,0.00,0.00,0.71,0.99,0.65,1.18,0.50,0.46,0.00,0.00,0.43,0.51,0.05,0.05,0.03,0.03,0.00,0.00,0.03,0.02,0
'[11:23:22.228 21/01/2026]',0.11,0.18,0.11,0.12,0.00,0.00,0.10,0.09,0.88,0.80,0.73,0.63,0.00,0.00,0.67,0.41,1.15,1.02,1.01,1.05,0.00,0.00,0.71,1.00,0.64,1.17,0.50,0.44,0.00,0.00,0.43,0.49,0.05,0.05,0.03,0.03,0.00,0.00,0.03,0.02,0
'[11:23:22.245 21/01/2026]',0.11,0.19,0.11,0.12,0.00,0.00,0.10,0.09,0.87,0.79,0.71,0.61,0.00,0.00,0.69,0.42,1.14,1.04,0.99,1.03,0.00,0.00,0.72,1.01,0.62,1.16,0.50,0.43,0.00,0.00,0.43,0.48,0.05,0.06,0.03,0.03,0.00,0.00,0.03,0.02,0
'[11:23:22.262 21/01/2026]',0.11,0.19,0.11,0.11,0.00,0.00,0.10,0.09,0.87,0.79,0.71,0.60,0.00,0.00,0.70,0.43,1.11,1.06,0.97,1.01,0.00,0.00,0.72,1.01,0.61,1.15,0.50,0.44,0.00,0.00,0.44,0.47,0.05,0.06,0.03,0.03,0.00,0.00,0.03,0.02,0
'[11:23:22.278 21/01/2026]',0.12,0.20,0.11,0.12,0.00,0.00,0.10,0.09,0.87,0.79,0.71,0.59,0.00,0.00,0.71,0.45,1.09,1.08,0.94,0.98,0.00,0.00,0.72,1.01,0.60,1.14,0.50,0.45,0.00,0.00,0.44,0.46,0.05,0.06,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.295 21/01/2026]',0.12,0.21,0.11,0.12,0.00,0.00,0.10,0.09,0.87,0.79,0.71,0.58,0.00,0.00,0.72,0.46,1.06,1.09,0.92,0.96,0.00,0.00,0.72,1.01,0.59,1.12,0.50,0.46,0.00,0.00,0.44,0.45,0.05,0.06,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.311 21/01/2026]',0.13,0.22,0.11,0.12,0.00,0.00,0.11,0.09,0.88,0.79,0.70,0.57,0.00,0.00,0.74,0.48,1.04,1.11,0.90,0.94,0.00,0.00,0.72,1.01,0.58,1.11,0.50,0.47,0.00,0.00,0.44,0.46,0.05,0.06,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.328 21/01/2026]',0.13,0.22,0.11,0.12,0.00,0.00,0.11,0.09,0.88,0.79,0.70,0.57,0.00,0.00,0.74,0.49,1.02,1.12,0.88,0.92,0.00,0.00,0.71,1.01,0.58,1.09,0.50,0.48,0.00,0.00,0.45,0.47,0.05,0.06,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.344 21/01/2026]',0.12,0.23,0.11,0.12,0.00,0.00,0.12,0.09,0.88,0.81,0.70,0.57,0.00,0.00,0.74,0.50,1.01,1.13,0.86,0.90,0.00,0.00,0.72,1.00,0.59,1.06,0.50,0.48,0.00,0.00,0.47,0.49,0.05,0.06,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.363 21/01/2026]',0.12,0.22,0.11,0.12,0.00,0.00,0.13,0.11,0.88,0.84,0.69,0.58,0.00,0.00,0.72,0.52,0.99,1.17,0.84,0.88,0.00,0.00,0.73,0.97,0.61,1.01,0.49,0.48,0.00,0.00,0.48,0.51,0.05,0.06,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.378 21/01/2026]',0.13,0.22,0.11,0.12,0.00,0.00,0.13,0.12,0.88,0.86,0.68,0.59,0.00,0.00,0.71,0.52,0.98,1.22,0.82,0.87,0.00,0.00,0.75,0.93,0.63,0.97,0.51,0.47,0.00,0.00,0.50,0.54,0.05,0.06,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.395 21/01/2026]',0.13,0.22,0.11,0.13,0.00,0.00,0.13,0.12,0.86,0.88,0.66,0.59,0.00,0.00,0.69,0.52,0.97,1.27,0.80,0.85,0.00,0.00,0.75,0.90,0.65,0.94,0.53,0.47,0.00,0.00,0.51,0.56,0.05,0.06,0.03,0.03,0.00,0.00,0.03,0.04,0
'[11:23:22.412 21/01/2026]',0.13,0.23,0.11,0.13,0.00,0.00,0.14,0.13,0.85,0.90,0.64,0.59,0.00,0.00,0.68,0.51,0.96,1.33,0.79,0.84,0.00,0.00,0.76,0.86,0.67,0.93,0.55,0.45,0.00,0.00,0.52,0.57,0.05,0.06,0.03,0.03,0.00,0.00,0.03,0.04,0
'[11:23:22.428 21/01/2026]',0.13,0.23,0.12,0.14,0.00,0.00,0.14,0.13,0.84,0.92,0.63,0.58,0.00,0.00,0.66,0.50,0.95,1.38,0.77,0.82,0.00,0.00,0.77,0.83,0.69,0.91,0.57,0.44,0.00,0.00,0.53,0.58,0.05,0.06,0.03,0.03,0.00,0.00,0.03,0.04,0
'[11:23:22.444 21/01/2026]',0.14,0.23,0.11,0.14,0.00,0.00,0.13,0.14,0.83,0.93,0.61,0.58,0.00,0.00,0.64,0.50,0.94,1.44,0.76,0.81,0.00,0.00,0.76,0.82,0.71,0.90,0.59,0.43,0.00,0.00,0.53,0.59,0.05,0.06,0.03,0.03,0.00,0.00,0.03,0.04,0
'[11:23:22.463 21/01/2026]',0.14,0.23,0.11,0.13,0.00,0.00,0.13,0.13,0.82,0.94,0.60,0.57,0.00,0.00,0.61,0.48,0.93,1.49,0.75,0.81,0.00,0.00,0.76,0.82,0.72,0.90,0.61,0.44,0.00,0.00,0.53,0.59,0.05,0.06,0.03,0.03,0.00,0.00,0.03,0.04,0
'[11:23:22.478 21/01/2026]',0.13,0.22,0.10,0.13,0.00,0.00,0.13,0.13,0.80,0.94,0.58,0.57,0.00,0.00,0.60,0.49,0.91,1.53,0.73,0.80,0.00,0.00,0.76,0.81,0.73,0.90,0.63,0.46,0.00,0.00,0.52,0.59,0.05,0.06,0.04,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.495 21/01/2026]',0.13,0.22,0.10,0.12,0.00,0.00,0.13,0.13,0.78,0.94,0.56,0.56,0.00,0.00,0.58,0.50,0.90,1.58,0.71,0.79,0.00,0.00,0.76,0.81,0.73,0.91,0.63,0.47,0.00,0.00,0.52,0.58,0.05,0.06,0.04,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.511 21/01/2026]',0.13,0.21,0.10,0.12,0.00,0.00,0.13,0.13,0.77,0.95,0.53,0.55,0.00,0.00,0.57,0.52,0.88,1.62,0.68,0.77,0.00,0.00,0.75,0.81,0.73,0.91,0.63,0.48,0.00,0.00,0.51,0.57,0.05,0.06,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.528 21/01/2026]',0.12,0.21,0.10,0.12,0.00,0.00,0.13,0.14,0.75,0.95,0.52,0.54,0.00,0.00,0.56,0.54,0.86,1.65,0.66,0.76,0.00,0.00,0.75,0.80,0.73,0.92,0.64,0.48,0.00,0.00,0.51,0.57,0.05,0.05,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.545 21/01/2026]',0.14,0.21,0.11,0.12,0.00,0.00,0.13,0.15,0.72,0.95,0.49,0.53,0.00,0.00,0.55,0.56,0.84,1.69,0.64,0.75,0.00,0.00,0.75,0.80,0.74,0.92,0.64,0.49,0.00,0.00,0.51,0.56,0.05,0.05,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.561 21/01/2026]',0.16,0.22,0.12,0.13,0.00,0.00,0.13,0.15,0.70,0.96,0.47,0.51,0.00,0.00,0.54,0.56,0.81,1.73,0.62,0.73,0.00,0.00,0.78,0.79,0.76,0.92,0.65,0.50,0.00,0.00,0.51,0.57,0.05,0.05,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.578 21/01/2026]',0.17,0.22,0.12,0.14,0.00,0.00,0.13,0.15,0.65,0.96,0.45,0.50,0.00,0.00,0.53,0.57,0.77,1.76,0.59,0.72,0.00,0.00,0.80,0.79,0.79,0.92,0.66,0.51,0.00,0.00,0.51,0.57,0.05,0.05,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.594 21/01/2026]',0.18,0.23,0.13,0.14,0.00,0.00,0.14,0.15,0.61,0.96,0.43,0.50,0.00,0.00,0.52,0.57,0.74,1.81,0.57,0.69,0.00,0.00,0.82,0.79,0.82,0.92,0.67,0.53,0.00,0.00,0.51,0.58,0.06,0.06,0.04,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.611 21/01/2026]',0.22,0.24,0.14,0.15,0.00,0.00,0.14,0.15,0.59,0.96,0.42,0.49,0.00,0.00,0.51,0.57,0.77,1.85,0.56,0.67,0.00,0.00,0.83,0.80,0.87,0.92,0.69,0.54,0.00,0.00,0.51,0.58,0.06,0.06,0.03,0.04,0.00,0.00,0.03,0.03,0
'[11:23:22.629 21/01/2026]',0.25,0.28,0.15,0.16,0.00,0.00,0.14,0.15,0.58,0.96,0.41,0.49,0.00,0.00,0.50,0.57,0.84,1.90,0.55,0.68,0.00,0.00,0.84,0.82,0.92,0.95,0.70,0.57,0.00,0.00,0.52,0.59,0.06,0.06,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.648 21/01/2026]',0.26,0.30,0.15,0.18,0.00,0.00,0.16,0.15,0.57,0.97,0.40,0.50,0.00,0.00,0.48,0.58,0.92,1.95,0.54,0.69,0.00,0.00,0.86,0.85,0.98,0.98,0.72,0.59,0.00,0.00,0.52,0.60,0.06,0.06,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.663 21/01/2026]',0.27,0.32,0.16,0.19,0.00,0.00,0.18,0.16,0.57,0.96,0.39,0.50,0.00,0.00,0.47,0.57,0.99,2.01,0.52,0.71,0.00,0.00,0.86,0.86,1.03,1.02,0.73,0.61,0.00,0.00,0.51,0.61,0.06,0.06,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.679 21/01/2026]',0.28,0.34,0.17,0.19,0.00,0.00,0.20,0.17,0.57,0.96,0.38,0.50,0.00,0.00,0.47,0.57,1.06,2.06,0.52,0.73,0.00,0.00,0.87,0.88,1.08,1.05,0.75,0.63,0.00,0.00,0.51,0.61,0.06,0.06,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.697 21/01/2026]',0.29,0.35,0.17,0.20,0.00,0.00,0.20,0.19,0.57,0.96,0.39,0.51,0.00,0.00,0.50,0.57,1.12,2.11,0.53,0.74,0.00,0.00,0.86,0.90,1.12,1.09,0.75,0.65,0.00,0.00,0.50,0.61,0.06,0.06,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.714 21/01/2026]',0.30,0.36,0.17,0.21,0.00,0.00,0.20,0.19,0.58,0.97,0.40,0.52,0.00,0.00,0.52,0.58,1.17,2.16,0.54,0.75,0.00,0.00,0.86,0.90,1.16,1.11,0.76,0.66,0.00,0.00,0.50,0.61,0.06,0.06,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.730 21/01/2026]',0.30,0.37,0.17,0.21,0.00,0.00,0.20,0.19,0.61,0.97,0.41,0.53,0.00,0.00,0.55,0.59,1.23,2.20,0.55,0.75,0.00,0.00,0.84,0.90,1.19,1.13,0.76,0.67,0.00,0.00,0.49,0.61,0.06,0.06,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.746 21/01/2026]',0.30,0.37,0.17,0.21,0.00,0.00,0.20,0.19,0.65,0.97,0.42,0.54,0.00,0.00,0.58,0.60,1.28,2.25,0.56,0.76,0.00,0.00,0.82,0.89,1.21,1.14,0.76,0.68,0.00,0.00,0.47,0.61,0.06,0.06,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.764 21/01/2026]',0.30,0.37,0.16,0.21,0.00,0.00,0.19,0.19,0.68,0.98,0.43,0.55,0.00,0.00,0.61,0.61,1.32,2.29,0.57,0.78,0.00,0.00,0.80,0.89,1.24,1.16,0.76,0.69,0.00,0.00,0.45,0.61,0.05,0.06,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.780 21/01/2026]',0.30,0.37,0.16,0.21,0.00,0.00,0.19,0.19,0.71,0.98,0.44,0.56,0.00,0.00,0.63,0.62,1.36,2.33,0.57,0.80,0.00,0.00,0.78,0.88,1.26,1.18,0.77,0.69,0.00,0.00,0.44,0.60,0.05,0.06,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.796 21/01/2026]',0.30,0.37,0.16,0.21,0.00,0.00,0.19,0.18,0.74,0.99,0.45,0.58,0.00,0.00,0.66,0.64,1.40,2.36,0.58,0.81,0.00,0.00,0.81,0.88,1.29,1.19,0.77,0.70,0.00,0.00,0.42,0.60,0.05,0.06,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.816 21/01/2026]',0.30,0.37,0.16,0.21,0.00,0.00,0.19,0.19,0.76,0.99,0.46,0.59,0.00,0.00,0.68,0.64,1.44,2.39,0.59,0.83,0.00,0.00,0.85,0.89,1.31,1.22,0.77,0.71,0.00,0.00,0.40,0.59,0.05,0.06,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.830 21/01/2026]',0.31,0.38,0.16,0.21,0.00,0.00,0.18,0.19,0.79,1.00,0.47,0.60,0.00,0.00,0.69,0.65,1.47,2.42,0.59,0.84,0.00,0.00,0.88,0.90,1.34,1.24,0.77,0.71,0.00,0.00,0.39,0.58,0.05,0.06,0.03,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.847 21/01/2026]',0.31,0.39,0.16,0.21,0.00,0.00,0.18,0.18,0.82,1.00,0.48,0.60,0.00,0.00,0.70,0.65,1.51,2.45,0.60,0.86,0.00,0.00,0.91,0.92,1.36,1.26,0.77,0.72,0.00,0.00,0.40,0.57,0.05,0.06,0.04,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.864 21/01/2026]',0.31,0.39,0.16,0.21,0.00,0.00,0.17,0.17,0.84,1.00,0.49,0.61,0.00,0.00,0.71,0.65,1.54,2.48,0.61,0.87,0.00,0.00,0.93,0.93,1.38,1.29,0.77,0.73,0.00,0.00,0.41,0.56,0.05,0.06,0.04,0.03,0.00,0.00,0.03,0.03,0
'[11:23:22.879 21/01/2026]',0.32,0.40,0.16,0.21,0.00,0.00,0.17,0.17,0.86,1.01,0.50,0.62,0.00,0.00,0.72,0.65,1.58,2.51,0.62,0.88,0.00,0.00,0.95,0.95,1.40,1.31,0.78,0.73,0.00,0.00,0.41,0.55,0.05,0.06,0.04,0.03,0.00,0.00,0.03,0.03,0
