'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[13:38:19.635 20/01/2026]',0.48,0.55,0.58,0.61,0.00,0.00,0.49,0.51,4.15,3.01,3.35,3.17,0.00,0.00,2.89,2.14,4.11,4.38,5.13,4.49,0.00,0.00,4.73,5.20,4.10,3.44,3.58,3.88,0.00,0.00,3.29,2.74,0.14,0.12,0.19,0.17,0.00,0.00,0.14,0.12,0
'[13:38:19.650 20/01/2026]',0.47,0.52,0.57,0.59,0.00,0.00,0.49,0.52,4.19,2.96,3.36,3.12,0.00,0.00,2.87,2.12,4.11,4.43,5.18,4.59,0.00,0.00,4.80,5.26,4.03,3.43,3.49,3.82,0.00,0.00,3.29,2.72,0.14,0.13,0.19,0.18,0.00,0.00,0.13,0.12,0
'[13:38:19.666 20/01/2026]',0.46,0.51,0.53,0.58,0.00,0.00,0.48,0.52,4.20,2.89,3.34,3.07,0.00,0.00,2.84,2.12,4.21,4.48,5.26,4.68,0.00,0.00,4.88,5.29,3.98,3.39,3.43,3.75,0.00,0.00,3.27,2.70,0.14,0.13,0.18,0.17,0.00,0.00,0.13,0.12,0
'[13:38:19.684 20/01/2026]',0.45,0.49,0.50,0.54,0.00,0.00,0.46,0.50,4.20,2.80,3.31,3.00,0.00,0.00,2.80,2.10,4.30,4.54,5.32,4.80,0.00,0.00,4.96,5.33,3.93,3.34,3.36,3.67,0.00,0.00,3.26,2.66,0.14,0.13,0.17,0.17,0.00,0.00,0.13,0.12,0
'[13:38:19.700 20/01/2026]',0.44,0.48,0.47,0.51,0.00,0.00,0.45,0.48,4.21,2.72,3.29,2.93,0.00,0.00,2.77,2.08,4.38,4.59,5.39,4.90,0.00,0.00,5.03,5.37,3.88,3.30,3.30,3.61,0.00,0.00,3.24,2.63,0.13,0.13,0.17,0.17,0.00,0.00,0.13,0.11,0
'[13:38:19.717 20/01/2026]',0.43,0.47,0.44,0.47,0.00,0.00,0.44,0.46,4.21,2.64,3.28,2.86,0.00,0.00,2.75,2.06,4.46,4.64,5.44,5.00,0.00,0.00,5.10,5.40,3.83,3.25,3.25,3.54,0.00,0.00,3.23,2.61,0.13,0.14,0.16,0.17,0.00,0.00,0.12,0.11,0
'[13:38:19.734 20/01/2026]',0.41,0.45,0.42,0.44,0.00,0.00,0.42,0.44,4.20,2.57,3.25,2.80,0.00,0.00,2.73,2.04,4.54,4.68,5.51,5.09,0.00,0.00,5.16,5.43,3.79,3.22,3.20,3.48,0.00,0.00,3.22,2.58,0.13,0.14,0.15,0.17,0.00,0.00,0.12,0.10,0
'[13:38:19.750 20/01/2026]',0.40,0.43,0.41,0.43,0.00,0.00,0.42,0.43,4.21,2.51,3.25,2.74,0.00,0.00,2.75,2.03,4.63,4.75,5.58,5.19,0.00,0.00,5.23,5.46,3.73,3.16,3.14,3.42,0.00,0.00,3.19,2.56,0.13,0.13,0.16,0.17,0.00,0.00,0.13,0.10,0
'[13:38:19.767 20/01/2026]',0.40,0.43,0.41,0.41,0.00,0.00,0.43,0.41,4.24,2.49,3.28,2.70,0.00,0.00,2.79,2.05,4.70,4.84,5.65,5.30,0.00,0.00,5.29,5.51,3.65,3.08,3.05,3.35,0.00,0.00,3.10,2.51,0.13,0.14,0.15,0.17,0.00,0.00,0.13,0.11,0
'[13:38:19.783 20/01/2026]',0.40,0.41,0.41,0.41,0.00,0.00,0.43,0.41,4.27,2.46,3.30,2.69,0.00,0.00,2.83,2.08,4.76,4.93,5.70,5.41,0.00,0.00,5.35,5.55,3.57,2.98,2.96,3.24,0.00,0.00,3.02,2.43,0.12,0.14,0.15,0.17,0.00,0.00,0.13,0.11,0
'[13:38:19.799 20/01/2026]',0.40,0.40,0.41,0.41,0.00,0.00,0.44,0.41,4.29,2.44,3.32,2.69,0.00,0.00,2.87,2.13,4.82,5.01,5.76,5.50,0.00,0.00,5.40,5.60,3.49,2.88,2.89,3.14,0.00,0.00,2.95,2.35,0.12,0.14,0.15,0.17,0.00,0.00,0.14,0.11,0
'[13:38:19.817 20/01/2026]',0.40,0.40,0.41,0.40,0.00,0.00,0.45,0.41,4.31,2.42,3.34,2.68,0.00,0.00,2.91,2.19,4.87,5.09,5.81,5.59,0.00,0.00,5.45,5.64,3.42,2.79,2.81,3.04,0.00,0.00,2.88,2.28,0.12,0.14,0.16,0.17,0.00,0.00,0.14,0.10,0
'[13:38:19.833 20/01/2026]',0.41,0.41,0.43,0.40,0.00,0.00,0.47,0.41,4.29,2.40,3.32,2.67,0.00,0.00,2.89,2.25,4.88,5.16,5.82,5.67,0.00,0.00,5.46,5.68,3.30,2.71,2.71,2.96,0.00,0.00,2.75,2.21,0.13,0.14,0.16,0.17,0.00,0.00,0.15,0.11,0
'[13:38:19.851 20/01/2026]',0.40,0.44,0.43,0.43,0.00,0.00,0.47,0.43,4.24,2.33,3.28,2.63,0.00,0.00,2.84,2.24,4.85,5.21,5.96,5.71,0.00,0.00,5.45,5.69,3.15,2.58,2.61,2.83,0.00,0.00,2.60,2.10,0.13,0.14,0.15,0.17,0.00,0.00,0.14,0.11,0
'[13:38:19.867 20/01/2026]',0.41,0.45,0.40,0.43,0.00,0.00,0.48,0.43,4.18,2.25,3.23,2.57,0.00,0.00,2.78,2.22,4.82,5.23,6.11,5.73,0.00,0.00,5.45,5.68,3.01,2.44,2.53,2.69,0.00,0.00,2.54,2.06,0.12,0.13,0.14,0.17,0.00,0.00,0.14,0.11,0
'[13:38:19.884 20/01/2026]',0.42,0.43,0.40,0.42,0.00,0.00,0.48,0.42,4.12,2.15,3.18,2.50,0.00,0.00,2.72,2.18,4.79,5.28,6.25,5.75,0.00,0.00,5.46,5.68,2.89,2.32,2.51,2.61,0.00,0.00,2.54,2.06,0.12,0.13,0.14,0.17,0.00,0.00,0.14,0.11,0
'[13:38:19.901 20/01/2026]',0.42,0.44,0.40,0.42,0.00,0.00,0.48,0.42,4.07,2.05,3.14,2.43,0.00,0.00,2.66,2.15,4.77,5.32,6.38,5.77,0.00,0.00,5.46,5.68,2.77,2.21,2.50,2.59,0.00,0.00,2.53,2.06,0.12,0.13,0.14,0.16,0.00,0.00,0.13,0.11,0
'[13:38:19.917 20/01/2026]',0.43,0.47,0.40,0.42,0.00,0.00,0.49,0.41,4.02,1.97,3.10,2.36,0.00,0.00,2.61,2.12,4.74,5.36,6.50,5.79,0.00,0.00,5.57,5.68,2.66,2.10,2.49,2.57,0.00,0.00,2.53,2.06,0.11,0.13,0.14,0.16,0.00,0.00,0.13,0.11,0
'[13:38:19.933 20/01/2026]',0.43,0.49,0.40,0.42,0.00,0.00,0.49,0.41,3.97,1.89,3.06,2.30,0.00,0.00,2.57,2.09,4.72,5.40,6.61,5.83,0.00,0.00,5.69,5.68,2.56,2.01,2.48,2.55,0.00,0.00,2.53,2.06,0.11,0.13,0.14,0.16,0.00,0.00,0.13,0.11,0
'[13:38:19.951 20/01/2026]',0.45,0.51,0.43,0.42,0.00,0.00,0.51,0.41,3.94,1.82,3.05,2.25,0.00,0.00,2.53,2.06,4.78,5.43,6.70,5.93,0.00,0.00,5.79,5.67,2.46,1.92,2.49,2.53,0.00,0.00,2.53,2.06,0.11,0.13,0.13,0.15,0.00,0.00,0.13,0.11,0
'[13:38:19.967 20/01/2026]',0.46,0.54,0.44,0.45,0.00,0.00,0.50,0.42,3.91,1.75,3.02,2.22,0.00,0.00,2.49,2.03,4.86,5.46,6.81,6.00,0.00,0.00,5.91,5.67,2.36,1.87,2.52,2.53,0.00,0.00,2.56,2.07,0.11,0.13,0.13,0.15,0.00,0.00,0.13,0.11,0
'[13:38:19.984 20/01/2026]',0.47,0.55,0.44,0.45,0.00,0.00,0.49,0.42,3.87,1.66,3.00,2.20,0.00,0.00,2.46,1.98,4.93,5.50,6.90,6.09,0.00,0.00,6.03,5.67,2.27,1.87,2.54,2.55,0.00,0.00,2.59,2.09,0.11,0.13,0.14,0.15,0.00,0.00,0.13,0.11,0
'[13:38:20.000 20/01/2026]',0.48,0.56,0.45,0.45,0.00,0.00,0.49,0.41,3.84,1.58,2.98,2.18,0.00,0.00,2.43,1.94,4.99,5.54,6.99,6.16,0.00,0.00,6.13,5.67,2.18,1.87,2.57,2.57,0.00,0.00,2.61,2.11,0.11,0.13,0.14,0.16,0.00,0.00,0.14,0.11,0
'[13:38:20.018 20/01/2026]',0.48,0.57,0.45,0.45,0.00,0.00,0.48,0.41,3.82,1.51,2.97,2.16,0.00,0.00,2.40,1.89,5.05,5.57,7.08,6.23,0.00,0.00,6.23,5.68,2.10,1.87,2.59,2.59,0.00,0.00,2.63,2.13,0.11,0.13,0.14,0.16,0.00,0.00,0.14,0.11,0
'[13:38:20.034 20/01/2026]',0.51,0.58,0.47,0.46,0.00,0.00,0.49,0.40,3.82,1.44,2.97,2.15,0.00,0.00,2.39,1.85,5.08,5.61,7.14,6.29,0.00,0.00,6.31,5.68,2.07,1.87,2.60,2.61,0.00,0.00,2.64,2.15,0.10,0.13,0.13,0.17,0.00,0.00,0.13,0.11,0
'[13:38:20.050 20/01/2026]',0.50,0.60,0.45,0.47,0.00,0.00,0.46,0.42,3.81,1.38,2.97,2.15,0.00,0.00,2.39,1.79,5.11,5.61,7.20,6.34,0.00,0.00,6.40,5.65,2.03,1.85,2.58,2.61,0.00,0.00,2.63,2.15,0.10,0.13,0.13,0.16,0.00,0.00,0.13,0.10,0
'[13:38:20.067 20/01/2026]',0.48,0.58,0.43,0.44,0.00,0.00,0.44,0.40,3.81,1.33,2.99,2.16,0.00,0.00,2.40,1.82,5.12,5.59,7.26,6.39,0.00,0.00,6.48,5.61,1.99,1.80,2.56,2.59,0.00,0.00,2.62,2.13,0.10,0.13,0.13,0.16,0.00,0.00,0.12,0.10,0
'[13:38:20.084 20/01/2026]',0.46,0.55,0.41,0.41,0.00,0.00,0.42,0.38,3.82,1.27,3.00,2.19,0.00,0.00,2.41,1.84,5.14,5.56,7.30,6.43,0.00,0.00,6.56,5.55,1.95,1.79,2.55,2.58,0.00,0.00,2.61,2.09,0.10,0.12,0.13,0.15,0.00,0.00,0.12,0.11,0
'[13:38:20.101 20/01/2026]',0.44,0.53,0.39,0.39,0.00,0.00,0.41,0.36,3.82,1.23,3.02,2.20,0.00,0.00,2.41,1.87,5.15,5.53,7.35,6.47,0.00,0.00,6.63,5.50,1.91,1.80,2.54,2.56,0.00,0.00,2.60,2.06,0.10,0.12,0.13,0.15,0.00,0.00,0.12,0.11,0
'[13:38:20.117 20/01/2026]',0.42,0.51,0.37,0.37,0.00,0.00,0.39,0.35,3.82,1.18,3.03,2.22,0.00,0.00,2.42,1.89,5.17,5.51,7.39,6.51,0.00,0.00,6.69,5.45,1.87,1.81,2.52,2.55,0.00,0.00,2.58,2.03,0.10,0.13,0.13,0.14,0.00,0.00,0.13,0.11,0
'[13:38:20.134 20/01/2026]',0.41,0.49,0.35,0.36,0.00,0.00,0.39,0.34,3.82,1.14,3.04,2.24,0.00,0.00,2.43,1.91,5.18,5.49,7.42,6.54,0.00,0.00,6.75,5.41,1.85,1.82,2.52,2.53,0.00,0.00,2.58,2.00,0.10,0.13,0.12,0.14,0.00,0.00,0.12,0.11,0
'[13:38:20.152 20/01/2026]',0.40,0.48,0.36,0.36,0.00,0.00,0.38,0.32,3.84,1.13,3.09,2.26,0.00,0.00,2.47,1.94,5.17,5.45,7.42,6.56,0.00,0.00,6.77,5.35,1.84,1.81,2.51,2.53,0.00,0.00,2.57,1.97,0.10,0.13,0.13,0.13,0.00,0.00,0.13,0.11,0
'[13:38:20.167 20/01/2026]',0.40,0.48,0.36,0.36,0.00,0.00,0.39,0.31,3.86,1.18,3.16,2.32,0.00,0.00,2.52,1.97,5.14,5.44,7.39,6.55,0.00,0.00,6.78,5.30,1.83,1.82,2.47,2.52,0.00,0.00,2.54,1.95,0.10,0.13,0.13,0.14,0.00,0.00,0.13,0.11,0
'[13:38:20.184 20/01/2026]',0.40,0.49,0.37,0.36,0.00,0.00,0.41,0.33,3.88,1.23,3.22,2.40,0.00,0.00,2.57,2.00,5.12,5.44,7.36,6.51,0.00,0.00,6.78,5.28,1.82,1.80,2.43,2.49,0.00,0.00,2.51,1.90,0.11,0.13,0.14,0.14,0.00,0.00,0.13,0.11,0
'[13:38:20.200 20/01/2026]',0.41,0.50,0.37,0.36,0.00,0.00,0.42,0.34,3.90,1.28,3.28,2.47,0.00,0.00,2.62,2.03,5.09,5.44,7.34,6.47,0.00,0.00,6.78,5.26,1.81,1.79,2.40,2.46,0.00,0.00,2.47,1.85,0.11,0.12,0.14,0.14,0.00,0.00,0.13,0.10,0
'[13:38:20.218 20/01/2026]',0.41,0.50,0.37,0.37,0.00,0.00,0.43,0.35,3.92,1.33,3.33,2.53,0.00,0.00,2.66,2.06,5.07,5.44,7.31,6.43,0.00,0.00,6.79,5.24,1.80,1.78,2.36,2.44,0.00,0.00,2.45,1.81,0.11,0.12,0.14,0.15,0.00,0.00,0.13,0.10,0
'[13:38:20.233 20/01/2026]',0.39,0.51,0.37,0.38,0.00,0.00,0.43,0.36,3.91,1.37,3.39,2.59,0.00,0.00,2.73,2.09,5.05,5.44,7.27,6.40,0.00,0.00,6.76,5.22,1.76,1.77,2.30,2.41,0.00,0.00,2.39,1.77,0.12,0.12,0.14,0.15,0.00,0.00,0.13,0.09,0
'[13:38:20.251 20/01/2026]',0.39,0.52,0.36,0.38,0.00,0.00,0.44,0.37,3.89,1.42,3.42,2.66,0.00,0.00,2.79,2.14,5.03,5.46,7.23,6.35,0.00,0.00,6.74,5.22,1.70,1.74,2.22,2.37,0.00,0.00,2.33,1.72,0.12,0.12,0.14,0.15,0.00,0.00,0.12,0.09,0
'[13:38:20.266 20/01/2026]',0.39,0.51,0.36,0.38,0.00,0.00,0.45,0.37,3.82,1.45,3.44,2.71,0.00,0.00,2.84,2.18,5.05,5.48,7.22,6.31,0.00,0.00,6.73,5.22,1.62,1.69,2.13,2.31,0.00,0.00,2.27,1.67,0.11,0.12,0.14,0.15,0.00,0.00,0.12,0.09,0
'[13:38:20.284 20/01/2026]',0.38,0.52,0.36,0.40,0.00,0.00,0.45,0.38,3.76,1.48,3.46,2.74,0.00,0.00,2.88,2.22,5.06,5.49,7.20,6.29,0.00,0.00,6.71,5.21,1.54,1.63,2.05,2.24,0.00,0.00,2.22,1.63,0.11,0.12,0.13,0.15,0.00,0.00,0.11,0.09,0
'[13:38:20.303 20/01/2026]',0.38,0.52,0.37,0.41,0.00,0.00,0.46,0.38,3.70,1.51,3.47,2.76,0.00,0.00,2.92,2.26,5.08,5.51,7.19,6.27,0.00,0.00,6.70,5.21,1.47,1.59,1.97,2.17,0.00,0.00,2.16,1.59,0.10,0.12,0.13,0.14,0.00,0.00,0.11,0.09,0
'[13:38:20.318 20/01/2026]',0.38,0.53,0.36,0.43,0.00,0.00,0.46,0.38,3.65,1.53,3.49,2.78,0.00,0.00,2.96,2.30,5.09,5.52,7.19,6.26,0.00,0.00,6.70,5.20,1.41,1.54,1.89,2.11,0.00,0.00,2.11,1.55,0.10,0.12,0.12,0.14,0.00,0.00,0.11,0.09,0
'[13:38:20.334 20/01/2026]',0.38,0.54,0.36,0.44,0.00,0.00,0.46,0.38,3.57,1.55,3.50,2.79,0.00,0.00,2.99,2.33,5.12,5.53,7.19,6.25,0.00,0.00,6.70,5.19,1.35,1.50,1.82,2.04,0.00,0.00,2.06,1.52,0.10,0.11,0.12,0.14,0.00,0.00,0.11,0.09,0
'[13:38:20.349 20/01/2026]',0.38,0.54,0.35,0.44,0.00,0.00,0.45,0.38,3.50,1.56,3.51,2.79,0.00,0.00,3.02,2.36,5.14,5.56,7.19,6.26,0.00,0.00,6.71,5.19,1.29,1.46,1.75,1.98,0.00,0.00,2.01,1.49,0.10,0.12,0.12,0.13,0.00,0.00,0.12,0.09,0
'[13:38:20.366 20/01/2026]',0.38,0.55,0.35,0.44,0.00,0.00,0.45,0.38,3.43,1.57,3.53,2.79,0.00,0.00,3.05,2.38,5.16,5.58,7.19,6.26,0.00,0.00,6.71,5.19,1.24,1.42,1.69,1.92,0.00,0.00,1.97,1.46,0.11,0.12,0.12,0.13,0.00,0.00,0.12,0.10,0
'[13:38:20.384 20/01/2026]',0.38,0.56,0.34,0.45,0.00,0.00,0.45,0.38,3.37,1.58,3.54,2.79,0.00,0.00,3.08,2.40,5.18,5.60,7.19,6.27,0.00,0.00,6.71,5.19,1.20,1.39,1.63,1.87,0.00,0.00,1.93,1.44,0.11,0.12,0.12,0.14,0.00,0.00,0.12,0.10,0
'[13:38:20.400 20/01/2026]',0.38,0.56,0.34,0.45,0.00,0.00,0.45,0.38,3.32,1.59,3.55,2.78,0.00,0.00,3.10,2.42,5.20,5.62,7.19,6.28,0.00,0.00,6.71,5.19,1.15,1.36,1.62,1.82,0.00,0.00,1.89,1.42,0.11,0.12,0.12,0.14,0.00,0.00,0.12,0.10,0
'[13:38:20.417 20/01/2026]',0.38,0.57,0.33,0.45,0.00,0.00,0.45,0.38,3.27,1.59,3.56,2.78,0.00,0.00,3.12,2.44,5.22,5.64,7.19,6.30,0.00,0.00,6.72,5.19,1.11,1.33,1.63,1.78,0.00,0.00,1.86,1.40,0.11,0.12,0.12,0.14,0.00,0.00,0.13,0.10,0
'[13:38:20.434 20/01/2026]',0.37,0.57,0.33,0.46,0.00,0.00,0.44,0.38,3.22,1.60,3.57,2.78,0.00,0.00,3.15,2.46,5.24,5.65,7.19,6.32,0.00,0.00,6.72,5.19,1.07,1.31,1.65,1.73,0.00,0.00,1.83,1.38,0.10,0.13,0.11,0.14,0.00,0.00,0.12,0.10,0
'[13:38:20.451 20/01/2026]',0.35,0.58,0.32,0.45,0.00,0.00,0.45,0.38,3.16,1.61,3.58,2.78,0.00,0.00,3.18,2.48,5.28,5.68,7.20,6.34,0.00,0.00,6.73,5.19,1.02,1.28,1.67,1.70,0.00,0.00,1.82,1.39,0.11,0.12,0.11,0.14,0.00,0.00,0.12,0.10,0
'[13:38:20.467 20/01/2026]',0.33,0.57,0.31,0.45,0.00,0.00,0.44,0.38,3.12,1.63,3.60,2.78,0.00,0.00,3.22,2.49,5.30,5.70,7.18,6.37,0.00,0.00,6.71,5.19,0.98,1.24,1.70,1.68,0.00,0.00,1.83,1.40,0.11,0.12,0.11,0.14,0.00,0.00,0.13,0.10,0
'[13:38:20.484 20/01/2026]',0.32,0.56,0.29,0.43,0.00,0.00,0.42,0.36,3.07,1.63,3.61,2.80,0.00,0.00,3.25,2.51,5.32,5.73,7.17,6.38,0.00,0.00,6.69,5.19,0.98,1.20,1.73,1.68,0.00,0.00,1.84,1.43,0.11,0.12,0.12,0.14,0.00,0.00,0.13,0.11,0
'[13:38:20.509 20/01/2026]',0.30,0.55,0.27,0.41,0.00,0.00,0.41,0.35,3.04,1.63,3.62,2.81,0.00,0.00,3.29,2.53,5.34,5.75,7.16,6.38,0.00,0.00,6.67,5.18,0.97,1.15,1.76,1.68,0.00,0.00,1.86,1.46,0.11,0.13,0.12,0.14,0.00,0.00,0.13,0.11,0
'[13:38:20.536 20/01/2026]',0.29,0.54,0.28,0.40,0.00,0.00,0.40,0.33,2.98,1.63,3.61,2.82,0.00,0.00,3.30,2.55,5.34,5.77,7.12,6.39,0.00,0.00,6.63,5.18,0.98,1.11,1.80,1.68,0.00,0.00,1.90,1.49,0.10,0.13,0.12,0.14,0.00,0.00,0.13,0.11,0
'[13:38:20.565 20/01/2026]',0.32,0.53,0.33,0.40,0.00,0.00,0.43,0.33,2.91,1.63,3.58,2.81,0.00,0.00,3.30,2.55,5.31,5.78,7.04,6.37,0.00,0.00,6.55,5.15,1.01,1.06,1.83,1.71,0.00,0.00,1.94,1.53,0.10,0.12,0.12,0.14,0.00,0.00,0.13,0.11,0
'[13:38:20.594 20/01/2026]',0.34,0.52,0.39,0.43,0.00,0.00,0.49,0.35,2.79,1.63,3.45,2.79,0.00,0.00,3.21,2.54,5.24,5.79,6.90,6.34,0.00,0.00,6.41,5.13,1.08,1.04,1.86,1.75,0.00,0.00,1.99,1.57,0.11,0.12,0.13,0.14,0.00,0.00,0.14,0.11,0
'[13:38:20.624 20/01/2026]',0.36,0.54,0.42,0.49,0.00,0.00,0.51,0.39,2.67,1.65,3.32,2.70,0.00,0.00,3.10,2.47,5.18,5.77,6.78,6.27,0.00,0.00,6.29,5.06,1.14,1.08,1.88,1.82,0.00,0.00,2.04,1.62,0.10,0.12,0.13,0.14,0.00,0.00,0.14,0.11,0
'[13:38:20.653 20/01/2026]',0.36,0.51,0.42,0.50,0.00,0.00,0.51,0.40,2.54,1.68,3.15,2.58,0.00,0.00,2.97,2.39,5.10,5.73,6.62,6.16,0.00,0.00,6.17,4.98,1.18,1.12,1.86,1.91,0.00,0.00,2.05,1.68,0.10,0.11,0.13,0.15,0.00,0.00,0.14,0.11,0
'[13:38:20.682 20/01/2026]',0.35,0.49,0.42,0.50,0.00,0.00,0.51,0.40,2.42,1.71,3.00,2.42,0.00,0.00,2.85,2.30,5.03,5.68,6.48,6.07,0.00,0.00,6.05,4.90,1.21,1.15,1.84,1.95,0.00,0.00,2.06,1.71,0.10,0.12,0.12,0.14,0.00,0.00,0.14,0.11,0
'[13:38:20.713 20/01/2026]',0.35,0.47,0.43,0.50,0.00,0.00,0.50,0.40,2.31,1.74,2.85,2.28,0.00,0.00,2.73,2.21,4.96,5.63,6.35,5.99,0.00,0.00,5.95,4.84,1.24,1.17,1.82,1.99,0.00,0.00,2.07,1.73,0.09,0.12,0.11,0.14,0.00,0.00,0.14,0.11,0
'[13:38:20.745 20/01/2026]',0.34,0.45,0.42,0.50,0.00,0.00,0.50,0.39,2.22,1.77,2.75,2.15,0.00,0.00,2.64,2.12,4.91,5.58,6.26,5.92,0.00,0.00,5.87,4.77,1.26,1.19,1.78,2.03,0.00,0.00,2.07,1.76,0.09,0.12,0.11,0.14,0.00,0.00,0.13,0.11,0
'[13:38:20.777 20/01/2026]',0.35,0.44,0.41,0.49,0.00,0.00,0.50,0.39,2.14,1.78,2.67,2.06,0.00,0.00,2.57,2.06,4.88,5.52,6.18,5.83,0.00,0.00,5.80,4.70,1.29,1.19,1.76,2.04,0.00,0.00,2.07,1.78,0.09,0.12,0.11,0.14,0.00,0.00,0.13,0.11,0
'[13:38:20.809 20/01/2026]',0.33,0.45,0.39,0.48,0.00,0.00,0.47,0.39,2.05,1.76,2.58,1.98,0.00,0.00,2.48,2.02,4.84,5.42,6.12,5.74,0.00,0.00,5.72,4.62,1.32,1.24,1.74,2.04,0.00,0.00,2.07,1.81,0.08,0.12,0.10,0.13,0.00,0.00,0.13,0.11,0
'[13:38:20.840 20/01/2026]',0.32,0.43,0.38,0.46,0.00,0.00,0.45,0.37,1.97,1.75,2.50,1.89,0.00,0.00,2.39,1.97,4.79,5.32,6.05,5.64,0.00,0.00,5.63,4.52,1.34,1.30,1.71,2.04,0.00,0.00,2.06,1.84,0.08,0.11,0.10,0.12,0.00,0.00,0.12,0.10,0
'[13:38:20.870 20/01/2026]',0.31,0.41,0.37,0.44,0.00,0.00,0.44,0.36,1.89,1.74,2.41,1.82,0.00,0.00,2.30,1.92,4.76,5.23,6.00,5.54,0.00,0.00,5.55,4.43,1.38,1.35,1.67,2.04,0.00,0.00,2.04,1.88,0.08,0.11,0.11,0.12,0.00,0.00,0.12,0.10,0
