'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[11:53:01.145 21/01/2026]',0.22,0.17,0.19,0.18,0.00,0.00,0.22,1.06,1.68,0.92,0.91,0.95,0.00,0.00,0.48,7.27,1.52,1.43,1.11,1.28,0.00,0.00,1.42,16.12,1.40,1.08,1.38,1.53,0.00,0.00,1.25,6.66,0.09,0.07,0.11,0.06,0.00,0.00,0.08,0.29,0
'[11:53:01.178 21/01/2026]',0.21,0.16,0.19,0.17,0.00,0.00,0.21,1.09,1.59,0.86,0.86,0.91,0.00,0.00,0.48,6.91,1.49,1.41,1.05,1.21,0.00,0.00,1.42,15.83,1.37,1.08,1.36,1.51,0.00,0.00,1.25,6.34,0.09,0.06,0.10,0.06,0.00,0.00,0.08,0.28,0
'[11:53:01.211 21/01/2026]',0.21,0.16,0.19,0.17,0.00,0.00,0.21,1.06,1.51,0.80,0.81,0.88,0.00,0.00,0.47,6.54,1.51,1.39,1.00,1.15,0.00,0.00,1.43,15.49,1.34,1.08,1.34,1.48,0.00,0.00,1.25,5.95,0.09,0.06,0.10,0.06,0.00,0.00,0.08,0.30,0
'[11:53:01.244 21/01/2026]',0.20,0.16,0.19,0.17,0.00,0.00,0.20,1.05,1.43,0.75,0.76,0.84,0.00,0.00,0.47,6.21,1.53,1.38,0.95,1.09,0.00,0.00,1.43,15.11,1.32,1.07,1.32,1.45,0.00,0.00,1.24,5.56,0.09,0.06,0.10,0.06,0.00,0.00,0.08,0.30,0
'[11:53:01.285 21/01/2026]',0.20,0.17,0.20,0.17,0.00,0.00,0.20,1.04,1.35,0.70,0.71,0.80,0.00,0.00,0.46,5.91,1.55,1.37,0.93,1.03,0.00,0.00,1.43,14.75,1.29,1.07,1.30,1.42,0.00,0.00,1.23,5.19,0.09,0.06,0.10,0.06,0.00,0.00,0.08,0.30,0
'[11:53:01.318 21/01/2026]',0.19,0.17,0.19,0.18,0.00,0.00,0.20,1.00,1.28,0.67,0.68,0.76,0.00,0.00,0.45,5.62,1.57,1.35,0.92,1.00,0.00,0.00,1.44,14.35,1.26,1.05,1.28,1.39,0.00,0.00,1.23,4.91,0.09,0.06,0.10,0.06,0.00,0.00,0.08,0.28,0
'[11:53:01.352 21/01/2026]',0.19,0.17,0.18,0.17,0.00,0.00,0.21,0.94,1.20,0.65,0.66,0.73,0.00,0.00,0.46,5.33,1.60,1.33,0.92,1.01,0.00,0.00,1.44,13.95,1.21,1.03,1.26,1.35,0.00,0.00,1.22,4.69,0.09,0.07,0.10,0.06,0.00,0.00,0.08,0.28,0
'[11:53:01.385 21/01/2026]',0.18,0.16,0.18,0.17,0.00,0.00,0.21,0.89,1.12,0.65,0.64,0.71,0.00,0.00,0.47,5.05,1.65,1.29,0.93,1.01,0.00,0.00,1.44,13.57,1.15,1.00,1.24,1.32,0.00,0.00,1.21,4.51,0.09,0.06,0.10,0.06,0.00,0.00,0.08,0.26,0
'[11:53:01.418 21/01/2026]',0.18,0.15,0.17,0.17,0.00,0.00,0.21,0.84,1.05,0.66,0.62,0.69,0.00,0.00,0.49,4.80,1.69,1.25,0.94,1.01,0.00,0.00,1.42,13.21,1.10,0.98,1.22,1.29,0.00,0.00,1.19,4.33,0.09,0.07,0.10,0.07,0.00,0.00,0.08,0.25,0
'[11:53:01.453 21/01/2026]',0.17,0.15,0.16,0.16,0.00,0.00,0.19,0.83,1.00,0.67,0.61,0.66,0.00,0.00,0.52,4.58,1.72,1.21,0.97,1.01,0.00,0.00,1.41,12.87,1.04,0.95,1.19,1.26,0.00,0.00,1.16,4.15,0.09,0.06,0.10,0.06,0.00,0.00,0.08,0.24,0
'[11:53:01.487 21/01/2026]',0.16,0.14,0.16,0.16,0.00,0.00,0.19,0.78,0.95,0.68,0.62,0.62,0.00,0.00,0.55,4.37,1.74,1.18,1.00,0.99,0.00,0.00,1.39,12.52,0.99,0.92,1.18,1.22,0.00,0.00,1.12,3.96,0.09,0.06,0.10,0.06,0.00,0.00,0.07,0.23,0
'[11:53:01.524 21/01/2026]',0.16,0.13,0.16,0.15,0.00,0.00,0.18,0.74,0.91,0.69,0.63,0.59,0.00,0.00,0.56,4.16,1.76,1.14,1.02,0.97,0.00,0.00,1.37,12.17,0.94,0.90,1.18,1.19,0.00,0.00,1.09,3.80,0.10,0.06,0.10,0.06,0.00,0.00,0.07,0.23,0
'[11:53:01.559 21/01/2026]',0.15,0.13,0.16,0.15,0.00,0.00,0.18,0.74,0.87,0.70,0.65,0.55,0.00,0.00,0.58,3.96,1.76,1.15,1.04,0.96,0.00,0.00,1.33,11.82,0.88,0.88,1.19,1.16,0.00,0.00,1.04,3.72,0.10,0.06,0.09,0.06,0.00,0.00,0.06,0.22,0
'[11:53:01.595 21/01/2026]',0.14,0.12,0.15,0.14,0.00,0.00,0.17,0.72,0.84,0.71,0.67,0.51,0.00,0.00,0.60,3.73,1.76,1.17,1.05,0.95,0.00,0.00,1.30,11.45,0.83,0.87,1.19,1.12,0.00,0.00,1.00,3.69,0.11,0.07,0.09,0.05,0.00,0.00,0.06,0.22,0
'[11:53:01.633 21/01/2026]',0.14,0.11,0.14,0.14,0.00,0.00,0.17,0.73,0.80,0.72,0.69,0.53,0.00,0.00,0.63,3.53,1.76,1.18,1.05,0.94,0.00,0.00,1.26,11.10,0.78,0.86,1.18,1.10,0.00,0.00,0.95,3.67,0.11,0.07,0.09,0.05,0.00,0.00,0.06,0.22,0
'[11:53:01.672 21/01/2026]',0.13,0.12,0.14,0.13,0.00,0.00,0.16,0.72,0.76,0.73,0.72,0.55,0.00,0.00,0.67,3.36,1.75,1.19,1.05,0.94,0.00,0.00,1.21,10.76,0.73,0.86,1.17,1.08,0.00,0.00,0.89,3.65,0.11,0.07,0.09,0.05,0.00,0.00,0.06,0.22,0
'[11:53:01.699 21/01/2026]',0.14,0.11,0.14,0.12,0.00,0.00,0.16,0.74,0.73,0.73,0.73,0.57,0.00,0.00,0.69,3.24,1.74,1.19,1.05,0.94,0.00,0.00,1.15,10.46,0.69,0.85,1.16,1.06,0.00,0.00,0.83,3.58,0.11,0.07,0.09,0.05,0.00,0.00,0.06,0.22,0
'[11:53:01.704 21/01/2026]',0.14,0.12,0.14,0.12,0.00,0.00,0.17,0.75,0.73,0.73,0.75,0.59,0.00,0.00,0.71,3.19,1.72,1.20,1.06,0.94,0.00,0.00,1.10,10.24,0.66,0.84,1.15,1.03,0.00,0.00,0.77,3.43,0.11,0.07,0.09,0.05,0.00,0.00,0.06,0.22,0
'[11:53:01.722 21/01/2026]',0.14,0.12,0.14,0.12,0.00,0.00,0.17,0.71,0.71,0.72,0.75,0.61,0.00,0.00,0.73,3.16,1.70,1.20,1.07,0.93,0.00,0.00,1.08,10.03,0.62,0.83,1.15,1.01,0.00,0.00,0.73,3.22,0.11,0.07,0.09,0.05,0.00,0.00,0.06,0.23,0
'[11:53:01.739 21/01/2026]',0.13,0.12,0.13,0.11,0.00,0.00,0.17,0.70,0.69,0.72,0.75,0.61,0.00,0.00,0.74,3.15,1.67,1.21,1.08,0.91,0.00,0.00,1.07,9.87,0.60,0.82,1.15,0.98,0.00,0.00,0.70,3.06,0.12,0.06,0.08,0.05,0.00,0.00,0.06,0.23,0
'[11:53:01.756 21/01/2026]',0.14,0.12,0.13,0.11,0.00,0.00,0.16,0.72,0.67,0.72,0.75,0.62,0.00,0.00,0.74,3.14,1.63,1.22,1.09,0.90,0.00,0.00,1.06,9.76,0.57,0.82,1.15,0.95,0.00,0.00,0.67,3.00,0.12,0.06,0.08,0.05,0.00,0.00,0.05,0.23,0
'[11:53:01.772 21/01/2026]',0.14,0.11,0.12,0.10,0.00,0.00,0.16,0.70,0.67,0.71,0.74,0.62,0.00,0.00,0.75,3.06,1.59,1.22,1.09,0.92,0.00,0.00,1.05,9.65,0.55,0.81,1.14,0.93,0.00,0.00,0.64,3.02,0.12,0.06,0.08,0.05,0.00,0.00,0.06,0.23,0
'[11:53:01.789 21/01/2026]',0.14,0.11,0.12,0.10,0.00,0.00,0.15,0.69,0.66,0.69,0.73,0.61,0.00,0.00,0.75,2.99,1.56,1.22,1.10,0.94,0.00,0.00,1.04,9.55,0.53,0.80,1.14,0.91,0.00,0.00,0.62,3.03,0.12,0.06,0.08,0.05,0.00,0.00,0.06,0.23,0
'[11:53:01.806 21/01/2026]',0.14,0.10,0.11,0.10,0.00,0.00,0.14,0.67,0.66,0.68,0.73,0.61,0.00,0.00,0.75,2.93,1.53,1.22,1.10,0.95,0.00,0.00,1.03,9.46,0.51,0.80,1.13,0.89,0.00,0.00,0.59,3.05,0.13,0.07,0.08,0.05,0.00,0.00,0.06,0.23,0
'[11:53:01.822 21/01/2026]',0.14,0.10,0.11,0.09,0.00,0.00,0.13,0.66,0.66,0.67,0.72,0.61,0.00,0.00,0.75,2.87,1.50,1.23,1.10,0.96,0.00,0.00,1.03,9.37,0.51,0.79,1.13,0.87,0.00,0.00,0.57,3.07,0.13,0.07,0.08,0.05,0.00,0.00,0.06,0.23,0
'[11:53:01.838 21/01/2026]',0.15,0.10,0.12,0.09,0.00,0.00,0.13,0.64,0.67,0.66,0.70,0.61,0.00,0.00,0.75,2.78,1.47,1.22,1.09,0.97,0.00,0.00,1.03,9.28,0.51,0.78,1.14,0.86,0.00,0.00,0.54,3.12,0.12,0.07,0.08,0.05,0.00,0.00,0.06,0.23,0
'[11:53:01.856 21/01/2026]',0.15,0.11,0.12,0.09,0.00,0.00,0.13,0.64,0.68,0.64,0.69,0.61,0.00,0.00,0.74,2.66,1.44,1.21,1.07,0.98,0.00,0.00,1.03,9.22,0.51,0.77,1.16,0.84,0.00,0.00,0.52,3.18,0.13,0.07,0.08,0.05,0.00,0.00,0.06,0.22,0
'[11:53:01.872 21/01/2026]',0.16,0.11,0.12,0.09,0.00,0.00,0.13,0.61,0.70,0.66,0.68,0.61,0.00,0.00,0.74,2.50,1.42,1.20,1.05,0.97,0.00,0.00,1.03,9.16,0.51,0.74,1.18,0.82,0.00,0.00,0.50,3.24,0.14,0.07,0.08,0.05,0.00,0.00,0.06,0.21,0
'[11:53:01.889 21/01/2026]',0.16,0.12,0.12,0.09,0.00,0.00,0.12,0.59,0.72,0.68,0.66,0.61,0.00,0.00,0.73,2.35,1.40,1.18,1.03,0.97,0.00,0.00,1.03,9.11,0.52,0.73,1.20,0.83,0.00,0.00,0.50,3.30,0.14,0.07,0.08,0.05,0.00,0.00,0.05,0.21,0
'[11:53:01.905 21/01/2026]',0.16,0.13,0.12,0.09,0.00,0.00,0.12,0.57,0.73,0.70,0.66,0.61,0.00,0.00,0.73,2.21,1.37,1.17,1.01,0.97,0.00,0.00,1.03,9.06,0.52,0.74,1.21,0.83,0.00,0.00,0.50,3.35,0.15,0.08,0.08,0.05,0.00,0.00,0.05,0.21,0
'[11:53:01.922 21/01/2026]',0.17,0.13,0.12,0.09,0.00,0.00,0.13,0.55,0.75,0.72,0.65,0.62,0.00,0.00,0.72,2.08,1.36,1.16,1.00,0.97,0.00,0.00,1.03,9.01,0.51,0.75,1.22,0.84,0.00,0.00,0.50,3.40,0.15,0.08,0.08,0.05,0.00,0.00,0.05,0.21,0
'[11:53:01.939 21/01/2026]',0.16,0.14,0.12,0.09,0.00,0.00,0.13,0.53,0.77,0.75,0.66,0.62,0.00,0.00,0.71,1.96,1.34,1.14,0.99,0.96,0.00,0.00,1.03,8.97,0.54,0.75,1.23,0.85,0.00,0.00,0.50,3.43,0.15,0.08,0.07,0.05,0.00,0.00,0.06,0.21,0
'[11:53:01.955 21/01/2026]',0.15,0.14,0.12,0.09,0.00,0.00,0.12,0.51,0.79,0.77,0.67,0.64,0.00,0.00,0.70,1.88,1.32,1.12,0.98,0.95,0.00,0.00,1.03,8.93,0.57,0.74,1.23,0.85,0.00,0.00,0.50,3.44,0.15,0.08,0.08,0.05,0.00,0.00,0.06,0.20,0
'[11:53:01.972 21/01/2026]',0.14,0.14,0.12,0.09,0.00,0.00,0.12,0.49,0.81,0.78,0.68,0.65,0.00,0.00,0.69,1.80,1.30,1.11,0.97,0.94,0.00,0.00,1.03,8.90,0.59,0.73,1.23,0.86,0.00,0.00,0.49,3.44,0.15,0.08,0.08,0.05,0.00,0.00,0.06,0.19,0
'[11:53:01.988 21/01/2026]',0.13,0.14,0.12,0.08,0.00,0.00,0.12,0.48,0.82,0.80,0.69,0.67,0.00,0.00,0.69,1.73,1.28,1.09,0.97,0.93,0.00,0.00,1.03,8.87,0.61,0.73,1.24,0.86,0.00,0.00,0.49,3.44,0.15,0.08,0.08,0.05,0.00,0.00,0.06,0.18,0
'[11:53:02.005 21/01/2026]',0.12,0.14,0.12,0.08,0.00,0.00,0.12,0.46,0.84,0.82,0.70,0.68,0.00,0.00,0.68,1.66,1.27,1.08,0.96,0.93,0.00,0.00,1.03,8.84,0.63,0.72,1.24,0.87,0.00,0.00,0.49,3.44,0.15,0.08,0.09,0.05,0.00,0.00,0.06,0.18,0
'[11:53:02.022 21/01/2026]',0.12,0.14,0.12,0.08,0.00,0.00,0.12,0.45,0.85,0.83,0.71,0.69,0.00,0.00,0.67,1.60,1.25,1.06,0.96,0.92,0.00,0.00,1.03,8.81,0.65,0.72,1.24,0.87,0.00,0.00,0.49,3.44,0.15,0.08,0.09,0.06,0.00,0.00,0.06,0.18,0
'[11:53:02.038 21/01/2026]',0.12,0.13,0.12,0.08,0.00,0.00,0.12,0.45,0.86,0.85,0.71,0.70,0.00,0.00,0.67,1.59,1.23,1.05,0.96,0.91,0.00,0.00,1.02,8.76,0.67,0.72,1.22,0.87,0.00,0.00,0.49,3.41,0.15,0.08,0.09,0.06,0.00,0.00,0.06,0.18,0
'[11:53:02.055 21/01/2026]',0.13,0.14,0.12,0.08,0.00,0.00,0.12,0.43,0.85,0.86,0.69,0.71,0.00,0.00,0.66,1.57,1.20,1.03,0.97,0.92,0.00,0.00,1.02,8.69,0.67,0.73,1.20,0.86,0.00,0.00,0.49,3.37,0.15,0.08,0.09,0.06,0.00,0.00,0.06,0.17,0
'[11:53:02.072 21/01/2026]',0.14,0.14,0.12,0.08,0.00,0.00,0.12,0.40,0.84,0.86,0.68,0.70,0.00,0.00,0.65,1.54,1.20,1.01,0.99,0.92,0.00,0.00,1.01,8.61,0.67,0.75,1.18,0.85,0.00,0.00,0.50,3.31,0.15,0.08,0.09,0.06,0.00,0.00,0.06,0.16,0
'[11:53:02.088 21/01/2026]',0.14,0.15,0.12,0.08,0.00,0.00,0.11,0.38,0.83,0.86,0.67,0.70,0.00,0.00,0.64,1.52,1.22,0.98,1.00,0.93,0.00,0.00,1.01,8.53,0.68,0.76,1.15,0.83,0.00,0.00,0.50,3.26,0.15,0.08,0.09,0.06,0.00,0.00,0.06,0.16,0
'[11:53:02.105 21/01/2026]',0.15,0.15,0.12,0.08,0.00,0.00,0.11,0.35,0.82,0.86,0.66,0.70,0.00,0.00,0.64,1.50,1.23,0.96,1.01,0.93,0.00,0.00,1.01,8.46,0.68,0.78,1.13,0.82,0.00,0.00,0.51,3.21,0.15,0.09,0.08,0.06,0.00,0.00,0.06,0.16,0
'[11:53:02.122 21/01/2026]',0.14,0.15,0.12,0.09,0.00,0.00,0.11,0.33,0.80,0.86,0.65,0.69,0.00,0.00,0.63,1.48,1.25,0.93,1.03,0.94,0.00,0.00,1.01,8.40,0.67,0.80,1.11,0.81,0.00,0.00,0.51,3.17,0.15,0.09,0.09,0.06,0.00,0.00,0.06,0.15,0
'[11:53:02.138 21/01/2026]',0.14,0.17,0.13,0.09,0.00,0.00,0.11,0.31,0.77,0.86,0.62,0.69,0.00,0.00,0.62,1.45,1.28,0.91,1.04,0.94,0.00,0.00,1.01,8.32,0.66,0.80,1.10,0.80,0.00,0.00,0.52,3.12,0.15,0.08,0.09,0.06,0.00,0.00,0.06,0.15,0
'[11:53:02.155 21/01/2026]',0.14,0.16,0.13,0.09,0.00,0.00,0.12,0.32,0.75,0.84,0.59,0.67,0.00,0.00,0.60,1.41,1.31,0.94,1.05,0.94,0.00,0.00,1.01,8.24,0.66,0.79,1.09,0.79,0.00,0.00,0.52,3.05,0.14,0.08,0.09,0.06,0.00,0.00,0.06,0.14,0
'[11:53:02.172 21/01/2026]',0.14,0.17,0.13,0.10,0.00,0.00,0.12,0.31,0.72,0.81,0.57,0.65,0.00,0.00,0.59,1.37,1.34,0.98,1.05,0.95,0.00,0.00,1.01,8.16,0.66,0.78,1.08,0.79,0.00,0.00,0.52,2.97,0.14,0.08,0.09,0.06,0.00,0.00,0.06,0.14,0
'[11:53:02.189 21/01/2026]',0.14,0.17,0.13,0.10,0.00,0.00,0.13,0.30,0.70,0.79,0.54,0.63,0.00,0.00,0.58,1.33,1.36,1.01,1.06,0.95,0.00,0.00,1.01,8.08,0.65,0.77,1.07,0.79,0.00,0.00,0.52,2.89,0.14,0.07,0.09,0.06,0.00,0.00,0.06,0.13,0
'[11:53:02.205 21/01/2026]',0.14,0.17,0.13,0.11,0.00,0.00,0.14,0.29,0.68,0.77,0.52,0.62,0.00,0.00,0.56,1.30,1.39,1.04,1.07,0.96,0.00,0.00,1.01,8.01,0.66,0.76,1.06,0.79,0.00,0.00,0.52,2.82,0.13,0.07,0.09,0.06,0.00,0.00,0.06,0.13,0
'[11:53:02.222 21/01/2026]',0.14,0.18,0.13,0.11,0.00,0.00,0.14,0.29,0.66,0.76,0.50,0.60,0.00,0.00,0.55,1.27,1.41,1.07,1.08,0.97,0.00,0.00,1.01,7.95,0.67,0.75,1.06,0.78,0.00,0.00,0.52,2.75,0.13,0.07,0.09,0.06,0.00,0.00,0.06,0.13,0
'[11:53:02.239 21/01/2026]',0.14,0.18,0.13,0.11,0.00,0.00,0.15,0.28,0.64,0.74,0.49,0.59,0.00,0.00,0.54,1.24,1.43,1.09,1.08,0.97,0.00,0.00,1.01,7.89,0.67,0.74,1.05,0.78,0.00,0.00,0.52,2.69,0.13,0.06,0.09,0.06,0.00,0.00,0.06,0.13,0
'[11:53:02.255 21/01/2026]',0.14,0.18,0.13,0.12,0.00,0.00,0.15,0.27,0.62,0.72,0.47,0.58,0.00,0.00,0.53,1.22,1.44,1.12,1.09,0.97,0.00,0.00,1.01,7.83,0.68,0.73,1.05,0.78,0.00,0.00,0.52,2.64,0.12,0.06,0.08,0.06,0.00,0.00,0.06,0.12,0
'[11:53:02.272 21/01/2026]',0.14,0.19,0.13,0.12,0.00,0.00,0.15,0.27,0.61,0.71,0.45,0.57,0.00,0.00,0.52,1.20,1.46,1.14,1.09,0.98,0.00,0.00,1.01,7.78,0.68,0.73,1.04,0.78,0.00,0.00,0.52,2.58,0.12,0.06,0.08,0.06,0.00,0.00,0.06,0.12,0
'[11:53:02.289 21/01/2026]',0.14,0.19,0.13,0.12,0.00,0.00,0.16,0.26,0.59,0.70,0.44,0.56,0.00,0.00,0.51,1.17,1.48,1.16,1.10,0.98,0.00,0.00,1.01,7.74,0.69,0.72,1.04,0.78,0.00,0.00,0.53,2.54,0.12,0.06,0.08,0.06,0.00,0.00,0.06,0.12,0
'[11:53:02.306 21/01/2026]',0.15,0.19,0.13,0.13,0.00,0.00,0.16,0.26,0.57,0.68,0.41,0.55,0.00,0.00,0.50,1.15,1.49,1.18,1.10,0.98,0.00,0.00,1.02,7.69,0.69,0.71,1.02,0.78,0.00,0.00,0.52,2.49,0.12,0.06,0.08,0.06,0.00,0.00,0.06,0.12,0
'[11:53:02.322 21/01/2026]',0.14,0.19,0.13,0.13,0.00,0.00,0.16,0.25,0.54,0.66,0.39,0.53,0.00,0.00,0.49,1.16,1.49,1.20,1.09,1.00,0.00,0.00,1.01,7.67,0.70,0.71,1.01,0.77,0.00,0.00,0.51,2.43,0.12,0.05,0.08,0.06,0.00,0.00,0.05,0.12,0
'[11:53:02.339 21/01/2026]',0.14,0.18,0.13,0.13,0.00,0.00,0.17,0.26,0.50,0.65,0.37,0.51,0.00,0.00,0.47,1.16,1.49,1.22,1.09,1.01,0.00,0.00,0.99,7.67,0.72,0.71,1.00,0.76,0.00,0.00,0.49,2.36,0.12,0.06,0.08,0.06,0.00,0.00,0.06,0.12,0
'[11:53:02.355 21/01/2026]',0.15,0.18,0.13,0.12,0.00,0.00,0.17,0.27,0.50,0.63,0.37,0.49,0.00,0.00,0.45,1.16,1.47,1.22,1.09,1.03,0.00,0.00,0.97,7.70,0.74,0.71,1.00,0.75,0.00,0.00,0.47,2.27,0.12,0.06,0.08,0.06,0.00,0.00,0.06,0.14,0
'[11:53:02.373 21/01/2026]',0.16,0.19,0.12,0.12,0.00,0.00,0.16,0.31,0.50,0.60,0.38,0.48,0.00,0.00,0.43,1.16,1.45,1.24,1.09,1.05,0.00,0.00,0.94,7.79,0.76,0.71,0.99,0.75,0.00,0.00,0.45,2.12,0.12,0.06,0.08,0.06,0.00,0.00,0.05,0.14,0
'[11:53:02.389 21/01/2026]',0.17,0.19,0.12,0.11,0.00,0.00,0.16,0.35,0.50,0.56,0.38,0.47,0.00,0.00,0.41,1.17,1.43,1.25,1.09,1.07,0.00,0.00,0.92,7.88,0.77,0.72,0.99,0.75,0.00,0.00,0.43,1.98,0.12,0.06,0.08,0.06,0.00,0.00,0.05,0.14,0
'[11:53:02.406 21/01/2026]',0.18,0.20,0.12,0.11,0.00,0.00,0.16,0.39,0.51,0.53,0.39,0.46,0.00,0.00,0.40,1.18,1.41,1.27,1.09,1.09,0.00,0.00,0.91,7.96,0.78,0.72,1.00,0.74,0.00,0.00,0.43,1.85,0.12,0.06,0.08,0.05,0.00,0.00,0.06,0.14,0
'[11:53:02.422 21/01/2026]',0.18,0.19,0.12,0.11,0.00,0.00,0.17,0.39,0.53,0.50,0.39,0.45,0.00,0.00,0.40,1.15,1.39,1.29,1.09,1.10,0.00,0.00,0.90,8.07,0.80,0.72,1.02,0.75,0.00,0.00,0.43,1.77,0.12,0.07,0.08,0.05,0.00,0.00,0.05,0.14,0
'[11:53:02.439 21/01/2026]',0.18,0.18,0.12,0.10,0.00,0.00,0.17,0.39,0.56,0.48,0.38,0.43,0.00,0.00,0.41,1.13,1.37,1.33,1.10,1.10,0.00,0.00,0.92,8.18,0.83,0.72,1.03,0.77,0.00,0.00,0.42,1.71,0.12,0.07,0.08,0.06,0.00,0.00,0.05,0.15,0
'[11:53:02.455 21/01/2026]',0.17,0.19,0.11,0.11,0.00,0.00,0.17,0.41,0.58,0.48,0.38,0.41,0.00,0.00,0.42,1.14,1.36,1.38,1.11,1.09,0.00,0.00,0.94,8.33,0.86,0.71,1.04,0.79,0.00,0.00,0.42,1.69,0.11,0.07,0.08,0.05,0.00,0.00,0.05,0.15,0
'[11:53:02.472 21/01/2026]',0.16,0.19,0.11,0.11,0.00,0.00,0.16,0.40,0.59,0.49,0.37,0.38,0.00,0.00,0.44,1.14,1.41,1.44,1.12,1.08,0.00,0.00,0.96,8.49,0.89,0.72,1.05,0.81,0.00,0.00,0.41,1.70,0.11,0.07,0.08,0.06,0.00,0.00,0.06,0.15,0
'[11:53:02.489 21/01/2026]',0.16,0.19,0.10,0.11,0.00,0.00,0.16,0.39,0.61,0.49,0.37,0.36,0.00,0.00,0.45,1.14,1.47,1.50,1.14,1.06,0.00,0.00,0.98,8.63,0.91,0.77,1.06,0.83,0.00,0.00,0.41,1.70,0.11,0.07,0.09,0.06,0.00,0.00,0.06,0.15,0
