'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[12:41:01.950 20/01/2026]',5.36,5.11,5.31,3.21,0.00,0.00,5.36,5.26,12.02,11.30,12.72,11.20,0.00,0.00,12.42,11.86,13.55,12.67,13.12,13.56,0.01,0.00,11.56,11.76,8.50,8.74,9.77,6.31,0.01,0.00,9.94,9.73,0.26,0.18,0.17,0.24,0.00,0.00,0.18,0.17,0
'[12:41:01.969 20/01/2026]',5.52,5.19,5.45,3.26,0.00,0.00,5.50,5.33,12.10,11.43,12.81,11.44,0.00,0.00,12.44,11.95,13.75,12.91,13.32,14.01,0.01,0.00,11.66,11.96,8.56,8.81,9.79,6.43,0.00,0.00,10.03,9.83,0.27,0.19,0.18,0.23,0.00,0.00,0.19,0.17,0
'[12:41:01.986 20/01/2026]',5.62,5.35,5.57,3.30,0.00,0.00,5.62,5.47,12.19,11.46,12.84,11.60,0.00,0.00,12.42,11.95,13.50,13.05,13.03,14.43,0.00,0.00,12.06,12.07,8.48,8.85,9.72,6.58,0.00,0.00,10.08,9.91,0.33,0.19,0.27,0.23,0.00,0.00,0.27,0.18,0
'[12:41:02.002 20/01/2026]',5.71,5.47,5.68,3.69,0.00,0.00,5.74,5.61,12.28,11.51,12.87,11.71,0.00,0.00,12.40,11.89,13.34,12.70,13.35,14.98,0.00,0.00,12.57,12.05,8.41,8.84,9.65,7.06,0.00,0.00,10.12,9.93,0.39,0.27,0.34,0.30,0.00,0.00,0.35,0.26,0
'[12:41:02.020 20/01/2026]',5.80,5.58,5.78,4.05,0.00,0.00,5.84,5.73,12.35,11.55,12.90,11.80,0.00,0.00,12.38,11.83,13.69,12.87,13.69,15.49,0.00,0.00,13.05,12.44,8.34,8.82,9.58,7.51,0.00,0.00,10.16,9.95,0.45,0.34,0.42,0.36,0.00,0.00,0.42,0.34,0
'[12:41:02.032 20/01/2026]',5.77,5.68,5.79,4.39,0.00,0.00,5.85,5.85,12.56,11.59,13.04,11.89,0.00,0.00,12.49,11.78,14.14,13.28,14.14,15.97,0.00,0.00,13.58,12.81,8.20,8.80,9.43,7.92,0.00,0.00,10.13,9.97,0.52,0.41,0.49,0.42,0.00,0.00,0.49,0.41,0
'[12:41:02.052 20/01/2026]',5.75,5.67,5.80,4.71,0.00,0.00,5.86,5.90,12.75,11.77,13.16,11.99,0.00,0.00,12.58,11.82,14.56,13.81,14.55,16.43,0.00,0.00,14.08,13.28,8.22,8.73,9.29,8.40,0.00,0.00,10.10,9.89,0.59,0.49,0.56,0.47,0.00,0.00,0.56,0.49,0
'[12:41:02.068 20/01/2026]',5.47,5.67,5.50,5.01,0.00,0.00,5.56,5.94,13.28,11.94,13.60,12.09,0.00,0.00,13.00,11.86,14.99,14.30,15.02,16.85,0.00,0.00,14.92,13.71,8.49,8.67,8.85,8.85,0.00,0.00,9.74,9.81,0.58,0.57,0.55,0.52,0.00,0.00,0.55,0.56,0
'[12:41:02.087 20/01/2026]',5.21,5.40,5.22,4.97,0.00,0.00,5.28,5.65,13.77,12.46,14.01,12.42,0.00,0.00,13.39,12.25,15.41,14.85,15.75,17.20,0.00,0.00,15.69,14.22,8.74,8.34,8.96,9.19,0.00,0.00,9.41,9.38,0.57,0.56,0.53,0.51,0.00,0.00,0.53,0.55,0
'[12:41:02.102 20/01/2026]',4.87,5.15,4.90,4.94,0.00,0.00,4.94,5.38,14.39,12.95,14.55,12.72,0.00,0.00,13.89,12.61,16.27,15.35,16.55,17.71,0.00,0.00,16.45,14.70,8.88,8.20,9.10,9.49,0.00,0.00,8.99,8.99,0.57,0.55,0.53,0.50,0.00,0.00,0.53,0.54,0
'[12:41:02.119 20/01/2026]',4.57,4.80,4.59,4.92,0.00,0.00,4.64,5.03,14.96,13.55,15.05,13.10,0.00,0.00,14.36,13.08,17.07,15.93,17.29,18.23,0.00,0.00,17.15,15.24,9.01,8.36,9.22,9.70,0.00,0.00,8.60,8.51,0.58,0.55,0.53,0.49,0.00,0.00,0.52,0.54,0
'[12:41:02.136 20/01/2026]',4.28,4.49,4.32,4.91,0.00,0.00,4.35,4.70,15.48,14.11,15.52,13.45,0.00,0.00,14.79,13.52,17.80,16.47,17.98,18.71,0.00,0.00,17.80,15.78,9.12,8.51,9.34,9.89,0.00,0.00,8.27,8.11,0.58,0.55,0.53,0.48,0.00,0.00,0.52,0.54,0
'[12:41:02.152 20/01/2026]',4.11,4.19,4.13,4.89,0.00,0.00,4.16,4.40,16.06,14.63,16.03,13.78,0.00,0.00,15.28,13.92,18.57,16.97,18.69,19.16,0.00,0.00,18.48,16.46,9.16,8.64,9.36,10.07,0.00,0.00,8.33,8.21,0.54,0.55,0.51,0.48,0.00,0.00,0.49,0.53,0
'[12:41:02.169 20/01/2026]',3.94,4.02,3.96,4.90,0.00,0.00,3.98,4.21,16.59,15.20,16.51,14.16,0.00,0.00,15.73,14.40,19.28,17.40,19.35,19.62,0.00,0.00,19.12,17.21,9.19,8.69,9.39,10.16,0.00,0.00,8.39,8.24,0.50,0.51,0.49,0.46,0.00,0.00,0.47,0.50,0
'[12:41:02.186 20/01/2026]',3.83,3.87,3.83,4.90,0.00,0.00,3.92,4.03,17.16,15.73,17.02,14.50,0.00,0.00,16.21,14.85,20.01,18.09,20.01,20.05,0.00,0.00,19.74,17.90,9.20,8.73,9.39,10.24,0.00,0.00,8.43,8.26,0.49,0.49,0.47,0.44,0.00,0.00,0.45,0.47,0
'[12:41:02.202 20/01/2026]',3.89,3.89,3.88,4.94,0.00,0.00,3.98,3.87,17.73,16.30,17.53,14.90,0.00,0.00,16.70,15.33,20.72,18.79,20.65,20.45,0.00,0.00,20.37,18.58,9.25,8.75,9.42,10.29,0.00,0.00,8.50,8.27,0.47,0.48,0.44,0.42,0.00,0.00,0.42,0.46,0
'[12:41:02.219 20/01/2026]',3.95,3.95,3.92,4.99,0.00,0.00,4.03,3.90,18.25,16.87,18.00,15.28,0.00,0.00,17.15,15.83,21.37,19.48,21.25,20.83,0.00,0.00,20.94,19.28,9.29,8.81,9.44,10.35,0.00,0.00,8.56,8.33,0.45,0.46,0.41,0.40,0.00,0.00,0.40,0.43,0
'[12:41:02.236 20/01/2026]',4.00,4.01,3.97,5.04,0.00,0.00,4.09,3.95,18.74,17.40,18.43,15.63,0.00,0.00,17.57,16.30,21.98,20.12,21.80,21.19,0.00,0.00,21.48,19.92,9.32,8.86,9.47,10.41,0.00,0.00,8.62,8.38,0.43,0.44,0.39,0.38,0.00,0.00,0.38,0.41,0
'[12:41:02.254 20/01/2026]',4.05,4.07,4.01,5.08,0.00,0.00,4.13,4.00,19.19,17.89,18.84,15.96,0.00,0.00,17.96,16.73,22.54,20.72,22.31,21.51,0.00,0.00,21.97,20.52,9.36,8.91,9.49,10.47,0.00,0.00,8.67,8.42,0.41,0.42,0.36,0.37,0.00,0.00,0.35,0.39,0
'[12:41:02.271 20/01/2026]',4.09,4.12,4.05,5.12,0.00,0.00,4.18,4.05,19.61,18.34,19.21,16.26,0.00,0.00,18.31,17.13,23.06,21.27,22.79,21.82,0.00,0.00,22.43,21.07,9.39,8.96,9.51,10.52,0.00,0.00,8.72,8.46,0.40,0.40,0.34,0.35,0.00,0.00,0.34,0.37,0
'[12:41:02.285 20/01/2026]',4.10,4.17,4.05,5.16,0.00,0.00,4.20,4.09,20.01,18.76,19.58,16.54,0.00,0.00,18.66,17.50,23.56,21.77,23.25,22.10,0.00,0.00,22.87,21.58,9.44,9.00,9.55,10.56,0.00,0.00,8.78,8.50,0.38,0.38,0.32,0.34,0.00,0.00,0.32,0.35,0
'[12:41:02.300 20/01/2026]',4.11,4.18,4.06,5.22,0.00,0.00,4.23,4.11,20.39,19.16,19.92,16.78,0.00,0.00,18.98,17.86,24.03,22.27,23.67,22.36,0.00,0.00,23.27,22.07,9.49,9.05,9.58,10.58,0.00,0.00,8.83,8.54,0.36,0.36,0.31,0.33,0.00,0.00,0.30,0.34,0
'[12:41:02.319 20/01/2026]',4.12,4.20,4.06,5.28,0.00,0.00,4.25,4.13,20.73,19.54,20.23,17.01,0.00,0.00,19.27,18.20,24.46,22.73,24.07,22.60,0.00,0.00,23.65,22.52,9.53,9.09,9.61,10.60,0.00,0.00,8.87,8.57,0.34,0.35,0.29,0.32,0.00,0.00,0.29,0.33,0
'[12:41:02.336 20/01/2026]',4.16,4.21,4.11,5.34,0.00,0.00,4.29,4.15,21.03,19.89,20.49,17.22,0.00,0.00,19.53,18.51,24.86,23.15,24.43,22.82,0.00,0.00,23.99,22.94,9.58,9.13,9.67,10.61,0.00,0.00,8.92,8.60,0.32,0.33,0.28,0.31,0.00,0.00,0.28,0.33,0
'[12:41:02.349 20/01/2026]',4.17,4.24,4.11,5.37,0.00,0.00,4.29,4.17,21.12,20.21,20.53,17.43,0.00,0.00,19.59,18.80,25.04,23.55,24.54,23.04,0.00,0.00,24.12,23.34,9.74,9.17,9.84,10.61,0.00,0.00,9.08,8.62,0.40,0.32,0.35,0.29,0.00,0.00,0.34,0.31,0
'[12:41:02.370 20/01/2026]',4.28,4.24,4.23,5.33,0.00,0.00,4.39,4.16,21.01,20.33,20.37,17.47,0.00,0.00,19.45,18.90,25.15,23.74,24.58,23.10,0.00,0.00,24.15,23.53,9.77,9.31,9.88,10.69,0.00,0.00,9.11,8.74,0.41,0.38,0.37,0.35,0.00,0.00,0.35,0.37,0
'[12:41:02.389 20/01/2026]',4.03,4.33,3.98,5.31,0.00,0.00,4.16,4.25,20.68,20.26,19.95,17.36,0.00,0.00,19.09,18.81,24.94,23.86,24.27,23.01,0.00,0.00,23.85,23.63,9.56,9.33,9.68,10.66,0.00,0.00,8.90,8.75,0.42,0.39,0.39,0.36,0.00,0.00,0.38,0.38,0
'[12:41:02.419 20/01/2026]',3.81,4.09,3.75,5.14,0.00,0.00,3.94,4.01,20.37,19.99,19.56,17.03,0.00,0.00,18.75,18.53,24.74,23.67,23.98,22.62,0.00,0.00,23.58,23.39,9.37,9.12,9.49,10.40,0.00,0.00,8.70,8.55,0.43,0.40,0.42,0.37,0.00,0.00,0.41,0.39,0
'[12:41:02.438 20/01/2026]',3.62,3.87,3.57,5.00,0.00,0.00,3.74,3.79,20.06,19.73,19.20,16.73,0.00,0.00,18.39,18.27,24.50,23.50,23.64,22.26,0.00,0.00,23.27,23.17,9.10,8.93,9.21,10.16,0.00,0.00,8.44,8.36,0.44,0.41,0.42,0.39,0.00,0.00,0.40,0.41,0
'[12:41:02.494 20/01/2026]',3.45,3.69,3.50,4.88,0.00,0.00,3.63,3.66,19.79,19.48,18.86,16.43,0.00,0.00,18.06,18.01,24.28,23.28,23.33,21.86,0.00,0.00,22.99,22.91,8.85,8.66,8.95,9.85,0.00,0.00,8.20,8.11,0.44,0.41,0.42,0.40,0.00,0.00,0.40,0.40,0
'[12:41:02.560 20/01/2026]',3.44,3.52,3.38,4.78,0.00,0.00,3.53,3.67,19.50,19.25,18.52,16.16,0.00,0.00,17.73,17.77,23.99,23.07,22.95,21.50,0.00,0.00,22.65,22.68,8.62,8.42,8.70,9.56,0.00,0.00,7.99,7.87,0.42,0.41,0.40,0.40,0.00,0.00,0.38,0.40,0
'[12:41:02.627 20/01/2026]',3.35,3.49,3.32,4.76,0.00,0.00,3.48,3.59,19.29,19.02,18.25,15.90,0.00,0.00,17.44,17.54,23.64,22.81,22.55,21.06,0.00,0.00,22.29,22.38,8.45,8.20,8.50,9.29,0.00,0.00,7.81,7.65,0.42,0.40,0.39,0.39,0.00,0.00,0.37,0.39,0
'[12:41:02.697 20/01/2026]',3.26,3.39,3.33,4.72,0.00,0.00,3.49,3.54,19.10,18.85,17.97,15.67,0.00,0.00,17.16,17.35,23.31,22.50,22.16,20.66,0.00,0.00,21.94,22.08,8.31,8.02,8.32,9.03,0.00,0.00,7.66,7.45,0.40,0.39,0.37,0.37,0.00,0.00,0.36,0.38,0
'[12:41:02.768 20/01/2026]',3.25,3.26,3.35,4.63,0.00,0.00,3.51,3.54,18.93,18.69,17.73,15.42,0.00,0.00,16.89,17.16,22.98,22.20,21.79,20.26,0.00,0.00,21.63,21.79,8.16,7.88,8.13,8.75,0.00,0.00,7.48,7.27,0.38,0.37,0.35,0.37,0.00,0.00,0.33,0.37,0
'[12:41:02.833 20/01/2026]',3.24,3.20,3.38,4.62,0.00,0.00,3.54,3.54,18.78,18.55,17.51,15.11,0.00,0.00,16.64,16.97,22.69,21.91,21.45,19.94,0.00,0.00,21.33,21.54,7.99,7.74,7.93,8.46,0.00,0.00,7.29,7.07,0.37,0.35,0.33,0.36,0.00,0.00,0.32,0.35,0
'[12:41:02.889 20/01/2026]',3.22,3.23,3.37,4.71,0.00,0.00,3.53,3.57,18.69,18.42,17.34,14.80,0.00,0.00,16.46,16.79,22.37,21.65,21.10,19.62,0.00,0.00,21.01,21.30,7.80,7.60,7.72,8.19,0.00,0.00,7.08,6.87,0.36,0.34,0.32,0.33,0.00,0.00,0.32,0.34,0
'[12:41:02.944 20/01/2026]',3.18,3.22,3.32,4.79,0.00,0.00,3.50,3.56,18.61,18.33,17.19,14.51,0.00,0.00,16.29,16.65,22.12,21.38,20.80,19.33,0.00,0.00,20.73,21.05,7.67,7.44,7.55,7.96,0.00,0.00,7.04,6.67,0.35,0.33,0.31,0.33,0.00,0.00,0.31,0.33,0
'[12:41:03.010 20/01/2026]',3.17,3.18,3.29,4.72,0.00,0.00,3.48,3.52,18.57,18.24,17.06,14.20,0.00,0.00,16.14,16.53,21.88,21.16,20.51,19.08,0.00,0.00,20.47,20.83,7.58,7.33,7.40,7.84,0.00,0.00,7.15,6.50,0.34,0.32,0.29,0.35,0.00,0.00,0.29,0.32,0
'[12:41:03.084 20/01/2026]',3.22,3.15,3.26,4.63,0.00,0.00,3.45,3.49,18.58,18.16,16.96,13.97,0.00,0.00,16.00,16.42,21.73,20.95,20.26,18.80,0.00,0.00,20.22,20.63,7.46,7.22,7.26,7.75,0.00,0.00,7.25,6.52,0.32,0.30,0.28,0.37,0.00,0.00,0.28,0.31,0
'[12:41:03.138 20/01/2026]',3.14,3.13,3.29,4.56,0.00,0.00,3.47,3.46,18.71,18.11,16.94,13.84,0.00,0.00,15.92,16.32,21.60,20.80,20.02,18.60,0.00,0.00,19.99,20.42,7.25,7.10,7.06,7.55,0.00,0.00,7.36,6.62,0.33,0.29,0.28,0.35,0.00,0.00,0.28,0.30,0
'[12:41:03.186 20/01/2026]',3.07,3.16,3.37,4.59,0.00,0.00,3.55,3.47,18.87,18.14,16.95,13.87,0.00,0.00,15.88,16.27,21.50,20.64,19.84,18.35,0.00,0.00,19.82,20.22,7.02,6.99,7.15,7.25,0.00,0.00,7.50,6.71,0.32,0.29,0.27,0.35,0.00,0.00,0.27,0.29,0
'[12:41:03.229 20/01/2026]',3.13,3.24,3.41,4.69,0.00,0.00,3.57,3.53,19.02,18.21,16.99,13.96,0.00,0.00,15.90,16.24,21.39,20.54,19.68,18.15,0.00,0.00,19.68,20.08,6.78,7.09,7.31,6.95,0.00,0.00,7.67,6.84,0.30,0.29,0.25,0.36,0.00,0.00,0.27,0.29,0
'[12:41:03.271 20/01/2026]',3.19,3.29,3.45,4.68,0.00,0.00,3.59,3.54,19.15,18.29,17.02,14.16,0.00,0.00,15.94,16.27,21.27,20.44,19.53,17.96,0.00,0.00,19.55,19.96,6.54,7.22,7.45,6.74,0.00,0.00,7.83,7.00,0.30,0.27,0.25,0.36,0.00,0.00,0.26,0.29,0
'[12:41:03.313 20/01/2026]',3.27,3.34,3.49,4.66,0.00,0.00,3.60,3.55,19.21,18.36,17.03,14.36,0.00,0.00,15.99,16.31,21.11,20.34,19.38,17.77,0.00,0.00,19.43,19.84,6.58,7.35,7.60,6.58,0.00,0.00,7.97,7.16,0.29,0.27,0.25,0.34,0.00,0.00,0.26,0.27,0
'[12:41:03.355 20/01/2026]',3.44,3.41,3.63,4.62,0.00,0.00,3.73,3.56,19.24,18.39,17.02,14.59,0.00,0.00,16.02,16.36,20.92,20.22,19.18,17.60,0.00,0.00,19.23,19.72,6.65,7.48,7.71,6.51,0.00,0.00,8.06,7.31,0.29,0.27,0.25,0.33,0.00,0.00,0.27,0.28,0
'[12:41:03.398 20/01/2026]',3.36,3.57,3.54,4.66,0.00,0.00,3.65,3.70,18.93,18.41,16.70,14.78,0.00,0.00,15.72,16.37,20.41,20.05,18.69,17.38,0.00,0.00,18.73,19.51,6.64,7.57,7.75,6.60,0.00,0.00,8.08,7.44,0.37,0.27,0.33,0.33,0.00,0.00,0.35,0.28,0
'[12:41:03.440 20/01/2026]',3.42,3.49,3.61,4.49,0.00,0.00,3.72,3.61,18.52,18.09,16.29,14.73,0.00,0.00,15.33,16.05,19.81,19.56,18.06,16.97,0.00,0.00,18.07,19.01,6.39,7.59,7.54,6.72,0.00,0.00,7.85,7.56,0.40,0.36,0.36,0.39,0.00,0.00,0.38,0.37,0
'[12:41:03.484 20/01/2026]',3.33,3.56,3.50,4.38,0.00,0.00,3.60,3.72,17.73,17.67,15.50,14.53,0.00,0.00,14.57,15.63,18.89,18.93,17.09,16.38,0.00,0.00,17.06,18.31,6.01,7.35,7.01,6.63,0.00,0.00,7.33,7.43,0.42,0.39,0.39,0.40,0.00,0.00,0.40,0.39,0
'[12:41:03.494 20/01/2026]',3.23,3.45,3.36,4.18,0.00,0.00,3.45,3.61,16.92,16.87,14.70,14.02,0.00,0.00,13.79,14.84,17.95,17.95,16.10,15.53,0.00,0.00,16.05,17.29,5.75,6.83,6.57,6.35,0.00,0.00,6.82,7.04,0.43,0.41,0.40,0.42,0.00,0.00,0.41,0.42,0
'[12:41:03.501 20/01/2026]',3.12,3.33,3.22,4.03,0.00,0.00,3.28,3.49,16.04,16.06,13.82,13.49,0.00,0.00,12.94,14.05,16.99,16.95,15.06,14.68,0.00,0.00,14.98,16.29,5.56,6.42,6.26,6.02,0.00,0.00,6.44,6.60,0.41,0.42,0.37,0.42,0.00,0.00,0.39,0.42,0
'[12:41:03.515 20/01/2026]',2.97,3.21,3.04,3.88,0.00,0.00,3.09,3.31,15.23,15.16,12.99,12.92,0.00,0.00,12.13,13.18,16.06,15.89,14.05,13.80,0.00,0.00,13.97,15.25,5.41,6.13,6.02,5.64,0.00,0.00,6.12,6.16,0.39,0.40,0.36,0.41,0.00,0.00,0.37,0.41,0
'[12:41:03.535 20/01/2026]',2.78,3.05,2.84,3.76,0.00,0.00,2.89,3.13,14.44,14.32,12.19,12.37,0.00,0.00,11.31,12.35,15.18,14.87,13.09,12.98,0.00,0.00,12.98,14.27,5.23,5.88,5.77,5.32,0.00,0.00,5.79,5.77,0.37,0.38,0.33,0.38,0.00,0.00,0.34,0.39,0
'[12:41:03.549 20/01/2026]',2.63,2.86,2.64,3.63,0.00,0.00,2.70,2.91,13.74,13.49,11.44,11.83,0.00,0.00,10.55,11.53,14.35,13.90,12.20,12.19,0.00,0.00,12.05,13.29,5.05,5.62,5.53,5.04,0.00,0.00,5.46,5.45,0.35,0.36,0.32,0.36,0.00,0.00,0.33,0.36,0
'[12:41:03.566 20/01/2026]',2.52,2.68,2.48,3.47,0.00,0.00,2.51,2.75,13.15,12.73,10.76,11.29,0.00,0.00,9.82,10.78,13.55,12.99,11.37,11.50,0.00,0.00,11.17,12.36,4.88,5.37,5.31,4.74,0.00,0.00,5.15,5.12,0.33,0.34,0.30,0.34,0.00,0.00,0.31,0.35,0
'[12:41:03.583 20/01/2026]',2.41,2.52,2.32,3.31,0.00,0.00,2.33,2.59,12.61,12.04,10.14,10.76,0.00,0.00,9.16,10.07,12.82,12.17,10.61,10.86,0.00,0.00,10.34,11.44,4.71,5.15,5.11,4.44,0.00,0.00,4.85,4.78,0.32,0.32,0.28,0.33,0.00,0.00,0.29,0.34,0
'[12:41:03.600 20/01/2026]',2.27,2.38,2.17,3.17,0.00,0.00,2.18,2.43,12.14,11.41,9.55,10.26,0.00,0.00,8.53,9.40,12.14,11.41,9.92,10.26,0.00,0.00,9.58,10.61,4.50,4.94,4.92,4.16,0.00,0.00,4.59,4.47,0.30,0.31,0.26,0.32,0.00,0.00,0.27,0.32,0
'[12:41:03.616 20/01/2026]',2.15,2.23,2.05,3.08,0.00,0.00,2.05,2.26,11.67,10.83,8.99,9.78,0.00,0.00,7.92,8.78,11.56,10.72,9.31,9.70,0.00,0.00,8.90,9.86,4.26,4.73,4.72,3.87,0.00,0.00,4.33,4.15,0.29,0.29,0.25,0.30,0.00,0.00,0.26,0.30,0
'[12:41:03.641 20/01/2026]',2.04,2.12,1.95,2.97,0.00,0.00,1.95,2.13,11.22,10.27,8.43,9.35,0.00,0.00,7.36,8.24,11.04,10.13,8.78,9.16,0.00,0.00,8.31,9.15,4.02,4.50,4.51,3.61,0.00,0.00,4.06,3.88,0.27,0.27,0.24,0.28,0.00,0.00,0.24,0.28,0
'[12:41:03.649 20/01/2026]',1.96,2.02,1.86,2.88,0.00,0.00,1.86,2.00,10.79,9.72,7.90,8.92,0.00,0.00,6.84,7.75,10.58,9.60,8.30,8.68,0.00,0.00,7.77,8.52,3.80,4.27,4.31,3.36,0.00,0.00,3.80,3.66,0.25,0.27,0.23,0.27,0.00,0.00,0.23,0.27,0
'[12:41:03.669 20/01/2026]',1.85,1.93,1.74,2.76,0.00,0.00,1.74,1.90,10.37,9.20,7.38,8.55,0.00,0.00,6.39,7.33,10.18,9.12,7.90,8.24,0.00,0.00,7.30,7.93,3.67,4.04,4.10,3.16,0.00,0.00,3.56,3.43,0.24,0.25,0.22,0.27,0.00,0.00,0.22,0.26,0
'[12:41:03.685 20/01/2026]',1.75,1.83,1.63,2.57,0.00,0.00,1.64,1.81,9.97,8.69,6.91,8.19,0.00,0.00,5.98,6.97,9.81,8.70,7.53,7.91,0.00,0.00,6.88,7.39,3.58,3.83,3.92,3.01,0.00,0.00,3.36,3.18,0.23,0.24,0.21,0.26,0.00,0.00,0.21,0.26,0
'[12:41:03.703 20/01/2026]',1.66,1.72,1.52,2.43,0.00,0.00,1.52,1.73,9.59,8.21,6.48,7.90,0.00,0.00,5.62,6.69,9.48,8.32,7.20,7.63,0.00,0.00,6.51,6.94,3.50,3.64,3.76,2.92,0.00,0.00,3.18,2.98,0.22,0.23,0.20,0.25,0.00,0.00,0.20,0.25,0
'[12:41:03.719 20/01/2026]',1.56,1.62,1.42,2.33,0.00,0.00,1.42,1.63,9.24,7.75,6.08,7.65,0.00,0.00,5.30,6.45,9.18,7.99,6.90,7.38,0.00,0.00,6.18,6.55,3.42,3.48,3.61,2.82,0.00,0.00,3.01,2.82,0.21,0.22,0.19,0.24,0.00,0.00,0.19,0.24,0
'[12:41:03.739 20/01/2026]',1.50,1.52,1.35,2.22,0.00,0.00,1.36,1.54,8.88,7.32,5.70,7.44,0.00,0.00,5.02,6.22,8.92,7.68,6.64,7.16,0.00,0.00,5.90,6.20,3.33,3.33,3.45,2.73,0.00,0.00,2.84,2.70,0.21,0.21,0.18,0.23,0.00,0.00,0.18,0.23,0
'[12:41:03.754 20/01/2026]',1.45,1.47,1.28,2.15,0.00,0.00,1.28,1.50,8.55,6.90,5.37,7.25,0.00,0.00,4.77,6.00,8.67,7.43,6.40,6.98,0.00,0.00,5.65,5.90,3.25,3.16,3.30,2.69,0.00,0.00,2.68,2.60,0.20,0.20,0.18,0.21,0.00,0.00,0.17,0.22,0
