'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[11:48:38.995 21/01/2026]',0.44,0.52,0.29,0.31,0.00,0.00,0.22,0.20,1.73,1.27,0.69,0.55,0.00,0.00,0.95,0.81,3.70,3.73,1.98,2.37,0.00,0.00,1.06,1.48,1.98,1.86,1.66,2.12,0.00,0.00,0.75,1.43,0.09,0.05,0.07,0.04,0.00,0.00,0.05,0.06,0
'[11:48:39.011 21/01/2026]',0.43,0.51,0.28,0.30,0.00,0.00,0.22,0.20,1.72,1.27,0.66,0.55,0.00,0.00,0.94,0.79,3.70,3.77,1.98,2.36,0.00,0.00,1.03,1.48,1.96,1.86,1.64,2.10,0.00,0.00,0.73,1.44,0.09,0.05,0.07,0.05,0.00,0.00,0.05,0.06,0
'[11:48:39.028 21/01/2026]',0.43,0.51,0.28,0.29,0.00,0.00,0.21,0.20,1.71,1.27,0.63,0.54,0.00,0.00,0.91,0.83,3.71,3.80,1.97,2.39,0.00,0.00,0.99,1.47,1.94,1.86,1.62,2.09,0.00,0.00,0.71,1.44,0.09,0.05,0.08,0.05,0.00,0.00,0.05,0.07,0
'[11:48:39.045 21/01/2026]',0.43,0.51,0.27,0.30,0.00,0.00,0.20,0.19,1.71,1.27,0.60,0.55,0.00,0.00,0.89,0.87,3.71,3.83,1.97,2.42,0.00,0.00,0.95,1.46,1.92,1.86,1.60,2.06,0.00,0.00,0.68,1.45,0.09,0.05,0.08,0.05,0.00,0.00,0.05,0.07,0
'[11:48:39.061 21/01/2026]',0.43,0.52,0.27,0.30,0.00,0.00,0.20,0.19,1.70,1.27,0.59,0.55,0.00,0.00,0.85,0.91,3.71,3.85,1.95,2.46,0.00,0.00,0.92,1.44,1.90,1.86,1.57,2.04,0.00,0.00,0.65,1.46,0.09,0.05,0.08,0.05,0.00,0.00,0.05,0.07,0
'[11:48:39.077 21/01/2026]',0.43,0.51,0.27,0.30,0.00,0.00,0.20,0.19,1.69,1.28,0.59,0.56,0.00,0.00,0.82,0.96,3.71,3.88,1.94,2.49,0.00,0.00,0.90,1.44,1.87,1.86,1.54,2.00,0.00,0.00,0.62,1.46,0.09,0.05,0.07,0.05,0.00,0.00,0.05,0.06,0
'[11:48:39.094 21/01/2026]',0.43,0.50,0.27,0.30,0.00,0.00,0.20,0.19,1.68,1.28,0.59,0.56,0.00,0.00,0.79,1.00,3.70,3.90,1.93,2.51,0.00,0.00,0.87,1.43,1.85,1.86,1.52,1.97,0.00,0.00,0.62,1.45,0.09,0.04,0.07,0.05,0.00,0.00,0.05,0.06,0
'[11:48:39.110 21/01/2026]',0.42,0.50,0.27,0.30,0.00,0.00,0.20,0.19,1.68,1.29,0.59,0.57,0.00,0.00,0.77,1.04,3.70,3.93,1.93,2.54,0.00,0.00,0.85,1.42,1.83,1.86,1.50,1.94,0.00,0.00,0.62,1.45,0.10,0.04,0.07,0.05,0.00,0.00,0.05,0.06,0
'[11:48:39.128 21/01/2026]',0.42,0.49,0.27,0.30,0.00,0.00,0.19,0.18,1.67,1.29,0.58,0.58,0.00,0.00,0.75,1.07,3.69,3.95,1.95,2.56,0.00,0.00,0.83,1.42,1.81,1.86,1.47,1.91,0.00,0.00,0.63,1.44,0.10,0.04,0.07,0.05,0.00,0.00,0.05,0.06,0
'[11:48:39.143 21/01/2026]',0.41,0.49,0.26,0.29,0.00,0.00,0.18,0.17,1.67,1.30,0.58,0.58,0.00,0.00,0.74,1.10,3.69,3.96,1.97,2.57,0.00,0.00,0.82,1.42,1.79,1.86,1.45,1.87,0.00,0.00,0.63,1.43,0.10,0.04,0.07,0.06,0.00,0.00,0.05,0.06,0
'[11:48:39.170 21/01/2026]',0.41,0.48,0.26,0.28,0.00,0.00,0.18,0.17,1.68,1.30,0.57,0.59,0.00,0.00,0.75,1.13,3.68,3.98,1.99,2.59,0.00,0.00,0.80,1.42,1.76,1.86,1.42,1.84,0.00,0.00,0.63,1.41,0.10,0.04,0.07,0.06,0.00,0.00,0.05,0.06,0
'[11:48:39.201 21/01/2026]',0.42,0.48,0.27,0.29,0.00,0.00,0.18,0.17,1.69,1.30,0.57,0.58,0.00,0.00,0.76,1.14,3.68,3.99,1.99,2.59,0.00,0.00,0.78,1.41,1.73,1.85,1.39,1.79,0.00,0.00,0.63,1.38,0.09,0.04,0.07,0.05,0.00,0.00,0.05,0.06,0
'[11:48:39.232 21/01/2026]',0.43,0.49,0.28,0.29,0.00,0.00,0.18,0.18,1.71,1.28,0.56,0.56,0.00,0.00,0.77,1.14,3.66,4.00,2.00,2.57,0.00,0.00,0.78,1.39,1.70,1.83,1.36,1.74,0.00,0.00,0.63,1.34,0.09,0.04,0.07,0.05,0.00,0.00,0.05,0.06,0
'[11:48:39.264 21/01/2026]',0.44,0.51,0.28,0.30,0.00,0.00,0.18,0.19,1.73,1.25,0.55,0.54,0.00,0.00,0.79,1.14,3.64,3.99,2.00,2.56,0.00,0.00,0.78,1.38,1.68,1.82,1.34,1.68,0.00,0.00,0.62,1.28,0.09,0.04,0.06,0.05,0.00,0.00,0.05,0.06,0
'[11:48:39.297 21/01/2026]',0.43,0.52,0.28,0.31,0.00,0.00,0.18,0.20,1.77,1.23,0.55,0.52,0.00,0.00,0.80,1.15,3.60,3.99,2.00,2.55,0.00,0.00,0.78,1.37,1.67,1.83,1.31,1.64,0.00,0.00,0.62,1.22,0.09,0.04,0.06,0.05,0.00,0.00,0.05,0.06,0
'[11:48:39.329 21/01/2026]',0.43,0.51,0.28,0.31,0.00,0.00,0.18,0.20,1.81,1.20,0.55,0.51,0.00,0.00,0.80,1.16,3.57,3.96,2.00,2.53,0.00,0.00,0.79,1.35,1.67,1.83,1.29,1.60,0.00,0.00,0.62,1.16,0.09,0.04,0.06,0.05,0.00,0.00,0.04,0.06,0
'[11:48:39.359 21/01/2026]',0.42,0.51,0.27,0.32,0.00,0.00,0.18,0.20,1.85,1.18,0.56,0.50,0.00,0.00,0.81,1.16,3.52,3.93,1.99,2.52,0.00,0.00,0.79,1.35,1.67,1.83,1.28,1.56,0.00,0.00,0.63,1.10,0.08,0.04,0.06,0.06,0.00,0.00,0.04,0.06,0
'[11:48:39.393 21/01/2026]',0.41,0.49,0.26,0.30,0.00,0.00,0.17,0.22,1.89,1.24,0.58,0.49,0.00,0.00,0.80,1.16,3.46,3.88,1.97,2.49,0.00,0.00,0.80,1.38,1.67,1.84,1.26,1.53,0.00,0.00,0.62,1.04,0.09,0.04,0.06,0.06,0.00,0.00,0.04,0.05,0
'[11:48:39.425 21/01/2026]',0.45,0.48,0.29,0.29,0.00,0.00,0.16,0.21,1.93,1.31,0.61,0.52,0.00,0.00,0.80,1.13,3.36,3.82,1.93,2.46,0.00,0.00,0.82,1.38,1.64,1.83,1.21,1.49,0.00,0.00,0.61,0.97,0.09,0.05,0.06,0.06,0.00,0.00,0.04,0.06,0
'[11:48:39.457 21/01/2026]',0.46,0.52,0.29,0.32,0.00,0.00,0.16,0.20,1.93,1.38,0.60,0.55,0.00,0.00,0.79,1.10,3.22,3.72,1.87,2.41,0.00,0.00,0.84,1.37,1.58,1.78,1.15,1.42,0.00,0.00,0.61,0.92,0.10,0.05,0.06,0.06,0.00,0.00,0.04,0.06,0
'[11:48:39.490 21/01/2026]',0.49,0.52,0.30,0.32,0.00,0.00,0.16,0.20,1.92,1.41,0.58,0.55,0.00,0.00,0.77,1.07,3.06,3.60,1.79,2.33,0.00,0.00,0.87,1.34,1.48,1.68,1.07,1.35,0.00,0.00,0.62,0.88,0.11,0.06,0.06,0.07,0.00,0.00,0.04,0.06,0
'[11:48:39.523 21/01/2026]',0.47,0.52,0.29,0.32,0.00,0.00,0.18,0.20,1.88,1.44,0.58,0.59,0.00,0.00,0.76,1.05,2.89,3.47,1.72,2.25,0.00,0.00,0.92,1.31,1.40,1.57,1.00,1.28,0.00,0.00,0.63,0.86,0.11,0.07,0.06,0.06,0.00,0.00,0.04,0.06,0
'[11:48:39.556 21/01/2026]',0.44,0.49,0.27,0.31,0.00,0.00,0.17,0.21,1.82,1.44,0.61,0.62,0.00,0.00,0.78,1.04,2.75,3.33,1.65,2.17,0.00,0.00,0.98,1.28,1.35,1.50,0.93,1.20,0.00,0.00,0.64,0.82,0.10,0.06,0.06,0.06,0.00,0.00,0.04,0.06,0
'[11:48:39.590 21/01/2026]',0.41,0.46,0.26,0.30,0.00,0.00,0.17,0.21,1.76,1.44,0.63,0.66,0.00,0.00,0.79,1.04,2.61,3.20,1.59,2.10,0.00,0.00,1.03,1.36,1.31,1.44,0.88,1.14,0.00,0.00,0.65,0.79,0.10,0.06,0.06,0.06,0.00,0.00,0.04,0.06,0
'[11:48:39.632 21/01/2026]',0.38,0.44,0.25,0.29,0.00,0.00,0.16,0.20,1.71,1.44,0.66,0.70,0.00,0.00,0.81,1.05,2.49,3.07,1.53,2.05,0.00,0.00,1.08,1.43,1.26,1.38,0.82,1.09,0.00,0.00,0.67,0.77,0.09,0.06,0.06,0.06,0.00,0.00,0.04,0.06,0
'[11:48:39.666 21/01/2026]',0.36,0.41,0.23,0.27,0.00,0.00,0.17,0.20,1.67,1.43,0.68,0.75,0.00,0.00,0.82,1.06,2.37,2.94,1.49,2.00,0.00,0.00,1.12,1.49,1.22,1.33,0.77,1.04,0.00,0.00,0.67,0.75,0.09,0.06,0.05,0.06,0.00,0.00,0.04,0.06,0
'[11:48:39.701 21/01/2026]',0.34,0.39,0.22,0.26,0.00,0.00,0.16,0.20,1.63,1.43,0.71,0.80,0.00,0.00,0.82,1.07,2.26,2.82,1.45,1.96,0.00,0.00,1.15,1.53,1.20,1.28,0.72,0.99,0.00,0.00,0.67,0.74,0.09,0.06,0.05,0.06,0.00,0.00,0.04,0.05,0
'[11:48:39.736 21/01/2026]',0.32,0.36,0.21,0.24,0.00,0.00,0.15,0.18,1.59,1.41,0.73,0.84,0.00,0.00,0.81,1.06,2.16,2.70,1.41,1.93,0.00,0.00,1.16,1.57,1.17,1.22,0.69,0.94,0.00,0.00,0.66,0.72,0.08,0.06,0.05,0.06,0.00,0.00,0.04,0.05,0
'[11:48:39.771 21/01/2026]',0.30,0.35,0.20,0.22,0.00,0.00,0.15,0.17,1.57,1.40,0.76,0.87,0.00,0.00,0.79,1.05,2.07,2.59,1.39,1.89,0.00,0.00,1.17,1.60,1.15,1.15,0.68,0.90,0.00,0.00,0.66,0.69,0.08,0.06,0.05,0.06,0.00,0.00,0.04,0.06,0
'[11:48:39.805 21/01/2026]',0.28,0.33,0.19,0.21,0.00,0.00,0.16,0.19,1.54,1.38,0.79,0.90,0.00,0.00,0.77,1.02,1.98,2.48,1.36,1.85,0.00,0.00,1.17,1.60,1.12,1.10,0.67,0.87,0.00,0.00,0.67,0.66,0.07,0.06,0.05,0.06,0.00,0.00,0.04,0.06,0
'[11:48:39.840 21/01/2026]',0.27,0.32,0.18,0.20,0.00,0.00,0.16,0.20,1.52,1.37,0.82,0.93,0.00,0.00,0.75,0.98,1.91,2.39,1.34,1.82,0.00,0.00,1.17,1.60,1.09,1.04,0.66,0.83,0.00,0.00,0.67,0.63,0.07,0.06,0.05,0.05,0.00,0.00,0.04,0.06,0
'[11:48:39.876 21/01/2026]',0.26,0.31,0.17,0.19,0.00,0.00,0.15,0.21,1.49,1.37,0.84,0.96,0.00,0.00,0.72,0.97,1.84,2.30,1.33,1.79,0.00,0.00,1.16,1.59,1.06,1.00,0.65,0.80,0.00,0.00,0.68,0.63,0.07,0.05,0.04,0.05,0.00,0.00,0.04,0.05,0
'[11:48:39.913 21/01/2026]',0.25,0.29,0.16,0.19,0.00,0.00,0.16,0.21,1.46,1.37,0.86,0.98,0.00,0.00,0.70,0.96,1.78,2.22,1.31,1.76,0.00,0.00,1.16,1.58,1.02,0.96,0.62,0.78,0.00,0.00,0.68,0.62,0.06,0.05,0.04,0.05,0.00,0.00,0.03,0.05,0
'[11:48:39.948 21/01/2026]',0.25,0.28,0.16,0.18,0.00,0.00,0.15,0.21,1.44,1.37,0.88,1.00,0.00,0.00,0.67,0.94,1.72,2.16,1.30,1.74,0.00,0.00,1.16,1.58,0.99,0.93,0.60,0.76,0.00,0.00,0.68,0.62,0.07,0.05,0.04,0.05,0.00,0.00,0.03,0.05,0
'[11:48:39.983 21/01/2026]',0.25,0.28,0.16,0.17,0.00,0.00,0.15,0.22,1.43,1.39,0.91,1.02,0.00,0.00,0.65,0.93,1.66,2.10,1.29,1.72,0.00,0.00,1.17,1.58,0.97,0.90,0.57,0.75,0.00,0.00,0.68,0.62,0.07,0.05,0.04,0.05,0.00,0.00,0.03,0.05,0
'[11:48:40.018 21/01/2026]',0.27,0.28,0.16,0.17,0.00,0.00,0.14,0.22,1.44,1.41,0.93,1.04,0.00,0.00,0.63,0.91,1.60,2.05,1.30,1.70,0.00,0.00,1.18,1.61,0.94,0.88,0.55,0.73,0.00,0.00,0.68,0.64,0.07,0.06,0.04,0.05,0.00,0.00,0.04,0.05,0
'[11:48:40.054 21/01/2026]',0.26,0.29,0.15,0.17,0.00,0.00,0.14,0.21,1.45,1.45,0.96,1.06,0.00,0.00,0.61,0.87,1.57,2.02,1.31,1.69,0.00,0.00,1.19,1.64,0.93,0.85,0.57,0.72,0.00,0.00,0.67,0.67,0.07,0.06,0.04,0.05,0.00,0.00,0.04,0.05,0
'[11:48:40.089 21/01/2026]',0.25,0.28,0.15,0.16,0.00,0.00,0.14,0.20,1.47,1.48,0.97,1.08,0.00,0.00,0.58,0.86,1.53,2.01,1.33,1.69,0.00,0.00,1.21,1.68,0.91,0.81,0.60,0.71,0.00,0.00,0.66,0.71,0.07,0.06,0.04,0.05,0.00,0.00,0.04,0.06,0
'[11:48:40.125 21/01/2026]',0.24,0.27,0.14,0.15,0.00,0.00,0.14,0.21,1.48,1.51,0.98,1.09,0.00,0.00,0.57,0.85,1.49,2.00,1.34,1.69,0.00,0.00,1.21,1.72,0.89,0.78,0.62,0.69,0.00,0.00,0.63,0.75,0.07,0.06,0.04,0.05,0.00,0.00,0.04,0.07,0
'[11:48:40.159 21/01/2026]',0.22,0.25,0.14,0.14,0.00,0.00,0.14,0.23,1.51,1.53,0.99,1.10,0.00,0.00,0.58,0.86,1.45,1.99,1.36,1.69,0.00,0.00,1.18,1.72,0.89,0.74,0.64,0.69,0.00,0.00,0.60,0.82,0.07,0.06,0.04,0.05,0.00,0.00,0.04,0.07,0
'[11:48:40.184 21/01/2026]',0.22,0.24,0.13,0.13,0.00,0.00,0.14,0.24,1.54,1.56,0.99,1.11,0.00,0.00,0.61,0.91,1.40,1.99,1.38,1.68,0.00,0.00,1.16,1.67,0.89,0.74,0.66,0.68,0.00,0.00,0.57,0.92,0.07,0.06,0.04,0.05,0.00,0.00,0.04,0.07,0
'[11:48:40.189 21/01/2026]',0.23,0.23,0.12,0.13,0.00,0.00,0.15,0.25,1.60,1.58,0.99,1.12,0.00,0.00,0.65,0.97,1.36,1.97,1.39,1.68,0.00,0.00,1.13,1.61,0.90,0.75,0.68,0.67,0.00,0.00,0.54,1.01,0.07,0.06,0.04,0.05,0.00,0.00,0.04,0.08,0
'[11:48:40.195 21/01/2026]',0.24,0.23,0.12,0.12,0.00,0.00,0.15,0.29,1.65,1.62,0.99,1.13,0.00,0.00,0.68,1.07,1.32,1.96,1.41,1.69,0.00,0.00,1.14,1.55,0.90,0.76,0.69,0.66,0.00,0.00,0.51,1.06,0.08,0.06,0.04,0.05,0.00,0.00,0.04,0.09,0
'[11:48:40.212 21/01/2026]',0.23,0.23,0.11,0.11,0.00,0.00,0.15,0.32,1.70,1.65,0.99,1.13,0.00,0.00,0.71,1.17,1.26,1.94,1.42,1.69,0.00,0.00,1.15,1.62,0.92,0.77,0.71,0.65,0.00,0.00,0.53,1.12,0.08,0.07,0.04,0.05,0.00,0.00,0.05,0.09,0
'[11:48:40.228 21/01/2026]',0.22,0.23,0.11,0.11,0.00,0.00,0.14,0.32,1.74,1.68,0.99,1.13,0.00,0.00,0.74,1.24,1.22,1.90,1.44,1.70,0.00,0.00,1.17,1.77,0.94,0.78,0.72,0.64,0.00,0.00,0.57,1.17,0.08,0.07,0.04,0.05,0.00,0.00,0.05,0.09,0
'[11:48:40.245 21/01/2026]',0.22,0.23,0.10,0.11,0.00,0.00,0.14,0.31,1.78,1.70,0.99,1.13,0.00,0.00,0.77,1.30,1.17,1.86,1.45,1.71,0.00,0.00,1.18,1.90,0.95,0.79,0.74,0.64,0.00,0.00,0.62,1.21,0.08,0.07,0.04,0.04,0.00,0.00,0.05,0.10,0
'[11:48:40.262 21/01/2026]',0.21,0.23,0.10,0.11,0.00,0.00,0.14,0.31,1.82,1.73,0.99,1.13,0.00,0.00,0.79,1.35,1.15,1.83,1.47,1.71,0.00,0.00,1.19,2.02,0.96,0.80,0.76,0.64,0.00,0.00,0.66,1.25,0.07,0.07,0.04,0.04,0.00,0.00,0.04,0.10,0
'[11:48:40.278 21/01/2026]',0.20,0.21,0.10,0.11,0.00,0.00,0.13,0.31,1.85,1.74,0.98,1.12,0.00,0.00,0.82,1.40,1.14,1.79,1.49,1.73,0.00,0.00,1.20,2.14,0.97,0.80,0.78,0.64,0.00,0.00,0.69,1.28,0.07,0.06,0.04,0.04,0.00,0.00,0.04,0.10,0
'[11:48:40.294 21/01/2026]',0.19,0.20,0.11,0.11,0.00,0.00,0.14,0.31,1.88,1.75,0.97,1.11,0.00,0.00,0.83,1.45,1.12,1.75,1.51,1.74,0.00,0.00,1.20,2.26,0.97,0.80,0.79,0.64,0.00,0.00,0.72,1.30,0.07,0.06,0.04,0.04,0.00,0.00,0.04,0.09,0
'[11:48:40.311 21/01/2026]',0.19,0.20,0.11,0.11,0.00,0.00,0.13,0.30,1.90,1.76,0.95,1.10,0.00,0.00,0.83,1.49,1.15,1.70,1.54,1.76,0.00,0.00,1.21,2.38,0.97,0.78,0.80,0.65,0.00,0.00,0.74,1.31,0.07,0.06,0.04,0.04,0.00,0.00,0.04,0.09,0
'[11:48:40.327 21/01/2026]',0.19,0.19,0.12,0.11,0.00,0.00,0.13,0.29,1.91,1.75,0.94,1.08,0.00,0.00,0.84,1.53,1.18,1.64,1.56,1.79,0.00,0.00,1.25,2.48,0.96,0.78,0.81,0.66,0.00,0.00,0.75,1.33,0.07,0.06,0.04,0.04,0.00,0.00,0.04,0.09,0
'[11:48:40.344 21/01/2026]',0.18,0.19,0.12,0.11,0.00,0.00,0.12,0.29,1.92,1.74,0.91,1.05,0.00,0.00,0.84,1.56,1.22,1.59,1.59,1.81,0.00,0.00,1.29,2.57,0.96,0.79,0.80,0.66,0.00,0.00,0.76,1.35,0.06,0.06,0.04,0.04,0.00,0.00,0.04,0.09,0
'[11:48:40.361 21/01/2026]',0.18,0.19,0.12,0.11,0.00,0.00,0.12,0.27,1.94,1.73,0.89,1.03,0.00,0.00,0.85,1.59,1.25,1.53,1.62,1.84,0.00,0.00,1.33,2.65,0.96,0.79,0.80,0.66,0.00,0.00,0.78,1.38,0.06,0.06,0.05,0.04,0.00,0.00,0.04,0.09,0
'[11:48:40.378 21/01/2026]',0.18,0.18,0.12,0.11,0.00,0.00,0.12,0.25,1.94,1.73,0.87,1.01,0.00,0.00,0.86,1.61,1.28,1.48,1.65,1.86,0.00,0.00,1.36,2.72,0.96,0.80,0.80,0.66,0.00,0.00,0.78,1.41,0.06,0.06,0.04,0.04,0.00,0.00,0.04,0.09,0
'[11:48:40.395 21/01/2026]',0.17,0.18,0.11,0.10,0.00,0.00,0.12,0.25,1.95,1.71,0.85,1.00,0.00,0.00,0.86,1.65,1.31,1.43,1.68,1.89,0.00,0.00,1.39,2.78,0.96,0.80,0.79,0.66,0.00,0.00,0.79,1.44,0.06,0.06,0.04,0.04,0.00,0.00,0.04,0.09,0
'[11:48:40.411 21/01/2026]',0.17,0.17,0.11,0.10,0.00,0.00,0.12,0.24,1.96,1.70,0.83,0.98,0.00,0.00,0.87,1.71,1.34,1.38,1.70,1.91,0.00,0.00,1.42,2.83,0.95,0.80,0.78,0.66,0.00,0.00,0.80,1.46,0.06,0.06,0.04,0.04,0.00,0.00,0.05,0.10,0
'[11:48:40.427 21/01/2026]',0.17,0.16,0.11,0.09,0.00,0.00,0.12,0.23,1.96,1.68,0.82,0.97,0.00,0.00,0.87,1.76,1.36,1.40,1.72,1.93,0.00,0.00,1.43,2.88,0.95,0.80,0.78,0.66,0.00,0.00,0.80,1.48,0.06,0.06,0.04,0.04,0.00,0.00,0.05,0.10,0
'[11:48:40.447 21/01/2026]',0.17,0.16,0.11,0.09,0.00,0.00,0.11,0.22,1.97,1.68,0.81,0.95,0.00,0.00,0.88,1.81,1.38,1.41,1.74,1.95,0.00,0.00,1.44,2.92,0.94,0.80,0.78,0.67,0.00,0.00,0.81,1.50,0.06,0.06,0.04,0.04,0.00,0.00,0.04,0.09,0
'[11:48:40.460 21/01/2026]',0.16,0.16,0.11,0.08,0.00,0.00,0.12,0.22,1.97,1.67,0.80,0.94,0.00,0.00,0.87,1.86,1.40,1.43,1.75,1.96,0.00,0.00,1.44,2.96,0.94,0.80,0.77,0.67,0.00,0.00,0.80,1.51,0.06,0.06,0.04,0.04,0.00,0.00,0.05,0.08,0
'[11:48:40.478 21/01/2026]',0.15,0.16,0.11,0.09,0.00,0.00,0.13,0.22,1.96,1.67,0.80,0.94,0.00,0.00,0.87,1.92,1.41,1.43,1.76,1.96,0.00,0.00,1.45,2.99,0.95,0.79,0.76,0.68,0.00,0.00,0.80,1.50,0.06,0.06,0.04,0.04,0.00,0.00,0.05,0.09,0
'[11:48:40.495 21/01/2026]',0.15,0.16,0.11,0.10,0.00,0.00,0.13,0.23,1.96,1.66,0.80,0.93,0.00,0.00,0.87,1.98,1.42,1.44,1.75,1.97,0.00,0.00,1.45,3.02,0.97,0.79,0.74,0.68,0.00,0.00,0.78,1.50,0.06,0.06,0.04,0.04,0.00,0.00,0.05,0.09,0
'[11:48:40.511 21/01/2026]',0.15,0.16,0.11,0.10,0.00,0.00,0.14,0.22,1.95,1.66,0.80,0.92,0.00,0.00,0.90,2.03,1.42,1.43,1.75,1.96,0.00,0.00,1.45,3.05,0.98,0.78,0.73,0.69,0.00,0.00,0.76,1.48,0.06,0.05,0.05,0.04,0.00,0.00,0.05,0.09,0
'[11:48:40.527 21/01/2026]',0.15,0.16,0.11,0.10,0.00,0.00,0.13,0.22,1.96,1.66,0.79,0.91,0.00,0.00,0.92,2.09,1.42,1.43,1.74,1.95,0.00,0.00,1.44,3.07,1.01,0.77,0.71,0.70,0.00,0.00,0.74,1.47,0.06,0.05,0.04,0.04,0.00,0.00,0.05,0.09,0
'[11:48:40.544 21/01/2026]',0.15,0.16,0.10,0.10,0.00,0.00,0.12,0.21,1.97,1.67,0.79,0.90,0.00,0.00,0.93,2.13,1.41,1.42,1.73,1.94,0.00,0.00,1.44,3.09,1.03,0.77,0.69,0.70,0.00,0.00,0.73,1.45,0.06,0.05,0.04,0.04,0.00,0.00,0.06,0.09,0
'[11:48:40.561 21/01/2026]',0.15,0.16,0.10,0.10,0.00,0.00,0.12,0.20,1.97,1.68,0.79,0.89,0.00,0.00,0.95,2.16,1.40,1.42,1.72,1.93,0.00,0.00,1.43,3.10,1.05,0.78,0.67,0.70,0.00,0.00,0.71,1.43,0.06,0.05,0.04,0.04,0.00,0.00,0.06,0.09,0
