'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[12:10:46.256 21/01/2026]',1.23,0.74,0.72,0.61,0.00,0.00,0.21,0.23,5.78,5.05,2.14,2.87,0.00,0.00,1.68,2.19,4.63,8.70,2.67,3.61,0.00,0.00,2.24,1.99,1.07,1.78,0.91,2.61,0.00,0.00,1.03,1.08,0.09,0.11,0.07,0.06,0.00,0.00,0.07,0.08,0
'[12:10:46.273 21/01/2026]',1.23,0.76,0.72,0.61,0.00,0.00,0.23,0.22,5.81,5.22,2.13,2.89,0.00,0.00,1.59,2.09,4.68,8.85,2.66,3.62,0.00,0.00,2.16,1.90,1.03,1.83,0.92,2.58,0.00,0.00,0.99,1.04,0.09,0.11,0.07,0.06,0.00,0.00,0.07,0.08,0
'[12:10:46.290 21/01/2026]',1.23,0.79,0.72,0.63,0.00,0.00,0.22,0.23,5.82,5.38,2.12,2.89,0.00,0.00,1.51,1.98,4.74,8.99,2.65,3.61,0.00,0.00,2.08,1.80,1.01,1.88,0.93,2.55,0.00,0.00,0.95,0.98,0.09,0.10,0.07,0.06,0.00,0.00,0.06,0.08,0
'[12:10:46.306 21/01/2026]',1.27,0.81,0.72,0.64,0.00,0.00,0.21,0.23,5.78,5.50,2.09,2.88,0.00,0.00,1.44,1.89,4.74,9.11,2.61,3.60,0.00,0.00,2.02,1.71,1.00,1.93,0.94,2.52,0.00,0.00,0.93,0.92,0.09,0.10,0.07,0.06,0.00,0.00,0.06,0.07,0
'[12:10:46.323 21/01/2026]',1.30,0.88,0.72,0.67,0.00,0.00,0.20,0.22,5.73,5.57,2.05,2.83,0.00,0.00,1.38,1.81,4.70,9.18,2.57,3.56,0.00,0.00,1.97,1.64,1.01,1.98,0.94,2.52,0.00,0.00,0.91,0.87,0.11,0.10,0.07,0.06,0.00,0.00,0.06,0.07,0
'[12:10:46.340 21/01/2026]',1.28,0.89,0.68,0.68,0.00,0.00,0.19,0.21,5.53,5.59,1.97,2.77,0.00,0.00,1.31,1.75,4.53,9.20,2.48,3.49,0.00,0.00,1.91,1.57,1.04,2.02,0.91,2.51,0.00,0.00,0.91,0.83,0.12,0.13,0.07,0.08,0.00,0.00,0.06,0.07,0
'[12:10:46.356 21/01/2026]',1.25,0.95,0.64,0.68,0.00,0.00,0.19,0.21,5.33,5.50,1.90,2.64,0.00,0.00,1.24,1.67,4.34,9.09,2.40,3.35,0.00,0.00,1.86,1.49,1.08,1.94,0.88,2.43,0.00,0.00,0.92,0.80,0.12,0.12,0.07,0.08,0.00,0.00,0.06,0.07,0
'[12:10:46.373 21/01/2026]',1.19,0.91,0.60,0.64,0.00,0.00,0.18,0.20,5.07,5.31,1.82,2.48,0.00,0.00,1.18,1.60,4.12,8.89,2.31,3.18,0.00,0.00,1.81,1.42,1.08,1.84,0.86,2.33,0.00,0.00,0.92,0.78,0.12,0.14,0.07,0.08,0.00,0.00,0.06,0.07,0
'[12:10:46.389 21/01/2026]',1.13,0.92,0.57,0.62,0.00,0.00,0.18,0.19,4.82,5.08,1.76,2.31,0.00,0.00,1.11,1.54,3.90,8.65,2.24,3.00,0.00,0.00,1.77,1.35,1.06,1.75,0.84,2.21,0.00,0.00,0.92,0.77,0.12,0.14,0.06,0.08,0.00,0.00,0.06,0.07,0
'[12:10:46.407 21/01/2026]',1.06,0.89,0.55,0.59,0.00,0.00,0.17,0.19,4.57,4.82,1.70,2.16,0.00,0.00,1.04,1.48,3.70,8.38,2.18,2.84,0.00,0.00,1.73,1.29,1.03,1.72,0.82,2.09,0.00,0.00,0.92,0.75,0.11,0.14,0.06,0.08,0.00,0.00,0.06,0.07,0
'[12:10:46.423 21/01/2026]',1.00,0.85,0.53,0.57,0.00,0.00,0.16,0.19,4.34,4.60,1.65,2.02,0.00,0.00,0.98,1.42,3.51,8.12,2.13,2.70,0.00,0.00,1.69,1.24,1.01,1.70,0.80,1.98,0.00,0.00,0.90,0.74,0.11,0.14,0.06,0.08,0.00,0.00,0.06,0.07,0
'[12:10:46.439 21/01/2026]',0.93,0.80,0.49,0.55,0.00,0.00,0.16,0.18,4.11,4.40,1.59,1.90,0.00,0.00,0.92,1.36,3.35,7.87,2.08,2.58,0.00,0.00,1.65,1.19,1.01,1.68,0.77,1.86,0.00,0.00,0.89,0.73,0.11,0.13,0.06,0.08,0.00,0.00,0.06,0.06,0
'[12:10:46.456 21/01/2026]',0.87,0.79,0.48,0.52,0.00,0.00,0.16,0.18,3.88,4.24,1.52,1.78,0.00,0.00,0.89,1.31,3.19,7.65,2.02,2.46,0.00,0.00,1.59,1.15,1.01,1.66,0.75,1.75,0.00,0.00,0.88,0.73,0.10,0.13,0.06,0.07,0.00,0.00,0.06,0.06,0
'[12:10:46.473 21/01/2026]',0.82,0.78,0.46,0.51,0.00,0.00,0.17,0.18,3.68,4.10,1.46,1.66,0.00,0.00,0.86,1.27,3.05,7.44,1.96,2.34,0.00,0.00,1.55,1.10,1.02,1.64,0.73,1.66,0.00,0.00,0.87,0.72,0.10,0.12,0.05,0.07,0.00,0.00,0.06,0.06,0
'[12:10:46.490 21/01/2026]',0.78,0.76,0.45,0.50,0.00,0.00,0.18,0.18,3.49,3.96,1.40,1.55,0.00,0.00,0.82,1.22,2.92,7.25,1.91,2.23,0.00,0.00,1.50,1.07,1.02,1.62,0.70,1.57,0.00,0.00,0.86,0.72,0.10,0.11,0.05,0.07,0.00,0.00,0.06,0.06,0
'[12:10:46.506 21/01/2026]',0.74,0.75,0.44,0.49,0.00,0.00,0.18,0.17,3.31,3.84,1.34,1.45,0.00,0.00,0.80,1.18,2.80,7.08,1.86,2.13,0.00,0.00,1.46,1.03,1.03,1.61,0.69,1.49,0.00,0.00,0.86,0.75,0.09,0.11,0.05,0.07,0.00,0.00,0.06,0.06,0
'[12:10:46.523 21/01/2026]',0.71,0.74,0.43,0.48,0.00,0.00,0.18,0.17,3.13,3.73,1.29,1.36,0.00,0.00,0.77,1.15,2.70,6.92,1.80,2.07,0.00,0.00,1.42,1.00,1.03,1.59,0.68,1.42,0.00,0.00,0.85,0.77,0.09,0.10,0.05,0.07,0.00,0.00,0.06,0.06,0
'[12:10:46.540 21/01/2026]',0.68,0.73,0.42,0.46,0.00,0.00,0.18,0.17,2.96,3.64,1.24,1.28,0.00,0.00,0.75,1.11,2.61,6.77,1.75,2.07,0.00,0.00,1.38,0.97,1.02,1.56,0.68,1.36,0.00,0.00,0.84,0.80,0.09,0.09,0.05,0.07,0.00,0.00,0.06,0.06,0
'[12:10:46.556 21/01/2026]',0.65,0.73,0.41,0.45,0.00,0.00,0.18,0.17,2.80,3.56,1.19,1.20,0.00,0.00,0.73,1.07,2.53,6.62,1.70,2.06,0.00,0.00,1.35,0.95,1.01,1.55,0.67,1.30,0.00,0.00,0.83,0.83,0.09,0.09,0.04,0.07,0.00,0.00,0.05,0.06,0
'[12:10:46.573 21/01/2026]',0.61,0.71,0.39,0.43,0.00,0.00,0.17,0.18,2.67,3.51,1.14,1.14,0.00,0.00,0.73,1.04,2.47,6.48,1.65,2.04,0.00,0.00,1.32,0.92,1.00,1.54,0.67,1.26,0.00,0.00,0.81,0.87,0.09,0.09,0.04,0.07,0.00,0.00,0.05,0.06,0
'[12:10:46.590 21/01/2026]',0.56,0.68,0.38,0.42,0.00,0.00,0.17,0.17,2.54,3.47,1.10,1.09,0.00,0.00,0.72,1.02,2.41,6.33,1.61,2.03,0.00,0.00,1.30,0.90,1.01,1.54,0.66,1.22,0.00,0.00,0.79,0.91,0.09,0.09,0.04,0.06,0.00,0.00,0.05,0.05,0
'[12:10:46.606 21/01/2026]',0.53,0.66,0.37,0.40,0.00,0.00,0.16,0.17,2.44,3.44,1.06,1.08,0.00,0.00,0.71,0.99,2.35,6.19,1.56,2.01,0.00,0.00,1.27,0.88,1.02,1.53,0.65,1.19,0.00,0.00,0.82,0.94,0.08,0.09,0.04,0.06,0.00,0.00,0.04,0.05,0
'[12:10:46.623 21/01/2026]',0.51,0.63,0.36,0.38,0.00,0.00,0.16,0.17,2.34,3.43,1.02,1.06,0.00,0.00,0.70,0.97,2.29,6.03,1.53,1.99,0.00,0.00,1.25,0.87,1.04,1.52,0.65,1.17,0.00,0.00,0.85,0.98,0.08,0.09,0.04,0.06,0.00,0.00,0.04,0.05,0
'[12:10:46.639 21/01/2026]',0.48,0.62,0.35,0.36,0.00,0.00,0.16,0.16,2.26,3.44,0.98,1.03,0.00,0.00,0.70,0.95,2.24,5.87,1.49,1.95,0.00,0.00,1.22,0.87,1.05,1.49,0.64,1.15,0.00,0.00,0.88,1.01,0.08,0.08,0.04,0.06,0.00,0.00,0.04,0.04,0
'[12:10:46.655 21/01/2026]',0.46,0.61,0.34,0.35,0.00,0.00,0.16,0.16,2.18,3.45,0.95,1.01,0.00,0.00,0.69,0.93,2.19,5.73,1.46,1.92,0.00,0.00,1.20,0.87,1.07,1.46,0.63,1.13,0.00,0.00,0.90,1.04,0.08,0.08,0.04,0.06,0.00,0.00,0.04,0.04,0
'[12:10:46.673 21/01/2026]',0.44,0.60,0.33,0.34,0.00,0.00,0.16,0.15,2.10,3.47,0.92,0.99,0.00,0.00,0.68,0.91,2.14,5.57,1.43,1.89,0.00,0.00,1.17,0.88,1.08,1.42,0.62,1.11,0.00,0.00,0.92,1.07,0.08,0.08,0.04,0.06,0.00,0.00,0.04,0.04,0
'[12:10:46.689 21/01/2026]',0.41,0.60,0.33,0.32,0.00,0.00,0.15,0.15,2.03,3.50,0.89,0.97,0.00,0.00,0.66,0.89,2.09,5.43,1.40,1.86,0.00,0.00,1.14,0.88,1.10,1.40,0.61,1.10,0.00,0.00,0.93,1.10,0.08,0.07,0.04,0.06,0.00,0.00,0.04,0.04,0
'[12:10:46.706 21/01/2026]',0.40,0.59,0.31,0.31,0.00,0.00,0.14,0.14,1.96,3.52,0.87,0.95,0.00,0.00,0.64,0.87,2.05,5.30,1.41,1.84,0.00,0.00,1.11,0.89,1.12,1.42,0.61,1.08,0.00,0.00,0.95,1.12,0.07,0.07,0.04,0.05,0.00,0.00,0.04,0.04,0
'[12:10:46.722 21/01/2026]',0.38,0.60,0.30,0.30,0.00,0.00,0.13,0.14,1.89,3.52,0.85,0.94,0.00,0.00,0.62,0.85,2.00,5.20,1.42,1.81,0.00,0.00,1.09,0.89,1.13,1.45,0.60,1.06,0.00,0.00,0.96,1.14,0.07,0.07,0.03,0.05,0.00,0.00,0.04,0.04,0
'[12:10:46.740 21/01/2026]',0.37,0.61,0.29,0.29,0.00,0.00,0.13,0.13,1.83,3.53,0.83,0.92,0.00,0.00,0.61,0.83,1.98,5.10,1.42,1.79,0.00,0.00,1.06,0.90,1.15,1.47,0.59,1.05,0.00,0.00,0.97,1.16,0.07,0.07,0.03,0.06,0.00,0.00,0.04,0.05,0
'[12:10:46.756 21/01/2026]',0.36,0.62,0.29,0.28,0.00,0.00,0.12,0.12,1.78,3.54,0.82,0.91,0.00,0.00,0.59,0.81,2.00,5.01,1.44,1.76,0.00,0.00,1.03,0.91,1.16,1.50,0.58,1.03,0.00,0.00,0.98,1.18,0.07,0.07,0.03,0.06,0.00,0.00,0.04,0.05,0
'[12:10:46.772 21/01/2026]',0.35,0.62,0.28,0.28,0.00,0.00,0.12,0.12,1.72,3.55,0.81,0.89,0.00,0.00,0.57,0.79,2.02,4.93,1.45,1.74,0.00,0.00,1.01,0.91,1.18,1.53,0.56,1.02,0.00,0.00,1.00,1.20,0.07,0.07,0.03,0.06,0.00,0.00,0.04,0.05,0
'[12:10:46.789 21/01/2026]',0.34,0.62,0.28,0.28,0.00,0.00,0.12,0.12,1.67,3.56,0.80,0.88,0.00,0.00,0.55,0.78,2.05,4.86,1.47,1.71,0.00,0.00,0.98,0.91,1.19,1.56,0.55,1.00,0.00,0.00,1.01,1.22,0.07,0.07,0.03,0.05,0.00,0.00,0.04,0.05,0
'[12:10:46.805 21/01/2026]',0.33,0.62,0.28,0.27,0.00,0.00,0.12,0.13,1.61,3.57,0.78,0.86,0.00,0.00,0.54,0.77,2.07,4.79,1.49,1.69,0.00,0.00,0.96,0.91,1.20,1.59,0.54,0.98,0.00,0.00,1.02,1.24,0.07,0.07,0.03,0.05,0.00,0.00,0.04,0.05,0
'[12:10:46.822 21/01/2026]',0.33,0.63,0.28,0.27,0.00,0.00,0.13,0.13,1.56,3.58,0.78,0.84,0.00,0.00,0.52,0.76,2.09,4.74,1.50,1.67,0.00,0.00,0.92,0.91,1.21,1.61,0.53,0.97,0.00,0.00,1.04,1.26,0.07,0.06,0.03,0.05,0.00,0.00,0.04,0.05,0
'[12:10:46.839 21/01/2026]',0.33,0.63,0.29,0.27,0.00,0.00,0.13,0.14,1.51,3.59,0.78,0.82,0.00,0.00,0.49,0.75,2.10,4.67,1.50,1.64,0.00,0.00,0.89,0.90,1.23,1.62,0.52,0.95,0.00,0.00,1.05,1.27,0.07,0.07,0.03,0.05,0.00,0.00,0.04,0.05,0
'[12:10:46.856 21/01/2026]',0.32,0.64,0.28,0.27,0.00,0.00,0.12,0.14,1.44,3.60,0.78,0.79,0.00,0.00,0.47,0.73,2.11,4.62,1.51,1.61,0.00,0.00,0.85,0.89,1.24,1.63,0.51,0.93,0.00,0.00,1.07,1.28,0.07,0.07,0.04,0.05,0.00,0.00,0.04,0.05,0
'[12:10:46.872 21/01/2026]',0.30,0.64,0.28,0.26,0.00,0.00,0.11,0.14,1.38,3.59,0.77,0.76,0.00,0.00,0.44,0.72,2.11,4.56,1.52,1.57,0.00,0.00,0.82,0.89,1.26,1.64,0.50,0.90,0.00,0.00,1.09,1.29,0.07,0.07,0.04,0.05,0.00,0.00,0.04,0.05,0
'[12:10:46.889 21/01/2026]',0.30,0.63,0.27,0.25,0.00,0.00,0.10,0.14,1.32,3.59,0.78,0.73,0.00,0.00,0.41,0.70,2.10,4.51,1.51,1.54,0.00,0.00,0.79,0.88,1.26,1.65,0.48,0.88,0.00,0.00,1.10,1.29,0.07,0.08,0.04,0.05,0.00,0.00,0.04,0.05,0
'[12:10:46.906 21/01/2026]',0.31,0.63,0.26,0.23,0.00,0.00,0.10,0.13,1.25,3.56,0.79,0.70,0.00,0.00,0.39,0.69,2.08,4.43,1.51,1.50,0.00,0.00,0.76,0.88,1.25,1.62,0.47,0.87,0.00,0.00,1.11,1.29,0.07,0.07,0.04,0.05,0.00,0.00,0.04,0.05,0
'[12:10:46.923 21/01/2026]',0.29,0.62,0.26,0.22,0.00,0.00,0.09,0.13,1.17,3.54,0.79,0.67,0.00,0.00,0.37,0.67,2.05,4.36,1.48,1.47,0.00,0.00,0.73,0.87,1.23,1.60,0.48,0.86,0.00,0.00,1.12,1.30,0.07,0.07,0.04,0.05,0.00,0.00,0.04,0.05,0
'[12:10:46.940 21/01/2026]',0.28,0.59,0.26,0.21,0.00,0.00,0.09,0.13,1.09,3.48,0.79,0.65,0.00,0.00,0.34,0.65,2.01,4.31,1.46,1.43,0.00,0.00,0.70,0.87,1.21,1.57,0.51,0.85,0.00,0.00,1.13,1.29,0.07,0.07,0.04,0.05,0.00,0.00,0.04,0.05,0
'[12:10:46.956 21/01/2026]',0.28,0.56,0.26,0.19,0.00,0.00,0.09,0.13,1.02,3.43,0.79,0.63,0.00,0.00,0.32,0.64,1.98,4.25,1.44,1.39,0.00,0.00,0.67,0.87,1.18,1.53,0.54,0.85,0.00,0.00,1.14,1.29,0.07,0.07,0.04,0.04,0.00,0.00,0.04,0.05,0
'[12:10:46.973 21/01/2026]',0.27,0.53,0.26,0.18,0.00,0.00,0.08,0.12,0.94,3.39,0.78,0.61,0.00,0.00,0.32,0.62,1.94,4.21,1.41,1.36,0.00,0.00,0.65,0.86,1.16,1.50,0.57,0.84,0.00,0.00,1.14,1.29,0.07,0.07,0.05,0.04,0.00,0.00,0.04,0.05,0
'[12:10:46.995 21/01/2026]',0.26,0.51,0.26,0.17,0.00,0.00,0.09,0.12,0.88,3.33,0.77,0.59,0.00,0.00,0.32,0.62,1.91,4.15,1.38,1.32,0.00,0.00,0.63,0.86,1.14,1.49,0.61,0.85,0.00,0.00,1.14,1.28,0.07,0.07,0.05,0.04,0.00,0.00,0.04,0.05,0
'[12:10:47.006 21/01/2026]',0.25,0.49,0.27,0.16,0.00,0.00,0.09,0.11,0.82,3.28,0.76,0.58,0.00,0.00,0.32,0.61,1.87,4.10,1.34,1.29,0.00,0.00,0.62,0.85,1.13,1.48,0.65,0.85,0.00,0.00,1.14,1.28,0.07,0.07,0.05,0.04,0.00,0.00,0.04,0.05,0
'[12:10:47.023 21/01/2026]',0.24,0.47,0.28,0.16,0.00,0.00,0.09,0.11,0.77,3.23,0.74,0.56,0.00,0.00,0.32,0.60,1.83,4.05,1.30,1.25,0.00,0.00,0.61,0.84,1.13,1.47,0.68,0.86,0.00,0.00,1.13,1.27,0.07,0.07,0.05,0.04,0.00,0.00,0.04,0.05,0
'[12:10:47.039 21/01/2026]',0.23,0.45,0.28,0.15,0.00,0.00,0.09,0.10,0.72,3.18,0.72,0.54,0.00,0.00,0.31,0.60,1.80,4.00,1.25,1.22,0.00,0.00,0.60,0.83,1.12,1.46,0.71,0.87,0.00,0.00,1.13,1.26,0.07,0.07,0.05,0.04,0.00,0.00,0.04,0.05,0
'[12:10:47.056 21/01/2026]',0.22,0.46,0.27,0.15,0.00,0.00,0.09,0.10,0.68,3.13,0.70,0.52,0.00,0.00,0.31,0.60,1.76,3.94,1.21,1.18,0.00,0.00,0.59,0.81,1.12,1.44,0.75,0.88,0.00,0.00,1.12,1.25,0.07,0.07,0.05,0.04,0.00,0.00,0.04,0.05,0
'[12:10:47.073 21/01/2026]',0.21,0.46,0.27,0.15,0.00,0.00,0.09,0.09,0.65,3.08,0.67,0.51,0.00,0.00,0.31,0.60,1.73,3.89,1.18,1.15,0.00,0.00,0.60,0.80,1.11,1.42,0.78,0.90,0.00,0.00,1.11,1.24,0.07,0.07,0.05,0.04,0.00,0.00,0.04,0.05,0
'[12:10:47.089 21/01/2026]',0.19,0.46,0.26,0.15,0.00,0.00,0.09,0.09,0.63,3.02,0.65,0.48,0.00,0.00,0.32,0.60,1.71,3.83,1.17,1.10,0.00,0.00,0.60,0.78,1.11,1.41,0.80,0.92,0.00,0.00,1.10,1.23,0.07,0.07,0.05,0.04,0.00,0.00,0.04,0.05,0
'[12:10:47.106 21/01/2026]',0.19,0.46,0.26,0.15,0.00,0.00,0.09,0.09,0.61,2.97,0.63,0.46,0.00,0.00,0.32,0.60,1.69,3.77,1.16,1.06,0.00,0.00,0.60,0.77,1.09,1.39,0.83,0.94,0.00,0.00,1.09,1.22,0.06,0.06,0.05,0.04,0.00,0.00,0.04,0.05,0
'[12:10:47.139 21/01/2026]',0.18,0.46,0.26,0.15,0.00,0.00,0.09,0.08,0.59,2.92,0.61,0.44,0.00,0.00,0.32,0.59,1.67,3.70,1.15,1.02,0.00,0.00,0.60,0.75,1.08,1.39,0.85,0.95,0.00,0.00,1.07,1.22,0.06,0.06,0.05,0.04,0.00,0.00,0.04,0.05,0
'[12:10:47.202 21/01/2026]',0.18,0.47,0.26,0.15,0.00,0.00,0.09,0.09,0.58,2.87,0.60,0.42,0.00,0.00,0.33,0.59,1.65,3.63,1.13,1.01,0.00,0.00,0.58,0.73,1.06,1.39,0.87,0.97,0.00,0.00,1.05,1.21,0.06,0.06,0.05,0.04,0.00,0.00,0.04,0.05,0
'[12:10:47.264 21/01/2026]',0.17,0.45,0.25,0.15,0.00,0.00,0.09,0.08,0.56,2.80,0.60,0.40,0.00,0.00,0.33,0.58,1.64,3.55,1.11,1.03,0.00,0.00,0.56,0.72,1.03,1.40,0.90,0.98,0.00,0.00,1.03,1.20,0.06,0.06,0.05,0.04,0.00,0.00,0.04,0.05,0
'[12:10:47.333 21/01/2026]',0.17,0.43,0.25,0.14,0.00,0.00,0.10,0.09,0.55,2.72,0.59,0.40,0.00,0.00,0.32,0.58,1.63,3.45,1.08,1.04,0.00,0.00,0.54,0.72,0.99,1.39,0.92,0.99,0.00,0.00,1.02,1.20,0.06,0.06,0.05,0.04,0.00,0.00,0.04,0.05,0
'[12:10:47.403 21/01/2026]',0.16,0.43,0.25,0.14,0.00,0.00,0.10,0.09,0.54,2.61,0.57,0.40,0.00,0.00,0.34,0.58,1.63,3.33,1.04,1.05,0.00,0.00,0.53,0.73,0.97,1.35,0.95,0.99,0.00,0.00,1.02,1.19,0.06,0.06,0.05,0.04,0.00,0.00,0.04,0.05,0
'[12:10:47.472 21/01/2026]',0.15,0.43,0.25,0.14,0.00,0.00,0.10,0.09,0.52,2.51,0.55,0.39,0.00,0.00,0.37,0.60,1.64,3.22,1.00,1.06,0.00,0.00,0.55,0.73,0.95,1.32,0.97,0.99,0.00,0.00,1.02,1.20,0.05,0.06,0.05,0.04,0.00,0.00,0.04,0.05,0
'[12:10:47.539 21/01/2026]',0.15,0.43,0.23,0.14,0.00,0.00,0.10,0.10,0.52,2.39,0.52,0.38,0.00,0.00,0.39,0.62,1.65,3.09,0.95,1.07,0.00,0.00,0.58,0.75,0.94,1.30,0.99,1.00,0.00,0.00,1.02,1.21,0.05,0.06,0.05,0.04,0.00,0.00,0.04,0.05,0
'[12:10:47.612 21/01/2026]',0.15,0.43,0.24,0.14,0.00,0.00,0.11,0.10,0.51,2.27,0.49,0.38,0.00,0.00,0.41,0.64,1.67,2.97,0.89,1.08,0.00,0.00,0.61,0.78,0.92,1.28,1.00,0.99,0.00,0.00,1.02,1.22,0.05,0.06,0.05,0.04,0.00,0.00,0.04,0.05,0
'[12:10:47.680 21/01/2026]',0.14,0.41,0.23,0.14,0.00,0.00,0.11,0.11,0.49,2.14,0.48,0.39,0.00,0.00,0.41,0.66,1.69,2.83,0.91,1.11,0.00,0.00,0.66,0.81,0.89,1.23,1.00,0.96,0.00,0.00,0.99,1.21,0.05,0.06,0.05,0.04,0.00,0.00,0.04,0.05,0
'[12:10:47.748 21/01/2026]',0.13,0.39,0.22,0.14,0.00,0.00,0.10,0.11,0.48,2.01,0.47,0.40,0.00,0.00,0.40,0.66,1.71,2.69,0.93,1.14,0.00,0.00,0.71,0.87,0.85,1.20,0.99,0.94,0.00,0.00,0.96,1.19,0.05,0.06,0.05,0.04,0.00,0.00,0.05,0.05,0
'[12:10:47.815 21/01/2026]',0.13,0.37,0.21,0.13,0.00,0.00,0.10,0.10,0.45,1.87,0.47,0.41,0.00,0.00,0.39,0.65,1.74,2.54,0.95,1.17,0.00,0.00,0.76,0.92,0.82,1.18,0.97,0.90,0.00,0.00,0.93,1.17,0.05,0.06,0.06,0.04,0.00,0.00,0.04,0.05,0
'[12:10:47.882 21/01/2026]',0.13,0.37,0.21,0.13,0.00,0.00,0.10,0.10,0.43,1.75,0.47,0.42,0.00,0.00,0.38,0.64,1.77,2.41,0.95,1.20,0.00,0.00,0.82,0.97,0.79,1.16,0.94,0.86,0.00,0.00,0.90,1.14,0.05,0.06,0.05,0.04,0.00,0.00,0.04,0.05,0
'[12:10:47.949 21/01/2026]',0.12,0.37,0.20,0.13,0.00,0.00,0.09,0.10,0.41,1.67,0.46,0.41,0.00,0.00,0.37,0.63,1.79,2.28,0.94,1.23,0.00,0.00,0.87,1.03,0.76,1.12,0.90,0.81,0.00,0.00,0.88,1.13,0.05,0.06,0.05,0.04,0.00,0.00,0.05,0.05,0
