'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[12:47:03.372 20/01/2026]',0.39,0.30,0.21,0.22,0.00,0.00,0.21,0.18,3.45,2.21,2.33,1.67,0.00,0.00,1.16,1.17,2.96,1.75,2.57,2.51,0.00,0.00,1.86,1.90,2.12,1.19,1.32,1.15,0.00,0.00,0.92,0.90,0.19,0.06,0.09,0.06,0.00,0.00,0.07,0.09,0
'[12:47:03.389 20/01/2026]',0.39,0.30,0.20,0.21,0.00,0.00,0.22,0.19,3.47,2.21,2.31,1.64,0.00,0.00,1.17,1.27,3.08,1.85,2.51,2.43,0.00,0.00,1.88,1.97,2.14,1.19,1.33,1.15,0.00,0.00,0.87,0.93,0.19,0.06,0.08,0.06,0.00,0.00,0.07,0.09,0
'[12:47:03.405 20/01/2026]',0.40,0.31,0.20,0.20,0.00,0.00,0.25,0.19,3.51,2.21,2.30,1.62,0.00,0.00,1.13,1.36,3.19,1.93,2.44,2.35,0.00,0.00,1.91,2.03,2.16,1.19,1.34,1.15,0.00,0.00,0.85,0.95,0.18,0.06,0.09,0.06,0.00,0.00,0.07,0.09,0
'[12:47:03.422 20/01/2026]',0.42,0.32,0.21,0.21,0.00,0.00,0.28,0.20,3.54,2.21,2.29,1.60,0.00,0.00,1.09,1.44,3.30,2.01,2.37,2.27,0.00,0.00,1.93,2.10,2.18,1.19,1.38,1.17,0.00,0.00,0.84,0.97,0.18,0.06,0.09,0.06,0.00,0.00,0.07,0.09,0
'[12:47:03.439 20/01/2026]',0.43,0.33,0.22,0.22,0.00,0.00,0.28,0.20,3.58,2.22,2.27,1.59,0.00,0.00,1.07,1.52,3.38,2.08,2.42,2.20,0.00,0.00,1.95,2.16,2.21,1.20,1.41,1.19,0.00,0.00,0.85,0.99,0.18,0.07,0.08,0.06,0.00,0.00,0.07,0.09,0
'[12:47:03.455 20/01/2026]',0.44,0.33,0.23,0.23,0.00,0.00,0.28,0.21,3.62,2.23,2.26,1.59,0.00,0.00,1.05,1.60,3.47,2.14,2.50,2.14,0.00,0.00,1.97,2.23,2.23,1.20,1.45,1.21,0.00,0.00,0.86,1.02,0.18,0.07,0.08,0.07,0.00,0.00,0.07,0.09,0
'[12:47:03.472 20/01/2026]',0.45,0.34,0.24,0.24,0.00,0.00,0.29,0.21,3.66,2.24,2.25,1.58,0.00,0.00,1.03,1.68,3.54,2.19,2.58,2.08,0.00,0.00,1.98,2.30,2.25,1.20,1.48,1.23,0.00,0.00,0.87,1.04,0.18,0.07,0.08,0.07,0.00,0.00,0.07,0.10,0
'[12:47:03.488 20/01/2026]',0.45,0.34,0.25,0.24,0.00,0.00,0.29,0.22,3.70,2.26,2.25,1.58,0.00,0.00,1.02,1.75,3.60,2.24,2.66,2.02,0.00,0.00,2.02,2.36,2.28,1.21,1.51,1.25,0.00,0.00,0.88,1.07,0.17,0.07,0.08,0.07,0.00,0.00,0.07,0.10,0
'[12:47:03.505 20/01/2026]',0.45,0.34,0.25,0.24,0.00,0.00,0.28,0.22,3.75,2.27,2.26,1.59,0.00,0.00,1.03,1.81,3.64,2.27,2.71,2.00,0.00,0.00,2.04,2.44,2.33,1.22,1.55,1.28,0.00,0.00,0.91,1.13,0.16,0.07,0.08,0.08,0.00,0.00,0.07,0.11,0
'[12:47:03.522 20/01/2026]',0.45,0.34,0.25,0.27,0.00,0.00,0.27,0.27,3.79,2.29,2.27,1.62,0.00,0.00,1.05,1.89,3.68,2.29,2.77,2.01,0.00,0.00,2.06,2.56,2.38,1.24,1.58,1.33,0.00,0.00,0.93,1.22,0.16,0.07,0.07,0.08,0.00,0.00,0.07,0.11,0
'[12:47:03.539 20/01/2026]',0.48,0.33,0.28,0.29,0.00,0.00,0.29,0.32,3.81,2.31,2.26,1.65,0.00,0.00,1.05,1.97,3.68,2.31,2.79,2.03,0.00,0.00,2.04,2.68,2.45,1.26,1.64,1.38,0.00,0.00,0.98,1.30,0.16,0.07,0.07,0.09,0.00,0.00,0.08,0.12,0
'[12:47:03.556 20/01/2026]',0.52,0.34,0.31,0.34,0.00,0.00,0.31,0.37,3.82,2.31,2.24,1.66,0.00,0.00,1.06,2.03,3.68,2.32,2.81,2.01,0.00,0.00,2.02,2.84,2.52,1.30,1.69,1.48,0.00,0.00,1.03,1.41,0.16,0.07,0.07,0.09,0.00,0.00,0.08,0.14,0
'[12:47:03.572 20/01/2026]',0.55,0.35,0.34,0.39,0.00,0.00,0.33,0.41,3.84,2.32,2.23,1.67,0.00,0.00,1.06,2.09,3.68,2.32,2.82,2.07,0.00,0.00,2.00,2.99,2.58,1.33,1.74,1.57,0.00,0.00,1.07,1.51,0.17,0.07,0.08,0.10,0.00,0.00,0.08,0.15,0
'[12:47:03.588 20/01/2026]',0.58,0.36,0.36,0.44,0.00,0.00,0.35,0.46,3.85,2.32,2.22,1.68,0.00,0.00,1.07,2.14,3.68,2.33,2.84,2.12,0.00,0.00,1.99,3.14,2.64,1.36,1.78,1.66,0.00,0.00,1.11,1.61,0.17,0.07,0.08,0.11,0.00,0.00,0.09,0.17,0
'[12:47:03.606 20/01/2026]',0.60,0.37,0.39,0.49,0.00,0.00,0.37,0.50,3.86,2.32,2.21,1.69,0.00,0.00,1.07,2.18,3.68,2.34,2.85,2.17,0.00,0.00,1.97,3.27,2.70,1.39,1.82,1.73,0.00,0.00,1.15,1.69,0.17,0.08,0.09,0.11,0.00,0.00,0.09,0.19,0
'[12:47:03.624 20/01/2026]',0.66,0.38,0.42,0.53,0.00,0.00,0.37,0.53,3.88,2.33,2.20,1.70,0.00,0.00,1.06,2.23,3.65,2.35,2.85,2.22,0.00,0.00,1.95,3.39,2.73,1.41,1.85,1.81,0.00,0.00,1.20,1.78,0.17,0.08,0.09,0.12,0.00,0.00,0.09,0.20,0
'[12:47:03.639 20/01/2026]',0.69,0.40,0.44,0.59,0.00,0.00,0.39,0.58,3.87,2.33,2.16,1.73,0.00,0.00,1.04,2.28,3.57,2.34,2.79,2.29,0.00,0.00,1.99,3.53,2.74,1.43,1.85,1.88,0.00,0.00,1.22,1.84,0.17,0.08,0.08,0.13,0.00,0.00,0.09,0.20,0
'[12:47:03.655 20/01/2026]',0.72,0.42,0.45,0.62,0.00,0.00,0.37,0.59,3.86,2.34,2.11,1.76,0.00,0.00,0.98,2.32,3.48,2.34,2.73,2.43,0.00,0.00,2.11,3.71,2.73,1.44,1.82,1.92,0.00,0.00,1.25,1.88,0.16,0.08,0.08,0.14,0.00,0.00,0.08,0.19,0
'[12:47:03.673 20/01/2026]',0.75,0.43,0.45,0.67,0.00,0.00,0.34,0.59,3.84,2.37,2.06,1.82,0.00,0.00,0.92,2.35,3.40,2.37,2.68,2.56,0.00,0.00,2.22,3.87,2.72,1.45,1.80,1.94,0.00,0.00,1.27,1.92,0.15,0.08,0.08,0.15,0.00,0.00,0.08,0.18,0
'[12:47:03.689 20/01/2026]',0.78,0.45,0.46,0.71,0.00,0.00,0.32,0.59,3.83,2.39,2.02,1.88,0.00,0.00,0.87,2.38,3.35,2.39,2.63,2.67,0.00,0.00,2.32,4.02,2.71,1.46,1.78,1.96,0.00,0.00,1.29,1.96,0.15,0.08,0.08,0.15,0.00,0.00,0.08,0.17,0
'[12:47:03.706 20/01/2026]',0.80,0.47,0.46,0.75,0.00,0.00,0.30,0.59,3.82,2.41,1.97,1.93,0.00,0.00,0.82,2.41,3.33,2.41,2.58,2.78,0.00,0.00,2.41,4.16,2.70,1.47,1.76,1.98,0.00,0.00,1.31,2.00,0.14,0.09,0.08,0.15,0.00,0.00,0.07,0.16,0
'[12:47:03.722 20/01/2026]',0.80,0.48,0.45,0.78,0.00,0.00,0.28,0.59,3.80,2.42,1.93,2.03,0.00,0.00,0.84,2.43,3.30,2.42,2.52,2.88,0.00,0.00,2.50,4.29,2.69,1.48,1.73,2.00,0.00,0.00,1.33,2.03,0.14,0.09,0.08,0.16,0.00,0.00,0.08,0.15,0
'[12:47:03.738 20/01/2026]',0.78,0.51,0.44,0.77,0.00,0.00,0.29,0.58,3.79,2.46,1.89,2.13,0.00,0.00,0.88,2.47,3.29,2.46,2.46,2.99,0.00,0.00,2.60,4.42,2.69,1.51,1.72,2.00,0.00,0.00,1.33,2.08,0.13,0.09,0.08,0.15,0.00,0.00,0.07,0.17,0
'[12:47:03.754 20/01/2026]',0.77,0.50,0.42,0.75,0.00,0.00,0.30,0.60,3.78,2.51,1.86,2.25,0.00,0.00,0.92,2.60,3.27,2.52,2.41,3.08,0.00,0.00,2.69,4.55,2.69,1.56,1.70,2.02,0.00,0.00,1.33,2.19,0.13,0.08,0.08,0.15,0.00,0.00,0.07,0.16,0
'[12:47:03.772 20/01/2026]',0.76,0.49,0.41,0.73,0.00,0.00,0.30,0.61,3.77,2.56,1.82,2.35,0.00,0.00,0.95,2.71,3.26,2.57,2.36,3.16,0.00,0.00,2.78,4.67,2.69,1.61,1.69,2.04,0.00,0.00,1.33,2.29,0.12,0.09,0.08,0.15,0.00,0.00,0.07,0.16,0
'[12:47:03.788 20/01/2026]',0.75,0.48,0.40,0.71,0.00,0.00,0.30,0.62,3.76,2.61,1.79,2.45,0.00,0.00,0.98,2.81,3.25,2.62,2.31,3.23,0.00,0.00,2.85,4.79,2.69,1.65,1.68,2.05,0.00,0.00,1.34,2.38,0.12,0.09,0.07,0.14,0.00,0.00,0.07,0.16,0
'[12:47:03.809 20/01/2026]',0.74,0.47,0.39,0.69,0.00,0.00,0.31,0.64,3.75,2.65,1.76,2.55,0.00,0.00,1.01,2.91,3.23,2.67,2.26,3.29,0.00,0.00,2.93,4.89,2.69,1.69,1.67,2.06,0.00,0.00,1.34,2.47,0.12,0.09,0.07,0.14,0.00,0.00,0.07,0.16,0
'[12:47:03.822 20/01/2026]',0.74,0.47,0.38,0.68,0.00,0.00,0.31,0.69,3.74,2.69,1.74,2.63,0.00,0.00,1.03,3.00,3.24,2.71,2.21,3.36,0.00,0.00,3.00,4.99,2.71,1.72,1.66,2.08,0.00,0.00,1.33,2.55,0.12,0.10,0.07,0.14,0.00,0.00,0.06,0.15,0
'[12:47:03.839 20/01/2026]',0.75,0.46,0.38,0.66,0.00,0.00,0.30,0.71,3.73,2.73,1.72,2.72,0.00,0.00,1.03,3.10,3.27,2.76,2.16,3.40,0.00,0.00,3.06,5.14,2.73,1.76,1.66,2.09,0.00,0.00,1.31,2.68,0.12,0.10,0.08,0.14,0.00,0.00,0.06,0.16,0
'[12:47:03.855 20/01/2026]',0.76,0.47,0.38,0.62,0.00,0.00,0.29,0.73,3.72,2.78,1.70,2.84,0.00,0.00,1.04,3.24,3.30,2.81,2.11,3.40,0.00,0.00,3.12,5.29,2.75,1.79,1.66,2.08,0.00,0.00,1.30,2.79,0.12,0.09,0.08,0.15,0.00,0.00,0.06,0.16,0
'[12:47:03.872 20/01/2026]',0.76,0.48,0.38,0.58,0.00,0.00,0.29,0.74,3.72,2.83,1.68,2.94,0.00,0.00,1.05,3.36,3.32,2.86,2.07,3.40,0.00,0.00,3.18,5.43,2.76,1.82,1.66,2.07,0.00,0.00,1.28,2.89,0.12,0.10,0.09,0.15,0.00,0.00,0.06,0.16,0
'[12:47:03.889 20/01/2026]',0.77,0.49,0.38,0.55,0.00,0.00,0.28,0.76,3.71,2.88,1.66,3.04,0.00,0.00,1.05,3.47,3.35,2.91,2.03,3.41,0.00,0.00,3.23,5.56,2.78,1.84,1.66,2.06,0.00,0.00,1.27,2.98,0.12,0.10,0.09,0.16,0.00,0.00,0.06,0.16,0
'[12:47:03.907 20/01/2026]',0.78,0.50,0.38,0.52,0.00,0.00,0.28,0.78,3.71,2.92,1.65,3.13,0.00,0.00,1.06,3.58,3.37,2.95,1.99,3.41,0.00,0.00,3.27,5.68,2.80,1.86,1.66,2.05,0.00,0.00,1.26,3.07,0.12,0.11,0.09,0.16,0.00,0.00,0.06,0.16,0
'[12:47:03.922 20/01/2026]',0.83,0.50,0.39,0.49,0.00,0.00,0.28,0.79,3.68,2.96,1.64,3.22,0.00,0.00,1.06,3.67,3.42,2.98,1.95,3.41,0.00,0.00,3.32,5.79,2.79,1.88,1.64,2.04,0.00,0.00,1.24,3.15,0.12,0.11,0.10,0.17,0.00,0.00,0.06,0.16,0
'[12:47:03.938 20/01/2026]',0.84,0.53,0.39,0.48,0.00,0.00,0.29,0.77,3.62,2.98,1.61,3.29,0.00,0.00,1.05,3.78,3.49,3.03,1.88,3.39,0.00,0.00,3.35,5.95,2.77,1.88,1.62,2.02,0.00,0.00,1.21,3.21,0.13,0.11,0.09,0.17,0.00,0.00,0.06,0.16,0
'[12:47:03.955 20/01/2026]',0.83,0.54,0.38,0.47,0.00,0.00,0.28,0.77,3.54,2.98,1.58,3.33,0.00,0.00,1.05,3.85,3.53,3.07,1.82,3.35,0.00,0.00,3.38,6.11,2.71,1.86,1.57,1.98,0.00,0.00,1.18,3.27,0.13,0.11,0.09,0.16,0.00,0.00,0.06,0.16,0
'[12:47:03.972 20/01/2026]',0.79,0.53,0.37,0.46,0.00,0.00,0.28,0.77,3.42,2.95,1.53,3.35,0.00,0.00,1.06,3.90,3.55,3.07,1.74,3.28,0.00,0.00,3.39,6.26,2.61,1.81,1.51,1.92,0.00,0.00,1.14,3.31,0.12,0.11,0.09,0.16,0.00,0.00,0.06,0.15,0
'[12:47:03.989 20/01/2026]',0.76,0.51,0.35,0.43,0.00,0.00,0.28,0.76,3.31,2.89,1.48,3.36,0.00,0.00,1.07,3.94,3.57,3.06,1.66,3.21,0.00,0.00,3.40,6.41,2.52,1.74,1.46,1.85,0.00,0.00,1.10,3.34,0.11,0.11,0.09,0.16,0.00,0.00,0.06,0.15,0
'[12:47:04.005 20/01/2026]',0.73,0.49,0.34,0.40,0.00,0.00,0.28,0.75,3.21,2.84,1.44,3.36,0.00,0.00,1.08,3.97,3.58,3.04,1.64,3.19,0.00,0.00,3.41,6.54,2.44,1.67,1.43,1.78,0.00,0.00,1.07,3.37,0.11,0.11,0.09,0.16,0.00,0.00,0.06,0.15,0
'[12:47:04.022 20/01/2026]',0.73,0.47,0.36,0.37,0.00,0.00,0.29,0.74,3.10,2.79,1.38,3.36,0.00,0.00,1.09,4.01,3.61,3.03,1.66,3.25,0.00,0.00,3.41,6.67,2.33,1.61,1.38,1.78,0.00,0.00,1.03,3.39,0.12,0.11,0.08,0.16,0.00,0.00,0.06,0.14,0
'[12:47:04.038 20/01/2026]',0.74,0.46,0.38,0.38,0.00,0.00,0.30,0.73,2.99,2.73,1.33,3.40,0.00,0.00,1.09,4.04,3.62,3.01,1.67,3.31,0.00,0.00,3.47,6.78,2.24,1.56,1.34,1.76,0.00,0.00,1.01,3.42,0.12,0.11,0.09,0.15,0.00,0.00,0.06,0.13,0
'[12:47:04.055 20/01/2026]',0.76,0.45,0.41,0.39,0.00,0.00,0.31,0.73,2.94,2.68,1.39,3.44,0.00,0.00,1.09,4.07,3.59,2.97,1.69,3.37,0.00,0.00,3.57,6.89,2.22,1.51,1.34,1.74,0.00,0.00,1.01,3.45,0.12,0.11,0.09,0.16,0.00,0.00,0.06,0.13,0
'[12:47:04.073 20/01/2026]',0.77,0.43,0.43,0.41,0.00,0.00,0.31,0.74,2.89,2.65,1.45,3.52,0.00,0.00,1.09,4.11,3.57,2.92,1.77,3.46,0.00,0.00,3.65,6.99,2.21,1.50,1.34,1.73,0.00,0.00,1.01,3.46,0.13,0.12,0.10,0.16,0.00,0.00,0.07,0.13,0
'[12:47:04.089 20/01/2026]',0.78,0.41,0.45,0.43,0.00,0.00,0.32,0.75,2.84,2.62,1.51,3.60,0.00,0.00,1.09,4.15,3.54,2.86,1.84,3.54,0.00,0.00,3.73,7.08,2.20,1.49,1.35,1.73,0.00,0.00,1.02,3.48,0.14,0.12,0.10,0.16,0.00,0.00,0.07,0.13,0
'[12:47:04.106 20/01/2026]',0.78,0.39,0.47,0.44,0.00,0.00,0.32,0.75,2.79,2.59,1.57,3.67,0.00,0.00,1.08,4.19,3.52,2.81,1.91,3.62,0.00,0.00,3.80,7.17,2.18,1.48,1.37,1.72,0.00,0.00,1.02,3.50,0.14,0.13,0.11,0.16,0.00,0.00,0.07,0.12,0
'[12:47:04.122 20/01/2026]',0.80,0.37,0.49,0.46,0.00,0.00,0.32,0.76,2.77,2.57,1.62,3.73,0.00,0.00,1.08,4.22,3.46,2.77,2.00,3.69,0.00,0.00,3.88,7.25,2.19,1.47,1.39,1.72,0.00,0.00,1.03,3.52,0.14,0.13,0.11,0.16,0.00,0.00,0.07,0.12,0
'[12:47:04.140 20/01/2026]',0.81,0.36,0.50,0.47,0.00,0.00,0.32,0.75,2.74,2.56,1.68,3.79,0.00,0.00,1.08,4.24,3.42,2.71,2.08,3.76,0.00,0.00,3.95,7.33,2.20,1.48,1.41,1.73,0.00,0.00,1.04,3.52,0.15,0.13,0.11,0.15,0.00,0.00,0.07,0.12,0
'[12:47:04.156 20/01/2026]',0.81,0.34,0.51,0.48,0.00,0.00,0.32,0.75,2.72,2.56,1.72,3.85,0.00,0.00,1.08,4.26,3.37,2.65,2.15,3.84,0.00,0.00,4.02,7.41,2.21,1.49,1.44,1.73,0.00,0.00,1.05,3.53,0.16,0.13,0.11,0.15,0.00,0.00,0.07,0.11,0
'[12:47:04.173 20/01/2026]',0.82,0.34,0.52,0.49,0.00,0.00,0.32,0.74,2.69,2.55,1.77,3.90,0.00,0.00,1.07,4.27,3.33,2.60,2.21,3.90,0.00,0.00,4.08,7.48,2.21,1.50,1.46,1.74,0.00,0.00,1.06,3.54,0.17,0.13,0.11,0.15,0.00,0.00,0.07,0.11,0
'[12:47:04.189 20/01/2026]',0.83,0.35,0.53,0.50,0.00,0.00,0.32,0.73,2.67,2.55,1.81,3.95,0.00,0.00,1.07,4.29,3.30,2.56,2.28,3.96,0.00,0.00,4.14,7.54,2.22,1.50,1.47,1.75,0.00,0.00,1.06,3.54,0.17,0.13,0.11,0.14,0.00,0.00,0.07,0.11,0
'[12:47:04.206 20/01/2026]',0.84,0.35,0.54,0.51,0.00,0.00,0.32,0.73,2.66,2.55,1.85,4.00,0.00,0.00,1.07,4.31,3.26,2.55,2.33,4.02,0.00,0.00,4.19,7.60,2.23,1.51,1.49,1.76,0.00,0.00,1.07,3.55,0.18,0.13,0.11,0.14,0.00,0.00,0.07,0.10,0
'[12:47:04.223 20/01/2026]',0.84,0.35,0.55,0.51,0.00,0.00,0.32,0.72,2.64,2.54,1.88,4.04,0.00,0.00,1.07,4.32,3.23,2.62,2.39,4.07,0.00,0.00,4.24,7.66,2.23,1.52,1.51,1.76,0.00,0.00,1.08,3.55,0.19,0.14,0.11,0.13,0.00,0.00,0.07,0.10,0
'[12:47:04.239 20/01/2026]',0.87,0.35,0.55,0.52,0.00,0.00,0.32,0.72,2.62,2.54,1.92,4.08,0.00,0.00,1.07,4.33,3.20,2.69,2.43,4.12,0.00,0.00,4.28,7.71,2.24,1.53,1.52,1.77,0.00,0.00,1.08,3.56,0.19,0.14,0.11,0.13,0.00,0.00,0.07,0.10,0
'[12:47:04.256 20/01/2026]',0.89,0.36,0.56,0.53,0.00,0.00,0.32,0.71,2.61,2.54,1.95,4.12,0.00,0.00,1.06,4.35,3.17,2.75,2.48,4.16,0.00,0.00,4.33,7.76,2.24,1.53,1.54,1.77,0.00,0.00,1.09,3.56,0.20,0.15,0.11,0.13,0.00,0.00,0.07,0.10,0
'[12:47:04.272 20/01/2026]',0.91,0.36,0.57,0.53,0.00,0.00,0.32,0.71,2.59,2.53,1.97,4.15,0.00,0.00,1.06,4.36,3.15,2.81,2.52,4.20,0.00,0.00,4.37,7.80,2.25,1.54,1.55,1.78,0.00,0.00,1.09,3.56,0.20,0.15,0.11,0.13,0.00,0.00,0.07,0.10,0
'[12:47:04.289 20/01/2026]',0.93,0.36,0.57,0.54,0.00,0.00,0.33,0.71,2.58,2.53,2.00,4.18,0.00,0.00,1.06,4.37,3.13,2.87,2.56,4.24,0.00,0.00,4.40,7.85,2.25,1.54,1.56,1.78,0.00,0.00,1.10,3.57,0.21,0.15,0.11,0.12,0.00,0.00,0.08,0.10,0
'[12:47:04.307 20/01/2026]',0.91,0.36,0.56,0.54,0.00,0.00,0.32,0.70,2.63,2.53,2.05,4.21,0.00,0.00,1.07,4.38,3.06,2.92,2.63,4.28,0.00,0.00,4.46,7.88,2.26,1.55,1.56,1.79,0.00,0.00,1.10,3.57,0.21,0.15,0.11,0.12,0.00,0.00,0.07,0.10,0
'[12:47:04.335 20/01/2026]',0.89,0.36,0.53,0.52,0.00,0.00,0.31,0.71,2.69,2.55,2.09,4.26,0.00,0.00,1.05,4.39,3.11,2.98,2.72,4.34,0.00,0.00,4.53,7.92,2.28,1.56,1.57,1.78,0.00,0.00,1.10,3.56,0.20,0.15,0.11,0.12,0.00,0.00,0.07,0.10,0
'[12:47:04.376 20/01/2026]',0.86,0.35,0.51,0.50,0.00,0.00,0.32,0.73,2.76,2.58,2.11,4.28,0.00,0.00,1.04,4.40,3.19,3.04,2.80,4.41,0.00,0.00,4.60,7.95,2.27,1.59,1.56,1.77,0.00,0.00,1.09,3.55,0.20,0.14,0.10,0.11,0.00,0.00,0.07,0.10,0
'[12:47:04.415 20/01/2026]',0.83,0.34,0.50,0.48,0.00,0.00,0.32,0.76,2.83,2.61,2.14,4.31,0.00,0.00,1.04,4.41,3.26,3.11,2.88,4.48,0.00,0.00,4.67,7.98,2.27,1.61,1.56,1.76,0.00,0.00,1.07,3.53,0.19,0.14,0.10,0.11,0.00,0.00,0.07,0.10,0
'[12:47:04.457 20/01/2026]',0.82,0.33,0.49,0.46,0.00,0.00,0.32,0.79,2.91,2.63,2.15,4.34,0.00,0.00,1.02,4.42,3.34,3.17,2.96,4.54,0.00,0.00,4.74,8.02,2.25,1.63,1.55,1.74,0.00,0.00,1.05,3.50,0.19,0.13,0.09,0.11,0.00,0.00,0.08,0.11,0
'[12:47:04.500 20/01/2026]',0.81,0.31,0.49,0.46,0.00,0.00,0.33,0.83,2.98,2.65,2.17,4.34,0.00,0.00,1.01,4.42,3.41,3.23,3.03,4.61,0.00,0.00,4.80,8.06,2.25,1.67,1.54,1.74,0.00,0.00,1.02,3.48,0.19,0.13,0.09,0.11,0.00,0.00,0.07,0.11,0
'[12:47:04.543 20/01/2026]',0.79,0.31,0.47,0.44,0.00,0.00,0.31,0.85,3.05,2.67,2.17,4.35,0.00,0.00,0.99,4.41,3.47,3.28,3.08,4.68,0.00,0.00,4.83,8.15,2.24,1.71,1.54,1.74,0.00,0.00,1.02,3.47,0.19,0.13,0.09,0.10,0.00,0.00,0.07,0.11,0
'[12:47:04.586 20/01/2026]',0.78,0.31,0.46,0.42,0.00,0.00,0.31,0.87,3.11,2.70,2.16,4.34,0.00,0.00,0.95,4.40,3.54,3.32,3.13,4.74,0.00,0.00,4.86,8.24,2.23,1.76,1.55,1.75,0.00,0.00,1.02,3.50,0.18,0.12,0.09,0.10,0.00,0.00,0.07,0.12,0
'[12:47:04.628 20/01/2026]',0.78,0.31,0.47,0.42,0.00,0.00,0.31,0.87,3.17,2.73,2.16,4.35,0.00,0.00,0.93,4.40,3.59,3.36,3.16,4.81,0.00,0.00,4.87,8.37,2.22,1.81,1.57,1.76,0.00,0.00,1.04,3.55,0.18,0.12,0.08,0.11,0.00,0.00,0.07,0.11,0
