'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[12:39:34.937 21/01/2026]',0.16,0.24,0.11,0.15,0.00,0.00,0.14,0.15,0.63,0.86,0.69,0.69,0.00,0.00,0.77,0.63,1.49,1.29,0.84,1.40,0.00,0.00,1.45,1.26,0.84,0.29,0.51,0.41,0.00,0.00,0.89,0.46,0.05,0.03,0.02,0.03,0.00,0.00,0.03,0.03,0
'[12:39:34.959 21/01/2026]',0.17,0.25,0.11,0.16,0.00,0.00,0.15,0.16,0.62,0.86,0.69,0.68,0.00,0.00,0.78,0.62,1.51,1.31,0.86,1.43,0.00,0.00,1.45,1.26,0.85,0.29,0.51,0.41,0.00,0.00,0.86,0.45,0.05,0.03,0.02,0.03,0.00,0.00,0.03,0.03,0
'[12:39:34.981 21/01/2026]',0.17,0.25,0.12,0.16,0.00,0.00,0.15,0.16,0.62,0.85,0.68,0.68,0.00,0.00,0.80,0.62,1.53,1.33,0.88,1.45,0.00,0.00,1.46,1.26,0.85,0.29,0.50,0.40,0.00,0.00,0.83,0.43,0.05,0.03,0.03,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.004 21/01/2026]',0.17,0.26,0.12,0.16,0.00,0.00,0.15,0.17,0.61,0.85,0.68,0.67,0.00,0.00,0.80,0.61,1.55,1.35,0.90,1.46,0.00,0.00,1.46,1.26,0.85,0.30,0.50,0.39,0.00,0.00,0.80,0.44,0.05,0.03,0.02,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.027 21/01/2026]',0.17,0.27,0.13,0.17,0.00,0.00,0.16,0.16,0.61,0.83,0.68,0.66,0.00,0.00,0.80,0.62,1.57,1.37,0.91,1.48,0.00,0.00,1.46,1.26,0.84,0.30,0.49,0.38,0.00,0.00,0.77,0.44,0.05,0.03,0.02,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.051 21/01/2026]',0.18,0.28,0.13,0.18,0.00,0.00,0.16,0.18,0.60,0.82,0.67,0.65,0.00,0.00,0.81,0.62,1.59,1.38,0.92,1.48,0.00,0.00,1.44,1.26,0.84,0.31,0.48,0.37,0.00,0.00,0.72,0.45,0.05,0.03,0.03,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.074 21/01/2026]',0.18,0.27,0.13,0.18,0.00,0.00,0.15,0.18,0.59,0.79,0.67,0.63,0.00,0.00,0.83,0.61,1.60,1.38,0.92,1.48,0.00,0.00,1.43,1.26,0.83,0.33,0.47,0.35,0.00,0.00,0.68,0.44,0.05,0.04,0.03,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.096 21/01/2026]',0.18,0.27,0.13,0.18,0.00,0.00,0.15,0.18,0.59,0.77,0.66,0.63,0.00,0.00,0.84,0.61,1.61,1.37,0.92,1.47,0.00,0.00,1.42,1.26,0.82,0.34,0.48,0.33,0.00,0.00,0.65,0.45,0.05,0.05,0.03,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.123 21/01/2026]',0.18,0.26,0.13,0.18,0.00,0.00,0.15,0.19,0.57,0.74,0.66,0.65,0.00,0.00,0.85,0.60,1.63,1.37,0.92,1.46,0.00,0.00,1.41,1.26,0.80,0.35,0.49,0.32,0.00,0.00,0.61,0.46,0.05,0.05,0.03,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.147 21/01/2026]',0.18,0.27,0.13,0.18,0.00,0.00,0.15,0.19,0.60,0.69,0.64,0.67,0.00,0.00,0.86,0.60,1.63,1.37,0.91,1.45,0.00,0.00,1.39,1.26,0.76,0.36,0.49,0.31,0.00,0.00,0.58,0.47,0.05,0.06,0.03,0.04,0.00,0.00,0.03,0.03,0
'[12:39:35.170 21/01/2026]',0.18,0.28,0.13,0.17,0.00,0.00,0.15,0.19,0.61,0.75,0.66,0.71,0.00,0.00,0.86,0.60,1.62,1.38,0.90,1.43,0.00,0.00,1.37,1.26,0.72,0.39,0.48,0.33,0.00,0.00,0.59,0.48,0.05,0.06,0.03,0.04,0.00,0.00,0.03,0.03,0
'[12:39:35.193 21/01/2026]',0.19,0.28,0.14,0.17,0.00,0.00,0.15,0.19,0.62,0.82,0.69,0.74,0.00,0.00,0.86,0.61,1.61,1.39,0.90,1.42,0.00,0.00,1.34,1.26,0.67,0.45,0.46,0.34,0.00,0.00,0.59,0.48,0.05,0.06,0.03,0.04,0.00,0.00,0.03,0.03,0
'[12:39:35.216 21/01/2026]',0.19,0.28,0.15,0.17,0.00,0.00,0.14,0.18,0.63,0.89,0.71,0.78,0.00,0.00,0.87,0.62,1.60,1.41,0.91,1.41,0.00,0.00,1.32,1.25,0.62,0.52,0.46,0.34,0.00,0.00,0.59,0.49,0.05,0.07,0.04,0.04,0.00,0.00,0.03,0.03,0
'[12:39:35.238 21/01/2026]',0.19,0.27,0.16,0.17,0.00,0.00,0.14,0.18,0.64,0.95,0.72,0.81,0.00,0.00,0.87,0.62,1.59,1.43,0.91,1.40,0.00,0.00,1.30,1.25,0.58,0.59,0.45,0.34,0.00,0.00,0.60,0.50,0.05,0.07,0.04,0.04,0.00,0.00,0.03,0.03,0
'[12:39:35.262 21/01/2026]',0.19,0.26,0.16,0.17,0.00,0.00,0.14,0.17,0.64,1.00,0.74,0.84,0.00,0.00,0.88,0.63,1.57,1.46,0.93,1.40,0.00,0.00,1.28,1.24,0.55,0.64,0.44,0.34,0.00,0.00,0.59,0.50,0.05,0.06,0.04,0.04,0.00,0.00,0.03,0.03,0
'[12:39:35.285 21/01/2026]',0.19,0.25,0.17,0.17,0.00,0.00,0.14,0.17,0.65,1.04,0.75,0.87,0.00,0.00,0.88,0.64,1.56,1.52,0.94,1.40,0.00,0.00,1.26,1.23,0.55,0.70,0.44,0.34,0.00,0.00,0.59,0.50,0.05,0.06,0.04,0.04,0.00,0.00,0.03,0.03,0
'[12:39:35.309 21/01/2026]',0.18,0.24,0.16,0.17,0.00,0.00,0.15,0.17,0.65,1.08,0.75,0.89,0.00,0.00,0.90,0.65,1.54,1.59,0.96,1.41,0.00,0.00,1.24,1.22,0.55,0.74,0.44,0.34,0.00,0.00,0.59,0.50,0.05,0.06,0.04,0.04,0.00,0.00,0.03,0.03,0
'[12:39:35.331 21/01/2026]',0.18,0.23,0.16,0.17,0.00,0.00,0.15,0.18,0.66,1.11,0.75,0.92,0.00,0.00,0.91,0.67,1.53,1.66,0.98,1.41,0.00,0.00,1.22,1.21,0.55,0.79,0.45,0.35,0.00,0.00,0.60,0.50,0.05,0.06,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.353 21/01/2026]',0.18,0.22,0.16,0.17,0.00,0.00,0.16,0.19,0.66,1.15,0.76,0.94,0.00,0.00,0.92,0.68,1.52,1.73,0.99,1.41,0.00,0.00,1.20,1.19,0.55,0.83,0.45,0.35,0.00,0.00,0.60,0.51,0.05,0.06,0.04,0.03,0.00,0.00,0.02,0.03,0
'[12:39:35.374 21/01/2026]',0.18,0.21,0.15,0.17,0.00,0.00,0.16,0.19,0.66,1.18,0.76,0.96,0.00,0.00,0.93,0.70,1.51,1.79,1.01,1.42,0.00,0.00,1.18,1.18,0.56,0.87,0.45,0.35,0.00,0.00,0.60,0.51,0.04,0.06,0.04,0.03,0.00,0.00,0.02,0.03,0
'[12:39:35.396 21/01/2026]',0.17,0.20,0.15,0.17,0.00,0.00,0.15,0.20,0.66,1.20,0.76,0.98,0.00,0.00,0.94,0.71,1.50,1.85,1.02,1.42,0.00,0.00,1.15,1.17,0.59,0.91,0.45,0.36,0.00,0.00,0.61,0.51,0.05,0.06,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.418 21/01/2026]',0.18,0.21,0.16,0.17,0.00,0.00,0.15,0.18,0.64,1.23,0.74,0.99,0.00,0.00,0.94,0.72,1.50,1.91,1.03,1.42,0.00,0.00,1.12,1.14,0.61,0.95,0.42,0.36,0.00,0.00,0.63,0.53,0.05,0.06,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.440 21/01/2026]',0.20,0.22,0.17,0.16,0.00,0.00,0.17,0.17,0.62,1.22,0.72,0.99,0.00,0.00,0.92,0.72,1.48,1.99,1.03,1.42,0.00,0.00,1.07,1.11,0.63,1.00,0.41,0.36,0.00,0.00,0.65,0.55,0.05,0.06,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.461 21/01/2026]',0.21,0.24,0.18,0.17,0.00,0.00,0.18,0.18,0.59,1.21,0.69,0.99,0.00,0.00,0.90,0.71,1.47,2.07,1.04,1.40,0.00,0.00,1.00,1.06,0.64,1.04,0.40,0.36,0.00,0.00,0.67,0.58,0.05,0.06,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.483 21/01/2026]',0.21,0.24,0.19,0.18,0.00,0.00,0.19,0.19,0.56,1.24,0.66,0.97,0.00,0.00,0.87,0.69,1.45,2.15,1.04,1.38,0.00,0.00,0.94,1.02,0.65,1.06,0.38,0.34,0.00,0.00,0.67,0.60,0.05,0.06,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.510 21/01/2026]',0.22,0.25,0.20,0.19,0.00,0.00,0.20,0.20,0.54,1.29,0.63,0.96,0.00,0.00,0.85,0.66,1.43,2.24,1.04,1.36,0.00,0.00,0.88,0.98,0.65,1.08,0.37,0.33,0.00,0.00,0.68,0.62,0.05,0.05,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.532 21/01/2026]',0.22,0.26,0.20,0.20,0.00,0.00,0.21,0.20,0.53,1.33,0.61,0.95,0.00,0.00,0.83,0.64,1.41,2.32,1.04,1.35,0.00,0.00,0.83,0.94,0.67,1.12,0.36,0.32,0.00,0.00,0.69,0.63,0.05,0.05,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.553 21/01/2026]',0.23,0.28,0.21,0.21,0.00,0.00,0.22,0.21,0.53,1.36,0.58,0.94,0.00,0.00,0.81,0.62,1.37,2.39,1.04,1.34,0.00,0.00,0.83,0.92,0.70,1.17,0.35,0.32,0.00,0.00,0.69,0.65,0.06,0.06,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.574 21/01/2026]',0.25,0.31,0.21,0.22,0.00,0.00,0.24,0.23,0.54,1.37,0.55,0.93,0.00,0.00,0.79,0.61,1.34,2.46,1.05,1.33,0.00,0.00,0.83,0.91,0.72,1.20,0.34,0.31,0.00,0.00,0.70,0.67,0.06,0.06,0.04,0.03,0.00,0.00,0.04,0.03,0
'[12:39:35.595 21/01/2026]',0.25,0.33,0.21,0.23,0.00,0.00,0.24,0.24,0.55,1.38,0.53,0.92,0.00,0.00,0.79,0.60,1.38,2.54,1.05,1.33,0.00,0.00,0.81,0.90,0.76,1.23,0.33,0.31,0.00,0.00,0.69,0.68,0.06,0.06,0.04,0.03,0.00,0.00,0.04,0.04,0
'[12:39:35.617 21/01/2026]',0.26,0.33,0.21,0.23,0.00,0.00,0.24,0.25,0.55,1.38,0.53,0.92,0.00,0.00,0.79,0.61,1.42,2.60,1.04,1.33,0.00,0.00,0.78,0.91,0.79,1.23,0.32,0.29,0.00,0.00,0.68,0.68,0.06,0.06,0.04,0.03,0.00,0.00,0.04,0.04,0
'[12:39:35.638 21/01/2026]',0.27,0.32,0.22,0.23,0.00,0.00,0.24,0.25,0.55,1.37,0.53,0.92,0.00,0.00,0.78,0.60,1.45,2.66,1.04,1.33,0.00,0.00,0.76,0.93,0.82,1.23,0.31,0.27,0.00,0.00,0.66,0.67,0.06,0.06,0.04,0.03,0.00,0.00,0.03,0.04,0
'[12:39:35.660 21/01/2026]',0.25,0.31,0.20,0.23,0.00,0.00,0.23,0.25,0.54,1.37,0.53,0.92,0.00,0.00,0.78,0.60,1.47,2.72,1.03,1.33,0.00,0.00,0.73,0.94,0.84,1.23,0.32,0.26,0.00,0.00,0.65,0.66,0.07,0.06,0.04,0.03,0.00,0.00,0.03,0.04,0
'[12:39:35.681 21/01/2026]',0.24,0.31,0.19,0.22,0.00,0.00,0.22,0.24,0.54,1.37,0.53,0.93,0.00,0.00,0.78,0.65,1.49,2.78,1.01,1.32,0.00,0.00,0.71,0.96,0.85,1.24,0.32,0.26,0.00,0.00,0.64,0.65,0.07,0.05,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.702 21/01/2026]',0.23,0.31,0.19,0.20,0.00,0.00,0.21,0.23,0.54,1.36,0.53,0.93,0.00,0.00,0.78,0.69,1.51,2.83,1.00,1.30,0.00,0.00,0.72,0.98,0.86,1.25,0.32,0.26,0.00,0.00,0.63,0.64,0.08,0.06,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.725 21/01/2026]',0.22,0.30,0.18,0.19,0.00,0.00,0.20,0.22,0.53,1.36,0.53,0.94,0.00,0.00,0.79,0.73,1.52,2.89,0.99,1.29,0.00,0.00,0.73,1.00,0.86,1.26,0.32,0.26,0.00,0.00,0.62,0.63,0.08,0.06,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.746 21/01/2026]',0.21,0.31,0.17,0.18,0.00,0.00,0.18,0.21,0.52,1.38,0.53,0.94,0.00,0.00,0.79,0.77,1.53,2.93,0.97,1.27,0.00,0.00,0.73,1.01,0.85,1.27,0.32,0.26,0.00,0.00,0.61,0.62,0.07,0.06,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.767 21/01/2026]',0.22,0.31,0.17,0.17,0.00,0.00,0.18,0.20,0.51,1.39,0.53,0.94,0.00,0.00,0.80,0.80,1.53,2.97,0.98,1.27,0.00,0.00,0.74,1.03,0.84,1.29,0.32,0.27,0.00,0.00,0.61,0.62,0.08,0.06,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.787 21/01/2026]',0.21,0.31,0.16,0.18,0.00,0.00,0.17,0.19,0.49,1.41,0.54,0.96,0.00,0.00,0.80,0.83,1.53,3.01,0.99,1.27,0.00,0.00,0.74,1.04,0.81,1.32,0.31,0.28,0.00,0.00,0.60,0.61,0.08,0.06,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.809 21/01/2026]',0.21,0.30,0.16,0.17,0.00,0.00,0.16,0.18,0.48,1.44,0.55,1.00,0.00,0.00,0.81,0.85,1.53,3.03,1.00,1.27,0.00,0.00,0.75,1.05,0.79,1.35,0.30,0.29,0.00,0.00,0.60,0.60,0.08,0.06,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.832 21/01/2026]',0.20,0.30,0.16,0.17,0.00,0.00,0.16,0.17,0.47,1.47,0.56,1.03,0.00,0.00,0.81,0.87,1.52,3.05,1.00,1.26,0.00,0.00,0.75,1.06,0.76,1.40,0.28,0.30,0.00,0.00,0.59,0.61,0.08,0.06,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.847 21/01/2026]',0.20,0.30,0.16,0.17,0.00,0.00,0.15,0.16,0.46,1.49,0.57,1.07,0.00,0.00,0.82,0.88,1.52,3.06,1.01,1.26,0.00,0.00,0.75,1.06,0.74,1.43,0.29,0.31,0.00,0.00,0.59,0.62,0.08,0.06,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.855 21/01/2026]',0.20,0.30,0.15,0.16,0.00,0.00,0.15,0.16,0.45,1.51,0.59,1.10,0.00,0.00,0.83,0.90,1.53,3.07,1.02,1.25,0.00,0.00,0.74,1.07,0.71,1.47,0.29,0.32,0.00,0.00,0.60,0.62,0.08,0.06,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.860 21/01/2026]',0.19,0.30,0.14,0.15,0.00,0.00,0.14,0.15,0.44,1.52,0.60,1.14,0.00,0.00,0.86,0.91,1.53,3.08,1.03,1.26,0.00,0.00,0.73,1.07,0.70,1.50,0.30,0.32,0.00,0.00,0.61,0.63,0.08,0.05,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.872 21/01/2026]',0.19,0.30,0.13,0.15,0.00,0.00,0.14,0.14,0.43,1.54,0.61,1.18,0.00,0.00,0.89,0.93,1.55,3.09,1.04,1.26,0.00,0.00,0.72,1.07,0.73,1.53,0.30,0.33,0.00,0.00,0.61,0.63,0.08,0.05,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.889 21/01/2026]',0.19,0.30,0.13,0.14,0.00,0.00,0.13,0.13,0.43,1.56,0.62,1.21,0.00,0.00,0.91,0.94,1.57,3.10,1.05,1.26,0.00,0.00,0.71,1.07,0.76,1.56,0.30,0.34,0.00,0.00,0.62,0.63,0.08,0.05,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.905 21/01/2026]',0.18,0.30,0.12,0.14,0.00,0.00,0.13,0.13,0.42,1.57,0.63,1.24,0.00,0.00,0.94,0.96,1.58,3.11,1.06,1.26,0.00,0.00,0.70,1.07,0.79,1.58,0.31,0.34,0.00,0.00,0.63,0.63,0.08,0.05,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.922 21/01/2026]',0.18,0.29,0.12,0.14,0.00,0.00,0.13,0.12,0.41,1.58,0.65,1.28,0.00,0.00,0.96,0.97,1.60,3.11,1.06,1.26,0.00,0.00,0.70,1.07,0.82,1.60,0.31,0.35,0.00,0.00,0.63,0.63,0.08,0.05,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.939 21/01/2026]',0.17,0.29,0.12,0.14,0.00,0.00,0.13,0.12,0.40,1.59,0.66,1.31,0.00,0.00,0.99,0.98,1.61,3.12,1.07,1.27,0.00,0.00,0.69,1.07,0.85,1.62,0.32,0.36,0.00,0.00,0.64,0.64,0.08,0.05,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.956 21/01/2026]',0.17,0.28,0.11,0.14,0.00,0.00,0.13,0.12,0.40,1.60,0.67,1.33,0.00,0.00,1.01,1.00,1.63,3.12,1.07,1.27,0.00,0.00,0.68,1.06,0.87,1.64,0.32,0.37,0.00,0.00,0.65,0.64,0.08,0.05,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.972 21/01/2026]',0.17,0.27,0.11,0.14,0.00,0.00,0.13,0.12,0.39,1.60,0.68,1.36,0.00,0.00,1.02,1.01,1.64,3.12,1.07,1.27,0.00,0.00,0.68,1.06,0.89,1.65,0.33,0.37,0.00,0.00,0.66,0.64,0.08,0.05,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:35.989 21/01/2026]',0.17,0.27,0.11,0.14,0.00,0.00,0.12,0.12,0.38,1.61,0.68,1.39,0.00,0.00,1.04,1.03,1.65,3.11,1.08,1.28,0.00,0.00,0.67,1.06,0.92,1.67,0.33,0.38,0.00,0.00,0.66,0.64,0.08,0.05,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:36.005 21/01/2026]',0.17,0.27,0.10,0.13,0.00,0.00,0.12,0.12,0.38,1.61,0.69,1.41,0.00,0.00,1.06,1.04,1.65,3.11,1.08,1.28,0.00,0.00,0.67,1.05,0.93,1.67,0.33,0.38,0.00,0.00,0.67,0.64,0.08,0.05,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:36.022 21/01/2026]',0.17,0.27,0.10,0.13,0.00,0.00,0.13,0.12,0.36,1.60,0.69,1.43,0.00,0.00,1.06,1.05,1.66,3.10,1.08,1.28,0.00,0.00,0.67,1.04,0.95,1.68,0.34,0.39,0.00,0.00,0.67,0.63,0.08,0.04,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:36.038 21/01/2026]',0.17,0.27,0.09,0.13,0.00,0.00,0.13,0.13,0.35,1.60,0.70,1.44,0.00,0.00,1.07,1.06,1.67,3.09,1.08,1.28,0.00,0.00,0.67,1.03,0.96,1.70,0.34,0.39,0.00,0.00,0.67,0.63,0.08,0.04,0.04,0.02,0.00,0.00,0.03,0.03,0
'[12:39:36.056 21/01/2026]',0.17,0.27,0.09,0.13,0.00,0.00,0.12,0.13,0.34,1.59,0.70,1.46,0.00,0.00,1.07,1.06,1.68,3.08,1.08,1.28,0.00,0.00,0.68,1.01,0.97,1.71,0.35,0.40,0.00,0.00,0.67,0.63,0.08,0.04,0.04,0.02,0.00,0.00,0.03,0.03,0
'[12:39:36.072 21/01/2026]',0.17,0.27,0.09,0.13,0.00,0.00,0.12,0.13,0.34,1.58,0.71,1.47,0.00,0.00,1.06,1.06,1.70,3.06,1.08,1.27,0.00,0.00,0.69,1.01,0.98,1.72,0.35,0.41,0.00,0.00,0.66,0.63,0.08,0.05,0.04,0.02,0.00,0.00,0.03,0.03,0
'[12:39:36.089 21/01/2026]',0.17,0.27,0.09,0.12,0.00,0.00,0.11,0.12,0.33,1.57,0.71,1.48,0.00,0.00,1.06,1.05,1.71,3.05,1.08,1.27,0.00,0.00,0.70,1.00,0.99,1.73,0.35,0.42,0.00,0.00,0.66,0.62,0.08,0.05,0.04,0.02,0.00,0.00,0.03,0.03,0
'[12:39:36.105 21/01/2026]',0.16,0.28,0.09,0.12,0.00,0.00,0.11,0.12,0.32,1.56,0.71,1.49,0.00,0.00,1.06,1.05,1.72,3.05,1.08,1.26,0.00,0.00,0.70,1.00,1.00,1.75,0.36,0.42,0.00,0.00,0.66,0.62,0.08,0.05,0.04,0.02,0.00,0.00,0.03,0.03,0
'[12:39:36.122 21/01/2026]',0.17,0.28,0.09,0.12,0.00,0.00,0.11,0.12,0.32,1.55,0.72,1.50,0.00,0.00,1.06,1.05,1.73,3.07,1.08,1.26,0.00,0.00,0.72,1.00,1.00,1.76,0.36,0.43,0.00,0.00,0.65,0.62,0.07,0.05,0.03,0.02,0.00,0.00,0.03,0.04,0
'[12:39:36.138 21/01/2026]',0.17,0.32,0.09,0.11,0.00,0.00,0.11,0.11,0.30,1.53,0.72,1.50,0.00,0.00,1.07,1.04,1.72,3.07,1.08,1.25,0.00,0.00,0.73,1.00,0.99,1.74,0.36,0.43,0.00,0.00,0.64,0.62,0.07,0.05,0.04,0.02,0.00,0.00,0.03,0.03,0
'[12:39:36.155 21/01/2026]',0.17,0.33,0.09,0.11,0.00,0.00,0.12,0.11,0.29,1.47,0.72,1.50,0.00,0.00,1.07,1.03,1.71,3.06,1.08,1.24,0.00,0.00,0.75,1.01,0.98,1.70,0.36,0.43,0.00,0.00,0.62,0.62,0.07,0.05,0.04,0.03,0.00,0.00,0.03,0.03,0
'[12:39:36.172 21/01/2026]',0.16,0.34,0.09,0.12,0.00,0.00,0.11,0.12,0.28,1.41,0.72,1.50,0.00,0.00,1.08,1.03,1.70,3.04,1.07,1.24,0.00,0.00,0.77,1.01,0.95,1.66,0.36,0.43,0.00,0.00,0.61,0.63,0.07,0.06,0.03,0.03,0.00,0.00,0.03,0.03,0
'[12:39:36.188 21/01/2026]',0.16,0.35,0.09,0.12,0.00,0.00,0.11,0.12,0.27,1.34,0.71,1.50,0.00,0.00,1.08,1.02,1.68,3.02,1.07,1.24,0.00,0.00,0.78,1.01,0.93,1.60,0.36,0.43,0.00,0.00,0.60,0.63,0.07,0.06,0.03,0.02,0.00,0.00,0.03,0.03,0
'[12:39:36.205 21/01/2026]',0.16,0.33,0.09,0.12,0.00,0.00,0.11,0.11,0.27,1.25,0.71,1.49,0.00,0.00,1.09,1.02,1.66,2.99,1.06,1.23,0.00,0.00,0.80,1.01,0.90,1.52,0.36,0.44,0.00,0.00,0.60,0.63,0.07,0.06,0.03,0.03,0.00,0.00,0.03,0.03,0
