'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[14:14:12.847 20/01/2026]',0.49,0.67,0.21,0.31,0.00,0.00,0.47,0.26,1.05,1.22,0.73,0.68,0.00,0.00,1.99,0.60,2.89,2.60,3.24,3.26,0.00,0.00,3.81,4.10,2.02,2.31,1.85,1.82,0.00,0.00,1.61,2.71,0.16,0.18,0.15,0.13,0.00,0.00,0.25,0.29,0
'[14:14:12.864 20/01/2026]',0.57,0.75,0.22,0.33,0.00,0.00,0.46,0.27,1.14,1.26,0.72,0.70,0.00,0.00,1.94,0.62,2.87,2.58,3.23,3.20,0.00,0.00,3.76,4.08,1.98,2.28,1.74,1.84,0.00,0.00,1.58,2.61,0.16,0.19,0.14,0.12,0.00,0.00,0.25,0.28,0
'[14:14:12.881 20/01/2026]',0.62,0.89,0.23,0.37,0.00,0.00,0.45,0.26,1.25,1.46,0.71,0.78,0.00,0.00,1.90,0.64,2.89,2.77,3.22,3.16,0.00,0.00,3.70,4.06,1.94,2.42,1.64,1.91,0.00,0.00,1.55,2.50,0.17,0.20,0.14,0.12,0.00,0.00,0.24,0.28,0
'[14:14:12.898 20/01/2026]',0.68,1.04,0.24,0.41,0.00,0.00,0.43,0.28,1.35,1.68,0.71,0.86,0.00,0.00,1.87,0.67,2.90,2.98,3.22,3.14,0.00,0.00,3.64,4.04,1.90,2.51,1.65,1.96,0.00,0.00,1.56,2.41,0.18,0.20,0.14,0.12,0.00,0.00,0.23,0.28,0
'[14:14:12.913 20/01/2026]',0.72,1.18,0.25,0.45,0.00,0.00,0.41,0.29,1.51,1.88,0.72,0.94,0.00,0.00,1.86,0.71,3.03,3.18,3.22,3.13,0.00,0.00,3.57,4.03,1.82,2.58,1.68,2.00,0.00,0.00,1.59,2.32,0.17,0.20,0.14,0.12,0.00,0.00,0.22,0.28,0
'[14:14:12.931 20/01/2026]',0.75,1.24,0.26,0.46,0.00,0.00,0.39,0.31,1.66,2.15,0.73,1.02,0.00,0.00,1.86,0.75,3.19,3.42,3.23,3.13,0.00,0.00,3.50,4.02,1.77,2.61,1.70,2.03,0.00,0.00,1.61,2.37,0.17,0.20,0.13,0.12,0.00,0.00,0.22,0.28,0
'[14:14:12.947 20/01/2026]',0.79,1.30,0.26,0.48,0.00,0.00,0.37,0.32,1.80,2.41,0.74,1.09,0.00,0.00,1.85,0.78,3.34,3.64,3.24,3.13,0.00,0.00,3.44,4.01,1.76,2.63,1.72,2.06,0.00,0.00,1.63,2.45,0.17,0.21,0.13,0.12,0.00,0.00,0.21,0.28,0
'[14:14:12.964 20/01/2026]',0.80,1.36,0.28,0.49,0.00,0.00,0.36,0.34,1.93,2.64,0.73,1.16,0.00,0.00,1.84,0.81,3.49,3.85,3.24,3.14,0.00,0.00,3.38,3.99,1.75,2.65,1.74,2.09,0.00,0.00,1.65,2.52,0.16,0.21,0.13,0.12,0.00,0.00,0.20,0.28,0
'[14:14:12.980 20/01/2026]',0.79,1.41,0.29,0.50,0.00,0.00,0.35,0.35,2.08,2.87,0.74,1.23,0.00,0.00,1.83,0.86,3.62,4.03,3.22,3.14,0.00,0.00,3.34,3.97,1.74,2.69,1.74,2.12,0.00,0.00,1.66,2.59,0.16,0.19,0.13,0.12,0.00,0.00,0.19,0.27,0
'[14:14:12.997 20/01/2026]',0.78,1.41,0.29,0.50,0.00,0.00,0.34,0.35,2.21,3.13,0.74,1.30,0.00,0.00,1.82,0.91,3.74,4.18,3.20,3.12,0.00,0.00,3.33,3.93,1.74,2.74,1.75,2.14,0.00,0.00,1.67,2.64,0.15,0.20,0.13,0.12,0.00,0.00,0.18,0.28,0
'[14:14:13.013 20/01/2026]',0.77,1.42,0.30,0.50,0.00,0.00,0.33,0.35,2.34,3.37,0.74,1.36,0.00,0.00,1.80,0.96,3.85,4.31,3.18,3.10,0.00,0.00,3.34,3.90,1.74,2.79,1.75,2.16,0.00,0.00,1.69,2.69,0.15,0.20,0.13,0.12,0.00,0.00,0.17,0.28,0
'[14:14:13.031 20/01/2026]',0.74,1.42,0.30,0.50,0.00,0.00,0.34,0.35,2.47,3.60,0.79,1.42,0.00,0.00,1.82,1.01,3.93,4.43,3.15,3.09,0.00,0.00,3.32,3.87,1.72,2.84,1.72,2.18,0.00,0.00,1.69,2.73,0.15,0.20,0.13,0.13,0.00,0.00,0.18,0.28,0
'[14:14:13.047 20/01/2026]',0.72,1.41,0.30,0.47,0.00,0.00,0.35,0.34,2.59,3.82,0.83,1.49,0.00,0.00,1.84,1.08,4.00,4.52,3.13,3.07,0.00,0.00,3.31,3.83,1.70,2.86,1.70,2.17,0.00,0.00,1.69,2.74,0.15,0.19,0.13,0.13,0.00,0.00,0.18,0.28,0
'[14:14:13.063 20/01/2026]',0.70,1.39,0.30,0.44,0.00,0.00,0.37,0.32,2.69,4.03,0.86,1.55,0.00,0.00,1.86,1.14,4.07,4.60,3.10,3.05,0.00,0.00,3.29,3.79,1.68,2.88,1.68,2.16,0.00,0.00,1.69,2.75,0.15,0.19,0.12,0.13,0.00,0.00,0.19,0.28,0
'[14:14:13.080 20/01/2026]',0.68,1.38,0.30,0.41,0.00,0.00,0.38,0.31,2.80,4.23,0.90,1.62,0.00,0.00,1.87,1.20,4.14,4.67,3.08,3.03,0.00,0.00,3.28,3.75,1.67,2.89,1.66,2.15,0.00,0.00,1.69,2.76,0.15,0.18,0.12,0.13,0.00,0.00,0.19,0.28,0
'[14:14:13.097 20/01/2026]',0.71,1.37,0.32,0.39,0.00,0.00,0.42,0.32,2.95,4.41,0.90,1.67,0.00,0.00,1.89,1.25,4.14,4.74,3.04,3.02,0.00,0.00,3.29,3.72,1.60,2.91,1.59,2.14,0.00,0.00,1.71,2.76,0.15,0.18,0.12,0.12,0.00,0.00,0.18,0.28,0
'[14:14:13.121 20/01/2026]',0.73,1.43,0.32,0.41,0.00,0.00,0.46,0.34,3.10,4.64,0.94,1.68,0.00,0.00,1.89,1.31,4.13,4.74,2.99,2.99,0.00,0.00,3.30,3.67,1.54,2.86,1.51,2.10,0.00,0.00,1.72,2.74,0.15,0.18,0.12,0.12,0.00,0.00,0.18,0.28,0
'[14:14:13.144 20/01/2026]',0.76,1.49,0.33,0.43,0.00,0.00,0.53,0.34,3.19,4.87,0.97,1.68,0.00,0.00,1.90,1.34,4.15,4.73,2.91,2.96,0.00,0.00,3.33,3.61,1.48,2.82,1.42,2.04,0.00,0.00,1.70,2.68,0.15,0.17,0.11,0.12,0.00,0.00,0.19,0.27,0
'[14:14:13.168 20/01/2026]',0.79,1.56,0.35,0.44,0.00,0.00,0.59,0.34,3.27,5.10,0.99,1.69,0.00,0.00,1.90,1.34,4.16,4.79,2.85,2.91,0.00,0.00,3.36,3.53,1.54,2.79,1.32,1.97,0.00,0.00,1.67,2.61,0.15,0.17,0.11,0.12,0.00,0.00,0.20,0.27,0
'[14:14:13.192 20/01/2026]',0.95,1.62,0.39,0.46,0.00,0.00,0.65,0.34,3.39,5.31,1.04,1.71,0.00,0.00,1.91,1.35,4.31,4.93,2.73,2.87,0.00,0.00,3.40,3.46,1.71,2.77,1.28,1.90,0.00,0.00,1.68,2.55,0.18,0.17,0.13,0.12,0.00,0.00,0.19,0.27,0
'[14:14:13.217 20/01/2026]',1.09,1.79,0.45,0.51,0.00,0.00,0.70,0.37,3.50,5.57,1.08,1.74,0.00,0.00,1.93,1.38,4.45,4.94,2.61,2.79,0.00,0.00,3.43,3.36,1.88,2.70,1.25,1.80,0.00,0.00,1.72,2.46,0.21,0.19,0.14,0.12,0.00,0.00,0.18,0.26,0
'[14:14:13.241 20/01/2026]',1.25,1.95,0.51,0.56,0.00,0.00,0.69,0.39,3.63,5.82,1.17,1.83,0.00,0.00,2.05,1.40,4.62,4.94,2.47,2.71,0.00,0.00,3.44,3.27,2.10,2.62,1.38,1.70,0.00,0.00,1.72,2.38,0.22,0.20,0.14,0.12,0.00,0.00,0.18,0.26,0
'[14:14:13.266 20/01/2026]',1.35,2.07,0.54,0.61,0.00,0.00,0.67,0.39,3.98,6.09,1.31,1.93,0.00,0.00,2.21,1.45,4.86,5.08,2.29,2.60,0.00,0.00,3.45,3.16,2.38,2.51,1.55,1.62,0.00,0.00,1.78,2.29,0.21,0.21,0.14,0.13,0.00,0.00,0.17,0.25,0
'[14:14:13.291 20/01/2026]',1.41,2.12,0.56,0.63,0.00,0.00,0.67,0.39,4.30,6.45,1.43,2.07,0.00,0.00,2.42,1.51,5.10,5.26,2.23,2.64,0.00,0.00,3.40,3.03,2.65,2.36,1.72,1.60,0.00,0.00,1.80,2.21,0.21,0.20,0.14,0.12,0.00,0.00,0.16,0.25,0
'[14:14:13.317 20/01/2026]',1.47,2.15,0.57,0.64,0.00,0.00,0.66,0.38,4.59,6.80,1.54,2.19,0.00,0.00,2.62,1.56,5.33,5.44,2.35,2.70,0.00,0.00,3.35,2.90,2.90,2.25,1.88,1.60,0.00,0.00,1.81,2.15,0.21,0.20,0.13,0.12,0.00,0.00,0.17,0.24,0
'[14:14:13.340 20/01/2026]',1.50,2.17,0.58,0.65,0.00,0.00,0.67,0.38,4.87,7.13,1.64,2.30,0.00,0.00,2.80,1.61,5.53,5.60,2.46,2.76,0.00,0.00,3.27,2.77,3.12,2.42,2.04,1.72,0.00,0.00,1.79,2.09,0.20,0.19,0.13,0.12,0.00,0.00,0.18,0.24,0
'[14:14:13.365 20/01/2026]',1.53,2.17,0.58,0.65,0.00,0.00,0.71,0.38,5.14,7.46,1.75,2.40,0.00,0.00,3.00,1.64,5.70,5.74,2.55,2.80,0.00,0.00,3.15,2.74,3.33,2.54,2.20,1.82,0.00,0.00,1.79,2.04,0.19,0.19,0.13,0.12,0.00,0.00,0.17,0.23,0
'[14:14:13.388 20/01/2026]',1.55,2.17,0.58,0.64,0.00,0.00,0.75,0.36,5.38,7.78,1.85,2.52,0.00,0.00,3.19,1.67,5.86,5.84,2.64,2.83,0.00,0.00,3.04,2.76,3.51,2.65,2.34,1.92,0.00,0.00,1.79,2.00,0.18,0.18,0.13,0.12,0.00,0.00,0.17,0.23,0
'[14:14:13.411 20/01/2026]',1.59,2.16,0.59,0.62,0.00,0.00,0.73,0.35,5.61,8.07,1.94,2.62,0.00,0.00,3.31,1.69,5.98,5.94,2.70,2.86,0.00,0.00,3.01,2.79,3.70,2.75,2.48,2.02,0.00,0.00,1.83,1.97,0.17,0.18,0.13,0.12,0.00,0.00,0.18,0.23,0
'[14:14:13.436 20/01/2026]',1.63,2.19,0.60,0.63,0.00,0.00,0.71,0.35,5.83,8.37,2.03,2.72,0.00,0.00,3.42,1.73,6.09,6.01,2.76,2.86,0.00,0.00,3.09,2.80,3.87,2.86,2.61,2.11,0.00,0.00,1.87,1.94,0.17,0.18,0.13,0.12,0.00,0.00,0.18,0.23,0
'[14:14:13.463 20/01/2026]',1.66,2.21,0.61,0.64,0.00,0.00,0.69,0.35,6.03,8.64,2.11,2.80,0.00,0.00,3.53,1.76,6.20,6.08,2.82,2.87,0.00,0.00,3.16,2.82,4.02,2.96,2.73,2.20,0.00,0.00,1.90,1.92,0.16,0.18,0.13,0.12,0.00,0.00,0.18,0.24,0
'[14:14:13.490 20/01/2026]',1.69,2.23,0.62,0.64,0.00,0.00,0.67,0.35,6.19,8.90,2.19,2.89,0.00,0.00,3.60,1.79,6.28,6.13,2.86,2.88,0.00,0.00,3.25,2.83,4.18,3.05,2.85,2.28,0.00,0.00,1.97,1.97,0.16,0.18,0.13,0.12,0.00,0.00,0.17,0.24,0
'[14:14:13.518 20/01/2026]',1.73,2.25,0.63,0.65,0.00,0.00,0.67,0.34,6.33,9.15,2.25,2.95,0.00,0.00,3.69,1.82,6.34,6.17,2.90,2.86,0.00,0.00,3.33,2.83,4.34,3.15,2.97,2.37,0.00,0.00,2.03,2.04,0.15,0.17,0.13,0.11,0.00,0.00,0.17,0.23,0
'[14:14:13.546 20/01/2026]',1.74,2.28,0.65,0.65,0.00,0.00,0.67,0.34,6.45,9.40,2.31,3.02,0.00,0.00,3.82,1.86,6.39,6.20,2.94,2.85,0.00,0.00,3.40,2.83,4.50,3.25,3.07,2.47,0.00,0.00,2.07,2.11,0.15,0.16,0.12,0.11,0.00,0.00,0.17,0.23,0
'[14:14:13.574 20/01/2026]',1.76,2.29,0.66,0.64,0.00,0.00,0.68,0.34,6.57,9.63,2.37,3.12,0.00,0.00,3.93,1.90,6.53,6.24,2.98,2.82,0.00,0.00,3.45,2.83,4.64,3.35,3.16,2.56,0.00,0.00,2.10,2.17,0.15,0.16,0.12,0.11,0.00,0.00,0.17,0.22,0
'[14:14:13.604 20/01/2026]',1.78,2.29,0.67,0.63,0.00,0.00,0.66,0.33,6.68,9.86,2.43,3.21,0.00,0.00,4.00,1.94,6.69,6.27,3.01,2.80,0.00,0.00,3.47,2.84,4.77,3.43,3.26,2.65,0.00,0.00,2.09,2.22,0.14,0.16,0.12,0.11,0.00,0.00,0.16,0.22,0
'[14:14:13.634 20/01/2026]',1.80,2.29,0.70,0.62,0.00,0.00,0.68,0.33,6.79,10.03,2.52,3.30,0.00,0.00,4.03,1.97,6.84,6.35,3.02,2.79,0.00,0.00,3.46,2.84,4.89,3.52,3.32,2.72,0.00,0.00,2.05,2.25,0.14,0.15,0.12,0.10,0.00,0.00,0.17,0.22,0
'[14:14:13.663 20/01/2026]',1.79,2.29,0.67,0.63,0.00,0.00,0.69,0.35,6.89,10.15,2.61,3.35,0.00,0.00,4.09,1.95,7.03,6.52,2.98,2.76,0.00,0.00,3.46,2.83,5.00,3.61,3.37,2.76,0.00,0.00,2.00,2.26,0.13,0.17,0.12,0.10,0.00,0.00,0.16,0.20,0
'[14:14:13.692 20/01/2026]',1.83,2.19,0.67,0.59,0.00,0.00,0.70,0.33,6.94,10.21,2.67,3.37,0.00,0.00,4.16,1.94,7.22,6.79,2.92,2.71,0.00,0.00,3.45,2.79,5.10,3.68,3.40,2.79,0.00,0.00,1.97,2.24,0.14,0.17,0.12,0.10,0.00,0.00,0.17,0.19,0
'[14:14:13.723 20/01/2026]',1.88,2.16,0.69,0.58,0.00,0.00,0.67,0.32,6.96,10.32,2.72,3.42,0.00,0.00,4.25,1.93,7.40,7.08,2.85,2.64,0.00,0.00,3.41,2.75,5.18,3.73,3.40,2.81,0.00,0.00,1.97,2.20,0.14,0.18,0.12,0.11,0.00,0.00,0.17,0.20,0
'[14:14:13.751 20/01/2026]',1.91,2.19,0.70,0.59,0.00,0.00,0.66,0.32,7.07,10.42,2.74,3.47,0.00,0.00,4.34,1.95,7.60,7.41,2.75,2.58,0.00,0.00,3.37,2.72,5.23,3.72,3.37,2.79,0.00,0.00,1.96,2.13,0.14,0.17,0.12,0.11,0.00,0.00,0.18,0.21,0
'[14:14:13.781 20/01/2026]',1.94,2.19,0.71,0.59,0.00,0.00,0.68,0.31,7.21,10.57,2.75,3.54,0.00,0.00,4.43,1.98,7.78,7.76,2.67,2.53,0.00,0.00,3.35,2.69,5.27,3.67,3.35,2.75,0.00,0.00,1.94,2.04,0.13,0.17,0.12,0.10,0.00,0.00,0.18,0.22,0
'[14:14:13.812 20/01/2026]',1.97,2.18,0.72,0.59,0.00,0.00,0.64,0.31,7.32,10.70,2.76,3.60,0.00,0.00,4.57,2.02,7.93,8.08,2.59,2.48,0.00,0.00,3.32,2.65,5.32,3.63,3.33,2.71,0.00,0.00,1.88,1.96,0.14,0.17,0.12,0.10,0.00,0.00,0.19,0.22,0
'[14:14:13.842 20/01/2026]',2.01,2.21,0.73,0.60,0.00,0.00,0.66,0.30,7.43,10.80,2.77,3.66,0.00,0.00,4.70,2.04,8.07,8.35,2.52,2.44,0.00,0.00,3.43,2.61,5.37,3.63,3.31,2.70,0.00,0.00,1.81,1.88,0.15,0.17,0.12,0.11,0.00,0.00,0.19,0.23,0
'[14:14:13.872 20/01/2026]',2.08,2.23,0.74,0.62,0.00,0.00,0.69,0.30,7.49,10.89,2.80,3.71,0.00,0.00,4.84,2.07,8.16,8.60,2.46,2.42,0.00,0.00,3.59,2.58,5.40,3.64,3.30,2.69,0.00,0.00,1.75,1.81,0.15,0.19,0.12,0.12,0.00,0.00,0.19,0.24,0
'[14:14:13.905 20/01/2026]',2.05,2.33,0.73,0.65,0.00,0.00,0.72,0.31,7.52,10.89,2.86,3.74,0.00,0.00,5.01,2.06,8.16,8.75,2.40,2.51,0.00,0.00,3.76,2.52,5.37,3.64,3.28,2.67,0.00,0.00,1.71,1.79,0.15,0.18,0.12,0.12,0.00,0.00,0.19,0.24,0
'[14:14:13.936 20/01/2026]',2.02,2.30,0.72,0.65,0.00,0.00,0.76,0.30,7.50,10.87,2.90,3.77,0.00,0.00,5.16,2.06,8.12,8.78,2.33,2.58,0.00,0.00,3.91,2.46,5.30,3.65,3.25,2.66,0.00,0.00,1.68,1.84,0.16,0.20,0.12,0.11,0.00,0.00,0.19,0.24,0
'[14:14:13.969 20/01/2026]',1.95,2.30,0.70,0.67,0.00,0.00,0.75,0.32,7.50,10.74,2.94,3.78,0.00,0.00,5.35,2.05,8.00,8.75,2.25,2.62,0.00,0.00,4.04,2.39,5.20,3.57,3.23,2.63,0.00,0.00,1.67,1.88,0.16,0.19,0.12,0.11,0.00,0.00,0.20,0.24,0
'[14:14:14.004 20/01/2026]',1.89,2.20,0.68,0.65,0.00,0.00,0.75,0.32,7.50,10.63,2.98,3.79,0.00,0.00,5.53,2.04,7.87,8.64,2.17,2.63,0.00,0.00,4.17,2.32,5.13,3.42,3.21,2.59,0.00,0.00,1.70,1.90,0.16,0.20,0.12,0.12,0.00,0.00,0.21,0.24,0
'[14:14:14.038 20/01/2026]',1.87,2.06,0.65,0.62,0.00,0.00,0.77,0.32,7.52,10.49,3.02,3.78,0.00,0.00,5.69,2.03,7.73,8.54,2.11,2.63,0.00,0.00,4.31,2.25,5.08,3.32,3.19,2.58,0.00,0.00,1.74,1.92,0.16,0.20,0.12,0.12,0.00,0.00,0.21,0.24,0
'[14:14:14.083 20/01/2026]',1.85,1.97,0.65,0.60,0.00,0.00,0.81,0.31,7.53,10.38,3.03,3.77,0.00,0.00,5.82,2.03,7.61,8.45,2.17,2.62,0.00,0.00,4.49,2.19,5.03,3.25,3.15,2.59,0.00,0.00,1.78,1.93,0.15,0.20,0.13,0.12,0.00,0.00,0.21,0.24,0
'[14:14:14.118 20/01/2026]',1.83,1.90,0.65,0.58,0.00,0.00,0.80,0.31,7.55,10.26,3.04,3.75,0.00,0.00,5.81,2.01,7.51,8.37,2.24,2.63,0.00,0.00,4.77,2.13,4.97,3.19,3.09,2.58,0.00,0.00,1.75,1.93,0.15,0.19,0.12,0.12,0.00,0.00,0.21,0.24,0
'[14:14:14.141 20/01/2026]',1.80,1.84,0.65,0.57,0.00,0.00,0.80,0.30,7.58,10.16,3.05,3.73,0.00,0.00,5.78,1.99,7.43,8.32,2.32,2.65,0.00,0.00,5.05,2.08,4.89,3.13,3.02,2.55,0.00,0.00,1.68,1.91,0.15,0.18,0.13,0.12,0.00,0.00,0.22,0.24,0
'[14:14:14.147 20/01/2026]',1.77,1.79,0.66,0.57,0.00,0.00,0.79,0.31,7.61,10.05,3.06,3.70,0.00,0.00,5.75,1.97,7.35,8.29,2.39,2.69,0.00,0.00,5.32,2.04,4.82,3.06,2.97,2.51,0.00,0.00,1.61,1.88,0.16,0.17,0.13,0.12,0.00,0.00,0.23,0.25,0
'[14:14:14.152 20/01/2026]',1.74,1.75,0.66,0.58,0.00,0.00,0.78,0.32,7.63,9.95,3.07,3.67,0.00,0.00,5.72,1.95,7.27,8.25,2.46,2.73,0.00,0.00,5.56,2.07,4.76,2.99,2.91,2.47,0.00,0.00,1.69,1.86,0.17,0.17,0.14,0.13,0.00,0.00,0.23,0.26,0
'[14:14:14.165 20/01/2026]',1.72,1.72,0.66,0.59,0.00,0.00,0.78,0.32,7.66,9.86,3.08,3.64,0.00,0.00,5.70,1.94,7.20,8.22,2.52,2.77,0.00,0.00,5.79,2.11,4.70,2.93,2.86,2.43,0.00,0.00,1.82,1.83,0.17,0.17,0.14,0.13,0.00,0.00,0.24,0.26,0
'[14:14:14.182 20/01/2026]',1.69,1.68,0.67,0.59,0.00,0.00,0.77,0.33,7.68,9.78,3.09,3.62,0.00,0.00,5.68,1.92,7.14,8.20,2.58,2.80,0.00,0.00,6.00,2.15,4.65,2.88,2.82,2.40,0.00,0.00,1.93,1.81,0.18,0.17,0.15,0.14,0.00,0.00,0.25,0.27,0
'[14:14:14.199 20/01/2026]',1.69,1.65,0.67,0.60,0.00,0.00,0.80,0.33,7.72,9.70,3.10,3.60,0.00,0.00,5.57,1.91,7.06,8.17,2.63,2.83,0.00,0.00,6.24,2.19,4.55,2.82,2.76,2.37,0.00,0.00,2.02,1.79,0.18,0.16,0.14,0.14,0.00,0.00,0.25,0.27,0
'[14:14:14.216 20/01/2026]',1.75,1.59,0.68,0.59,0.00,0.00,0.82,0.33,7.79,9.65,3.11,3.60,0.00,0.00,5.45,1.90,6.96,8.17,2.66,2.87,0.00,0.00,6.47,2.23,4.38,2.76,2.69,2.32,0.00,0.00,2.07,1.76,0.20,0.16,0.15,0.14,0.00,0.00,0.25,0.27,0
'[14:14:14.233 20/01/2026]',1.74,1.54,0.69,0.58,0.00,0.00,0.82,0.33,7.81,9.59,3.08,3.60,0.00,0.00,5.28,1.89,6.80,8.14,2.64,2.89,0.00,0.00,6.68,2.25,4.13,2.69,2.57,2.26,0.00,0.00,2.09,1.73,0.22,0.17,0.15,0.14,0.00,0.00,0.25,0.28,0
'[14:14:14.249 20/01/2026]',1.69,1.51,0.67,0.59,0.00,0.00,0.82,0.35,7.79,9.50,3.01,3.57,0.00,0.00,5.13,1.85,6.62,8.08,2.59,2.88,0.00,0.00,6.87,2.25,3.91,2.59,2.44,2.18,0.00,0.00,2.11,1.67,0.22,0.18,0.15,0.14,0.00,0.00,0.25,0.27,0
'[14:14:14.265 20/01/2026]',1.65,1.44,0.64,0.57,0.00,0.00,0.82,0.33,7.78,9.38,2.96,3.53,0.00,0.00,4.99,1.81,6.46,7.97,2.54,2.85,0.00,0.00,7.05,2.22,3.72,2.45,2.32,2.08,0.00,0.00,2.12,1.60,0.23,0.19,0.15,0.14,0.00,0.00,0.25,0.27,0
'[14:14:14.282 20/01/2026]',1.61,1.37,0.62,0.55,0.00,0.00,0.82,0.32,7.76,9.26,2.90,3.50,0.00,0.00,4.85,1.77,6.31,7.87,2.50,2.82,0.00,0.00,7.21,2.19,3.53,2.32,2.20,1.99,0.00,0.00,2.14,1.54,0.23,0.19,0.15,0.14,0.00,0.00,0.24,0.27,0
'[14:14:14.299 20/01/2026]',1.55,1.31,0.62,0.54,0.00,0.00,0.80,0.30,7.72,9.14,2.86,3.46,0.00,0.00,4.72,1.74,6.19,7.77,2.45,2.80,0.00,0.00,7.35,2.17,3.41,2.20,2.08,1.90,0.00,0.00,2.16,1.48,0.22,0.20,0.15,0.14,0.00,0.00,0.24,0.27,0
'[14:14:14.316 20/01/2026]',1.49,1.22,0.62,0.53,0.00,0.00,0.78,0.31,7.69,9.01,2.82,3.43,0.00,0.00,4.59,1.75,6.07,7.67,2.41,2.77,0.00,0.00,7.47,2.11,3.29,2.05,1.98,1.82,0.00,0.00,2.19,1.42,0.20,0.18,0.14,0.14,0.00,0.00,0.23,0.27,0
