'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[11:34:19.316 21/01/2026]',0.16,0.11,0.14,0.14,0.00,0.00,0.12,0.11,0.99,1.07,0.91,1.04,0.00,0.00,0.37,0.51,0.84,1.32,0.65,0.64,0.00,0.00,0.61,0.58,0.58,1.01,0.78,0.56,0.00,0.00,0.56,0.70,0.05,0.06,0.07,0.06,0.00,0.00,0.04,0.04,0
'[11:34:19.320 21/01/2026]',0.15,0.11,0.13,0.13,0.00,0.00,0.11,0.11,1.00,1.06,0.90,1.03,0.00,0.00,0.37,0.51,0.85,1.31,0.64,0.63,0.00,0.00,0.62,0.56,0.58,1.04,0.77,0.56,0.00,0.00,0.53,0.68,0.05,0.05,0.07,0.06,0.00,0.00,0.04,0.04,0
'[11:34:19.328 21/01/2026]',0.15,0.10,0.13,0.13,0.00,0.00,0.11,0.10,1.00,1.05,0.89,1.02,0.00,0.00,0.37,0.51,0.86,1.30,0.63,0.63,0.00,0.00,0.63,0.54,0.58,1.06,0.76,0.55,0.00,0.00,0.54,0.68,0.05,0.05,0.07,0.05,0.00,0.00,0.04,0.05,0
'[11:34:19.345 21/01/2026]',0.14,0.10,0.13,0.12,0.00,0.00,0.11,0.10,1.01,1.05,0.88,1.01,0.00,0.00,0.36,0.52,0.87,1.29,0.62,0.63,0.00,0.00,0.64,0.52,0.57,1.09,0.75,0.55,0.00,0.00,0.54,0.67,0.05,0.05,0.07,0.05,0.00,0.00,0.04,0.05,0
'[11:34:19.361 21/01/2026]',0.14,0.09,0.13,0.12,0.00,0.00,0.11,0.09,1.03,1.04,0.87,1.00,0.00,0.00,0.37,0.52,0.88,1.28,0.61,0.62,0.00,0.00,0.64,0.53,0.57,1.11,0.74,0.54,0.00,0.00,0.54,0.68,0.05,0.06,0.07,0.05,0.00,0.00,0.04,0.05,0
'[11:34:19.378 21/01/2026]',0.14,0.09,0.12,0.12,0.00,0.00,0.10,0.09,1.03,1.03,0.86,1.00,0.00,0.00,0.37,0.52,0.89,1.27,0.60,0.62,0.00,0.00,0.65,0.54,0.56,1.14,0.73,0.55,0.00,0.00,0.54,0.68,0.05,0.06,0.08,0.06,0.00,0.00,0.04,0.05,0
'[11:34:19.395 21/01/2026]',0.13,0.09,0.12,0.12,0.00,0.00,0.10,0.09,1.04,1.03,0.86,0.99,0.00,0.00,0.38,0.52,0.89,1.26,0.59,0.62,0.00,0.00,0.66,0.55,0.57,1.16,0.72,0.56,0.00,0.00,0.53,0.68,0.05,0.06,0.08,0.06,0.00,0.00,0.04,0.05,0
'[11:34:19.411 21/01/2026]',0.13,0.08,0.12,0.11,0.00,0.00,0.10,0.08,1.05,1.02,0.86,0.99,0.00,0.00,0.39,0.52,0.90,1.25,0.58,0.62,0.00,0.00,0.67,0.56,0.59,1.18,0.72,0.57,0.00,0.00,0.53,0.68,0.05,0.06,0.08,0.06,0.00,0.00,0.04,0.05,0
'[11:34:19.429 21/01/2026]',0.12,0.08,0.12,0.11,0.00,0.00,0.09,0.08,1.06,1.02,0.86,0.99,0.00,0.00,0.40,0.51,0.90,1.25,0.57,0.62,0.00,0.00,0.67,0.57,0.61,1.19,0.71,0.58,0.00,0.00,0.53,0.68,0.04,0.05,0.08,0.06,0.00,0.00,0.04,0.05,0
'[11:34:19.445 21/01/2026]',0.12,0.08,0.12,0.10,0.00,0.00,0.09,0.08,1.07,1.01,0.87,0.99,0.00,0.00,0.41,0.51,0.91,1.24,0.59,0.63,0.00,0.00,0.69,0.58,0.63,1.20,0.72,0.59,0.00,0.00,0.53,0.68,0.04,0.05,0.08,0.05,0.00,0.00,0.04,0.05,0
'[11:34:19.462 21/01/2026]',0.11,0.07,0.11,0.10,0.00,0.00,0.08,0.07,1.08,1.00,0.87,0.99,0.00,0.00,0.42,0.51,0.92,1.23,0.62,0.64,0.00,0.00,0.70,0.59,0.65,1.21,0.72,0.61,0.00,0.00,0.54,0.68,0.05,0.05,0.08,0.06,0.00,0.00,0.04,0.05,0
'[11:34:19.478 21/01/2026]',0.11,0.07,0.11,0.10,0.00,0.00,0.08,0.07,1.09,1.00,0.88,0.99,0.00,0.00,0.43,0.50,0.93,1.22,0.65,0.64,0.00,0.00,0.71,0.60,0.66,1.22,0.73,0.62,0.00,0.00,0.54,0.68,0.05,0.05,0.08,0.06,0.00,0.00,0.04,0.05,0
'[11:34:19.495 21/01/2026]',0.11,0.06,0.11,0.09,0.00,0.00,0.07,0.06,1.10,1.00,0.88,0.99,0.00,0.00,0.44,0.50,0.94,1.21,0.67,0.65,0.00,0.00,0.73,0.61,0.68,1.23,0.73,0.63,0.00,0.00,0.54,0.68,0.05,0.05,0.08,0.06,0.00,0.00,0.04,0.05,0
'[11:34:19.511 21/01/2026]',0.10,0.06,0.11,0.09,0.00,0.00,0.08,0.06,1.10,0.99,0.89,0.99,0.00,0.00,0.46,0.49,0.95,1.20,0.70,0.65,0.00,0.00,0.74,0.62,0.69,1.24,0.73,0.64,0.00,0.00,0.54,0.68,0.05,0.05,0.09,0.06,0.00,0.00,0.04,0.05,0
'[11:34:19.528 21/01/2026]',0.11,0.06,0.13,0.09,0.00,0.00,0.08,0.06,1.10,0.99,0.89,0.99,0.00,0.00,0.48,0.49,0.97,1.19,0.75,0.66,0.00,0.00,0.76,0.64,0.69,1.24,0.75,0.66,0.00,0.00,0.53,0.68,0.04,0.05,0.08,0.06,0.00,0.00,0.04,0.05,0
'[11:34:19.544 21/01/2026]',0.11,0.06,0.14,0.10,0.00,0.00,0.08,0.06,1.10,0.98,0.89,0.99,0.00,0.00,0.50,0.48,0.99,1.19,0.79,0.67,0.00,0.00,0.78,0.65,0.69,1.25,0.78,0.67,0.00,0.00,0.52,0.69,0.04,0.05,0.08,0.06,0.00,0.00,0.04,0.05,0
'[11:34:19.561 21/01/2026]',0.12,0.07,0.14,0.10,0.00,0.00,0.08,0.06,1.10,0.97,0.89,0.99,0.00,0.00,0.51,0.48,1.00,1.20,0.83,0.68,0.00,0.00,0.80,0.67,0.69,1.25,0.81,0.69,0.00,0.00,0.51,0.69,0.04,0.05,0.08,0.06,0.00,0.00,0.04,0.05,0
'[11:34:19.578 21/01/2026]',0.12,0.07,0.14,0.11,0.00,0.00,0.08,0.06,1.09,0.96,0.87,0.98,0.00,0.00,0.52,0.48,1.03,1.20,0.88,0.69,0.00,0.00,0.82,0.69,0.68,1.26,0.84,0.71,0.00,0.00,0.50,0.69,0.04,0.06,0.08,0.06,0.00,0.00,0.04,0.04,0
'[11:34:19.595 21/01/2026]',0.11,0.07,0.13,0.10,0.00,0.00,0.08,0.06,1.08,0.95,0.86,0.97,0.00,0.00,0.53,0.48,1.05,1.21,0.92,0.71,0.00,0.00,0.84,0.70,0.67,1.27,0.87,0.73,0.00,0.00,0.48,0.69,0.05,0.06,0.08,0.05,0.00,0.00,0.04,0.05,0
'[11:34:19.612 21/01/2026]',0.11,0.07,0.12,0.10,0.00,0.00,0.07,0.06,1.08,0.93,0.84,0.95,0.00,0.00,0.54,0.48,1.07,1.22,0.97,0.73,0.00,0.00,0.86,0.72,0.67,1.28,0.90,0.75,0.00,0.00,0.47,0.69,0.05,0.06,0.07,0.05,0.00,0.00,0.04,0.05,0
'[11:34:19.628 21/01/2026]',0.11,0.08,0.12,0.09,0.00,0.00,0.07,0.05,1.07,0.92,0.83,0.94,0.00,0.00,0.55,0.48,1.09,1.23,1.01,0.75,0.00,0.00,0.88,0.73,0.67,1.28,0.93,0.76,0.00,0.00,0.46,0.70,0.05,0.06,0.08,0.05,0.00,0.00,0.04,0.05,0
'[11:34:19.645 21/01/2026]',0.11,0.07,0.13,0.09,0.00,0.00,0.07,0.05,1.05,0.91,0.80,0.93,0.00,0.00,0.56,0.47,1.11,1.24,1.04,0.77,0.00,0.00,0.88,0.74,0.67,1.30,0.93,0.78,0.00,0.00,0.45,0.70,0.05,0.06,0.08,0.05,0.00,0.00,0.04,0.05,0
'[11:34:19.661 21/01/2026]',0.11,0.07,0.13,0.10,0.00,0.00,0.07,0.05,1.03,0.90,0.77,0.90,0.00,0.00,0.56,0.47,1.12,1.25,1.08,0.78,0.00,0.00,0.89,0.74,0.68,1.31,0.94,0.78,0.00,0.00,0.44,0.71,0.05,0.06,0.08,0.05,0.00,0.00,0.05,0.05,0
'[11:34:19.678 21/01/2026]',0.11,0.07,0.13,0.11,0.00,0.00,0.07,0.05,1.01,0.90,0.73,0.87,0.00,0.00,0.56,0.47,1.13,1.26,1.11,0.79,0.00,0.00,0.89,0.75,0.70,1.32,0.93,0.78,0.00,0.00,0.43,0.72,0.05,0.06,0.08,0.06,0.00,0.00,0.04,0.05,0
'[11:34:19.695 21/01/2026]',0.11,0.07,0.14,0.11,0.00,0.00,0.07,0.05,0.99,0.90,0.70,0.84,0.00,0.00,0.56,0.47,1.15,1.28,1.14,0.81,0.00,0.00,0.88,0.75,0.71,1.32,0.93,0.76,0.00,0.00,0.43,0.73,0.05,0.06,0.08,0.05,0.00,0.00,0.04,0.05,0
'[11:34:19.711 21/01/2026]',0.11,0.07,0.14,0.11,0.00,0.00,0.07,0.05,0.97,0.90,0.67,0.82,0.00,0.00,0.56,0.48,1.16,1.29,1.16,0.83,0.00,0.00,0.88,0.75,0.72,1.32,0.92,0.75,0.00,0.00,0.43,0.75,0.05,0.06,0.08,0.05,0.00,0.00,0.04,0.05,0
'[11:34:19.728 21/01/2026]',0.12,0.07,0.15,0.11,0.00,0.00,0.07,0.06,0.96,0.91,0.63,0.79,0.00,0.00,0.55,0.48,1.17,1.30,1.18,0.85,0.00,0.00,0.87,0.74,0.73,1.32,0.91,0.74,0.00,0.00,0.43,0.76,0.05,0.06,0.08,0.05,0.00,0.00,0.04,0.04,0
'[11:34:19.745 21/01/2026]',0.12,0.06,0.14,0.11,0.00,0.00,0.07,0.06,0.94,0.92,0.61,0.77,0.00,0.00,0.55,0.49,1.17,1.31,1.19,0.86,0.00,0.00,0.87,0.74,0.74,1.32,0.90,0.73,0.00,0.00,0.44,0.77,0.04,0.06,0.07,0.05,0.00,0.00,0.04,0.04,0
'[11:34:19.761 21/01/2026]',0.12,0.06,0.14,0.11,0.00,0.00,0.07,0.06,0.93,0.92,0.59,0.75,0.00,0.00,0.54,0.50,1.17,1.32,1.21,0.88,0.00,0.00,0.86,0.75,0.75,1.31,0.89,0.71,0.00,0.00,0.44,0.78,0.04,0.06,0.07,0.05,0.00,0.00,0.04,0.04,0
'[11:34:19.778 21/01/2026]',0.12,0.06,0.13,0.11,0.00,0.00,0.07,0.07,0.91,0.92,0.58,0.74,0.00,0.00,0.54,0.51,1.17,1.33,1.22,0.89,0.00,0.00,0.86,0.75,0.75,1.30,0.88,0.70,0.00,0.00,0.44,0.79,0.04,0.06,0.07,0.05,0.00,0.00,0.04,0.04,0
'[11:34:19.795 21/01/2026]',0.12,0.07,0.13,0.10,0.00,0.00,0.07,0.07,0.90,0.91,0.56,0.72,0.00,0.00,0.54,0.52,1.17,1.32,1.23,0.90,0.00,0.00,0.86,0.75,0.76,1.30,0.87,0.69,0.00,0.00,0.44,0.80,0.04,0.06,0.07,0.04,0.00,0.00,0.03,0.03,0
'[11:34:19.813 21/01/2026]',0.12,0.07,0.13,0.10,0.00,0.00,0.07,0.07,0.89,0.91,0.54,0.70,0.00,0.00,0.53,0.53,1.18,1.32,1.24,0.91,0.00,0.00,0.85,0.76,0.76,1.29,0.87,0.68,0.00,0.00,0.44,0.81,0.04,0.06,0.06,0.04,0.00,0.00,0.03,0.03,0
'[11:34:19.828 21/01/2026]',0.13,0.07,0.13,0.10,0.00,0.00,0.07,0.07,0.88,0.91,0.52,0.69,0.00,0.00,0.53,0.54,1.18,1.32,1.26,0.92,0.00,0.00,0.85,0.76,0.76,1.28,0.86,0.67,0.00,0.00,0.44,0.82,0.04,0.06,0.06,0.04,0.00,0.00,0.03,0.03,0
'[11:34:19.845 21/01/2026]',0.13,0.07,0.13,0.10,0.00,0.00,0.07,0.07,0.87,0.90,0.51,0.67,0.00,0.00,0.53,0.55,1.18,1.32,1.27,0.93,0.00,0.00,0.85,0.77,0.77,1.27,0.85,0.66,0.00,0.00,0.44,0.83,0.04,0.05,0.06,0.04,0.00,0.00,0.03,0.03,0
'[11:34:19.862 21/01/2026]',0.13,0.07,0.12,0.09,0.00,0.00,0.07,0.07,0.85,0.89,0.49,0.66,0.00,0.00,0.53,0.56,1.18,1.31,1.29,0.94,0.00,0.00,0.85,0.77,0.77,1.26,0.84,0.65,0.00,0.00,0.43,0.84,0.04,0.05,0.06,0.04,0.00,0.00,0.03,0.03,0
'[11:34:19.878 21/01/2026]',0.12,0.07,0.11,0.09,0.00,0.00,0.07,0.07,0.84,0.88,0.47,0.64,0.00,0.00,0.53,0.56,1.19,1.30,1.31,0.96,0.00,0.00,0.86,0.77,0.77,1.24,0.83,0.63,0.00,0.00,0.43,0.85,0.04,0.05,0.06,0.04,0.00,0.00,0.03,0.03,0
'[11:34:19.895 21/01/2026]',0.12,0.07,0.10,0.08,0.00,0.00,0.07,0.07,0.83,0.88,0.45,0.63,0.00,0.00,0.53,0.56,1.19,1.29,1.33,0.97,0.00,0.00,0.86,0.78,0.77,1.22,0.81,0.62,0.00,0.00,0.43,0.85,0.04,0.05,0.06,0.04,0.00,0.00,0.03,0.03,0
'[11:34:19.911 21/01/2026]',0.11,0.07,0.10,0.08,0.00,0.00,0.07,0.07,0.81,0.88,0.44,0.62,0.00,0.00,0.53,0.56,1.19,1.28,1.34,0.99,0.00,0.00,0.86,0.78,0.77,1.20,0.80,0.61,0.00,0.00,0.44,0.86,0.03,0.05,0.06,0.04,0.00,0.00,0.03,0.04,0
'[11:34:19.928 21/01/2026]',0.11,0.07,0.09,0.07,0.00,0.00,0.07,0.07,0.80,0.88,0.42,0.61,0.00,0.00,0.53,0.56,1.19,1.27,1.36,1.00,0.00,0.00,0.87,0.79,0.77,1.19,0.79,0.59,0.00,0.00,0.46,0.87,0.03,0.05,0.06,0.04,0.00,0.00,0.03,0.04,0
'[11:34:19.944 21/01/2026]',0.11,0.07,0.09,0.07,0.00,0.00,0.06,0.07,0.79,0.88,0.41,0.60,0.00,0.00,0.53,0.56,1.19,1.26,1.37,1.01,0.00,0.00,0.87,0.79,0.78,1.17,0.79,0.58,0.00,0.00,0.47,0.87,0.03,0.05,0.06,0.05,0.00,0.00,0.03,0.04,0
'[11:34:19.962 21/01/2026]',0.11,0.06,0.09,0.07,0.00,0.00,0.06,0.07,0.77,0.88,0.40,0.58,0.00,0.00,0.53,0.56,1.19,1.25,1.38,1.01,0.00,0.00,0.88,0.81,0.78,1.16,0.78,0.58,0.00,0.00,0.49,0.87,0.03,0.05,0.06,0.04,0.00,0.00,0.03,0.04,0
'[11:34:19.978 21/01/2026]',0.11,0.06,0.09,0.06,0.00,0.00,0.06,0.07,0.76,0.88,0.39,0.57,0.00,0.00,0.53,0.56,1.19,1.25,1.38,1.02,0.00,0.00,0.89,0.82,0.78,1.14,0.77,0.57,0.00,0.00,0.50,0.88,0.03,0.05,0.06,0.04,0.00,0.00,0.03,0.04,0
'[11:34:19.995 21/01/2026]',0.10,0.06,0.10,0.07,0.00,0.00,0.06,0.07,0.75,0.87,0.38,0.55,0.00,0.00,0.53,0.57,1.18,1.24,1.39,1.02,0.00,0.00,0.89,0.83,0.78,1.13,0.77,0.57,0.00,0.00,0.51,0.87,0.03,0.05,0.06,0.04,0.00,0.00,0.03,0.04,0
'[11:34:20.011 21/01/2026]',0.11,0.06,0.10,0.08,0.00,0.00,0.06,0.08,0.73,0.87,0.37,0.54,0.00,0.00,0.53,0.58,1.18,1.24,1.39,1.02,0.00,0.00,0.90,0.85,0.79,1.12,0.75,0.57,0.00,0.00,0.52,0.87,0.03,0.05,0.06,0.04,0.00,0.00,0.03,0.04,0
'[11:34:20.028 21/01/2026]',0.11,0.06,0.11,0.08,0.00,0.00,0.07,0.08,0.71,0.87,0.36,0.52,0.00,0.00,0.52,0.59,1.18,1.24,1.39,1.02,0.00,0.00,0.91,0.86,0.79,1.11,0.74,0.56,0.00,0.00,0.53,0.87,0.03,0.05,0.06,0.04,0.00,0.00,0.03,0.04,0
'[11:34:20.044 21/01/2026]',0.11,0.07,0.11,0.08,0.00,0.00,0.07,0.09,0.70,0.86,0.35,0.50,0.00,0.00,0.52,0.60,1.18,1.24,1.39,1.02,0.00,0.00,0.92,0.88,0.79,1.09,0.73,0.55,0.00,0.00,0.53,0.86,0.03,0.05,0.06,0.04,0.00,0.00,0.03,0.04,0
'[11:34:20.062 21/01/2026]',0.12,0.07,0.12,0.09,0.00,0.00,0.08,0.09,0.68,0.86,0.35,0.48,0.00,0.00,0.50,0.61,1.19,1.24,1.41,1.02,0.00,0.00,0.94,0.89,0.78,1.08,0.72,0.55,0.00,0.00,0.53,0.85,0.03,0.05,0.06,0.04,0.00,0.00,0.03,0.04,0
'[11:34:20.078 21/01/2026]',0.12,0.08,0.12,0.10,0.00,0.00,0.07,0.10,0.65,0.84,0.34,0.45,0.00,0.00,0.49,0.63,1.21,1.25,1.44,1.03,0.00,0.00,0.96,0.92,0.76,1.06,0.70,0.53,0.00,0.00,0.53,0.84,0.04,0.05,0.06,0.04,0.00,0.00,0.03,0.04,0
'[11:34:20.095 21/01/2026]',0.13,0.07,0.12,0.11,0.00,0.00,0.07,0.10,0.62,0.83,0.33,0.43,0.00,0.00,0.48,0.65,1.23,1.27,1.46,1.06,0.00,0.00,0.98,0.95,0.75,1.03,0.69,0.51,0.00,0.00,0.52,0.82,0.04,0.05,0.06,0.04,0.00,0.00,0.03,0.04,0
'[11:34:20.112 21/01/2026]',0.13,0.07,0.12,0.11,0.00,0.00,0.07,0.10,0.59,0.82,0.32,0.41,0.00,0.00,0.47,0.67,1.26,1.29,1.49,1.09,0.00,0.00,1.00,0.98,0.73,1.00,0.70,0.50,0.00,0.00,0.52,0.80,0.03,0.05,0.06,0.05,0.00,0.00,0.03,0.04,0
'[11:34:20.128 21/01/2026]',0.14,0.07,0.12,0.11,0.00,0.00,0.07,0.09,0.57,0.81,0.32,0.40,0.00,0.00,0.49,0.69,1.28,1.30,1.51,1.11,0.00,0.00,1.01,1.00,0.72,0.97,0.70,0.50,0.00,0.00,0.52,0.78,0.03,0.05,0.06,0.05,0.00,0.00,0.03,0.04,0
'[11:34:20.145 21/01/2026]',0.15,0.08,0.12,0.11,0.00,0.00,0.06,0.09,0.55,0.80,0.32,0.38,0.00,0.00,0.50,0.71,1.29,1.31,1.53,1.14,0.00,0.00,1.03,1.03,0.70,0.94,0.71,0.49,0.00,0.00,0.52,0.76,0.04,0.05,0.06,0.05,0.00,0.00,0.03,0.04,0
'[11:34:20.161 21/01/2026]',0.16,0.09,0.12,0.11,0.00,0.00,0.06,0.09,0.55,0.80,0.32,0.37,0.00,0.00,0.50,0.73,1.30,1.31,1.55,1.17,0.00,0.00,1.04,1.05,0.69,0.91,0.71,0.48,0.00,0.00,0.52,0.74,0.04,0.05,0.06,0.05,0.00,0.00,0.03,0.04,0
'[11:34:20.178 21/01/2026]',0.17,0.10,0.11,0.11,0.00,0.00,0.06,0.09,0.55,0.79,0.33,0.35,0.00,0.00,0.51,0.74,1.30,1.31,1.56,1.19,0.00,0.00,1.06,1.07,0.67,0.87,0.72,0.47,0.00,0.00,0.52,0.73,0.04,0.05,0.06,0.05,0.00,0.00,0.03,0.04,0
'[11:34:20.195 21/01/2026]',0.17,0.10,0.11,0.10,0.00,0.00,0.06,0.09,0.55,0.77,0.33,0.34,0.00,0.00,0.52,0.76,1.29,1.29,1.57,1.21,0.00,0.00,1.07,1.09,0.65,0.83,0.73,0.47,0.00,0.00,0.52,0.71,0.05,0.06,0.06,0.05,0.00,0.00,0.03,0.04,0
'[11:34:20.211 21/01/2026]',0.17,0.10,0.10,0.10,0.00,0.00,0.06,0.08,0.55,0.75,0.34,0.33,0.00,0.00,0.53,0.78,1.29,1.28,1.58,1.23,0.00,0.00,1.08,1.11,0.63,0.80,0.74,0.46,0.00,0.00,0.51,0.69,0.05,0.06,0.06,0.05,0.00,0.00,0.03,0.04,0
'[11:34:20.228 21/01/2026]',0.16,0.10,0.09,0.10,0.00,0.00,0.06,0.08,0.54,0.73,0.34,0.33,0.00,0.00,0.53,0.80,1.29,1.27,1.58,1.25,0.00,0.00,1.09,1.12,0.62,0.76,0.75,0.45,0.00,0.00,0.51,0.67,0.05,0.06,0.06,0.05,0.00,0.00,0.04,0.04,0
'[11:34:20.245 21/01/2026]',0.15,0.10,0.09,0.09,0.00,0.00,0.06,0.08,0.53,0.71,0.35,0.34,0.00,0.00,0.54,0.81,1.29,1.25,1.59,1.27,0.00,0.00,1.09,1.13,0.60,0.73,0.76,0.45,0.00,0.00,0.50,0.66,0.05,0.06,0.07,0.06,0.00,0.00,0.04,0.03,0
'[11:34:20.262 21/01/2026]',0.15,0.10,0.08,0.09,0.00,0.00,0.07,0.09,0.53,0.69,0.36,0.34,0.00,0.00,0.53,0.83,1.29,1.24,1.59,1.28,0.00,0.00,1.09,1.13,0.58,0.69,0.77,0.44,0.00,0.00,0.49,0.65,0.05,0.07,0.07,0.06,0.00,0.00,0.04,0.03,0
'[11:34:20.279 21/01/2026]',0.14,0.10,0.08,0.09,0.00,0.00,0.07,0.09,0.52,0.66,0.36,0.35,0.00,0.00,0.53,0.83,1.28,1.22,1.59,1.30,0.00,0.00,1.10,1.12,0.56,0.65,0.77,0.43,0.00,0.00,0.48,0.65,0.05,0.07,0.07,0.06,0.00,0.00,0.04,0.04,0
'[11:34:20.300 21/01/2026]',0.14,0.09,0.08,0.08,0.00,0.00,0.07,0.09,0.52,0.64,0.37,0.36,0.00,0.00,0.52,0.83,1.28,1.22,1.59,1.32,0.00,0.00,1.09,1.12,0.54,0.62,0.78,0.42,0.00,0.00,0.47,0.64,0.05,0.07,0.07,0.06,0.00,0.00,0.04,0.04,0
'[11:34:20.317 21/01/2026]',0.14,0.09,0.08,0.08,0.00,0.00,0.07,0.09,0.52,0.62,0.37,0.37,0.00,0.00,0.51,0.83,1.26,1.24,1.59,1.33,0.00,0.00,1.08,1.10,0.54,0.59,0.80,0.41,0.00,0.00,0.47,0.63,0.05,0.07,0.07,0.06,0.00,0.00,0.04,0.04,0
'[11:34:20.333 21/01/2026]',0.15,0.09,0.08,0.08,0.00,0.00,0.07,0.09,0.52,0.59,0.37,0.38,0.00,0.00,0.50,0.81,1.25,1.24,1.59,1.34,0.00,0.00,1.07,1.09,0.54,0.56,0.81,0.41,0.00,0.00,0.49,0.63,0.05,0.06,0.06,0.06,0.00,0.00,0.04,0.04,0
'[11:34:20.351 21/01/2026]',0.15,0.09,0.08,0.08,0.00,0.00,0.07,0.09,0.52,0.57,0.38,0.40,0.00,0.00,0.48,0.79,1.23,1.25,1.59,1.36,0.00,0.00,1.06,1.07,0.54,0.54,0.83,0.42,0.00,0.00,0.50,0.63,0.05,0.06,0.06,0.05,0.00,0.00,0.04,0.04,0
'[11:34:20.368 21/01/2026]',0.16,0.09,0.08,0.08,0.00,0.00,0.08,0.09,0.52,0.55,0.38,0.41,0.00,0.00,0.48,0.78,1.22,1.26,1.59,1.37,0.00,0.00,1.05,1.05,0.54,0.52,0.84,0.42,0.00,0.00,0.51,0.66,0.05,0.06,0.06,0.05,0.00,0.00,0.04,0.04,0
