'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[13:17:58.145 21/01/2026]',0.95,1.07,0.37,0.38,0.00,0.00,0.13,2.42,4.25,4.33,1.14,1.84,0.00,0.00,0.50,10.37,3.81,3.61,1.67,1.62,0.00,0.00,0.85,24.43,1.87,1.59,1.12,1.41,0.00,0.00,0.96,17.91,0.09,0.08,0.06,0.06,0.00,0.00,0.05,0.78,0
'[13:17:58.185 21/01/2026]',0.94,1.05,0.36,0.36,0.00,0.00,0.12,2.46,4.20,4.30,1.09,1.77,0.00,0.00,0.51,10.32,3.81,3.58,1.65,1.64,0.00,0.00,0.85,23.54,1.82,1.53,1.06,1.34,0.00,0.00,0.95,17.60,0.08,0.08,0.05,0.06,0.00,0.00,0.06,0.83,0
'[13:17:58.223 21/01/2026]',0.93,1.04,0.36,0.35,0.00,0.00,0.12,2.49,4.15,4.27,1.04,1.71,0.00,0.00,0.52,10.27,3.81,3.55,1.64,1.66,0.00,0.00,0.87,22.64,1.76,1.46,0.99,1.26,0.00,0.00,0.95,17.46,0.08,0.08,0.05,0.06,0.00,0.00,0.05,0.85,0
'[13:17:58.262 21/01/2026]',0.91,1.03,0.35,0.36,0.00,0.00,0.12,2.49,4.10,4.23,1.05,1.64,0.00,0.00,0.55,10.21,3.83,3.54,1.63,1.70,0.00,0.00,0.88,21.80,1.70,1.40,0.93,1.18,0.00,0.00,0.95,17.38,0.08,0.07,0.05,0.06,0.00,0.00,0.05,0.85,0
'[13:17:58.302 21/01/2026]',0.90,1.02,0.35,0.35,0.00,0.00,0.12,2.43,4.05,4.20,1.08,1.57,0.00,0.00,0.58,10.26,3.84,3.53,1.62,1.73,0.00,0.00,0.89,21.25,1.64,1.34,0.87,1.11,0.00,0.00,0.96,17.25,0.07,0.07,0.05,0.06,0.00,0.00,0.05,0.85,0
'[13:17:58.342 21/01/2026]',0.90,1.01,0.35,0.34,0.00,0.00,0.13,2.32,4.01,4.16,1.11,1.49,0.00,0.00,0.59,10.22,3.84,3.52,1.61,1.75,0.00,0.00,0.89,21.20,1.58,1.29,0.81,1.06,0.00,0.00,0.97,17.09,0.07,0.07,0.05,0.06,0.00,0.00,0.05,0.84,0
'[13:17:58.381 21/01/2026]',0.88,1.00,0.34,0.34,0.00,0.00,0.13,2.20,3.97,4.13,1.15,1.43,0.00,0.00,0.61,10.12,3.84,3.51,1.59,1.78,0.00,0.00,0.88,21.08,1.52,1.25,0.77,1.01,0.00,0.00,0.98,16.90,0.07,0.07,0.05,0.05,0.00,0.00,0.05,0.87,0
'[13:17:58.422 21/01/2026]',0.88,0.99,0.34,0.33,0.00,0.00,0.13,2.10,3.93,4.10,1.18,1.37,0.00,0.00,0.62,9.95,3.84,3.51,1.58,1.80,0.00,0.00,0.87,20.87,1.45,1.21,0.73,0.97,0.00,0.00,1.00,16.67,0.07,0.07,0.05,0.05,0.00,0.00,0.05,0.84,0
'[13:17:58.463 21/01/2026]',0.87,0.99,0.34,0.33,0.00,0.00,0.13,2.08,3.88,4.06,1.20,1.32,0.00,0.00,0.64,9.71,3.85,3.51,1.57,1.81,0.00,0.00,0.85,20.52,1.38,1.17,0.70,0.93,0.00,0.00,1.01,16.35,0.07,0.07,0.05,0.05,0.00,0.00,0.05,0.84,0
'[13:17:58.504 21/01/2026]',0.87,0.99,0.34,0.33,0.00,0.00,0.14,2.02,3.83,4.04,1.22,1.27,0.00,0.00,0.66,9.63,3.86,3.51,1.57,1.81,0.00,0.00,0.83,20.08,1.32,1.13,0.67,0.91,0.00,0.00,1.02,16.02,0.07,0.06,0.05,0.05,0.00,0.00,0.05,0.85,0
'[13:17:58.546 21/01/2026]',0.90,0.99,0.36,0.34,0.00,0.00,0.15,1.94,3.76,4.00,1.22,1.22,0.00,0.00,0.70,9.57,3.84,3.51,1.56,1.81,0.00,0.00,0.80,19.64,1.28,1.10,0.63,0.91,0.00,0.00,1.01,15.72,0.07,0.07,0.05,0.06,0.00,0.00,0.05,0.83,0
'[13:17:58.588 21/01/2026]',0.91,1.02,0.37,0.37,0.00,0.00,0.16,1.93,3.67,3.93,1.21,1.18,0.00,0.00,0.74,9.46,3.82,3.48,1.56,1.79,0.00,0.00,0.77,19.22,1.26,1.09,0.60,0.90,0.00,0.00,1.00,15.45,0.08,0.07,0.05,0.05,0.00,0.00,0.05,0.84,0
'[13:17:58.631 21/01/2026]',0.92,1.03,0.37,0.37,0.00,0.00,0.16,1.89,3.53,3.83,1.18,1.13,0.00,0.00,0.76,9.30,3.71,3.45,1.55,1.76,0.00,0.00,0.81,18.86,1.23,1.10,0.58,0.91,0.00,0.00,0.97,15.27,0.08,0.08,0.04,0.05,0.00,0.00,0.05,0.86,0
'[13:17:58.674 21/01/2026]',0.90,1.03,0.37,0.38,0.00,0.00,0.18,1.89,3.37,3.67,1.14,1.10,0.00,0.00,0.79,9.07,3.61,3.35,1.53,1.71,0.00,0.00,0.84,18.48,1.20,1.07,0.57,0.89,0.00,0.00,0.94,15.08,0.09,0.08,0.05,0.05,0.00,0.00,0.05,0.83,0
'[13:17:58.702 21/01/2026]',0.87,1.01,0.35,0.38,0.00,0.00,0.17,1.80,3.22,3.51,1.07,1.09,0.00,0.00,0.83,8.91,3.44,3.25,1.51,1.66,0.00,0.00,0.87,18.08,1.15,1.03,0.56,0.87,0.00,0.00,0.90,14.86,0.09,0.09,0.05,0.05,0.00,0.00,0.05,0.84,0
'[13:17:58.708 21/01/2026]',0.81,0.96,0.33,0.35,0.00,0.00,0.18,1.74,3.05,3.32,1.02,1.10,0.00,0.00,0.88,8.87,3.30,3.11,1.49,1.61,0.00,0.00,0.89,17.70,1.11,0.97,0.55,0.88,0.00,0.00,0.87,14.62,0.09,0.09,0.05,0.05,0.00,0.00,0.05,0.86,0
'[13:17:58.717 21/01/2026]',0.77,0.90,0.32,0.33,0.00,0.00,0.18,1.66,2.89,3.13,0.97,1.11,0.00,0.00,0.92,8.85,3.15,2.99,1.48,1.55,0.00,0.00,0.90,17.34,1.06,0.94,0.55,0.90,0.00,0.00,0.85,14.37,0.09,0.09,0.05,0.05,0.00,0.00,0.05,0.87,0
'[13:17:58.735 21/01/2026]',0.72,0.86,0.30,0.33,0.00,0.00,0.18,1.61,2.73,2.96,0.93,1.14,0.00,0.00,0.96,8.88,3.03,2.87,1.48,1.51,0.00,0.00,0.91,16.98,1.02,0.92,0.54,0.92,0.00,0.00,0.86,14.08,0.09,0.09,0.05,0.05,0.00,0.00,0.05,0.87,0
'[13:17:58.750 21/01/2026]',0.68,0.81,0.29,0.32,0.00,0.00,0.18,1.49,2.59,2.79,0.90,1.16,0.00,0.00,0.97,8.89,2.91,2.76,1.48,1.46,0.00,0.00,0.94,16.61,0.97,0.91,0.53,0.94,0.00,0.00,0.86,13.76,0.08,0.09,0.05,0.05,0.00,0.00,0.05,0.86,0
'[13:17:58.768 21/01/2026]',0.64,0.76,0.27,0.31,0.00,0.00,0.17,1.44,2.44,2.64,0.90,1.17,0.00,0.00,0.98,8.84,2.81,2.67,1.49,1.48,0.00,0.00,0.96,16.27,0.91,0.88,0.51,0.96,0.00,0.00,0.86,13.43,0.08,0.08,0.05,0.05,0.00,0.00,0.05,0.88,0
'[13:17:58.784 21/01/2026]',0.59,0.71,0.26,0.29,0.00,0.00,0.18,1.39,2.30,2.49,0.90,1.19,0.00,0.00,0.99,8.81,2.73,2.60,1.51,1.53,0.00,0.00,0.99,16.00,0.85,0.84,0.48,0.96,0.00,0.00,0.85,13.11,0.08,0.08,0.05,0.05,0.00,0.00,0.05,0.87,0
'[13:17:58.801 21/01/2026]',0.56,0.67,0.25,0.29,0.00,0.00,0.18,1.31,2.17,2.34,0.90,1.18,0.00,0.00,1.00,8.81,2.65,2.54,1.53,1.59,0.00,0.00,1.02,15.76,0.80,0.79,0.45,0.96,0.00,0.00,0.85,12.81,0.07,0.08,0.05,0.05,0.00,0.00,0.05,0.88,0
'[13:17:58.817 21/01/2026]',0.53,0.63,0.25,0.28,0.00,0.00,0.18,1.24,2.02,2.20,0.90,1.17,0.00,0.00,0.99,8.81,2.60,2.49,1.55,1.65,0.00,0.00,1.03,15.51,0.78,0.75,0.43,0.95,0.00,0.00,0.85,12.54,0.07,0.07,0.05,0.05,0.00,0.00,0.06,0.89,0
'[13:17:58.834 21/01/2026]',0.50,0.60,0.23,0.27,0.00,0.00,0.17,1.17,1.90,2.05,0.90,1.16,0.00,0.00,0.99,8.82,2.56,2.46,1.58,1.70,0.00,0.00,1.04,15.26,0.77,0.70,0.42,0.93,0.00,0.00,0.87,12.29,0.07,0.07,0.06,0.04,0.00,0.00,0.06,0.90,0
'[13:17:58.851 21/01/2026]',0.47,0.56,0.22,0.26,0.00,0.00,0.17,1.13,1.80,1.92,0.90,1.16,0.00,0.00,0.99,8.84,2.53,2.44,1.61,1.76,0.00,0.00,1.04,15.03,0.78,0.67,0.43,0.92,0.00,0.00,0.89,12.09,0.07,0.06,0.06,0.04,0.00,0.00,0.06,0.90,0
'[13:17:58.867 21/01/2026]',0.45,0.53,0.22,0.26,0.00,0.00,0.17,1.37,1.71,1.79,0.91,1.16,0.00,0.00,0.98,8.68,2.50,2.42,1.64,1.81,0.00,0.00,1.04,15.02,0.78,0.64,0.43,0.91,0.00,0.00,0.92,11.76,0.07,0.07,0.06,0.05,0.00,0.00,0.06,0.91,0
'[13:17:58.886 21/01/2026]',0.44,0.50,0.23,0.26,0.00,0.00,0.18,1.59,1.64,1.68,0.94,1.16,0.00,0.00,0.99,8.53,2.47,2.40,1.67,1.86,0.00,0.00,1.03,15.01,0.80,0.62,0.45,0.90,0.00,0.00,0.95,11.45,0.07,0.07,0.06,0.05,0.00,0.00,0.06,0.92,0
'[13:17:58.901 21/01/2026]',0.43,0.48,0.23,0.27,0.00,0.00,0.20,1.69,1.58,1.59,0.96,1.17,0.00,0.00,1.00,8.55,2.46,2.38,1.70,1.91,0.00,0.00,1.01,15.18,0.82,0.61,0.46,0.90,0.00,0.00,0.98,11.07,0.07,0.06,0.06,0.05,0.00,0.00,0.07,0.91,0
'[13:17:58.917 21/01/2026]',0.43,0.47,0.24,0.28,0.00,0.00,0.21,1.78,1.52,1.50,0.98,1.18,0.00,0.00,1.01,8.57,2.44,2.37,1.73,1.95,0.00,0.00,1.00,15.34,0.84,0.61,0.47,0.90,0.00,0.00,1.01,10.72,0.07,0.06,0.06,0.05,0.00,0.00,0.07,0.91,0
'[13:17:58.935 21/01/2026]',0.42,0.46,0.25,0.28,0.00,0.00,0.22,1.87,1.47,1.42,1.00,1.19,0.00,0.00,1.01,8.59,2.42,2.35,1.76,1.99,0.00,0.00,0.99,15.48,0.85,0.60,0.48,0.90,0.00,0.00,1.04,10.40,0.07,0.06,0.06,0.05,0.00,0.00,0.07,0.91,0
'[13:17:58.952 21/01/2026]',0.40,0.44,0.25,0.29,0.00,0.00,0.21,1.95,1.43,1.35,1.04,1.20,0.00,0.00,1.04,8.60,2.40,2.34,1.78,2.02,0.00,0.00,0.99,15.62,0.88,0.59,0.51,0.90,0.00,0.00,1.07,10.10,0.08,0.06,0.06,0.05,0.00,0.00,0.07,0.90,0
'[13:17:58.968 21/01/2026]',0.38,0.42,0.24,0.28,0.00,0.00,0.21,2.08,1.40,1.29,1.08,1.23,0.00,0.00,1.06,8.61,2.38,2.32,1.80,2.05,0.00,0.00,1.01,15.75,0.91,0.60,0.54,0.91,0.00,0.00,1.10,9.77,0.08,0.06,0.07,0.04,0.00,0.00,0.08,0.91,0
'[13:17:58.985 21/01/2026]',0.36,0.40,0.24,0.28,0.00,0.00,0.20,2.20,1.37,1.24,1.11,1.25,0.00,0.00,1.08,8.61,2.36,2.29,1.82,2.07,0.00,0.00,1.04,15.87,0.93,0.61,0.56,0.93,0.00,0.00,1.13,9.46,0.08,0.06,0.07,0.04,0.00,0.00,0.08,0.91,0
'[13:17:59.001 21/01/2026]',0.34,0.38,0.24,0.28,0.00,0.00,0.20,2.31,1.34,1.20,1.14,1.28,0.00,0.00,1.10,8.62,2.34,2.27,1.83,2.09,0.00,0.00,1.06,15.98,0.96,0.62,0.58,0.94,0.00,0.00,1.16,9.18,0.08,0.06,0.07,0.04,0.00,0.00,0.08,0.91,0
'[13:17:59.018 21/01/2026]',0.32,0.37,0.22,0.27,0.00,0.00,0.19,2.42,1.32,1.15,1.17,1.30,0.00,0.00,1.12,8.62,2.32,2.26,1.84,2.11,0.00,0.00,1.07,16.09,0.99,0.62,0.61,0.96,0.00,0.00,1.19,8.92,0.08,0.06,0.07,0.04,0.00,0.00,0.08,0.92,0
'[13:17:59.035 21/01/2026]',0.31,0.34,0.22,0.26,0.00,0.00,0.19,2.57,1.29,1.12,1.20,1.32,0.00,0.00,1.15,8.57,2.29,2.23,1.83,2.12,0.00,0.00,1.08,16.15,1.01,0.64,0.63,0.98,0.00,0.00,1.21,8.73,0.08,0.06,0.07,0.05,0.00,0.00,0.08,0.93,0
'[13:17:59.051 21/01/2026]',0.29,0.33,0.21,0.26,0.00,0.00,0.19,2.61,1.27,1.09,1.23,1.35,0.00,0.00,1.17,8.47,2.26,2.20,1.83,2.12,0.00,0.00,1.09,16.09,1.03,0.65,0.66,1.01,0.00,0.00,1.24,8.69,0.07,0.05,0.07,0.05,0.00,0.00,0.08,0.96,0
'[13:17:59.069 21/01/2026]',0.29,0.32,0.22,0.25,0.00,0.00,0.19,2.64,1.24,1.07,1.25,1.38,0.00,0.00,1.19,8.39,2.22,2.17,1.81,2.12,0.00,0.00,1.09,16.04,1.05,0.67,0.68,1.03,0.00,0.00,1.25,8.65,0.07,0.05,0.07,0.05,0.00,0.00,0.08,0.98,0
'[13:17:59.084 21/01/2026]',0.28,0.31,0.22,0.26,0.00,0.00,0.18,2.64,1.21,1.05,1.25,1.41,0.00,0.00,1.19,8.35,2.17,2.12,1.78,2.09,0.00,0.00,1.13,15.95,1.06,0.68,0.70,1.06,0.00,0.00,1.27,8.66,0.07,0.05,0.07,0.05,0.00,0.00,0.08,1.01,0
'[13:17:59.101 21/01/2026]',0.27,0.30,0.22,0.26,0.00,0.00,0.17,2.63,1.17,1.02,1.25,1.42,0.00,0.00,1.19,8.38,2.13,2.07,1.74,2.05,0.00,0.00,1.17,15.84,1.06,0.70,0.71,1.09,0.00,0.00,1.28,8.72,0.07,0.05,0.07,0.05,0.00,0.00,0.07,0.99,0
'[13:17:59.117 21/01/2026]',0.26,0.29,0.22,0.26,0.00,0.00,0.16,2.70,1.14,0.99,1.25,1.43,0.00,0.00,1.19,8.47,2.08,2.02,1.71,2.02,0.00,0.00,1.20,15.68,1.07,0.71,0.72,1.10,0.00,0.00,1.29,8.86,0.07,0.05,0.07,0.05,0.00,0.00,0.07,1.03,0
'[13:17:59.135 21/01/2026]',0.25,0.28,0.22,0.26,0.00,0.00,0.16,2.77,1.11,0.97,1.25,1.43,0.00,0.00,1.20,8.55,2.04,1.97,1.68,1.98,0.00,0.00,1.23,15.53,1.08,0.72,0.73,1.12,0.00,0.00,1.30,8.98,0.07,0.05,0.07,0.05,0.00,0.00,0.07,1.05,0
'[13:17:59.151 21/01/2026]',0.25,0.27,0.22,0.26,0.00,0.00,0.15,2.83,1.09,0.94,1.24,1.44,0.00,0.00,1.20,8.63,2.01,1.93,1.66,1.95,0.00,0.00,1.25,15.40,1.09,0.73,0.74,1.13,0.00,0.00,1.31,9.10,0.07,0.05,0.06,0.05,0.00,0.00,0.07,1.08,0
'[13:17:59.168 21/01/2026]',0.24,0.25,0.22,0.26,0.00,0.00,0.14,2.79,1.06,0.92,1.24,1.45,0.00,0.00,1.20,8.65,1.98,1.89,1.63,1.92,0.00,0.00,1.28,15.19,1.09,0.74,0.75,1.15,0.00,0.00,1.32,9.29,0.06,0.05,0.06,0.05,0.00,0.00,0.07,1.07,0
'[13:17:59.185 21/01/2026]',0.23,0.25,0.21,0.26,0.00,0.00,0.14,2.75,1.04,0.90,1.24,1.45,0.00,0.00,1.21,8.68,1.95,1.85,1.61,1.90,0.00,0.00,1.30,15.00,1.11,0.75,0.77,1.16,0.00,0.00,1.34,9.47,0.06,0.05,0.06,0.05,0.00,0.00,0.07,1.07,0
'[13:17:59.201 21/01/2026]',0.22,0.23,0.21,0.25,0.00,0.00,0.14,2.75,1.02,0.89,1.23,1.46,0.00,0.00,1.21,8.62,1.92,1.81,1.58,1.88,0.00,0.00,1.32,14.75,1.12,0.76,0.78,1.18,0.00,0.00,1.35,9.70,0.06,0.05,0.06,0.05,0.00,0.00,0.07,1.07,0
'[13:17:59.217 21/01/2026]',0.22,0.22,0.20,0.24,0.00,0.00,0.14,2.76,1.01,0.87,1.23,1.47,0.00,0.00,1.22,8.56,1.90,1.77,1.57,1.87,0.00,0.00,1.34,14.52,1.13,0.76,0.80,1.19,0.00,0.00,1.36,9.92,0.06,0.05,0.06,0.05,0.00,0.00,0.07,1.07,0
'[13:17:59.235 21/01/2026]',0.21,0.21,0.20,0.23,0.00,0.00,0.14,2.80,1.00,0.86,1.23,1.49,0.00,0.00,1.23,8.52,1.88,1.75,1.55,1.85,0.00,0.00,1.35,14.22,1.13,0.77,0.81,1.21,0.00,0.00,1.37,10.20,0.05,0.05,0.05,0.05,0.00,0.00,0.07,1.07,0
'[13:17:59.251 21/01/2026]',0.20,0.19,0.19,0.22,0.00,0.00,0.14,2.84,0.99,0.85,1.23,1.50,0.00,0.00,1.24,8.49,1.87,1.72,1.55,1.83,0.00,0.00,1.36,13.93,1.13,0.78,0.82,1.22,0.00,0.00,1.37,10.47,0.05,0.05,0.05,0.05,0.00,0.00,0.07,1.06,0
'[13:17:59.268 21/01/2026]',0.19,0.18,0.18,0.21,0.00,0.00,0.13,2.83,0.98,0.85,1.23,1.53,0.00,0.00,1.25,8.50,1.86,1.70,1.54,1.81,0.00,0.00,1.37,13.66,1.13,0.78,0.83,1.24,0.00,0.00,1.38,10.74,0.05,0.05,0.05,0.05,0.00,0.00,0.07,1.06,0
'[13:17:59.284 21/01/2026]',0.18,0.17,0.17,0.20,0.00,0.00,0.13,2.82,0.97,0.84,1.23,1.54,0.00,0.00,1.26,8.50,1.85,1.67,1.54,1.79,0.00,0.00,1.38,13.40,1.14,0.79,0.84,1.25,0.00,0.00,1.38,10.99,0.05,0.05,0.05,0.05,0.00,0.00,0.07,1.06,0
'[13:17:59.301 21/01/2026]',0.17,0.15,0.16,0.19,0.00,0.00,0.13,2.82,0.97,0.84,1.23,1.56,0.00,0.00,1.27,8.51,1.85,1.65,1.54,1.77,0.00,0.00,1.38,13.16,1.14,0.79,0.85,1.26,0.00,0.00,1.38,11.22,0.05,0.05,0.05,0.05,0.00,0.00,0.07,1.07,0
'[13:17:59.317 21/01/2026]',0.16,0.14,0.15,0.18,0.00,0.00,0.13,2.81,0.96,0.83,1.23,1.58,0.00,0.00,1.27,8.51,1.84,1.63,1.53,1.76,0.00,0.00,1.39,12.95,1.14,0.79,0.86,1.27,0.00,0.00,1.38,11.43,0.05,0.04,0.05,0.05,0.00,0.00,0.07,1.07,0
'[13:17:59.334 21/01/2026]',0.15,0.13,0.14,0.17,0.00,0.00,0.14,2.81,0.96,0.83,1.23,1.59,0.00,0.00,1.28,8.52,1.84,1.62,1.53,1.74,0.00,0.00,1.39,12.74,1.13,0.79,0.86,1.28,0.00,0.00,1.38,11.63,0.05,0.04,0.05,0.05,0.00,0.00,0.07,1.07,0
'[13:17:59.351 21/01/2026]',0.15,0.14,0.14,0.18,0.00,0.00,0.14,2.81,0.96,0.84,1.22,1.62,0.00,0.00,1.29,8.52,1.84,1.61,1.53,1.72,0.00,0.00,1.39,12.57,1.13,0.79,0.87,1.28,0.00,0.00,1.38,11.81,0.05,0.04,0.05,0.05,0.00,0.00,0.07,1.08,0
'[13:17:59.368 21/01/2026]',0.14,0.14,0.14,0.18,0.00,0.00,0.14,2.80,0.97,0.84,1.23,1.65,0.00,0.00,1.30,8.51,1.85,1.61,1.54,1.69,0.00,0.00,1.38,12.41,1.13,0.78,0.86,1.27,0.00,0.00,1.38,11.97,0.06,0.04,0.05,0.05,0.00,0.00,0.07,1.09,0
'[13:17:59.386 21/01/2026]',0.14,0.14,0.14,0.19,0.00,0.00,0.13,2.76,0.97,0.86,1.22,1.68,0.00,0.00,1.30,8.43,1.87,1.61,1.56,1.64,0.00,0.00,1.37,12.33,1.13,0.77,0.85,1.25,0.00,0.00,1.37,12.12,0.05,0.05,0.05,0.05,0.00,0.00,0.07,1.08,0
'[13:17:59.402 21/01/2026]',0.14,0.14,0.14,0.19,0.00,0.00,0.13,2.70,0.97,0.87,1.21,1.70,0.00,0.00,1.30,8.38,1.88,1.61,1.58,1.58,0.00,0.00,1.35,12.34,1.13,0.76,0.84,1.21,0.00,0.00,1.37,12.27,0.05,0.05,0.05,0.05,0.00,0.00,0.07,1.06,0
'[13:17:59.418 21/01/2026]',0.14,0.13,0.14,0.18,0.00,0.00,0.12,2.64,0.97,0.88,1.20,1.71,0.00,0.00,1.30,8.33,1.90,1.62,1.60,1.52,0.00,0.00,1.33,12.38,1.14,0.75,0.84,1.18,0.00,0.00,1.37,12.42,0.05,0.04,0.05,0.05,0.00,0.00,0.07,1.06,0
'[13:17:59.435 21/01/2026]',0.14,0.12,0.14,0.18,0.00,0.00,0.12,2.58,0.97,0.89,1.19,1.73,0.00,0.00,1.29,8.29,1.91,1.62,1.62,1.46,0.00,0.00,1.32,12.41,1.14,0.74,0.84,1.15,0.00,0.00,1.37,12.56,0.05,0.04,0.05,0.05,0.00,0.00,0.07,1.06,0
'[13:17:59.451 21/01/2026]',0.14,0.12,0.14,0.16,0.00,0.00,0.12,2.52,0.97,0.90,1.18,1.73,0.00,0.00,1.29,8.25,1.92,1.62,1.63,1.41,0.00,0.00,1.30,12.45,1.15,0.74,0.84,1.13,0.00,0.00,1.38,12.67,0.05,0.04,0.05,0.05,0.00,0.00,0.07,1.04,0
'[13:17:59.468 21/01/2026]',0.13,0.11,0.13,0.15,0.00,0.00,0.12,2.45,0.97,0.90,1.17,1.74,0.00,0.00,1.29,8.22,1.94,1.62,1.65,1.39,0.00,0.00,1.29,12.48,1.15,0.74,0.83,1.11,0.00,0.00,1.37,12.78,0.04,0.04,0.04,0.05,0.00,0.00,0.07,1.03,0
'[13:17:59.486 21/01/2026]',0.13,0.10,0.13,0.15,0.00,0.00,0.12,2.40,0.97,0.91,1.16,1.75,0.00,0.00,1.29,8.18,1.95,1.62,1.67,1.44,0.00,0.00,1.28,12.51,1.14,0.73,0.83,1.09,0.00,0.00,1.37,12.88,0.04,0.04,0.04,0.05,0.00,0.00,0.06,1.02,0
'[13:17:59.502 21/01/2026]',0.12,0.10,0.13,0.14,0.00,0.00,0.12,2.35,0.98,0.92,1.15,1.75,0.00,0.00,1.28,8.15,1.97,1.62,1.69,1.49,0.00,0.00,1.27,12.53,1.14,0.73,0.82,1.07,0.00,0.00,1.36,12.97,0.04,0.04,0.04,0.04,0.00,0.00,0.07,1.01,0
'[13:17:59.518 21/01/2026]',0.12,0.10,0.12,0.14,0.00,0.00,0.12,2.32,0.98,0.93,1.15,1.75,0.00,0.00,1.28,8.14,1.99,1.62,1.71,1.53,0.00,0.00,1.30,12.57,1.13,0.72,0.81,1.05,0.00,0.00,1.35,13.11,0.05,0.05,0.04,0.05,0.00,0.00,0.07,0.98,0
