'Time and date','Fp1.','Fp2.','C3.','C4.','P3.','P4.','O1.','O2.'
'[18:10:00.652 21/01/2026]',52.35088,55.57095,179.7167,62.38718,4.610755E-10,4.610755E-10,138.2448,80.62038
'[18:10:00.660 21/01/2026]',50.71057,-31.06255,59.56687,259.3781,4.610755E-10,4.610755E-10,38.72066,81.81179
'[18:10:00.668 21/01/2026]',-90.8427,-22.74516,-79.98476,-343.2585,4.610755E-10,4.610755E-10,-141.9446,-144.3394
'[18:10:00.676 21/01/2026]',3.687479,45.72027,76.56929,55.62326,4.610755E-10,4.610755E-10,31.54328,-3.68348
'[18:10:00.684 21/01/2026]',17.4127,-32.2535,-141.488,-71.10754,4.610755E-10,4.610755E-10,38.29731,106.2742
'[18:10:00.692 21/01/2026]',4.996521,-18.39352,144.8974,182.2362,4.610755E-10,4.610755E-10,-24.56254,-52.60094
'[18:10:00.700 21/01/2026]',6.469225,73.07402,49.63704,-56.26418,4.610755E-10,4.610755E-10,7.249001,-13.72353
'[18:10:00.708 21/01/2026]',-16.91606,-0.6255944,-152.6406,-67.15464,4.610755E-10,4.610755E-10,-16.57964,24.23667
'[18:10:00.716 21/01/2026]',-15.85369,-51.29579,29.93949,-7.888906,4.610755E-10,4.610755E-10,35.16604,-2.646291
'[18:10:00.724 21/01/2026]',9.394486,-17.81818,34.43709,40.22475,4.610755E-10,4.610755E-10,-15.79159,-26.02514
'[18:10:00.732 21/01/2026]',56.63026,-29.66148,27.03465,55.86911,4.610755E-10,4.610755E-10,-14.38256,-8.322684
'[18:10:00.740 21/01/2026]',-25.65108,16.52866,-75.00256,-74.2678,4.610755E-10,4.610755E-10,-19.53463,45.3236
'[18:10:00.748 21/01/2026]',-31.58375,44.04227,21.07165,11.57449,4.610755E-10,4.610755E-10,27.65849,-20.20518
'[18:10:00.756 21/01/2026]',23.4778,-24.03556,45.53501,7.408496,4.610755E-10,4.610755E-10,28.24589,-11.17824
'[18:10:00.764 21/01/2026]',8.200429,-7.829671,-30.76917,5.698235,4.610755E-10,4.610755E-10,-35.53242,3.1987
'[18:10:00.772 21/01/2026]',-8.782065,33.23361,-16.59818,21.90232,4.610755E-10,4.610755E-10,5.617973,14.53443
'[18:10:00.780 21/01/2026]',-4.506501,-6.689272,22.53256,-39.41166,4.610755E-10,4.610755E-10,8.878418,-4.966476
'[18:10:00.788 21/01/2026]',6.665831,-3.994815,6.615072,5.813711,4.610755E-10,4.610755E-10,-0.318804,-3.386528
'[18:10:00.796 21/01/2026]',1.164183,-1.580779,-14.06164,21.79491,4.610755E-10,4.610755E-10,-8.270396,0.07071076
'[18:10:00.804 21/01/2026]',-9.138689,7.146838,-4.829443,-18.54305,4.610755E-10,4.610755E-10,5.159772,-0.5890655
'[18:10:00.812 21/01/2026]',-9.138689,7.146838,-4.829443,-18.54305,4.610755E-10,4.610755E-10,5.159772,-0.5890655
'[18:10:00.820 21/01/2026]',-9.138689,7.146838,-4.829443,-18.54305,4.610755E-10,4.610755E-10,5.159772,-0.5890655
'[18:10:00.828 21/01/2026]',6.637582,-11.15798,2.475197,2.163606,4.610755E-10,4.610755E-10,-2.118212,-1.173437
'[18:10:00.836 21/01/2026]',5.153406,5.198402,5.414151,6.750433,4.610755E-10,4.610755E-10,4.982348,7.438527
'[18:10:00.844 21/01/2026]',-9.804045,1.298324,4.848194,-0.3969038,4.610755E-10,4.610755E-10,-2.036698,-3.875216
'[18:10:00.852 21/01/2026]',-9.804045,1.298324,4.848194,-0.3969038,4.610755E-10,4.610755E-10,-2.036698,-3.875216
'[18:10:00.860 21/01/2026]',-9.804045,1.298324,4.848194,-0.3969038,4.610755E-10,4.610755E-10,-2.036698,-3.875216
'[18:10:00.868 21/01/2026]',0.2133484,0.9984759,-12.19886,-6.202983,4.610755E-10,4.610755E-10,-4.888822,-5.104128
'[18:10:00.876 21/01/2026]',0.2133484,0.9984759,-12.19886,-6.202983,4.610755E-10,4.610755E-10,-4.888822,-5.104128
'[18:10:00.884 21/01/2026]',9.689029,8.573833,10.12671,11.5673,4.610755E-10,4.610755E-10,9.048031,12.38728
'[18:10:00.892 21/01/2026]',9.689029,8.573833,10.12671,11.5673,4.610755E-10,4.610755E-10,9.048031,12.38728
'[18:10:00.900 21/01/2026]',9.689029,8.573833,10.12671,11.5673,4.610755E-10,4.610755E-10,9.048031,12.38728
'[18:10:00.908 21/01/2026]',-6.260343,-18.94434,-1.72797,-14.51939,4.610755E-10,4.610755E-10,-6.397878,-8.306316
'[18:10:00.916 21/01/2026]',-6.260343,-18.94434,-1.72797,-14.51939,4.610755E-10,4.610755E-10,-6.397878,-8.306316
'[18:10:00.924 21/01/2026]',-2.699851,5.39522,-5.926996,3.844912,4.610755E-10,4.610755E-10,-0.5827833,-0.9125913
'[18:10:00.932 21/01/2026]',-2.699851,5.39522,-5.926996,3.844912,4.610755E-10,4.610755E-10,-0.5827833,-0.9125913
'[18:10:00.940 21/01/2026]',7.972626,17.23919,7.476379,11.61486,4.610755E-10,4.610755E-10,7.648019,8.053073
'[18:10:00.948 21/01/2026]',7.972626,17.23919,7.476379,11.61486,4.610755E-10,4.610755E-10,7.648019,8.053073
'[18:10:00.956 21/01/2026]',7.972626,17.23919,7.476379,11.61486,4.610755E-10,4.610755E-10,7.648019,8.053073
'[18:10:00.964 21/01/2026]',-7.002178,-13.83266,0.2606085,-11.73184,4.610755E-10,4.610755E-10,-6.640788,-7.169786
'[18:10:00.972 21/01/2026]',2.596163,-0.9274719,-0.6971352,2.086264,4.610755E-10,4.610755E-10,3.353199,4.753941
'[18:10:00.980 21/01/2026]',2.596163,-0.9274719,-0.6971352,2.086264,4.610755E-10,4.610755E-10,3.353199,4.753941
'[18:10:00.988 21/01/2026]',2.596163,-0.9274719,-0.6971352,2.086264,4.610755E-10,4.610755E-10,3.353199,4.753941
'[18:10:00.996 21/01/2026]',0.9473711,3.131997,-4.522342,2.200544,4.610755E-10,4.610755E-10,-1.055253,-0.1156157
'[18:10:01.004 21/01/2026]',0.9473711,3.131997,-4.522342,2.200544,4.610755E-10,4.610755E-10,-1.055253,-0.1156157
'[18:10:01.012 21/01/2026]',-0.2451583,0.7955176,5.394854,0.4846485,4.610755E-10,4.610755E-10,-0.5735905,-1.530572
'[18:10:01.020 21/01/2026]',-0.2627597,-4.234151,1.349788,-0.1307319,4.610755E-10,4.610755E-10,0.2496113,0.6093389
'[18:10:01.028 21/01/2026]',-0.2627597,-4.234151,1.349788,-0.1307319,4.610755E-10,4.610755E-10,0.2496113,0.6093389
'[18:10:01.036 21/01/2026]',-0.2627597,-4.234151,1.349788,-0.1307319,4.610755E-10,4.610755E-10,0.2496113,0.6093389
'[18:10:01.044 21/01/2026]',-4.328837,2.226013,-3.68738,-0.02554492,4.610755E-10,4.610755E-10,-0.6841401,-1.120117
'[18:10:01.052 21/01/2026]',-4.328837,2.226013,-3.68738,-0.02554492,4.610755E-10,4.610755E-10,-0.6841401,-1.120117
'[18:10:01.060 21/01/2026]',2.818626,3.060249,-0.1498143,0.03009557,4.610755E-10,4.610755E-10,2.728548,2.334429
'[18:10:01.068 21/01/2026]',1.031779,-2.769092,0.9532692,-2.522703,4.610755E-10,4.610755E-10,-4.730236,-4.115547
'[18:10:01.076 21/01/2026]',-1.555714,0.5585234,0.8003033,4.105195,4.610755E-10,4.610755E-10,3.124504,1.508317
'[18:10:01.084 21/01/2026]',0.6049947,-4.212879,-2.907723,-6.48955,4.610755E-10,4.610755E-10,0.9430684,1.839575
'[18:10:01.092 21/01/2026]',-4.130939,-6.111944,0.4362586,5.549401,4.610755E-10,4.610755E-10,-1.17852,-0.6573002
'[18:10:01.100 21/01/2026]',0.8805823,12.46785,5.595013,-3.341318,4.610755E-10,4.610755E-10,-1.209599,-2.231739
'[18:10:01.108 21/01/2026]',1.487466,2.694972,-5.514704,0.9983196,4.610755E-10,4.610755E-10,-2.448038,-2.278403
'[18:10:01.116 21/01/2026]',1.741008,-7.837423,2.247781,0.9765764,4.610755E-10,4.610755E-10,4.735968,3.967117
'[18:10:01.124 21/01/2026]',-4.447673,1.308893,0.5295547,0.3418002,4.610755E-10,4.610755E-10,3.11568,4.368604
'[18:10:01.132 21/01/2026]',2.018144,0.2296685,-2.092934,-5.142515,4.610755E-10,4.610755E-10,-10.55783,-11.10802
'[18:10:01.140 21/01/2026]',4.600849,-5.172653,0.5070914,6.666362,4.610755E-10,4.610755E-10,10.83339,11.89859
'[18:10:01.148 21/01/2026]',-3.033728,2.525361,4.544387,-1.345457,4.610755E-10,4.610755E-10,-2.896265,-4.986068
'[18:10:01.156 21/01/2026]',-8.720054,4.041651,-5.16807,-2.75124,4.610755E-10,4.610755E-10,-7.799235,-9.25229
'[18:10:01.164 21/01/2026]',14.2216,-2.160477,-1.081592,4.922334,4.610755E-10,4.610755E-10,8.042546,13.74897
'[18:10:01.172 21/01/2026]',-4.047886,-0.146394,7.200939,-4.015698,4.610755E-10,4.610755E-10,1.464368,-3.969229
'[18:10:01.180 21/01/2026]',-3.996586,-0.7160479,-4.554523,2.981934,4.610755E-10,4.610755E-10,-7.657683,-4.34573
'[18:10:01.188 21/01/2026]',2.808617,2.995415,-0.7365865,-3.802382,4.610755E-10,4.610755E-10,4.894691,4.088454
'[18:10:01.196 21/01/2026]',0.6740676,-0.6794333,1.292587,2.698555,4.610755E-10,4.610755E-10,1.433124,1.589807
'[18:10:01.204 21/01/2026]',0.9014693,-1.594664,-0.8618746,-0.8059108,4.610755E-10,4.610755E-10,-3.237452,-5.428532
'[18:10:01.212 21/01/2026]',-3.866388,1.325958,0.07099131,-0.566974,4.610755E-10,4.610755E-10,0.2099575,2.948286
'[18:10:01.220 21/01/2026]',7.1207,9.080834,7.263523,6.80008,4.610755E-10,4.610755E-10,2.405178,1.906631
'[18:10:01.228 21/01/2026]',-5.498013,-9.984036,-7.066068,-5.733406,4.610755E-10,4.610755E-10,-1.156412,-1.985956
'[18:10:01.236 21/01/2026]',1.50093,0.5348822,-0.176384,-1.123141,4.610755E-10,4.610755E-10,-0.6949291,-0.1703159
'[18:10:01.244 21/01/2026]',3.818348,4.17026,4.154286,5.784592,4.610755E-10,4.610755E-10,2.539917,4.275581
'[18:10:01.252 21/01/2026]',-11.04826,2.688351,-3.772619,-4.663416,4.610755E-10,4.610755E-10,-3.698744,-5.624242
'[18:10:01.260 21/01/2026]',13.17632,-4.335122,-1.732095,1.285955,4.610755E-10,4.610755E-10,7.805254,7.292288
'[18:10:01.268 21/01/2026]',-4.869515,-5.943997,6.65371,-0.0727249,4.610755E-10,4.610755E-10,-7.381163,-4.51975
'[18:10:01.276 21/01/2026]',-5.38329,8.694487,-4.487932,2.36203,4.610755E-10,4.610755E-10,3.159669,2.052564
'[18:10:01.284 21/01/2026]',7.189411,0.2438994,3.474581,-2.969116,4.610755E-10,4.610755E-10,1.26836,0.196736
'[18:10:01.292 21/01/2026]',-0.6753292,-5.033177,-0.9510098,0.041989,4.610755E-10,4.610755E-10,-2.349709,-2.248345
'[18:10:01.300 21/01/2026]',-6.039621,4.919986,0.391293,4.792541,4.610755E-10,4.610755E-10,1.99599,3.754311
'[18:10:01.308 21/01/2026]',3.264909,0.6324632,-4.627093,-4.722503,4.610755E-10,4.610755E-10,-1.864728,-4.06726
'[18:10:01.316 21/01/2026]',2.068033,-4.854351,3.120396,-2.424843,4.610755E-10,4.610755E-10,0.3427128,0.04028373
'[18:10:01.324 21/01/2026]',-1.312798,6.335655,1.432049,6.602442,4.610755E-10,4.610755E-10,3.330055,4.900647
'[18:10:01.332 21/01/2026]',-3.937583,-6.127541,-3.242512,-5.749759,4.610755E-10,4.610755E-10,-5.250721,-6.565687
'[18:10:01.340 21/01/2026]',2.000647,0.4178184,-1.641826,0.431469,4.610755E-10,4.610755E-10,-0.7130064,0.2985423
'[18:10:01.348 21/01/2026]',2.203807,2.608099,4.179122,2.738445,4.610755E-10,4.610755E-10,3.77294,2.895595
'[18:10:01.356 21/01/2026]',-7.245573,-3.287573,-1.283778,-2.671346,4.610755E-10,4.610755E-10,-4.146278,-4.226585
'[18:10:01.364 21/01/2026]',5.499659,-1.630932,-6.369665,-3.435532,4.610755E-10,4.610755E-10,0.5788473,2.78472
'[18:10:01.372 21/01/2026]',2.628461,1.560544,4.527014,7.043009,4.610755E-10,4.610755E-10,2.663544,-0.2572645
'[18:10:01.380 21/01/2026]',-2.700072,-7.926967,7.16068,-0.8753428,4.610755E-10,4.610755E-10,-2.670546,-2.148954
'[18:10:01.388 21/01/2026]',18.03987,17.44884,0.3201173,1.905884,4.610755E-10,4.610755E-10,-6.559196,2.071095
'[18:10:01.396 21/01/2026]',-14.42279,1.308691,-9.665668,-2.633941,4.610755E-10,4.610755E-10,10.5781,3.869855
'[18:10:01.404 21/01/2026]',-18.85952,-21.6281,-3.520098,-10.20241,4.610755E-10,4.610755E-10,-2.208266,-9.845928
'[18:10:01.412 21/01/2026]',11.68254,3.661242,3.427313,7.130492,4.610755E-10,4.610755E-10,2.641519,4.451702
'[18:10:01.420 21/01/2026]',7.684586,9.298455,1.993049,2.825645,4.610755E-10,4.610755E-10,-3.782192,-1.580678
'[18:10:01.428 21/01/2026]',-5.624316,0.4948329,-0.7080365,-4.817885,4.610755E-10,4.610755E-10,4.690743,5.806417
'[18:10:01.436 21/01/2026]',-1.739,-0.7420436,1.106748,2.146281,4.610755E-10,4.610755E-10,-3.712769,-2.357168
'[18:10:01.444 21/01/2026]',0.7548032,-4.134967,0.2958257,1.254474,4.610755E-10,4.610755E-10,0.2121202,-3.430912
'[18:10:01.452 21/01/2026]',4.770007,5.504828,0.6536259,1.488895,4.610755E-10,4.610755E-10,3.622124,1.613392
'[18:10:01.460 21/01/2026]',4.770007,5.504828,0.6536259,1.488895,4.610755E-10,4.610755E-10,3.622124,1.613392
'[18:10:01.468 21/01/2026]',-1.630668,-0.5997423,0.570038,-0.9588713,4.610755E-10,4.610755E-10,-0.04432008,4.37225
'[18:10:01.476 21/01/2026]',-1.630668,-0.5997423,0.570038,-0.9588713,4.610755E-10,4.610755E-10,-0.04432008,4.37225
'[18:10:01.484 21/01/2026]',-1.630668,-0.5997423,0.570038,-0.9588713,4.610755E-10,4.610755E-10,-0.04432008,4.37225
'[18:10:01.492 21/01/2026]',-1.630668,-0.5997423,0.570038,-0.9588713,4.610755E-10,4.610755E-10,-0.04432008,4.37225
'[18:10:01.500 21/01/2026]',-1.630668,-0.5997423,0.570038,-0.9588713,4.610755E-10,4.610755E-10,-0.04432008,4.37225
'[18:10:01.508 21/01/2026]',-1.630668,-0.5997423,0.570038,-0.9588713,4.610755E-10,4.610755E-10,-0.04432008,4.37225
'[18:10:01.516 21/01/2026]',-5.243636,-0.3930148,-2.269221,-2.159877,4.610755E-10,4.610755E-10,-5.895555,-7.554065
'[18:10:01.524 21/01/2026]',0.7673164,-0.3573652,-0.1710585,-2.776339,4.610755E-10,4.610755E-10,4.123648,4.884355
'[18:10:01.532 21/01/2026]',-33.51562,-48.00796,-22.5255,-23.23076,4.610755E-10,4.610755E-10,-4.012794,-6.826132
'[18:10:01.540 21/01/2026]',-33.51562,-48.00796,-22.5255,-23.23076,4.610755E-10,4.610755E-10,-4.012794,-6.826132
'[18:10:01.548 21/01/2026]',-33.51562,-48.00796,-22.5255,-23.23076,4.610755E-10,4.610755E-10,-4.012794,-6.826132
'[18:10:01.556 21/01/2026]',-33.51562,-48.00796,-22.5255,-23.23076,4.610755E-10,4.610755E-10,-4.012794,-6.826132
'[18:10:01.564 21/01/2026]',6.176989,33.13946,20.33867,30.25099,4.610755E-10,4.610755E-10,1.647998,9.458282
'[18:10:01.572 21/01/2026]',81.33884,69.56589,21.02182,35.41668,4.610755E-10,4.610755E-10,-4.707112,-0.9771128
'[18:10:01.580 21/01/2026]',-33.38874,-68.85162,-10.08662,-49.84754,4.610755E-10,4.610755E-10,7.849067,-4.346507
'[18:10:01.588 21/01/2026]',-34.41738,-4.074976,-12.50049,5.322963,4.610755E-10,4.610755E-10,-4.557307,-3.293511
'[18:10:01.596 21/01/2026]',17.02885,28.32472,0.1504061,11.39136,4.610755E-10,4.610755E-10,0.1737936,2.353504
'[18:10:01.604 21/01/2026]',10.99946,0.9029946,10.26422,2.086152,4.610755E-10,4.610755E-10,6.421134,7.093927
'[18:10:01.612 21/01/2026]',-9.097822,-15.08867,-5.118938,-6.950197,4.610755E-10,4.610755E-10,-7.012258,-10.80214
'[18:10:01.620 21/01/2026]',-2.508904,1.074799,-0.7135133,0.488025,4.610755E-10,4.610755E-10,4.596585,7.6418
