'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[14:17:11.860 20/01/2026]',0.21,0.16,0.10,0.12,0.00,0.00,0.34,0.13,0.60,0.47,0.94,0.85,0.00,0.00,3.37,1.14,1.57,1.36,1.22,1.63,0.00,0.00,3.29,1.37,0.82,1.15,0.92,1.27,0.00,0.00,2.67,1.33,0.09,0.08,0.09,0.06,0.00,0.00,0.12,0.06,0
'[14:17:11.877 20/01/2026]',0.20,0.19,0.10,0.12,0.00,0.00,0.34,0.13,0.61,0.55,0.94,0.87,0.00,0.00,3.37,1.16,1.57,1.44,1.18,1.60,0.00,0.00,3.23,1.34,0.85,1.17,0.92,1.26,0.00,0.00,2.64,1.34,0.09,0.08,0.09,0.06,0.00,0.00,0.13,0.06,0
'[14:17:11.893 20/01/2026]',0.20,0.21,0.10,0.11,0.00,0.00,0.33,0.12,0.63,0.62,0.94,0.88,0.00,0.00,3.37,1.16,1.56,1.53,1.15,1.57,0.00,0.00,3.18,1.31,0.88,1.20,0.91,1.25,0.00,0.00,2.63,1.34,0.09,0.08,0.09,0.06,0.00,0.00,0.13,0.06,0
'[14:17:11.909 20/01/2026]',0.19,0.22,0.09,0.11,0.00,0.00,0.33,0.11,0.64,0.68,0.94,0.89,0.00,0.00,3.36,1.17,1.56,1.60,1.13,1.54,0.00,0.00,3.13,1.28,0.91,1.23,0.91,1.24,0.00,0.00,2.61,1.34,0.09,0.08,0.09,0.06,0.00,0.00,0.13,0.06,0
'[14:17:11.927 20/01/2026]',0.20,0.24,0.09,0.11,0.00,0.00,0.32,0.11,0.67,0.75,0.93,0.90,0.00,0.00,3.35,1.17,1.58,1.67,1.10,1.51,0.00,0.00,3.10,1.26,0.92,1.28,0.91,1.23,0.00,0.00,2.60,1.34,0.09,0.08,0.09,0.06,0.00,0.00,0.13,0.06,0
'[14:17:11.944 20/01/2026]',0.20,0.24,0.09,0.10,0.00,0.00,0.31,0.10,0.70,0.83,0.93,0.92,0.00,0.00,3.33,1.18,1.59,1.76,1.09,1.49,0.00,0.00,3.06,1.24,0.93,1.32,0.90,1.21,0.00,0.00,2.59,1.33,0.09,0.08,0.09,0.06,0.00,0.00,0.13,0.06,0
'[14:17:11.960 20/01/2026]',0.19,0.25,0.09,0.10,0.00,0.00,0.30,0.10,0.73,0.90,0.93,0.93,0.00,0.00,3.33,1.19,1.62,1.83,1.08,1.47,0.00,0.00,3.03,1.21,0.93,1.35,0.89,1.20,0.00,0.00,2.56,1.33,0.09,0.08,0.09,0.07,0.00,0.00,0.14,0.06,0
'[14:17:11.976 20/01/2026]',0.18,0.24,0.09,0.10,0.00,0.00,0.30,0.10,0.76,0.98,0.93,0.95,0.00,0.00,3.32,1.21,1.65,1.92,1.08,1.46,0.00,0.00,2.99,1.18,0.93,1.36,0.89,1.18,0.00,0.00,2.54,1.32,0.08,0.08,0.08,0.06,0.00,0.00,0.15,0.06,0
'[14:17:11.993 20/01/2026]',0.18,0.23,0.10,0.10,0.00,0.00,0.28,0.10,0.79,1.05,0.94,0.97,0.00,0.00,3.31,1.23,1.68,2.00,1.06,1.46,0.00,0.00,2.95,1.14,0.94,1.37,0.90,1.16,0.00,0.00,2.49,1.31,0.08,0.08,0.08,0.06,0.00,0.00,0.16,0.06,0
'[14:17:12.010 20/01/2026]',0.17,0.23,0.11,0.10,0.00,0.00,0.30,0.10,0.82,1.13,0.96,0.99,0.00,0.00,3.29,1.24,1.72,2.08,1.05,1.46,0.00,0.00,2.90,1.10,0.95,1.38,0.94,1.14,0.00,0.00,2.44,1.30,0.08,0.08,0.08,0.06,0.00,0.00,0.16,0.06,0
'[14:17:12.026 20/01/2026]',0.16,0.24,0.12,0.11,0.00,0.00,0.31,0.12,0.86,1.20,0.97,1.02,0.00,0.00,3.27,1.26,1.75,2.18,1.06,1.48,0.00,0.00,2.84,1.04,0.96,1.39,0.98,1.10,0.00,0.00,2.40,1.27,0.08,0.08,0.09,0.07,0.00,0.00,0.15,0.06,0
'[14:17:12.043 20/01/2026]',0.15,0.25,0.12,0.12,0.00,0.00,0.32,0.13,0.88,1.27,0.99,1.04,0.00,0.00,3.26,1.28,1.79,2.27,1.07,1.50,0.00,0.00,2.79,0.99,0.98,1.39,1.01,1.06,0.00,0.00,2.36,1.24,0.08,0.08,0.09,0.07,0.00,0.00,0.15,0.07,0
'[14:17:12.059 20/01/2026]',0.15,0.25,0.12,0.12,0.00,0.00,0.32,0.14,0.91,1.33,0.99,1.06,0.00,0.00,3.21,1.29,1.82,2.36,1.09,1.51,0.00,0.00,2.73,0.94,0.99,1.40,1.06,1.03,0.00,0.00,2.34,1.21,0.07,0.08,0.09,0.07,0.00,0.00,0.16,0.07,0
'[14:17:12.077 20/01/2026]',0.14,0.25,0.11,0.12,0.00,0.00,0.31,0.15,0.94,1.38,0.99,1.07,0.00,0.00,3.16,1.28,1.85,2.44,1.10,1.53,0.00,0.00,2.67,0.89,1.00,1.41,1.10,0.98,0.00,0.00,2.32,1.17,0.07,0.08,0.09,0.07,0.00,0.00,0.16,0.07,0
'[14:17:12.101 20/01/2026]',0.14,0.25,0.12,0.12,0.00,0.00,0.32,0.15,0.97,1.43,0.99,1.07,0.00,0.00,3.11,1.27,1.88,2.52,1.12,1.55,0.00,0.00,2.60,0.85,1.00,1.41,1.15,0.94,0.00,0.00,2.31,1.13,0.07,0.07,0.08,0.07,0.00,0.00,0.16,0.07,0
'[14:17:12.129 20/01/2026]',0.13,0.25,0.12,0.12,0.00,0.00,0.33,0.14,0.99,1.47,0.99,1.07,0.00,0.00,3.07,1.25,1.91,2.59,1.14,1.57,0.00,0.00,2.54,0.81,1.01,1.42,1.19,0.89,0.00,0.00,2.30,1.09,0.06,0.07,0.08,0.06,0.00,0.00,0.16,0.06,0
'[14:17:12.156 20/01/2026]',0.13,0.25,0.11,0.11,0.00,0.00,0.33,0.14,1.01,1.51,0.99,1.07,0.00,0.00,2.99,1.24,1.94,2.66,1.16,1.58,0.00,0.00,2.46,0.78,1.00,1.43,1.22,0.88,0.00,0.00,2.27,1.05,0.07,0.07,0.08,0.06,0.00,0.00,0.17,0.06,0
'[14:17:12.185 20/01/2026]',0.13,0.25,0.12,0.12,0.00,0.00,0.34,0.14,1.02,1.54,0.98,1.06,0.00,0.00,2.91,1.21,1.97,2.73,1.19,1.61,0.00,0.00,2.38,0.76,1.00,1.44,1.26,0.91,0.00,0.00,2.25,1.05,0.07,0.07,0.07,0.06,0.00,0.00,0.17,0.06,0
'[14:17:12.212 20/01/2026]',0.13,0.24,0.13,0.12,0.00,0.00,0.32,0.14,1.04,1.57,0.99,1.05,0.00,0.00,2.82,1.18,1.99,2.79,1.21,1.63,0.00,0.00,2.30,0.75,1.01,1.45,1.29,0.94,0.00,0.00,2.21,1.08,0.06,0.06,0.07,0.06,0.00,0.00,0.16,0.06,0
'[14:17:12.249 20/01/2026]',0.13,0.24,0.14,0.13,0.00,0.00,0.31,0.14,1.05,1.60,0.98,1.04,0.00,0.00,2.73,1.16,2.02,2.85,1.26,1.65,0.00,0.00,2.32,0.73,1.01,1.45,1.29,0.96,0.00,0.00,2.15,1.11,0.07,0.06,0.07,0.06,0.00,0.00,0.16,0.06,0
'[14:17:12.276 20/01/2026]',0.13,0.25,0.13,0.13,0.00,0.00,0.30,0.14,1.05,1.60,0.94,1.02,0.00,0.00,2.65,1.13,2.05,2.92,1.33,1.68,0.00,0.00,2.40,0.71,1.03,1.43,1.28,0.97,0.00,0.00,2.08,1.13,0.06,0.06,0.08,0.07,0.00,0.00,0.16,0.06,0
'[14:17:12.303 20/01/2026]',0.14,0.25,0.13,0.13,0.00,0.00,0.29,0.13,1.06,1.60,0.91,0.99,0.00,0.00,2.61,1.09,2.08,3.00,1.40,1.72,0.00,0.00,2.46,0.70,1.04,1.41,1.27,0.98,0.00,0.00,2.02,1.14,0.06,0.06,0.07,0.06,0.00,0.00,0.15,0.06,0
'[14:17:12.331 20/01/2026]',0.14,0.26,0.14,0.13,0.00,0.00,0.29,0.13,1.07,1.61,0.86,0.98,0.00,0.00,2.57,1.07,2.11,3.08,1.49,1.75,0.00,0.00,2.51,0.74,1.06,1.37,1.27,0.97,0.00,0.00,1.97,1.14,0.06,0.07,0.07,0.07,0.00,0.00,0.15,0.06,0
'[14:17:12.360 20/01/2026]',0.14,0.28,0.14,0.13,0.00,0.00,0.29,0.13,1.09,1.64,0.82,0.98,0.00,0.00,2.56,1.05,2.14,3.17,1.58,1.79,0.00,0.00,2.56,0.77,1.07,1.36,1.28,0.95,0.00,0.00,1.94,1.13,0.06,0.07,0.07,0.07,0.00,0.00,0.15,0.06,0
'[14:17:12.387 20/01/2026]',0.13,0.33,0.14,0.14,0.00,0.00,0.30,0.14,1.11,1.71,0.78,0.99,0.00,0.00,2.55,1.06,2.17,3.28,1.66,1.82,0.00,0.00,2.61,0.80,1.08,1.39,1.30,0.93,0.00,0.00,1.91,1.13,0.06,0.07,0.07,0.07,0.00,0.00,0.15,0.06,0
'[14:17:12.416 20/01/2026]',0.13,0.37,0.17,0.15,0.00,0.00,0.28,0.15,1.12,1.78,0.75,1.01,0.00,0.00,2.54,1.07,2.20,3.38,1.75,1.85,0.00,0.00,2.63,0.83,1.08,1.42,1.31,0.92,0.00,0.00,1.88,1.13,0.06,0.07,0.07,0.06,0.00,0.00,0.16,0.06,0
'[14:17:12.446 20/01/2026]',0.14,0.38,0.19,0.15,0.00,0.00,0.27,0.14,1.13,1.84,0.73,1.03,0.00,0.00,2.54,1.08,2.22,3.47,1.84,1.87,0.00,0.00,2.66,0.85,1.08,1.43,1.32,0.91,0.00,0.00,1.86,1.13,0.06,0.08,0.07,0.06,0.00,0.00,0.16,0.06,0
'[14:17:12.475 20/01/2026]',0.14,0.39,0.21,0.16,0.00,0.00,0.26,0.13,1.15,1.90,0.72,1.03,0.00,0.00,2.54,1.08,2.24,3.56,1.91,1.88,0.00,0.00,2.68,0.86,1.07,1.43,1.32,0.90,0.00,0.00,1.85,1.14,0.06,0.07,0.06,0.06,0.00,0.00,0.16,0.06,0
'[14:17:12.503 20/01/2026]',0.14,0.40,0.22,0.17,0.00,0.00,0.24,0.13,1.16,1.95,0.70,1.03,0.00,0.00,2.54,1.08,2.25,3.64,1.98,1.88,0.00,0.00,2.70,0.92,1.06,1.42,1.32,0.90,0.00,0.00,1.84,1.15,0.05,0.07,0.06,0.06,0.00,0.00,0.17,0.06,0
'[14:17:12.534 20/01/2026]',0.14,0.41,0.23,0.17,0.00,0.00,0.24,0.12,1.18,2.00,0.70,1.03,0.00,0.00,2.55,1.08,2.27,3.71,2.05,1.88,0.00,0.00,2.73,0.97,1.05,1.42,1.31,0.90,0.00,0.00,1.84,1.16,0.05,0.06,0.06,0.06,0.00,0.00,0.17,0.06,0
'[14:17:12.564 20/01/2026]',0.14,0.42,0.24,0.18,0.00,0.00,0.24,0.12,1.20,2.04,0.70,1.03,0.00,0.00,2.56,1.09,2.29,3.78,2.11,1.88,0.00,0.00,2.76,1.01,1.03,1.41,1.32,0.90,0.00,0.00,1.85,1.17,0.05,0.06,0.06,0.06,0.00,0.00,0.17,0.06,0
'[14:17:12.594 20/01/2026]',0.14,0.42,0.24,0.18,0.00,0.00,0.24,0.12,1.22,2.09,0.70,1.02,0.00,0.00,2.56,1.11,2.30,3.83,2.17,1.88,0.00,0.00,2.78,1.04,1.02,1.40,1.31,0.90,0.00,0.00,1.85,1.17,0.05,0.06,0.06,0.06,0.00,0.00,0.16,0.06,0
'[14:17:12.625 20/01/2026]',0.15,0.42,0.25,0.17,0.00,0.00,0.24,0.11,1.25,2.14,0.71,1.01,0.00,0.00,2.56,1.12,2.31,3.88,2.21,1.88,0.00,0.00,2.80,1.06,1.00,1.39,1.30,0.90,0.00,0.00,1.82,1.16,0.05,0.06,0.06,0.06,0.00,0.00,0.17,0.06,0
'[14:17:12.658 20/01/2026]',0.16,0.43,0.25,0.17,0.00,0.00,0.23,0.11,1.28,2.18,0.72,1.00,0.00,0.00,2.53,1.12,2.30,3.93,2.24,1.88,0.00,0.00,2.81,1.08,0.97,1.38,1.28,0.89,0.00,0.00,1.80,1.15,0.05,0.06,0.07,0.06,0.00,0.00,0.17,0.06,0
'[14:17:12.689 20/01/2026]',0.16,0.44,0.27,0.18,0.00,0.00,0.23,0.11,1.32,2.23,0.74,0.98,0.00,0.00,2.50,1.12,2.29,3.96,2.26,1.87,0.00,0.00,2.82,1.10,0.93,1.39,1.25,0.87,0.00,0.00,1.78,1.14,0.05,0.06,0.06,0.06,0.00,0.00,0.17,0.06,0
'[14:17:12.721 20/01/2026]',0.16,0.46,0.26,0.18,0.00,0.00,0.24,0.11,1.36,2.28,0.77,0.97,0.00,0.00,2.45,1.12,2.27,3.98,2.26,1.87,0.00,0.00,2.83,1.13,0.89,1.44,1.21,0.85,0.00,0.00,1.77,1.12,0.05,0.06,0.06,0.06,0.00,0.00,0.16,0.06,0
'[14:17:12.754 20/01/2026]',0.16,0.45,0.27,0.18,0.00,0.00,0.24,0.11,1.39,2.34,0.78,0.96,0.00,0.00,2.39,1.13,2.25,3.99,2.27,1.85,0.00,0.00,2.84,1.16,0.86,1.50,1.17,0.83,0.00,0.00,1.75,1.09,0.05,0.06,0.06,0.06,0.00,0.00,0.16,0.06,0
'[14:17:12.785 20/01/2026]',0.17,0.45,0.27,0.18,0.00,0.00,0.23,0.11,1.43,2.40,0.80,0.95,0.00,0.00,2.32,1.13,2.22,3.99,2.27,1.85,0.00,0.00,2.84,1.18,0.83,1.56,1.13,0.81,0.00,0.00,1.71,1.06,0.05,0.06,0.05,0.06,0.00,0.00,0.15,0.06,0
'[14:17:12.815 20/01/2026]',0.18,0.45,0.27,0.18,0.00,0.00,0.22,0.10,1.45,2.46,0.81,0.95,0.00,0.00,2.25,1.12,2.18,4.00,2.29,1.84,0.00,0.00,2.84,1.20,0.80,1.60,1.09,0.79,0.00,0.00,1.67,1.03,0.05,0.06,0.05,0.06,0.00,0.00,0.15,0.06,0
'[14:17:12.845 20/01/2026]',0.20,0.48,0.26,0.18,0.00,0.00,0.20,0.10,1.47,2.52,0.82,0.95,0.00,0.00,2.18,1.11,2.14,3.96,2.30,1.83,0.00,0.00,2.84,1.22,0.78,1.60,1.05,0.80,0.00,0.00,1.64,0.99,0.05,0.06,0.05,0.06,0.00,0.00,0.14,0.06,0
'[14:17:12.877 20/01/2026]',0.20,0.50,0.26,0.18,0.00,0.00,0.19,0.09,1.45,2.57,0.83,0.94,0.00,0.00,2.12,1.10,2.10,3.92,2.31,1.81,0.00,0.00,2.83,1.25,0.76,1.60,1.01,0.82,0.00,0.00,1.61,0.97,0.05,0.06,0.05,0.05,0.00,0.00,0.13,0.06,0
'[14:17:12.909 20/01/2026]',0.20,0.47,0.26,0.18,0.00,0.00,0.18,0.09,1.43,2.57,0.84,0.93,0.00,0.00,2.07,1.09,2.06,3.84,2.32,1.80,0.00,0.00,2.83,1.29,0.75,1.56,0.97,0.83,0.00,0.00,1.58,0.95,0.06,0.07,0.05,0.06,0.00,0.00,0.13,0.06,0
'[14:17:12.941 20/01/2026]',0.21,0.44,0.26,0.18,0.00,0.00,0.17,0.09,1.40,2.57,0.86,0.93,0.00,0.00,2.01,1.08,2.03,3.77,2.34,1.78,0.00,0.00,2.83,1.31,0.73,1.52,0.94,0.84,0.00,0.00,1.53,0.97,0.06,0.07,0.05,0.06,0.00,0.00,0.13,0.05,0
'[14:17:12.973 20/01/2026]',0.21,0.41,0.25,0.17,0.00,0.00,0.17,0.08,1.35,2.55,0.88,0.91,0.00,0.00,1.96,1.06,2.00,3.69,2.37,1.76,0.00,0.00,2.84,1.35,0.70,1.48,0.92,0.86,0.00,0.00,1.49,0.98,0.06,0.08,0.05,0.05,0.00,0.00,0.13,0.05,0
'[14:17:13.004 20/01/2026]',0.21,0.40,0.25,0.17,0.00,0.00,0.17,0.09,1.31,2.52,0.89,0.91,0.00,0.00,1.91,1.06,1.98,3.59,2.39,1.75,0.00,0.00,2.85,1.38,0.67,1.46,0.90,0.87,0.00,0.00,1.45,0.98,0.06,0.07,0.05,0.05,0.00,0.00,0.13,0.05,0
'[14:17:13.037 20/01/2026]',0.21,0.40,0.25,0.17,0.00,0.00,0.17,0.10,1.29,2.50,0.90,0.90,0.00,0.00,1.84,1.07,1.97,3.50,2.41,1.74,0.00,0.00,2.88,1.39,0.64,1.47,0.87,0.87,0.00,0.00,1.43,0.96,0.06,0.07,0.05,0.05,0.00,0.00,0.12,0.05,0
'[14:17:13.068 20/01/2026]',0.22,0.39,0.24,0.17,0.00,0.00,0.17,0.10,1.26,2.52,0.91,0.89,0.00,0.00,1.77,1.07,1.95,3.45,2.41,1.73,0.00,0.00,2.92,1.40,0.62,1.50,0.86,0.86,0.00,0.00,1.41,0.93,0.06,0.08,0.05,0.05,0.00,0.00,0.13,0.05,0
'[14:17:13.101 20/01/2026]',0.22,0.39,0.23,0.17,0.00,0.00,0.18,0.10,1.24,2.55,0.93,0.88,0.00,0.00,1.68,1.05,1.94,3.41,2.41,1.71,0.00,0.00,2.98,1.40,0.59,1.54,0.85,0.84,0.00,0.00,1.38,0.92,0.05,0.08,0.05,0.05,0.00,0.00,0.13,0.06,0
'[14:17:13.123 20/01/2026]',0.23,0.38,0.25,0.17,0.00,0.00,0.18,0.10,1.22,2.59,0.97,0.85,0.00,0.00,1.59,1.04,1.92,3.38,2.39,1.69,0.00,0.00,3.06,1.39,0.61,1.58,0.86,0.83,0.00,0.00,1.33,0.95,0.05,0.08,0.05,0.05,0.00,0.00,0.12,0.05,0
'[14:17:13.127 20/01/2026]',0.23,0.38,0.25,0.18,0.00,0.00,0.17,0.11,1.21,2.63,1.01,0.84,0.00,0.00,1.53,1.03,1.91,3.35,2.36,1.67,0.00,0.00,3.12,1.41,0.64,1.61,0.88,0.83,0.00,0.00,1.27,0.99,0.05,0.07,0.05,0.05,0.00,0.00,0.12,0.05,0
'[14:17:13.143 20/01/2026]',0.22,0.37,0.26,0.18,0.00,0.00,0.17,0.10,1.21,2.67,1.05,0.83,0.00,0.00,1.47,1.04,1.89,3.33,2.33,1.63,0.00,0.00,3.17,1.40,0.68,1.64,0.90,0.83,0.00,0.00,1.22,1.03,0.05,0.07,0.05,0.05,0.00,0.00,0.12,0.05,0
'[14:17:13.160 20/01/2026]',0.22,0.36,0.26,0.18,0.00,0.00,0.17,0.10,1.20,2.71,1.08,0.82,0.00,0.00,1.41,1.04,1.88,3.30,2.31,1.60,0.00,0.00,3.22,1.40,0.71,1.67,0.91,0.86,0.00,0.00,1.17,1.08,0.05,0.07,0.06,0.05,0.00,0.00,0.12,0.05,0
'[14:17:13.176 20/01/2026]',0.21,0.35,0.27,0.18,0.00,0.00,0.17,0.10,1.20,2.75,1.13,0.82,0.00,0.00,1.37,1.05,1.87,3.28,2.27,1.57,0.00,0.00,3.26,1.40,0.74,1.70,0.93,0.89,0.00,0.00,1.11,1.12,0.05,0.06,0.06,0.05,0.00,0.00,0.11,0.05,0
'[14:17:13.194 20/01/2026]',0.20,0.34,0.28,0.18,0.00,0.00,0.17,0.10,1.20,2.79,1.17,0.82,0.00,0.00,1.32,1.06,1.85,3.25,2.24,1.54,0.00,0.00,3.29,1.39,0.77,1.73,0.95,0.91,0.00,0.00,1.06,1.16,0.06,0.06,0.06,0.04,0.00,0.00,0.11,0.05,0
'[14:17:13.210 20/01/2026]',0.20,0.33,0.29,0.18,0.00,0.00,0.17,0.10,1.20,2.82,1.21,0.82,0.00,0.00,1.28,1.07,1.84,3.23,2.21,1.51,0.00,0.00,3.32,1.38,0.79,1.76,0.96,0.93,0.00,0.00,1.01,1.21,0.06,0.06,0.05,0.04,0.00,0.00,0.11,0.05,0
'[14:17:13.227 20/01/2026]',0.20,0.32,0.27,0.18,0.00,0.00,0.19,0.10,1.21,2.86,1.25,0.83,0.00,0.00,1.26,1.08,1.83,3.20,2.15,1.49,0.00,0.00,3.34,1.37,0.82,1.79,0.97,0.95,0.00,0.00,0.98,1.24,0.06,0.06,0.06,0.04,0.00,0.00,0.10,0.05,0
'[14:17:13.244 20/01/2026]',0.21,0.30,0.26,0.18,0.00,0.00,0.20,0.10,1.22,2.90,1.30,0.85,0.00,0.00,1.23,1.09,1.81,3.23,2.10,1.46,0.00,0.00,3.37,1.35,0.85,1.81,0.98,0.96,0.00,0.00,0.94,1.28,0.06,0.06,0.06,0.04,0.00,0.00,0.10,0.05,0
'[14:17:13.260 20/01/2026]',0.21,0.30,0.25,0.18,0.00,0.00,0.21,0.11,1.23,2.95,1.34,0.87,0.00,0.00,1.22,1.11,1.80,3.28,2.06,1.43,0.00,0.00,3.39,1.34,0.87,1.84,0.98,0.98,0.00,0.00,0.91,1.31,0.06,0.06,0.06,0.05,0.00,0.00,0.09,0.05,0
'[14:17:13.276 20/01/2026]',0.21,0.31,0.24,0.17,0.00,0.00,0.22,0.12,1.24,2.99,1.37,0.88,0.00,0.00,1.21,1.13,1.78,3.32,2.00,1.40,0.00,0.00,3.37,1.32,0.89,1.86,0.98,0.99,0.00,0.00,0.91,1.35,0.07,0.07,0.06,0.05,0.00,0.00,0.09,0.05,0
'[14:17:13.293 20/01/2026]',0.21,0.30,0.25,0.17,0.00,0.00,0.21,0.12,1.25,3.03,1.40,0.90,0.00,0.00,1.19,1.14,1.78,3.35,1.93,1.37,0.00,0.00,3.35,1.29,0.90,1.88,0.97,1.00,0.00,0.00,0.93,1.37,0.07,0.07,0.06,0.05,0.00,0.00,0.09,0.05,0
'[14:17:13.310 20/01/2026]',0.21,0.30,0.25,0.17,0.00,0.00,0.22,0.12,1.26,3.07,1.40,0.92,0.00,0.00,1.19,1.15,1.77,3.37,1.86,1.33,0.00,0.00,3.30,1.26,0.91,1.92,0.94,1.01,0.00,0.00,0.94,1.40,0.07,0.07,0.07,0.05,0.00,0.00,0.09,0.05,0
'[14:17:13.326 20/01/2026]',0.20,0.33,0.25,0.17,0.00,0.00,0.23,0.12,1.26,3.10,1.41,0.92,0.00,0.00,1.19,1.15,1.77,3.37,1.80,1.27,0.00,0.00,3.25,1.21,0.91,1.96,0.92,1.00,0.00,0.00,0.95,1.41,0.07,0.07,0.07,0.05,0.00,0.00,0.08,0.05,0
'[14:17:13.343 20/01/2026]',0.20,0.35,0.26,0.17,0.00,0.00,0.24,0.13,1.26,3.12,1.41,0.92,0.00,0.00,1.19,1.15,1.77,3.37,1.74,1.22,0.00,0.00,3.21,1.16,0.92,1.99,0.89,1.00,0.00,0.00,0.95,1.42,0.07,0.07,0.07,0.06,0.00,0.00,0.08,0.05,0
'[14:17:13.360 20/01/2026]',0.20,0.37,0.27,0.18,0.00,0.00,0.27,0.13,1.26,3.14,1.41,0.93,0.00,0.00,1.16,1.15,1.77,3.36,1.68,1.17,0.00,0.00,3.14,1.12,0.92,2.03,0.87,1.00,0.00,0.00,0.95,1.42,0.08,0.07,0.07,0.06,0.00,0.00,0.09,0.06,0
'[14:17:13.378 20/01/2026]',0.20,0.36,0.28,0.17,0.00,0.00,0.29,0.14,1.26,3.13,1.41,0.91,0.00,0.00,1.14,1.13,1.77,3.33,1.62,1.11,0.00,0.00,3.07,1.07,0.92,2.05,0.84,0.99,0.00,0.00,0.94,1.41,0.08,0.08,0.07,0.06,0.00,0.00,0.09,0.06,0
