'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[10:48:49.229 21/01/2026]',1.22,1.15,0.52,0.53,0.00,0.00,0.15,0.15,4.09,3.74,1.94,1.97,0.00,0.00,0.62,0.51,4.50,4.58,2.21,2.26,0.00,0.00,1.67,0.91,2.22,1.75,1.11,1.36,0.00,0.00,0.93,0.97,0.11,0.10,0.07,0.07,0.00,0.00,0.04,0.04,0
'[10:48:49.249 21/01/2026]',1.24,1.15,0.53,0.53,0.00,0.00,0.16,0.16,4.19,3.87,1.97,2.02,0.00,0.00,0.65,0.52,4.63,4.70,2.26,2.31,0.00,0.00,1.62,0.89,2.21,1.76,1.12,1.39,0.00,0.00,0.92,0.97,0.11,0.10,0.07,0.06,0.00,0.00,0.04,0.04,0
'[10:48:49.270 21/01/2026]',1.25,1.16,0.53,0.53,0.00,0.00,0.17,0.16,4.28,3.97,2.01,2.06,0.00,0.00,0.67,0.53,4.74,4.80,2.31,2.36,0.00,0.00,1.58,0.86,2.20,1.77,1.13,1.41,0.00,0.00,0.91,0.97,0.11,0.10,0.07,0.06,0.00,0.00,0.04,0.04,0
'[10:48:49.290 21/01/2026]',1.27,1.17,0.53,0.53,0.00,0.00,0.17,0.16,4.36,4.07,2.04,2.09,0.00,0.00,0.70,0.53,4.85,4.90,2.36,2.40,0.00,0.00,1.54,0.84,2.19,1.77,1.14,1.42,0.00,0.00,0.90,0.97,0.10,0.09,0.07,0.06,0.00,0.00,0.04,0.04,0
'[10:48:49.312 21/01/2026]',1.27,1.18,0.52,0.53,0.00,0.00,0.17,0.17,4.43,4.16,2.07,2.12,0.00,0.00,0.73,0.54,4.95,5.00,2.40,2.45,0.00,0.00,1.50,0.82,2.18,1.78,1.15,1.44,0.00,0.00,0.89,0.97,0.10,0.09,0.07,0.06,0.00,0.00,0.04,0.04,0
'[10:48:49.332 21/01/2026]',1.28,1.19,0.52,0.53,0.00,0.00,0.17,0.16,4.49,4.25,2.09,2.15,0.00,0.00,0.75,0.55,5.05,5.08,2.45,2.49,0.00,0.00,1.45,0.80,2.17,1.78,1.15,1.45,0.00,0.00,0.89,0.97,0.09,0.09,0.06,0.06,0.00,0.00,0.04,0.04,0
'[10:48:49.353 21/01/2026]',1.28,1.20,0.52,0.52,0.00,0.00,0.17,0.16,4.55,4.33,2.12,2.17,0.00,0.00,0.78,0.56,5.14,5.16,2.49,2.53,0.00,0.00,1.41,0.78,2.16,1.79,1.15,1.46,0.00,0.00,0.88,0.97,0.09,0.08,0.06,0.06,0.00,0.00,0.04,0.04,0
'[10:48:49.374 21/01/2026]',1.28,1.21,0.52,0.52,0.00,0.00,0.16,0.16,4.61,4.40,2.14,2.20,0.00,0.00,0.80,0.57,5.21,5.24,2.52,2.56,0.00,0.00,1.38,0.76,2.14,1.80,1.15,1.47,0.00,0.00,0.88,0.97,0.09,0.08,0.06,0.06,0.00,0.00,0.04,0.04,0
'[10:48:49.396 21/01/2026]',1.28,1.21,0.52,0.52,0.00,0.00,0.15,0.16,4.64,4.46,2.16,2.22,0.00,0.00,0.84,0.57,5.30,5.31,2.55,2.59,0.00,0.00,1.35,0.74,2.12,1.80,1.14,1.47,0.00,0.00,0.86,0.96,0.09,0.08,0.06,0.05,0.00,0.00,0.04,0.04,0
'[10:48:49.419 21/01/2026]',1.28,1.22,0.51,0.52,0.00,0.00,0.15,0.15,4.67,4.52,2.18,2.24,0.00,0.00,0.87,0.58,5.37,5.38,2.57,2.62,0.00,0.00,1.33,0.72,2.10,1.80,1.14,1.47,0.00,0.00,0.85,0.95,0.09,0.07,0.06,0.05,0.00,0.00,0.04,0.05,0
'[10:48:49.441 21/01/2026]',1.30,1.22,0.52,0.52,0.00,0.00,0.14,0.14,4.71,4.57,2.20,2.26,0.00,0.00,0.90,0.59,5.48,5.44,2.61,2.65,0.00,0.00,1.31,0.71,2.06,1.80,1.12,1.48,0.00,0.00,0.83,0.94,0.09,0.07,0.06,0.05,0.00,0.00,0.04,0.05,0
'[10:48:49.463 21/01/2026]',1.28,1.22,0.51,0.52,0.00,0.00,0.14,0.14,4.80,4.62,2.24,2.28,0.00,0.00,0.92,0.59,5.59,5.49,2.65,2.69,0.00,0.00,1.29,0.71,1.99,1.80,1.09,1.47,0.00,0.00,0.80,0.93,0.11,0.07,0.06,0.05,0.00,0.00,0.04,0.05,0
'[10:48:49.484 21/01/2026]',1.25,1.18,0.49,0.50,0.00,0.00,0.15,0.15,4.88,4.70,2.28,2.32,0.00,0.00,0.94,0.58,5.69,5.53,2.68,2.72,0.00,0.00,1.29,0.70,1.93,1.79,1.05,1.45,0.00,0.00,0.77,0.92,0.12,0.08,0.06,0.06,0.00,0.00,0.05,0.05,0
'[10:48:49.506 21/01/2026]',1.23,1.14,0.48,0.52,0.00,0.00,0.16,0.17,4.95,4.77,2.31,2.37,0.00,0.00,0.95,0.58,5.79,5.56,2.72,2.76,0.00,0.00,1.30,0.69,1.88,1.78,1.02,1.42,0.00,0.00,0.74,0.90,0.14,0.08,0.07,0.06,0.00,0.00,0.05,0.05,0
'[10:48:49.529 21/01/2026]',1.21,1.11,0.49,0.54,0.00,0.00,0.17,0.18,5.02,4.84,2.35,2.40,0.00,0.00,0.96,0.57,5.88,5.59,2.75,2.79,0.00,0.00,1.30,0.71,1.83,1.77,0.99,1.40,0.00,0.00,0.71,0.89,0.15,0.08,0.07,0.07,0.00,0.00,0.05,0.05,0
'[10:48:49.551 21/01/2026]',1.18,1.11,0.50,0.55,0.00,0.00,0.16,0.19,5.10,4.91,2.38,2.44,0.00,0.00,0.97,0.56,5.97,5.61,2.78,2.82,0.00,0.00,1.32,0.72,1.74,1.75,0.95,1.38,0.00,0.00,0.68,0.88,0.15,0.08,0.07,0.07,0.00,0.00,0.04,0.05,0
'[10:48:49.575 21/01/2026]',1.18,1.10,0.49,0.55,0.00,0.00,0.16,0.18,5.19,4.93,2.42,2.46,0.00,0.00,0.97,0.54,6.06,5.58,2.81,2.83,0.00,0.00,1.35,0.75,1.64,1.72,0.91,1.34,0.00,0.00,0.65,0.86,0.15,0.09,0.07,0.07,0.00,0.00,0.05,0.04,0
'[10:48:49.599 21/01/2026]',1.19,1.14,0.48,0.54,0.00,0.00,0.16,0.18,5.25,4.95,2.45,2.48,0.00,0.00,0.98,0.53,6.12,5.53,2.84,2.83,0.00,0.00,1.38,0.79,1.53,1.66,0.88,1.29,0.00,0.00,0.65,0.84,0.14,0.09,0.07,0.07,0.00,0.00,0.05,0.05,0
'[10:48:49.623 21/01/2026]',1.19,1.18,0.48,0.53,0.00,0.00,0.15,0.17,5.30,4.92,2.48,2.49,0.00,0.00,1.00,0.54,6.18,5.45,2.88,2.82,0.00,0.00,1.42,0.84,1.42,1.57,0.85,1.24,0.00,0.00,0.64,0.81,0.14,0.09,0.07,0.07,0.00,0.00,0.05,0.05,0
'[10:48:49.647 21/01/2026]',1.20,1.19,0.47,0.52,0.00,0.00,0.15,0.17,5.35,4.90,2.51,2.50,0.00,0.00,1.02,0.55,6.24,5.36,2.91,2.82,0.00,0.00,1.45,0.89,1.36,1.48,0.88,1.19,0.00,0.00,0.62,0.78,0.13,0.08,0.07,0.06,0.00,0.00,0.05,0.05,0
'[10:48:49.670 21/01/2026]',1.19,1.20,0.48,0.52,0.00,0.00,0.15,0.17,5.38,4.87,2.52,2.51,0.00,0.00,1.03,0.56,6.29,5.28,2.94,2.82,0.00,0.00,1.48,0.94,1.39,1.39,0.88,1.14,0.00,0.00,0.61,0.75,0.13,0.08,0.07,0.06,0.00,0.00,0.05,0.05,0
'[10:48:49.695 21/01/2026]',1.18,1.19,0.48,0.52,0.00,0.00,0.15,0.17,5.41,4.82,2.53,2.50,0.00,0.00,1.04,0.58,6.34,5.19,2.98,2.82,0.00,0.00,1.50,0.99,1.42,1.32,0.89,1.10,0.00,0.00,0.60,0.73,0.13,0.09,0.07,0.07,0.00,0.00,0.05,0.05,0
'[10:48:49.720 21/01/2026]',1.14,1.18,0.50,0.52,0.00,0.00,0.16,0.17,5.41,4.78,2.52,2.50,0.00,0.00,1.05,0.59,6.42,5.11,3.02,2.82,0.00,0.00,1.52,1.04,1.43,1.26,0.88,1.06,0.00,0.00,0.59,0.71,0.13,0.10,0.07,0.07,0.00,0.00,0.05,0.05,0
'[10:48:49.745 21/01/2026]',1.16,1.12,0.46,0.54,0.00,0.00,0.17,0.18,5.35,4.70,2.47,2.47,0.00,0.00,1.05,0.60,6.49,5.06,3.07,2.84,0.00,0.00,1.50,1.07,1.45,1.21,0.87,1.01,0.00,0.00,0.56,0.70,0.13,0.11,0.07,0.08,0.00,0.00,0.05,0.05,0
'[10:48:49.764 21/01/2026]',1.18,1.19,0.47,0.51,0.00,0.00,0.18,0.18,5.30,4.55,2.44,2.40,0.00,0.00,1.06,0.62,6.55,4.99,3.11,2.87,0.00,0.00,1.49,1.09,1.49,1.24,0.88,0.98,0.00,0.00,0.58,0.68,0.13,0.11,0.07,0.08,0.00,0.00,0.05,0.05,0
'[10:48:49.770 21/01/2026]',1.20,1.24,0.48,0.49,0.00,0.00,0.19,0.17,5.25,4.42,2.41,2.34,0.00,0.00,1.07,0.65,6.61,4.91,3.14,2.89,0.00,0.00,1.48,1.11,1.52,1.30,0.89,0.97,0.00,0.00,0.61,0.69,0.13,0.12,0.07,0.08,0.00,0.00,0.05,0.05,0
'[10:48:49.786 21/01/2026]',1.22,1.30,0.49,0.51,0.00,0.00,0.21,0.17,5.21,4.30,2.37,2.29,0.00,0.00,1.08,0.67,6.66,4.84,3.17,2.91,0.00,0.00,1.46,1.13,1.55,1.36,0.90,0.95,0.00,0.00,0.63,0.70,0.14,0.13,0.08,0.08,0.00,0.00,0.05,0.05,0
'[10:48:49.803 21/01/2026]',1.25,1.34,0.50,0.53,0.00,0.00,0.22,0.18,5.17,4.19,2.35,2.25,0.00,0.00,1.09,0.70,6.72,4.78,3.21,2.92,0.00,0.00,1.44,1.14,1.61,1.49,0.92,1.00,0.00,0.00,0.65,0.70,0.13,0.14,0.08,0.08,0.00,0.00,0.05,0.06,0
'[10:48:49.819 21/01/2026]',1.28,1.40,0.51,0.55,0.00,0.00,0.22,0.18,5.13,4.11,2.32,2.21,0.00,0.00,1.10,0.73,6.78,4.73,3.24,2.95,0.00,0.00,1.42,1.15,1.66,1.62,0.93,1.05,0.00,0.00,0.67,0.71,0.13,0.13,0.08,0.08,0.00,0.00,0.05,0.05,0
'[10:48:49.836 21/01/2026]',1.31,1.45,0.52,0.57,0.00,0.00,0.23,0.19,5.09,4.23,2.30,2.17,0.00,0.00,1.11,0.76,6.83,4.69,3.27,2.97,0.00,0.00,1.41,1.16,1.71,1.75,0.95,1.10,0.00,0.00,0.68,0.71,0.12,0.13,0.08,0.08,0.00,0.00,0.05,0.05,0
'[10:48:49.853 21/01/2026]',1.33,1.50,0.53,0.59,0.00,0.00,0.24,0.19,5.07,4.42,2.28,2.14,0.00,0.00,1.11,0.78,6.87,4.66,3.29,2.99,0.00,0.00,1.39,1.17,1.76,1.86,0.96,1.14,0.00,0.00,0.70,0.72,0.12,0.12,0.08,0.07,0.00,0.00,0.05,0.05,0
'[10:48:49.869 21/01/2026]',1.34,1.52,0.53,0.60,0.00,0.00,0.25,0.19,5.05,4.61,2.27,2.12,0.00,0.00,1.12,0.81,6.91,4.61,3.32,3.01,0.00,0.00,1.38,1.18,1.81,1.96,0.98,1.18,0.00,0.00,0.71,0.73,0.12,0.12,0.08,0.07,0.00,0.00,0.05,0.05,0
'[10:48:49.886 21/01/2026]',1.35,1.55,0.53,0.61,0.00,0.00,0.26,0.19,5.03,4.78,2.26,2.10,0.00,0.00,1.12,0.83,6.94,4.58,3.34,3.02,0.00,0.00,1.37,1.19,1.85,2.06,0.99,1.22,0.00,0.00,0.72,0.73,0.12,0.12,0.08,0.07,0.00,0.00,0.05,0.05,0
'[10:48:49.902 21/01/2026]',1.34,1.57,0.53,0.62,0.00,0.00,0.27,0.19,5.02,4.93,2.25,2.08,0.00,0.00,1.12,0.86,6.99,4.54,3.36,3.03,0.00,0.00,1.36,1.20,1.88,2.15,1.00,1.26,0.00,0.00,0.73,0.74,0.11,0.12,0.08,0.07,0.00,0.00,0.05,0.05,0
'[10:48:49.919 21/01/2026]',1.34,1.56,0.53,0.61,0.00,0.00,0.27,0.19,5.01,5.10,2.24,2.07,0.00,0.00,1.12,0.88,7.03,4.52,3.38,3.06,0.00,0.00,1.35,1.21,1.91,2.22,1.01,1.28,0.00,0.00,0.75,0.75,0.11,0.11,0.08,0.07,0.00,0.00,0.05,0.05,0
'[10:48:49.935 21/01/2026]',1.36,1.56,0.55,0.61,0.00,0.00,0.27,0.20,4.97,5.25,2.22,2.07,0.00,0.00,1.13,0.90,7.01,4.51,3.37,3.08,0.00,0.00,1.35,1.21,1.91,2.28,0.98,1.29,0.00,0.00,0.77,0.75,0.12,0.11,0.09,0.07,0.00,0.00,0.05,0.05,0
'[10:48:49.952 21/01/2026]',1.39,1.56,0.57,0.62,0.00,0.00,0.27,0.21,4.92,5.40,2.20,2.06,0.00,0.00,1.13,0.92,7.00,4.50,3.36,3.08,0.00,0.00,1.34,1.21,1.90,2.33,0.97,1.28,0.00,0.00,0.79,0.75,0.13,0.12,0.09,0.08,0.00,0.00,0.05,0.05,0
'[10:48:49.969 21/01/2026]',1.41,1.57,0.58,0.63,0.00,0.00,0.28,0.21,4.89,5.53,2.19,2.07,0.00,0.00,1.14,0.94,6.99,4.49,3.35,3.08,0.00,0.00,1.33,1.22,1.89,2.38,0.95,1.26,0.00,0.00,0.81,0.76,0.14,0.13,0.10,0.08,0.00,0.00,0.06,0.05,0
'[10:48:49.985 21/01/2026]',1.41,1.57,0.59,0.64,0.00,0.00,0.28,0.22,4.82,5.65,2.16,2.11,0.00,0.00,1.15,0.96,6.94,4.48,3.32,3.09,0.00,0.00,1.32,1.22,1.84,2.43,0.91,1.25,0.00,0.00,0.84,0.76,0.15,0.14,0.10,0.09,0.00,0.00,0.06,0.05,0
'[10:48:50.001 21/01/2026]',1.38,1.61,0.57,0.65,0.00,0.00,0.28,0.23,4.64,5.75,2.09,2.13,0.00,0.00,1.16,0.99,6.77,4.48,3.25,3.08,0.00,0.00,1.29,1.21,1.77,2.50,0.89,1.24,0.00,0.00,0.87,0.78,0.15,0.14,0.09,0.09,0.00,0.00,0.06,0.05,0
'[10:48:50.019 21/01/2026]',1.36,1.55,0.55,0.62,0.00,0.00,0.27,0.22,4.47,5.75,2.03,2.10,0.00,0.00,1.17,1.01,6.62,4.42,3.19,3.04,0.00,0.00,1.27,1.19,1.71,2.66,0.87,1.26,0.00,0.00,0.90,0.81,0.15,0.15,0.09,0.09,0.00,0.00,0.05,0.05,0
'[10:48:50.035 21/01/2026]',1.32,1.49,0.54,0.58,0.00,0.00,0.27,0.22,4.30,5.74,1.96,2.07,0.00,0.00,1.18,1.03,6.45,4.37,3.12,3.01,0.00,0.00,1.25,1.17,1.76,2.80,0.87,1.28,0.00,0.00,0.93,0.83,0.15,0.16,0.09,0.08,0.00,0.00,0.05,0.05,0
'[10:48:50.052 21/01/2026]',1.28,1.43,0.52,0.56,0.00,0.00,0.26,0.21,4.14,5.73,1.90,2.04,0.00,0.00,1.19,1.06,6.30,4.37,3.06,2.98,0.00,0.00,1.23,1.14,1.85,2.96,0.86,1.31,0.00,0.00,0.96,0.86,0.15,0.15,0.09,0.08,0.00,0.00,0.05,0.05,0
'[10:48:50.071 21/01/2026]',1.24,1.38,0.51,0.54,0.00,0.00,0.26,0.20,3.99,5.71,1.84,2.01,0.00,0.00,1.19,1.08,6.15,4.37,3.01,2.95,0.00,0.00,1.21,1.11,1.93,3.10,0.86,1.33,0.00,0.00,0.99,0.88,0.15,0.15,0.09,0.08,0.00,0.00,0.05,0.05,0
'[10:48:50.086 21/01/2026]',1.19,1.33,0.49,0.52,0.00,0.00,0.25,0.19,3.82,5.70,1.78,1.99,0.00,0.00,1.20,1.11,6.00,4.37,2.95,2.93,0.00,0.00,1.20,1.09,1.99,3.23,0.86,1.36,0.00,0.00,1.02,0.91,0.14,0.15,0.09,0.08,0.00,0.00,0.05,0.05,0
'[10:48:50.101 21/01/2026]',1.14,1.26,0.47,0.49,0.00,0.00,0.24,0.18,3.68,5.66,1.73,1.96,0.00,0.00,1.21,1.12,5.86,4.37,2.90,2.91,0.00,0.00,1.18,1.06,2.05,3.35,0.86,1.38,0.00,0.00,1.04,0.93,0.14,0.15,0.08,0.07,0.00,0.00,0.05,0.05,0
'[10:48:50.119 21/01/2026]',1.12,1.18,0.46,0.47,0.00,0.00,0.24,0.18,3.56,5.63,1.68,1.94,0.00,0.00,1.22,1.14,5.71,4.38,2.84,2.89,0.00,0.00,1.17,1.04,2.08,3.46,0.88,1.40,0.00,0.00,1.07,0.96,0.14,0.14,0.09,0.07,0.00,0.00,0.05,0.05,0
'[10:48:50.136 21/01/2026]',1.10,1.11,0.46,0.45,0.00,0.00,0.23,0.18,3.45,5.61,1.64,1.92,0.00,0.00,1.22,1.14,5.57,4.41,2.79,2.87,0.00,0.00,1.16,1.01,2.11,3.55,0.89,1.42,0.00,0.00,1.10,0.98,0.14,0.15,0.09,0.07,0.00,0.00,0.05,0.05,0
'[10:48:50.151 21/01/2026]',1.14,1.04,0.48,0.43,0.00,0.00,0.23,0.17,3.44,5.59,1.65,1.90,0.00,0.00,1.25,1.15,5.50,4.44,2.76,2.86,0.00,0.00,1.16,0.99,2.07,3.63,0.94,1.45,0.00,0.00,1.14,1.01,0.16,0.15,0.09,0.08,0.00,0.00,0.05,0.05,0
'[10:48:50.168 21/01/2026]',1.18,1.08,0.50,0.46,0.00,0.00,0.23,0.18,3.43,5.66,1.66,1.94,0.00,0.00,1.27,1.17,5.44,4.45,2.73,2.85,0.00,0.00,1.16,0.99,2.03,3.78,0.99,1.51,0.00,0.00,1.18,1.05,0.18,0.16,0.09,0.08,0.00,0.00,0.05,0.05,0
'[10:48:50.185 21/01/2026]',1.28,1.11,0.55,0.49,0.00,0.00,0.24,0.19,3.49,5.73,1.68,1.98,0.00,0.00,1.30,1.20,5.35,4.46,2.67,2.84,0.00,0.00,1.16,0.99,1.98,3.93,1.02,1.57,0.00,0.00,1.22,1.09,0.17,0.17,0.09,0.09,0.00,0.00,0.05,0.05,0
'[10:48:50.203 21/01/2026]',1.38,1.19,0.60,0.54,0.00,0.00,0.24,0.20,3.53,5.81,1.71,2.01,0.00,0.00,1.32,1.22,5.27,4.43,2.63,2.81,0.00,0.00,1.16,0.99,2.01,4.04,1.04,1.61,0.00,0.00,1.25,1.12,0.16,0.16,0.09,0.08,0.00,0.00,0.05,0.05,0
'[10:48:50.219 21/01/2026]',1.47,1.26,0.65,0.59,0.00,0.00,0.25,0.21,3.58,5.88,1.74,2.04,0.00,0.00,1.34,1.24,5.20,4.40,2.58,2.78,0.00,0.00,1.16,1.00,2.08,4.15,1.07,1.64,0.00,0.00,1.29,1.16,0.15,0.16,0.09,0.08,0.00,0.00,0.04,0.05,0
'[10:48:50.236 21/01/2026]',1.55,1.33,0.69,0.63,0.00,0.00,0.25,0.22,3.62,5.95,1.76,2.07,0.00,0.00,1.36,1.26,5.13,4.37,2.54,2.75,0.00,0.00,1.16,1.00,2.14,4.25,1.09,1.68,0.00,0.00,1.32,1.19,0.15,0.16,0.09,0.07,0.00,0.00,0.04,0.05,0
'[10:48:50.252 21/01/2026]',1.59,1.39,0.71,0.67,0.00,0.00,0.26,0.22,3.70,6.01,1.81,2.10,0.00,0.00,1.39,1.28,5.10,4.34,2.51,2.73,0.00,0.00,1.16,1.00,2.18,4.34,1.10,1.71,0.00,0.00,1.33,1.22,0.15,0.15,0.09,0.07,0.00,0.00,0.04,0.04,0
'[10:48:50.269 21/01/2026]',1.65,1.44,0.73,0.69,0.00,0.00,0.28,0.24,3.84,6.17,1.89,2.17,0.00,0.00,1.42,1.31,5.04,4.29,2.47,2.70,0.00,0.00,1.15,1.02,2.18,4.38,1.09,1.71,0.00,0.00,1.35,1.24,0.15,0.16,0.09,0.08,0.00,0.00,0.04,0.04,0
'[10:48:50.286 21/01/2026]',1.65,1.52,0.73,0.73,0.00,0.00,0.29,0.26,3.98,6.33,1.97,2.25,0.00,0.00,1.45,1.34,5.00,4.20,2.43,2.65,0.00,0.00,1.13,1.03,2.17,4.38,1.07,1.70,0.00,0.00,1.37,1.25,0.15,0.15,0.08,0.07,0.00,0.00,0.04,0.04,0
'[10:48:50.301 21/01/2026]',1.66,1.53,0.73,0.73,0.00,0.00,0.31,0.27,4.11,6.54,2.04,2.36,0.00,0.00,1.48,1.38,4.96,4.10,2.40,2.60,0.00,0.00,1.11,1.03,2.16,4.37,1.05,1.69,0.00,0.00,1.38,1.27,0.14,0.15,0.08,0.07,0.00,0.00,0.04,0.04,0
'[10:48:50.319 21/01/2026]',1.66,1.55,0.72,0.73,0.00,0.00,0.32,0.28,4.23,6.74,2.11,2.46,0.00,0.00,1.51,1.41,4.92,4.00,2.37,2.55,0.00,0.00,1.09,1.04,2.15,4.36,1.04,1.68,0.00,0.00,1.40,1.29,0.14,0.15,0.07,0.07,0.00,0.00,0.04,0.04,0
'[10:48:50.335 21/01/2026]',1.67,1.56,0.72,0.73,0.00,0.00,0.33,0.29,4.34,6.93,2.17,2.55,0.00,0.00,1.54,1.44,4.89,3.91,2.34,2.50,0.00,0.00,1.08,1.04,2.14,4.35,1.03,1.67,0.00,0.00,1.41,1.30,0.15,0.15,0.07,0.07,0.00,0.00,0.04,0.04,0
'[10:48:50.352 21/01/2026]',1.66,1.57,0.72,0.73,0.00,0.00,0.33,0.30,4.45,7.10,2.23,2.63,0.00,0.00,1.56,1.47,5.05,3.85,2.32,2.46,0.00,0.00,1.06,1.05,2.15,4.34,1.02,1.66,0.00,0.00,1.43,1.32,0.14,0.14,0.07,0.07,0.00,0.00,0.04,0.04,0
'[10:48:50.369 21/01/2026]',1.67,1.57,0.72,0.73,0.00,0.00,0.34,0.31,4.55,7.26,2.28,2.72,0.00,0.00,1.59,1.50,5.21,4.00,2.30,2.42,0.00,0.00,1.04,1.05,2.17,4.35,1.03,1.66,0.00,0.00,1.46,1.34,0.13,0.14,0.07,0.07,0.00,0.00,0.04,0.04,0
'[10:48:50.386 21/01/2026]',1.67,1.58,0.73,0.74,0.00,0.00,0.34,0.31,4.64,7.45,2.32,2.81,0.00,0.00,1.62,1.52,5.35,4.16,2.29,2.39,0.00,0.00,1.01,1.05,2.19,4.37,1.04,1.67,0.00,0.00,1.48,1.35,0.13,0.14,0.07,0.07,0.00,0.00,0.04,0.04,0
'[10:48:50.401 21/01/2026]',1.68,1.59,0.74,0.75,0.00,0.00,0.33,0.32,4.74,7.62,2.36,2.89,0.00,0.00,1.65,1.54,5.47,4.31,2.34,2.37,0.00,0.00,1.01,1.05,2.21,4.40,1.05,1.68,0.00,0.00,1.49,1.37,0.13,0.14,0.07,0.07,0.00,0.00,0.03,0.04,0
'[10:48:50.419 21/01/2026]',1.69,1.60,0.74,0.75,0.00,0.00,0.33,0.32,4.82,7.78,2.39,2.97,0.00,0.00,1.67,1.56,5.59,4.45,2.42,2.43,0.00,0.00,1.01,1.05,2.22,4.42,1.06,1.70,0.00,0.00,1.50,1.38,0.12,0.13,0.07,0.06,0.00,0.00,0.03,0.04,0
