'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[11:30:32.933 21/01/2026]',1.33,1.60,0.58,0.70,0.00,0.00,0.18,0.21,4.11,4.75,1.81,1.79,0.00,0.00,0.48,1.00,5.07,6.03,2.53,2.51,0.00,0.00,1.20,0.95,1.94,2.43,0.90,1.09,0.00,0.00,0.89,1.01,0.16,0.23,0.08,0.10,0.00,0.00,0.05,0.05,0
'[11:30:32.950 21/01/2026]',1.27,1.53,0.55,0.66,0.00,0.00,0.18,0.21,3.84,4.41,1.72,1.70,0.00,0.00,0.45,0.95,4.78,5.76,2.41,2.39,0.00,0.00,1.18,0.94,1.81,2.28,0.90,1.02,0.00,0.00,0.90,1.00,0.15,0.22,0.08,0.10,0.00,0.00,0.05,0.05,0
'[11:30:32.966 21/01/2026]',1.20,1.45,0.52,0.62,0.00,0.00,0.17,0.19,3.59,4.13,1.64,1.62,0.00,0.00,0.44,0.91,4.50,5.46,2.30,2.28,0.00,0.00,1.15,0.92,1.69,2.16,0.90,0.96,0.00,0.00,0.91,1.00,0.14,0.21,0.07,0.09,0.00,0.00,0.05,0.05,0
'[11:30:32.983 21/01/2026]',1.12,1.37,0.49,0.58,0.00,0.00,0.16,0.18,3.34,3.88,1.57,1.56,0.00,0.00,0.45,0.87,4.23,5.18,2.19,2.17,0.00,0.00,1.12,0.90,1.57,2.05,0.89,0.91,0.00,0.00,0.91,0.99,0.13,0.20,0.07,0.08,0.00,0.00,0.04,0.05,0
'[11:30:33.000 21/01/2026]',1.05,1.28,0.46,0.54,0.00,0.00,0.15,0.17,3.12,3.65,1.49,1.49,0.00,0.00,0.46,0.83,3.98,4.92,2.10,2.06,0.00,0.00,1.09,0.88,1.47,1.96,0.88,0.87,0.00,0.00,0.91,0.99,0.12,0.19,0.07,0.08,0.00,0.00,0.04,0.05,0
'[11:30:33.017 21/01/2026]',0.98,1.20,0.43,0.50,0.00,0.00,0.15,0.16,2.91,3.44,1.42,1.43,0.00,0.00,0.46,0.80,3.74,4.68,2.00,1.97,0.00,0.00,1.06,0.87,1.37,1.87,0.87,0.83,0.00,0.00,0.91,0.99,0.12,0.18,0.07,0.08,0.00,0.00,0.04,0.05,0
'[11:30:33.033 21/01/2026]',0.91,1.12,0.40,0.47,0.00,0.00,0.14,0.15,2.71,3.27,1.36,1.39,0.00,0.00,0.47,0.77,3.52,4.43,1.92,1.87,0.00,0.00,1.04,0.85,1.28,1.80,0.86,0.78,0.00,0.00,0.90,0.99,0.11,0.17,0.06,0.07,0.00,0.00,0.04,0.05,0
'[11:30:33.050 21/01/2026]',0.85,1.05,0.38,0.45,0.00,0.00,0.14,0.14,2.53,3.11,1.30,1.34,0.00,0.00,0.48,0.74,3.32,4.20,1.84,1.78,0.00,0.00,1.02,0.84,1.20,1.73,0.85,0.74,0.00,0.00,0.90,0.99,0.11,0.15,0.06,0.07,0.00,0.00,0.04,0.05,0
'[11:30:33.066 21/01/2026]',0.80,0.99,0.36,0.42,0.00,0.00,0.13,0.14,2.38,2.96,1.24,1.30,0.00,0.00,0.48,0.72,3.11,3.99,1.76,1.69,0.00,0.00,1.03,0.82,1.13,1.67,0.85,0.71,0.00,0.00,0.90,0.99,0.11,0.14,0.06,0.06,0.00,0.00,0.04,0.05,0
'[11:30:33.084 21/01/2026]',0.77,0.92,0.34,0.40,0.00,0.00,0.12,0.13,2.25,2.83,1.19,1.27,0.00,0.00,0.48,0.69,2.91,3.79,1.68,1.61,0.00,0.00,1.03,0.82,1.12,1.62,0.85,0.67,0.00,0.00,0.89,0.99,0.11,0.14,0.06,0.06,0.00,0.00,0.04,0.05,0
'[11:30:33.103 21/01/2026]',0.73,0.86,0.32,0.37,0.00,0.00,0.12,0.13,2.12,2.72,1.14,1.23,0.00,0.00,0.49,0.66,2.72,3.61,1.61,1.53,0.00,0.00,1.04,0.81,1.11,1.56,0.86,0.63,0.00,0.00,0.89,0.99,0.10,0.13,0.06,0.06,0.00,0.00,0.04,0.05,0
'[11:30:33.120 21/01/2026]',0.70,0.80,0.30,0.35,0.00,0.00,0.12,0.13,2.01,2.61,1.09,1.20,0.00,0.00,0.49,0.64,2.55,3.43,1.54,1.46,0.00,0.00,1.05,0.81,1.10,1.51,0.86,0.60,0.00,0.00,0.88,0.99,0.10,0.12,0.05,0.06,0.00,0.00,0.04,0.05,0
'[11:30:33.136 21/01/2026]',0.70,0.75,0.29,0.33,0.00,0.00,0.12,0.13,1.94,2.51,1.05,1.17,0.00,0.00,0.49,0.61,2.38,3.27,1.47,1.40,0.00,0.00,1.05,0.81,1.10,1.46,0.86,0.56,0.00,0.00,0.88,0.99,0.10,0.12,0.05,0.06,0.00,0.00,0.04,0.05,0
'[11:30:33.154 21/01/2026]',0.69,0.70,0.28,0.31,0.00,0.00,0.12,0.14,1.87,2.42,1.02,1.14,0.00,0.00,0.49,0.58,2.22,3.12,1.40,1.33,0.00,0.00,1.06,0.81,1.11,1.42,0.86,0.55,0.00,0.00,0.87,1.00,0.10,0.11,0.05,0.06,0.00,0.00,0.04,0.05,0
'[11:30:33.170 21/01/2026]',0.67,0.66,0.27,0.29,0.00,0.00,0.12,0.15,1.81,2.34,0.98,1.11,0.00,0.00,0.50,0.55,2.09,2.98,1.34,1.28,0.00,0.00,1.07,0.82,1.11,1.38,0.86,0.55,0.00,0.00,0.87,1.00,0.09,0.11,0.05,0.05,0.00,0.00,0.04,0.05,0
'[11:30:33.187 21/01/2026]',0.66,0.61,0.27,0.27,0.00,0.00,0.11,0.15,1.76,2.27,0.95,1.08,0.00,0.00,0.51,0.53,1.97,2.85,1.28,1.22,0.00,0.00,1.08,0.82,1.12,1.34,0.86,0.56,0.00,0.00,0.86,1.01,0.09,0.11,0.05,0.05,0.00,0.00,0.04,0.05,0
'[11:30:33.203 21/01/2026]',0.64,0.57,0.26,0.26,0.00,0.00,0.11,0.16,1.73,2.20,0.93,1.06,0.00,0.00,0.51,0.50,1.87,2.73,1.21,1.18,0.00,0.00,1.08,0.83,1.10,1.31,0.85,0.56,0.00,0.00,0.86,1.02,0.09,0.10,0.05,0.05,0.00,0.00,0.04,0.05,0
'[11:30:33.220 21/01/2026]',0.62,0.54,0.26,0.25,0.00,0.00,0.11,0.16,1.71,2.14,0.91,1.04,0.00,0.00,0.52,0.48,1.79,2.60,1.14,1.12,0.00,0.00,1.09,0.84,1.08,1.29,0.84,0.57,0.00,0.00,0.86,1.02,0.09,0.10,0.05,0.05,0.00,0.00,0.04,0.05,0
'[11:30:33.237 21/01/2026]',0.61,0.51,0.26,0.24,0.00,0.00,0.10,0.16,1.69,2.09,0.90,1.02,0.00,0.00,0.52,0.46,1.71,2.49,1.08,1.07,0.00,0.00,1.09,0.84,1.07,1.27,0.84,0.57,0.00,0.00,0.86,1.02,0.08,0.09,0.05,0.05,0.00,0.00,0.04,0.05,0
'[11:30:33.254 21/01/2026]',0.57,0.47,0.25,0.23,0.00,0.00,0.10,0.16,1.67,2.04,0.88,1.00,0.00,0.00,0.53,0.43,1.65,2.39,1.02,1.03,0.00,0.00,1.10,0.85,1.04,1.26,0.84,0.57,0.00,0.00,0.86,1.02,0.08,0.09,0.05,0.05,0.00,0.00,0.04,0.05,0
'[11:30:33.271 21/01/2026]',0.54,0.45,0.24,0.22,0.00,0.00,0.10,0.16,1.66,1.99,0.86,0.98,0.00,0.00,0.54,0.41,1.61,2.29,0.97,0.99,0.00,0.00,1.10,0.86,1.01,1.24,0.83,0.58,0.00,0.00,0.86,1.01,0.08,0.09,0.05,0.05,0.00,0.00,0.04,0.05,0
'[11:30:33.288 21/01/2026]',0.52,0.42,0.23,0.21,0.00,0.00,0.10,0.17,1.65,1.95,0.84,0.96,0.00,0.00,0.55,0.39,1.57,2.20,0.92,0.98,0.00,0.00,1.11,0.86,0.99,1.23,0.83,0.59,0.00,0.00,0.86,1.01,0.08,0.09,0.05,0.05,0.00,0.00,0.04,0.05,0
'[11:30:33.304 21/01/2026]',0.49,0.40,0.22,0.21,0.00,0.00,0.10,0.17,1.63,1.91,0.83,0.94,0.00,0.00,0.55,0.37,1.56,2.12,0.88,0.98,0.00,0.00,1.11,0.87,0.96,1.22,0.83,0.59,0.00,0.00,0.86,1.00,0.08,0.08,0.05,0.05,0.00,0.00,0.03,0.04,0
'[11:30:33.321 21/01/2026]',0.46,0.38,0.21,0.20,0.00,0.00,0.10,0.17,1.63,1.87,0.83,0.92,0.00,0.00,0.56,0.36,1.54,2.04,0.82,0.97,0.00,0.00,1.11,0.88,0.95,1.21,0.84,0.60,0.00,0.00,0.86,1.00,0.08,0.08,0.05,0.05,0.00,0.00,0.04,0.04,0
'[11:30:33.337 21/01/2026]',0.45,0.37,0.20,0.20,0.00,0.00,0.10,0.16,1.64,1.83,0.82,0.91,0.00,0.00,0.57,0.37,1.52,1.96,0.80,0.96,0.00,0.00,1.11,0.89,0.95,1.21,0.84,0.61,0.00,0.00,0.86,0.98,0.08,0.08,0.05,0.05,0.00,0.00,0.04,0.04,0
'[11:30:33.354 21/01/2026]',0.43,0.35,0.19,0.19,0.00,0.00,0.10,0.16,1.64,1.79,0.82,0.89,0.00,0.00,0.57,0.38,1.51,1.89,0.80,0.94,0.00,0.00,1.12,0.90,0.95,1.21,0.85,0.63,0.00,0.00,0.85,0.97,0.08,0.08,0.06,0.05,0.00,0.00,0.04,0.04,0
'[11:30:33.371 21/01/2026]',0.43,0.33,0.20,0.19,0.00,0.00,0.11,0.15,1.65,1.76,0.83,0.88,0.00,0.00,0.58,0.39,1.49,1.83,0.78,0.93,0.00,0.00,1.12,0.91,0.94,1.21,0.84,0.64,0.00,0.00,0.84,0.96,0.07,0.08,0.05,0.05,0.00,0.00,0.04,0.04,0
'[11:30:33.387 21/01/2026]',0.43,0.31,0.19,0.19,0.00,0.00,0.11,0.14,1.66,1.72,0.84,0.87,0.00,0.00,0.57,0.40,1.47,1.77,0.77,0.91,0.00,0.00,1.12,0.91,0.94,1.21,0.83,0.64,0.00,0.00,0.81,0.95,0.07,0.08,0.05,0.05,0.00,0.00,0.04,0.04,0
'[11:30:33.404 21/01/2026]',0.43,0.31,0.19,0.18,0.00,0.00,0.10,0.14,1.67,1.69,0.84,0.85,0.00,0.00,0.56,0.42,1.45,1.71,0.76,0.88,0.00,0.00,1.12,0.91,0.94,1.22,0.81,0.64,0.00,0.00,0.78,0.94,0.07,0.08,0.05,0.05,0.00,0.00,0.04,0.04,0
'[11:30:33.423 21/01/2026]',0.43,0.31,0.18,0.17,0.00,0.00,0.10,0.14,1.69,1.67,0.84,0.84,0.00,0.00,0.54,0.43,1.43,1.66,0.74,0.86,0.00,0.00,1.11,0.90,0.94,1.23,0.80,0.63,0.00,0.00,0.75,0.93,0.07,0.08,0.05,0.05,0.00,0.00,0.04,0.04,0
'[11:30:33.437 21/01/2026]',0.43,0.30,0.18,0.16,0.00,0.00,0.10,0.14,1.71,1.65,0.85,0.82,0.00,0.00,0.53,0.43,1.42,1.60,0.73,0.84,0.00,0.00,1.11,0.89,0.95,1.25,0.78,0.63,0.00,0.00,0.72,0.92,0.07,0.08,0.05,0.05,0.00,0.00,0.04,0.04,0
'[11:30:33.454 21/01/2026]',0.44,0.29,0.18,0.16,0.00,0.00,0.10,0.15,1.73,1.64,0.85,0.81,0.00,0.00,0.50,0.43,1.40,1.55,0.72,0.83,0.00,0.00,1.10,0.88,0.96,1.27,0.77,0.62,0.00,0.00,0.70,0.91,0.07,0.08,0.05,0.05,0.00,0.00,0.04,0.04,0
'[11:30:33.470 21/01/2026]',0.45,0.30,0.17,0.16,0.00,0.00,0.11,0.15,1.75,1.65,0.85,0.81,0.00,0.00,0.48,0.43,1.39,1.50,0.72,0.82,0.00,0.00,1.10,0.86,0.98,1.31,0.76,0.62,0.00,0.00,0.69,0.89,0.06,0.08,0.05,0.05,0.00,0.00,0.04,0.04,0
'[11:30:33.487 21/01/2026]',0.44,0.31,0.17,0.16,0.00,0.00,0.11,0.15,1.79,1.67,0.86,0.80,0.00,0.00,0.46,0.43,1.38,1.45,0.71,0.81,0.00,0.00,1.09,0.85,0.99,1.34,0.74,0.62,0.00,0.00,0.68,0.88,0.06,0.08,0.05,0.05,0.00,0.00,0.04,0.04,0
'[11:30:33.504 21/01/2026]',0.44,0.30,0.17,0.16,0.00,0.00,0.11,0.14,1.82,1.69,0.86,0.80,0.00,0.00,0.44,0.42,1.38,1.40,0.71,0.81,0.00,0.00,1.09,0.83,1.01,1.38,0.73,0.61,0.00,0.00,0.67,0.86,0.06,0.08,0.05,0.05,0.00,0.00,0.04,0.04,0
'[11:30:33.522 21/01/2026]',0.43,0.30,0.17,0.15,0.00,0.00,0.12,0.14,1.85,1.71,0.86,0.80,0.00,0.00,0.42,0.41,1.37,1.35,0.70,0.80,0.00,0.00,1.08,0.81,1.02,1.42,0.72,0.61,0.00,0.00,0.67,0.85,0.06,0.07,0.05,0.05,0.00,0.00,0.04,0.04,0
'[11:30:33.539 21/01/2026]',0.42,0.29,0.17,0.15,0.00,0.00,0.12,0.13,1.89,1.72,0.87,0.80,0.00,0.00,0.42,0.40,1.37,1.30,0.70,0.80,0.00,0.00,1.07,0.79,1.03,1.45,0.71,0.60,0.00,0.00,0.68,0.83,0.06,0.08,0.05,0.05,0.00,0.00,0.04,0.04,0
'[11:30:33.554 21/01/2026]',0.41,0.29,0.16,0.15,0.00,0.00,0.11,0.13,1.91,1.75,0.88,0.80,0.00,0.00,0.41,0.40,1.37,1.27,0.70,0.80,0.00,0.00,1.07,0.77,1.03,1.48,0.69,0.60,0.00,0.00,0.69,0.81,0.06,0.08,0.05,0.05,0.00,0.00,0.04,0.04,0
'[11:30:33.570 21/01/2026]',0.41,0.29,0.16,0.15,0.00,0.00,0.11,0.12,1.94,1.78,0.88,0.81,0.00,0.00,0.40,0.39,1.38,1.24,0.70,0.80,0.00,0.00,1.06,0.75,1.04,1.50,0.68,0.59,0.00,0.00,0.69,0.80,0.06,0.08,0.05,0.05,0.00,0.00,0.05,0.04,0
'[11:30:33.588 21/01/2026]',0.40,0.28,0.16,0.14,0.00,0.00,0.11,0.11,1.97,1.80,0.88,0.82,0.00,0.00,0.40,0.39,1.37,1.21,0.70,0.80,0.00,0.00,1.06,0.73,1.04,1.51,0.67,0.59,0.00,0.00,0.70,0.79,0.06,0.08,0.05,0.05,0.00,0.00,0.05,0.04,0
'[11:30:33.604 21/01/2026]',0.40,0.27,0.15,0.14,0.00,0.00,0.11,0.11,1.98,1.83,0.88,0.82,0.00,0.00,0.41,0.40,1.37,1.18,0.69,0.80,0.00,0.00,1.05,0.71,1.04,1.52,0.66,0.59,0.00,0.00,0.71,0.78,0.06,0.08,0.05,0.05,0.00,0.00,0.05,0.04,0
'[11:30:33.621 21/01/2026]',0.39,0.30,0.15,0.14,0.00,0.00,0.11,0.11,2.00,1.80,0.89,0.82,0.00,0.00,0.42,0.41,1.36,1.13,0.69,0.80,0.00,0.00,1.05,0.70,1.04,1.50,0.65,0.58,0.00,0.00,0.71,0.76,0.07,0.08,0.05,0.05,0.00,0.00,0.05,0.04,0
'[11:30:33.638 21/01/2026]',0.37,0.33,0.14,0.15,0.00,0.00,0.10,0.10,2.00,1.78,0.89,0.82,0.00,0.00,0.43,0.43,1.34,1.16,0.68,0.80,0.00,0.00,1.04,0.68,1.02,1.49,0.64,0.58,0.00,0.00,0.71,0.75,0.07,0.08,0.05,0.05,0.00,0.00,0.05,0.04,0
'[11:30:33.654 21/01/2026]',0.35,0.34,0.14,0.15,0.00,0.00,0.10,0.10,1.99,1.75,0.88,0.82,0.00,0.00,0.43,0.44,1.34,1.24,0.68,0.81,0.00,0.00,1.03,0.67,1.01,1.49,0.62,0.57,0.00,0.00,0.72,0.74,0.07,0.08,0.05,0.05,0.00,0.00,0.05,0.04,0
'[11:30:33.671 21/01/2026]',0.33,0.35,0.13,0.15,0.00,0.00,0.10,0.10,1.99,1.71,0.88,0.81,0.00,0.00,0.44,0.45,1.37,1.31,0.67,0.81,0.00,0.00,1.02,0.67,0.99,1.48,0.61,0.56,0.00,0.00,0.72,0.73,0.07,0.09,0.05,0.05,0.00,0.00,0.05,0.04,0
'[11:30:33.688 21/01/2026]',0.32,0.36,0.13,0.15,0.00,0.00,0.10,0.10,1.98,1.68,0.88,0.81,0.00,0.00,0.44,0.46,1.39,1.38,0.66,0.81,0.00,0.00,1.01,0.66,0.96,1.48,0.60,0.55,0.00,0.00,0.72,0.71,0.07,0.09,0.06,0.05,0.00,0.00,0.05,0.04,0
'[11:30:33.704 21/01/2026]',0.30,0.38,0.12,0.15,0.00,0.00,0.10,0.10,1.98,1.64,0.88,0.80,0.00,0.00,0.44,0.48,1.41,1.46,0.66,0.82,0.00,0.00,1.00,0.66,0.94,1.46,0.59,0.54,0.00,0.00,0.72,0.70,0.07,0.09,0.06,0.05,0.00,0.00,0.05,0.04,0
'[11:30:33.721 21/01/2026]',0.29,0.40,0.12,0.16,0.00,0.00,0.10,0.11,1.98,1.60,0.88,0.80,0.00,0.00,0.44,0.49,1.43,1.52,0.66,0.82,0.00,0.00,0.99,0.66,0.92,1.45,0.58,0.54,0.00,0.00,0.72,0.69,0.07,0.10,0.06,0.05,0.00,0.00,0.05,0.04,0
'[11:30:33.737 21/01/2026]',0.28,0.42,0.11,0.16,0.00,0.00,0.12,0.11,1.97,1.57,0.88,0.79,0.00,0.00,0.43,0.51,1.45,1.58,0.66,0.83,0.00,0.00,1.02,0.66,0.90,1.43,0.57,0.53,0.00,0.00,0.71,0.67,0.07,0.10,0.06,0.06,0.00,0.00,0.05,0.04,0
'[11:30:33.754 21/01/2026]',0.27,0.41,0.11,0.16,0.00,0.00,0.12,0.11,1.97,1.55,0.87,0.78,0.00,0.00,0.41,0.53,1.46,1.65,0.66,0.83,0.00,0.00,1.06,0.66,0.88,1.40,0.55,0.53,0.00,0.00,0.69,0.66,0.06,0.10,0.07,0.06,0.00,0.00,0.05,0.04,0
'[11:30:33.771 21/01/2026]',0.26,0.39,0.11,0.16,0.00,0.00,0.12,0.11,1.97,1.53,0.86,0.77,0.00,0.00,0.40,0.55,1.47,1.70,0.66,0.84,0.00,0.00,1.10,0.67,0.85,1.36,0.53,0.52,0.00,0.00,0.67,0.64,0.06,0.09,0.07,0.06,0.00,0.00,0.05,0.04,0
'[11:30:33.788 21/01/2026]',0.25,0.38,0.11,0.16,0.00,0.00,0.12,0.10,1.96,1.52,0.85,0.75,0.00,0.00,0.41,0.56,1.48,1.76,0.67,0.84,0.00,0.00,1.14,0.68,0.83,1.33,0.51,0.51,0.00,0.00,0.65,0.63,0.06,0.09,0.07,0.06,0.00,0.00,0.06,0.04,0
'[11:30:33.805 21/01/2026]',0.25,0.36,0.11,0.15,0.00,0.00,0.11,0.10,1.95,1.51,0.83,0.73,0.00,0.00,0.43,0.58,1.48,1.80,0.67,0.85,0.00,0.00,1.19,0.68,0.80,1.30,0.49,0.49,0.00,0.00,0.65,0.61,0.06,0.09,0.07,0.06,0.00,0.00,0.06,0.04,0
'[11:30:33.821 21/01/2026]',0.25,0.34,0.11,0.14,0.00,0.00,0.11,0.10,1.94,1.50,0.82,0.71,0.00,0.00,0.45,0.59,1.49,1.84,0.68,0.85,0.00,0.00,1.23,0.68,0.78,1.28,0.47,0.48,0.00,0.00,0.64,0.59,0.06,0.08,0.07,0.06,0.00,0.00,0.06,0.04,0
'[11:30:33.839 21/01/2026]',0.25,0.32,0.11,0.14,0.00,0.00,0.11,0.10,1.93,1.48,0.80,0.69,0.00,0.00,0.46,0.61,1.49,1.88,0.68,0.84,0.00,0.00,1.27,0.68,0.76,1.27,0.45,0.49,0.00,0.00,0.64,0.58,0.06,0.08,0.07,0.06,0.00,0.00,0.06,0.04,0
'[11:30:33.854 21/01/2026]',0.25,0.31,0.11,0.13,0.00,0.00,0.11,0.09,1.92,1.48,0.79,0.67,0.00,0.00,0.48,0.62,1.49,1.92,0.69,0.84,0.00,0.00,1.31,0.69,0.74,1.25,0.44,0.50,0.00,0.00,0.64,0.56,0.06,0.08,0.07,0.06,0.00,0.00,0.05,0.04,0
'[11:30:33.871 21/01/2026]',0.24,0.29,0.11,0.13,0.00,0.00,0.11,0.09,1.89,1.51,0.76,0.68,0.00,0.00,0.48,0.64,1.48,1.95,0.69,0.84,0.00,0.00,1.35,0.69,0.74,1.24,0.43,0.52,0.00,0.00,0.64,0.55,0.06,0.07,0.07,0.06,0.00,0.00,0.05,0.04,0
'[11:30:33.889 21/01/2026]',0.24,0.30,0.11,0.13,0.00,0.00,0.11,0.09,1.86,1.52,0.73,0.69,0.00,0.00,0.48,0.65,1.45,1.99,0.70,0.83,0.00,0.00,1.40,0.69,0.76,1.24,0.44,0.53,0.00,0.00,0.65,0.55,0.06,0.07,0.07,0.06,0.00,0.00,0.06,0.04,0
'[11:30:33.905 21/01/2026]',0.24,0.30,0.11,0.14,0.00,0.00,0.11,0.09,1.83,1.52,0.71,0.68,0.00,0.00,0.48,0.67,1.43,2.05,0.70,0.82,0.00,0.00,1.44,0.70,0.79,1.25,0.45,0.55,0.00,0.00,0.65,0.57,0.07,0.08,0.08,0.07,0.00,0.00,0.06,0.04,0
'[11:30:33.921 21/01/2026]',0.23,0.31,0.11,0.14,0.00,0.00,0.10,0.09,1.79,1.52,0.68,0.70,0.00,0.00,0.48,0.68,1.41,2.09,0.71,0.81,0.00,0.00,1.48,0.71,0.81,1.26,0.46,0.57,0.00,0.00,0.66,0.59,0.07,0.10,0.09,0.07,0.00,0.00,0.06,0.04,0
'[11:30:33.937 21/01/2026]',0.27,0.31,0.13,0.14,0.00,0.00,0.11,0.08,1.73,1.54,0.67,0.72,0.00,0.00,0.48,0.70,1.44,2.14,0.70,0.79,0.00,0.00,1.52,0.72,0.82,1.27,0.47,0.58,0.00,0.00,0.66,0.61,0.08,0.11,0.09,0.08,0.00,0.00,0.06,0.05,0
'[11:30:33.954 21/01/2026]',0.30,0.35,0.16,0.16,0.00,0.00,0.11,0.09,1.66,1.62,0.70,0.76,0.00,0.00,0.47,0.71,1.49,2.23,0.70,0.79,0.00,0.00,1.55,0.72,0.82,1.26,0.48,0.58,0.00,0.00,0.66,0.62,0.08,0.10,0.09,0.08,0.00,0.00,0.06,0.05,0
'[11:30:33.971 21/01/2026]',0.33,0.38,0.18,0.18,0.00,0.00,0.12,0.09,1.60,1.68,0.74,0.80,0.00,0.00,0.46,0.73,1.54,2.31,0.70,0.83,0.00,0.00,1.59,0.73,0.84,1.25,0.49,0.58,0.00,0.00,0.66,0.64,0.08,0.10,0.09,0.08,0.00,0.00,0.06,0.05,0
'[11:30:33.988 21/01/2026]',0.36,0.41,0.20,0.20,0.00,0.00,0.13,0.10,1.56,1.75,0.77,0.84,0.00,0.00,0.45,0.74,1.59,2.39,0.73,0.86,0.00,0.00,1.62,0.74,0.87,1.24,0.50,0.58,0.00,0.00,0.66,0.65,0.09,0.10,0.09,0.08,0.00,0.00,0.06,0.05,0
'[11:30:34.005 21/01/2026]',0.37,0.44,0.20,0.22,0.00,0.00,0.13,0.11,1.59,1.81,0.78,0.87,0.00,0.00,0.47,0.76,1.66,2.46,0.79,0.90,0.00,0.00,1.66,0.74,0.91,1.23,0.51,0.58,0.00,0.00,0.65,0.66,0.09,0.10,0.09,0.08,0.00,0.00,0.06,0.05,0
