'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[12:06:53.028 21/01/2026]',0.89,0.98,0.44,0.38,0.00,0.00,0.16,0.17,5.26,6.65,3.20,3.20,0.00,0.00,1.19,1.43,5.44,7.48,2.63,2.46,0.00,0.00,1.43,1.35,2.06,2.48,1.47,1.41,0.00,0.00,1.01,1.19,0.10,0.10,0.08,0.06,0.00,0.00,0.04,0.05,0
'[12:06:53.044 21/01/2026]',0.94,1.06,0.47,0.40,0.00,0.00,0.16,0.18,5.04,6.38,3.11,3.13,0.00,0.00,1.18,1.44,5.28,7.37,2.55,2.41,0.00,0.00,1.37,1.32,2.02,2.44,1.51,1.45,0.00,0.00,1.04,1.21,0.12,0.12,0.09,0.07,0.00,0.00,0.05,0.05,0
'[12:06:53.061 21/01/2026]',0.94,1.09,0.46,0.40,0.00,0.00,0.16,0.19,4.72,6.08,2.97,3.04,0.00,0.00,1.17,1.45,5.00,7.19,2.42,2.36,0.00,0.00,1.32,1.27,1.87,2.36,1.49,1.50,0.00,0.00,1.04,1.23,0.12,0.15,0.09,0.07,0.00,0.00,0.05,0.05,0
'[12:06:53.078 21/01/2026]',0.88,1.11,0.43,0.40,0.00,0.00,0.15,0.19,4.38,5.68,2.81,2.91,0.00,0.00,1.15,1.44,4.70,6.91,2.28,2.28,0.00,0.00,1.28,1.24,1.79,2.24,1.45,1.50,0.00,0.00,1.04,1.22,0.13,0.15,0.09,0.07,0.00,0.00,0.05,0.05,0
'[12:06:53.094 21/01/2026]',0.83,1.03,0.41,0.38,0.00,0.00,0.14,0.18,4.07,5.28,2.67,2.78,0.00,0.00,1.12,1.43,4.40,6.57,2.14,2.18,0.00,0.00,1.24,1.21,1.73,2.18,1.40,1.49,0.00,0.00,1.03,1.21,0.13,0.15,0.09,0.07,0.00,0.00,0.05,0.05,0
'[12:06:53.110 21/01/2026]',0.79,0.97,0.39,0.36,0.00,0.00,0.14,0.18,3.82,4.94,2.55,2.66,0.00,0.00,1.10,1.41,4.11,6.23,2.00,2.08,0.00,0.00,1.22,1.19,1.69,2.14,1.35,1.46,0.00,0.00,1.03,1.21,0.12,0.16,0.09,0.07,0.00,0.00,0.05,0.05,0
'[12:06:53.128 21/01/2026]',0.76,0.96,0.37,0.35,0.00,0.00,0.14,0.18,3.58,4.67,2.43,2.55,0.00,0.00,1.10,1.39,3.85,5.87,1.89,1.98,0.00,0.00,1.20,1.17,1.65,2.11,1.28,1.43,0.00,0.00,1.01,1.20,0.12,0.15,0.08,0.07,0.00,0.00,0.05,0.05,0
'[12:06:53.144 21/01/2026]',0.73,0.92,0.36,0.34,0.00,0.00,0.14,0.18,3.36,4.42,2.32,2.45,0.00,0.00,1.09,1.36,3.61,5.55,1.79,1.90,0.00,0.00,1.19,1.15,1.62,2.10,1.22,1.40,0.00,0.00,1.00,1.19,0.11,0.14,0.08,0.07,0.00,0.00,0.05,0.05,0
'[12:06:53.161 21/01/2026]',0.69,0.88,0.36,0.33,0.00,0.00,0.13,0.19,3.24,4.19,2.21,2.35,0.00,0.00,1.09,1.34,3.47,5.26,1.72,1.82,0.00,0.00,1.18,1.15,1.59,2.09,1.15,1.36,0.00,0.00,0.99,1.19,0.11,0.13,0.08,0.07,0.00,0.00,0.05,0.06,0
'[12:06:53.177 21/01/2026]',0.67,0.84,0.37,0.32,0.00,0.00,0.13,0.20,3.13,3.98,2.11,2.26,0.00,0.00,1.08,1.35,3.36,5.00,1.64,1.75,0.00,0.00,1.17,1.14,1.56,2.08,1.08,1.33,0.00,0.00,0.99,1.17,0.11,0.13,0.08,0.06,0.00,0.00,0.05,0.06,0
'[12:06:53.194 21/01/2026]',0.64,0.81,0.37,0.32,0.00,0.00,0.14,0.20,3.04,3.78,1.99,2.18,0.00,0.00,1.05,1.36,3.25,4.75,1.60,1.69,0.00,0.00,1.17,1.13,1.54,2.07,1.03,1.30,0.00,0.00,0.99,1.15,0.11,0.13,0.08,0.06,0.00,0.00,0.05,0.06,0
'[12:06:53.211 21/01/2026]',0.61,0.78,0.36,0.31,0.00,0.00,0.14,0.20,2.95,3.60,1.87,2.08,0.00,0.00,1.03,1.37,3.15,4.53,1.57,1.64,0.00,0.00,1.17,1.11,1.52,2.07,1.06,1.26,0.00,0.00,1.01,1.12,0.11,0.12,0.08,0.06,0.00,0.00,0.05,0.06,0
'[12:06:53.227 21/01/2026]',0.59,0.74,0.35,0.29,0.00,0.00,0.15,0.19,2.87,3.44,1.76,1.99,0.00,0.00,1.01,1.37,3.05,4.31,1.54,1.61,0.00,0.00,1.17,1.11,1.50,2.07,1.11,1.22,0.00,0.00,1.03,1.08,0.11,0.11,0.08,0.06,0.00,0.00,0.06,0.06,0
'[12:06:53.244 21/01/2026]',0.57,0.71,0.32,0.28,0.00,0.00,0.15,0.19,2.80,3.28,1.72,1.91,0.00,0.00,0.99,1.37,2.97,4.11,1.52,1.57,0.00,0.00,1.17,1.12,1.48,2.07,1.15,1.18,0.00,0.00,1.05,1.05,0.11,0.10,0.07,0.05,0.00,0.00,0.05,0.06,0
'[12:06:53.260 21/01/2026]',0.54,0.66,0.30,0.27,0.00,0.00,0.16,0.19,2.73,3.14,1.68,1.84,0.00,0.00,0.97,1.36,2.88,3.94,1.49,1.55,0.00,0.00,1.18,1.13,1.47,2.06,1.19,1.15,0.00,0.00,1.08,1.02,0.11,0.10,0.07,0.05,0.00,0.00,0.05,0.05,0
'[12:06:53.278 21/01/2026]',0.53,0.62,0.28,0.26,0.00,0.00,0.16,0.18,2.66,3.01,1.65,1.78,0.00,0.00,0.96,1.35,2.81,3.77,1.47,1.53,0.00,0.00,1.19,1.14,1.45,2.06,1.22,1.11,0.00,0.00,1.10,0.99,0.11,0.09,0.07,0.05,0.00,0.00,0.05,0.05,0
'[12:06:53.294 21/01/2026]',0.51,0.59,0.27,0.25,0.00,0.00,0.16,0.18,2.60,2.89,1.62,1.72,0.00,0.00,0.96,1.34,2.74,3.64,1.45,1.51,0.00,0.00,1.21,1.16,1.44,2.05,1.25,1.08,0.00,0.00,1.12,0.96,0.10,0.09,0.07,0.05,0.00,0.00,0.05,0.05,0
'[12:06:53.311 21/01/2026]',0.49,0.55,0.25,0.24,0.00,0.00,0.17,0.18,2.55,2.78,1.60,1.66,0.00,0.00,0.97,1.33,2.68,3.61,1.44,1.49,0.00,0.00,1.23,1.17,1.42,2.03,1.28,1.05,0.00,0.00,1.14,0.94,0.10,0.09,0.07,0.05,0.00,0.00,0.05,0.05,0
'[12:06:53.327 21/01/2026]',0.48,0.51,0.25,0.23,0.00,0.00,0.18,0.17,2.49,2.69,1.58,1.61,0.00,0.00,0.97,1.32,2.61,3.58,1.41,1.48,0.00,0.00,1.24,1.18,1.42,2.02,1.30,1.02,0.00,0.00,1.15,0.92,0.10,0.09,0.07,0.04,0.00,0.00,0.05,0.05,0
'[12:06:53.344 21/01/2026]',0.47,0.49,0.24,0.22,0.00,0.00,0.18,0.17,2.44,2.65,1.57,1.57,0.00,0.00,0.97,1.31,2.54,3.56,1.42,1.46,0.00,0.00,1.26,1.19,1.41,1.98,1.32,0.99,0.00,0.00,1.16,0.91,0.11,0.09,0.07,0.04,0.00,0.00,0.05,0.05,0
'[12:06:53.361 21/01/2026]',0.45,0.47,0.24,0.21,0.00,0.00,0.18,0.16,2.39,2.63,1.55,1.53,0.00,0.00,0.99,1.31,2.47,3.55,1.43,1.45,0.00,0.00,1.26,1.21,1.40,1.95,1.33,0.97,0.00,0.00,1.17,0.90,0.10,0.09,0.07,0.04,0.00,0.00,0.05,0.05,0
'[12:06:53.377 21/01/2026]',0.44,0.45,0.23,0.20,0.00,0.00,0.18,0.15,2.34,2.61,1.54,1.49,0.00,0.00,1.01,1.30,2.41,3.53,1.44,1.44,0.00,0.00,1.26,1.22,1.39,1.91,1.34,0.94,0.00,0.00,1.18,0.90,0.09,0.09,0.07,0.04,0.00,0.00,0.05,0.05,0
'[12:06:53.393 21/01/2026]',0.41,0.43,0.23,0.19,0.00,0.00,0.20,0.15,2.29,2.58,1.54,1.46,0.00,0.00,1.04,1.30,2.33,3.51,1.45,1.43,0.00,0.00,1.25,1.22,1.36,1.87,1.36,0.92,0.00,0.00,1.21,0.89,0.09,0.09,0.07,0.04,0.00,0.00,0.05,0.05,0
'[12:06:53.410 21/01/2026]',0.39,0.41,0.22,0.18,0.00,0.00,0.22,0.15,2.24,2.57,1.53,1.43,0.00,0.00,1.07,1.30,2.25,3.49,1.46,1.41,0.00,0.00,1.24,1.23,1.34,1.84,1.37,0.89,0.00,0.00,1.24,0.89,0.09,0.08,0.07,0.04,0.00,0.00,0.05,0.05,0
'[12:06:53.428 21/01/2026]',0.37,0.40,0.22,0.17,0.00,0.00,0.23,0.14,2.19,2.56,1.53,1.41,0.00,0.00,1.10,1.30,2.19,3.48,1.47,1.39,0.00,0.00,1.23,1.23,1.31,1.81,1.38,0.87,0.00,0.00,1.26,0.89,0.09,0.08,0.07,0.04,0.00,0.00,0.05,0.05,0
'[12:06:53.444 21/01/2026]',0.36,0.39,0.21,0.16,0.00,0.00,0.24,0.14,2.14,2.55,1.52,1.38,0.00,0.00,1.12,1.30,2.15,3.47,1.48,1.37,0.00,0.00,1.22,1.23,1.29,1.79,1.39,0.84,0.00,0.00,1.28,0.89,0.08,0.08,0.07,0.04,0.00,0.00,0.05,0.05,0
'[12:06:53.460 21/01/2026]',0.33,0.38,0.21,0.15,0.00,0.00,0.24,0.14,2.09,2.54,1.52,1.36,0.00,0.00,1.17,1.30,2.10,3.46,1.49,1.36,0.00,0.00,1.19,1.24,1.26,1.76,1.40,0.82,0.00,0.00,1.32,0.90,0.08,0.07,0.07,0.04,0.00,0.00,0.05,0.05,0
'[12:06:53.477 21/01/2026]',0.31,0.37,0.21,0.14,0.00,0.00,0.23,0.13,2.04,2.53,1.51,1.35,0.00,0.00,1.21,1.29,2.06,3.46,1.50,1.34,0.00,0.00,1.16,1.23,1.23,1.74,1.41,0.80,0.00,0.00,1.35,0.92,0.08,0.07,0.07,0.04,0.00,0.00,0.05,0.05,0
'[12:06:53.493 21/01/2026]',0.29,0.36,0.19,0.13,0.00,0.00,0.23,0.12,2.00,2.52,1.52,1.34,0.00,0.00,1.26,1.29,2.02,3.45,1.51,1.33,0.00,0.00,1.14,1.23,1.21,1.73,1.42,0.80,0.00,0.00,1.38,0.93,0.08,0.08,0.07,0.04,0.00,0.00,0.06,0.05,0
'[12:06:53.511 21/01/2026]',0.28,0.35,0.19,0.13,0.00,0.00,0.24,0.14,1.95,2.54,1.53,1.32,0.00,0.00,1.32,1.30,1.98,3.46,1.51,1.31,0.00,0.00,1.14,1.21,1.18,1.71,1.41,0.80,0.00,0.00,1.38,0.93,0.08,0.07,0.08,0.04,0.00,0.00,0.06,0.05,0
'[12:06:53.528 21/01/2026]',0.26,0.33,0.19,0.14,0.00,0.00,0.25,0.15,1.91,2.56,1.53,1.32,0.00,0.00,1.37,1.28,1.95,3.49,1.52,1.31,0.00,0.00,1.15,1.21,1.16,1.71,1.40,0.79,0.00,0.00,1.39,0.90,0.08,0.08,0.08,0.04,0.00,0.00,0.06,0.06,0
'[12:06:53.544 21/01/2026]',0.25,0.31,0.20,0.14,0.00,0.00,0.25,0.16,1.87,2.58,1.54,1.32,0.00,0.00,1.39,1.27,1.93,3.52,1.53,1.31,0.00,0.00,1.17,1.26,1.15,1.71,1.39,0.78,0.00,0.00,1.37,0.87,0.08,0.08,0.08,0.04,0.00,0.00,0.05,0.06,0
'[12:06:53.560 21/01/2026]',0.24,0.29,0.21,0.13,0.00,0.00,0.25,0.16,1.83,2.60,1.54,1.31,0.00,0.00,1.41,1.25,1.91,3.54,1.53,1.31,0.00,0.00,1.19,1.31,1.13,1.71,1.38,0.77,0.00,0.00,1.36,0.83,0.08,0.07,0.07,0.04,0.00,0.00,0.06,0.06,0
'[12:06:53.577 21/01/2026]',0.25,0.28,0.21,0.13,0.00,0.00,0.25,0.17,1.79,2.62,1.54,1.31,0.00,0.00,1.43,1.23,1.88,3.56,1.54,1.31,0.00,0.00,1.22,1.36,1.11,1.70,1.35,0.76,0.00,0.00,1.34,0.80,0.08,0.07,0.07,0.04,0.00,0.00,0.05,0.06,0
'[12:06:53.594 21/01/2026]',0.25,0.28,0.22,0.13,0.00,0.00,0.26,0.17,1.76,2.65,1.53,1.30,0.00,0.00,1.44,1.21,1.85,3.57,1.55,1.31,0.00,0.00,1.24,1.42,1.09,1.71,1.33,0.76,0.00,0.00,1.32,0.77,0.08,0.07,0.07,0.04,0.00,0.00,0.05,0.06,0
'[12:06:53.611 21/01/2026]',0.25,0.28,0.22,0.12,0.00,0.00,0.26,0.17,1.71,2.67,1.52,1.30,0.00,0.00,1.45,1.19,1.81,3.58,1.55,1.31,0.00,0.00,1.27,1.46,1.07,1.72,1.31,0.75,0.00,0.00,1.31,0.74,0.08,0.07,0.07,0.04,0.00,0.00,0.05,0.06,0
'[12:06:53.627 21/01/2026]',0.25,0.28,0.22,0.12,0.00,0.00,0.26,0.17,1.67,2.71,1.50,1.30,0.00,0.00,1.46,1.18,1.77,3.57,1.56,1.30,0.00,0.00,1.29,1.50,1.04,1.74,1.29,0.75,0.00,0.00,1.29,0.71,0.09,0.07,0.07,0.04,0.00,0.00,0.05,0.05,0
'[12:06:53.644 21/01/2026]',0.25,0.29,0.22,0.12,0.00,0.00,0.25,0.17,1.63,2.75,1.49,1.30,0.00,0.00,1.46,1.17,1.73,3.56,1.57,1.30,0.00,0.00,1.31,1.54,1.02,1.76,1.27,0.75,0.00,0.00,1.28,0.68,0.10,0.07,0.07,0.04,0.00,0.00,0.05,0.05,0
'[12:06:53.661 21/01/2026]',0.26,0.29,0.22,0.12,0.00,0.00,0.25,0.18,1.58,2.79,1.48,1.30,0.00,0.00,1.47,1.15,1.68,3.55,1.57,1.29,0.00,0.00,1.33,1.57,1.01,1.79,1.26,0.75,0.00,0.00,1.27,0.65,0.10,0.07,0.07,0.04,0.00,0.00,0.05,0.05,0
'[12:06:53.678 21/01/2026]',0.25,0.29,0.21,0.12,0.00,0.00,0.25,0.17,1.51,2.83,1.46,1.31,0.00,0.00,1.47,1.14,1.64,3.53,1.57,1.29,0.00,0.00,1.38,1.60,1.02,1.81,1.25,0.76,0.00,0.00,1.29,0.63,0.09,0.07,0.07,0.04,0.00,0.00,0.05,0.05,0
'[12:06:53.694 21/01/2026]',0.23,0.30,0.21,0.12,0.00,0.00,0.24,0.17,1.45,2.85,1.45,1.32,0.00,0.00,1.47,1.16,1.66,3.52,1.57,1.28,0.00,0.00,1.43,1.61,1.02,1.84,1.24,0.77,0.00,0.00,1.31,0.61,0.09,0.07,0.07,0.04,0.00,0.00,0.05,0.05,0
'[12:06:53.710 21/01/2026]',0.22,0.31,0.20,0.12,0.00,0.00,0.24,0.17,1.40,2.88,1.43,1.33,0.00,0.00,1.47,1.17,1.68,3.52,1.57,1.28,0.00,0.00,1.47,1.62,1.03,1.86,1.23,0.78,0.00,0.00,1.32,0.61,0.09,0.07,0.07,0.04,0.00,0.00,0.05,0.05,0
'[12:06:53.727 21/01/2026]',0.22,0.32,0.20,0.12,0.00,0.00,0.23,0.17,1.34,2.90,1.40,1.33,0.00,0.00,1.46,1.19,1.69,3.51,1.56,1.28,0.00,0.00,1.52,1.63,1.03,1.89,1.21,0.78,0.00,0.00,1.34,0.64,0.09,0.07,0.07,0.04,0.00,0.00,0.05,0.06,0
'[12:06:53.743 21/01/2026]',0.21,0.32,0.20,0.13,0.00,0.00,0.22,0.19,1.29,2.93,1.37,1.36,0.00,0.00,1.45,1.20,1.70,3.51,1.54,1.29,0.00,0.00,1.57,1.63,1.03,1.92,1.19,0.78,0.00,0.00,1.36,0.67,0.09,0.06,0.07,0.04,0.00,0.00,0.04,0.05,0
'[12:06:53.760 21/01/2026]',0.20,0.33,0.19,0.15,0.00,0.00,0.21,0.21,1.25,2.95,1.35,1.39,0.00,0.00,1.45,1.20,1.72,3.51,1.53,1.31,0.00,0.00,1.61,1.62,1.04,1.94,1.17,0.78,0.00,0.00,1.37,0.69,0.09,0.06,0.07,0.04,0.00,0.00,0.04,0.05,0
'[12:06:53.778 21/01/2026]',0.19,0.33,0.19,0.15,0.00,0.00,0.22,0.23,1.20,2.98,1.32,1.41,0.00,0.00,1.43,1.21,1.73,3.50,1.51,1.33,0.00,0.00,1.66,1.61,1.04,1.97,1.15,0.78,0.00,0.00,1.39,0.71,0.09,0.06,0.06,0.04,0.00,0.00,0.05,0.05,0
'[12:06:53.793 21/01/2026]',0.18,0.34,0.19,0.16,0.00,0.00,0.22,0.24,1.19,3.00,1.29,1.44,0.00,0.00,1.42,1.19,1.74,3.51,1.48,1.35,0.00,0.00,1.70,1.59,1.04,2.00,1.12,0.77,0.00,0.00,1.40,0.73,0.09,0.06,0.06,0.04,0.00,0.00,0.05,0.06,0
'[12:06:53.810 21/01/2026]',0.17,0.35,0.19,0.16,0.00,0.00,0.23,0.25,1.21,3.02,1.27,1.47,0.00,0.00,1.41,1.17,1.75,3.52,1.46,1.37,0.00,0.00,1.75,1.56,1.04,2.04,1.10,0.76,0.00,0.00,1.41,0.74,0.09,0.05,0.06,0.04,0.00,0.00,0.05,0.06,0
'[12:06:53.828 21/01/2026]',0.16,0.35,0.20,0.16,0.00,0.00,0.23,0.25,1.24,3.05,1.24,1.51,0.00,0.00,1.40,1.16,1.76,3.53,1.44,1.39,0.00,0.00,1.79,1.54,1.05,2.07,1.08,0.74,0.00,0.00,1.42,0.74,0.08,0.05,0.06,0.04,0.00,0.00,0.05,0.06,0
'[12:06:53.844 21/01/2026]',0.15,0.36,0.20,0.17,0.00,0.00,0.24,0.26,1.26,3.07,1.22,1.54,0.00,0.00,1.38,1.14,1.76,3.54,1.44,1.41,0.00,0.00,1.82,1.52,1.05,2.10,1.06,0.73,0.00,0.00,1.43,0.75,0.08,0.05,0.06,0.04,0.00,0.00,0.04,0.06,0
'[12:06:53.873 21/01/2026]',0.15,0.36,0.20,0.17,0.00,0.00,0.24,0.27,1.27,3.09,1.20,1.57,0.00,0.00,1.37,1.13,1.77,3.55,1.47,1.43,0.00,0.00,1.86,1.50,1.05,2.13,1.04,0.72,0.00,0.00,1.44,0.76,0.08,0.05,0.06,0.04,0.00,0.00,0.04,0.06,0
'[12:06:53.918 21/01/2026]',0.14,0.36,0.21,0.17,0.00,0.00,0.25,0.27,1.29,3.11,1.18,1.59,0.00,0.00,1.38,1.12,1.78,3.56,1.49,1.45,0.00,0.00,1.88,1.48,1.05,2.16,1.02,0.71,0.00,0.00,1.45,0.76,0.07,0.05,0.06,0.04,0.00,0.00,0.05,0.06,0
'[12:06:53.969 21/01/2026]',0.14,0.37,0.21,0.18,0.00,0.00,0.26,0.28,1.31,3.12,1.15,1.62,0.00,0.00,1.41,1.10,1.78,3.57,1.50,1.46,0.00,0.00,1.89,1.46,1.06,2.19,1.01,0.70,0.00,0.00,1.48,0.77,0.07,0.05,0.06,0.04,0.00,0.00,0.05,0.06,0
'[12:06:54.015 21/01/2026]',0.13,0.38,0.22,0.18,0.00,0.00,0.27,0.28,1.33,3.13,1.13,1.65,0.00,0.00,1.44,1.08,1.78,3.58,1.51,1.46,0.00,0.00,1.90,1.46,1.07,2.22,0.99,0.71,0.00,0.00,1.51,0.77,0.07,0.05,0.06,0.04,0.00,0.00,0.05,0.06,0
'[12:06:54.061 21/01/2026]',0.13,0.39,0.23,0.18,0.00,0.00,0.28,0.27,1.35,3.13,1.11,1.68,0.00,0.00,1.47,1.05,1.77,3.59,1.52,1.46,0.00,0.00,1.92,1.46,1.08,2.26,0.98,0.71,0.00,0.00,1.54,0.76,0.07,0.05,0.07,0.04,0.00,0.00,0.05,0.06,0
'[12:06:54.107 21/01/2026]',0.14,0.39,0.25,0.19,0.00,0.00,0.29,0.26,1.36,3.14,1.10,1.69,0.00,0.00,1.49,1.02,1.77,3.60,1.54,1.45,0.00,0.00,1.94,1.48,1.10,2.29,0.98,0.73,0.00,0.00,1.58,0.75,0.07,0.05,0.07,0.05,0.00,0.00,0.05,0.06,0
'[12:06:54.151 21/01/2026]',0.16,0.41,0.25,0.20,0.00,0.00,0.30,0.26,1.36,3.15,1.09,1.70,0.00,0.00,1.50,0.99,1.74,3.60,1.57,1.43,0.00,0.00,1.96,1.50,1.11,2.33,0.99,0.76,0.00,0.00,1.63,0.73,0.08,0.05,0.07,0.05,0.00,0.00,0.05,0.06,0
'[12:06:54.195 21/01/2026]',0.16,0.41,0.25,0.20,0.00,0.00,0.30,0.25,1.35,3.17,1.07,1.68,0.00,0.00,1.51,0.97,1.70,3.58,1.60,1.39,0.00,0.00,1.98,1.51,1.11,2.37,0.99,0.80,0.00,0.00,1.68,0.71,0.08,0.05,0.07,0.04,0.00,0.00,0.05,0.06,0
'[12:06:54.241 21/01/2026]',0.16,0.40,0.24,0.19,0.00,0.00,0.29,0.25,1.31,3.16,1.05,1.65,0.00,0.00,1.51,0.94,1.65,3.55,1.64,1.33,0.00,0.00,2.01,1.52,1.10,2.42,0.99,0.85,0.00,0.00,1.71,0.68,0.08,0.06,0.07,0.04,0.00,0.00,0.05,0.06,0
'[12:06:54.289 21/01/2026]',0.18,0.41,0.26,0.19,0.00,0.00,0.32,0.24,1.25,3.14,1.00,1.62,0.00,0.00,1.51,0.92,1.60,3.48,1.69,1.27,0.00,0.00,2.06,1.53,1.07,2.45,0.97,0.89,0.00,0.00,1.71,0.71,0.08,0.06,0.07,0.05,0.00,0.00,0.05,0.06,0
'[12:06:54.340 21/01/2026]',0.18,0.45,0.26,0.20,0.00,0.00,0.33,0.24,1.22,3.06,0.97,1.58,0.00,0.00,1.53,0.90,1.56,3.38,1.72,1.22,0.00,0.00,2.10,1.54,1.03,2.45,0.95,0.92,0.00,0.00,1.70,0.75,0.07,0.06,0.07,0.05,0.00,0.00,0.05,0.06,0
'[12:06:54.391 21/01/2026]',0.18,0.48,0.26,0.20,0.00,0.00,0.34,0.23,1.19,3.00,1.00,1.55,0.00,0.00,1.55,0.88,1.53,3.28,1.74,1.27,0.00,0.00,2.14,1.55,0.98,2.44,0.92,0.94,0.00,0.00,1.69,0.78,0.07,0.06,0.07,0.04,0.00,0.00,0.05,0.06,0
'[12:06:54.441 21/01/2026]',0.18,0.49,0.26,0.20,0.00,0.00,0.35,0.23,1.18,2.94,1.03,1.53,0.00,0.00,1.57,0.88,1.51,3.17,1.75,1.33,0.00,0.00,2.17,1.56,0.93,2.41,0.87,0.95,0.00,0.00,1.67,0.80,0.07,0.06,0.07,0.04,0.00,0.00,0.05,0.06,0
'[12:06:54.491 21/01/2026]',0.17,0.49,0.27,0.19,0.00,0.00,0.37,0.22,1.16,2.90,1.05,1.52,0.00,0.00,1.57,0.87,1.49,3.09,1.74,1.39,0.00,0.00,2.20,1.57,0.88,2.37,0.82,0.96,0.00,0.00,1.64,0.83,0.07,0.06,0.07,0.04,0.00,0.00,0.05,0.06,0
'[12:06:54.543 21/01/2026]',0.17,0.50,0.28,0.18,0.00,0.00,0.37,0.21,1.14,2.87,1.06,1.51,0.00,0.00,1.56,0.86,1.47,3.10,1.73,1.45,0.00,0.00,2.22,1.58,0.84,2.32,0.77,0.97,0.00,0.00,1.60,0.86,0.07,0.06,0.07,0.04,0.00,0.00,0.05,0.06,0
